Date,Tumi Inc
2012-03-03,73
2012-03-04,73
2012-03-05,78
2012-03-06,76
2012-03-07,76
2012-03-08,77
2012-03-09,78
2012-03-10,79
2012-03-11,80
2012-03-12,81
2012-03-13,80
2012-03-14,79
2012-03-15,81
2012-03-16,79
2012-03-17,80
2012-03-18,79
2012-03-19,82
2012-03-20,78
2012-03-21,78
2012-03-22,80
2012-03-23,77
2012-03-24,77
2012-03-25,76
2012-03-26,77
2012-03-27,77
2012-03-28,74
2012-03-29,75
2012-03-30,73
2012-03-31,73
2012-04-01,73
2012-04-02,73
2012-04-03,76
2012-04-04,74
2012-04-05,75
2012-04-06,75
2012-04-07,76
2012-04-08,77
2012-04-09,78
2012-04-10,78
2012-04-11,78
2012-04-12,79
2012-04-13,82
2012-04-14,81
2012-04-15,82
2012-04-16,88
2012-04-17,85
2012-04-18,86
2012-04-19,88
2012-04-20,96
2012-04-21,92
2012-04-22,89
2012-04-23,89
2012-04-24,85
2012-04-25,83
2012-04-26,81
2012-04-27,79
2012-04-28,77
2012-04-29,76
2012-04-30,79
2012-05-01,76
2012-05-02,79
2012-05-03,76
2012-05-04,76
2012-05-05,76
2012-05-06,76
2012-05-07,79
2012-05-08,76
2012-05-09,76
2012-05-10,76
2012-05-11,76
2012-05-12,76
2012-05-13,76
2012-05-14,80
2012-05-15,77
2012-05-16,77
2012-05-17,77
2012-05-18,78
2012-05-19,78
2012-05-20,80
2012-05-21,79
2012-05-22,79
2012-05-23,81
2012-05-24,80
2012-05-25,80
2012-05-26,83
2012-05-27,80
2012-05-28,81
2012-05-29,80
2012-05-30,80
2012-05-31,80
2012-06-01,80
2012-06-02,80
2012-06-03,82
2012-06-04,80
2012-06-05,81
2012-06-06,81
2012-06-07,80
2012-06-08,80
2012-06-09,80
2012-06-10,81
2012-06-11,85
2012-06-12,82
2012-06-13,83
2012-06-14,85
2012-06-15,85
2012-06-16,86
2012-06-17,85
2012-06-18,89
2012-06-19,84
2012-06-20,83
2012-06-21,83
2012-06-22,81
2012-06-23,81
2012-06-24,80
2012-06-25,85
2012-06-26,80
2012-06-27,81
2012-06-28,81
2012-06-29,79
2012-06-30,79
2012-07-01,79
2012-07-02,81
2012-07-03,80
2012-07-04,80
2012-07-05,81
2012-07-06,83
2012-07-07,82
2012-07-08,82
2012-07-09,87
2012-07-10,83
2012-07-11,84
2012-07-12,84
2012-07-13,87
2012-07-14,86
2012-07-15,85
2012-07-16,87
2012-07-17,83
2012-07-18,82
2012-07-19,81
2012-07-20,82
2012-07-21,79
2012-07-22,79
2012-07-23,80
2012-07-24,78
2012-07-25,77
2012-07-26,78
2012-07-27,77
2012-07-28,77
2012-07-29,77
2012-07-30,79
2012-07-31,77
2012-08-01,77
2012-08-02,78
2012-08-03,77
2012-08-04,77
2012-08-05,77
2012-08-06,81
2012-08-07,79
2012-08-08,84
2012-08-09,82
2012-08-10,81
2012-08-11,82
2012-08-12,82
2012-08-13,83
2012-08-14,82
2012-08-15,83
2012-08-16,83
2012-08-17,82
2012-08-18,82
2012-08-19,83
2012-08-20,82
2012-08-21,84
2012-08-22,82
2012-08-23,83
2012-08-24,83
2012-08-25,83
2012-08-26,84
2012-08-27,82
2012-08-28,82
2012-08-29,84
2012-08-30,81
2012-08-31,82
2012-09-01,81
2012-09-02,81
2012-09-03,83
2012-09-04,79
2012-09-05,80
2012-09-06,78
2012-09-07,79
2012-09-08,78
2012-09-09,78
2012-09-10,81
2012-09-11,80
2012-09-12,81
2012-09-13,81
2012-09-14,83
2012-09-15,83
2012-09-16,82
2012-09-17,85
2012-09-18,82
2012-09-19,81
2012-09-20,80
2012-09-21,81
2012-09-22,80
2012-09-23,81
2012-09-24,79
2012-09-25,78
2012-09-26,77
2012-09-27,75
2012-09-28,75
2012-09-29,74
2012-09-30,74
2012-10-01,76
2012-10-02,74
2012-10-03,74
2012-10-04,74
2012-10-05,74
2012-10-06,75
2012-10-07,76
2012-10-08,76
2012-10-09,78
2012-10-10,78
2012-10-11,79
2012-10-12,80
2012-10-13,81
2012-10-14,81
2012-10-15,82
2012-10-16,79
2012-10-17,79
2012-10-18,78
2012-10-19,79
2012-10-20,77
2012-10-21,79
2012-10-22,78
2012-10-23,77
2012-10-24,76
2012-10-25,79
2012-10-26,76
2012-10-27,76
2012-10-28,74
2012-10-29,76
2012-10-30,72
2012-10-31,71
2012-11-01,69
2012-11-02,68
2012-11-03,67
2012-11-04,68
2012-11-05,72
2012-11-06,73
2012-11-07,76
2012-11-08,76
2012-11-09,78
2012-11-10,80
2012-11-11,80
2012-11-12,85
2012-11-13,82
2012-11-14,84
2012-11-15,85
2012-11-16,85
2012-11-17,86
2012-11-18,88
2012-11-19,89
2012-11-20,91
2012-11-21,90
2012-11-22,91
2012-11-23,92
2012-11-24,94
2012-11-25,95
2012-11-26,94
2012-11-27,99
2012-11-28,98
2012-11-29,96
2012-11-30,96
2012-12-01,97
2012-12-02,97
2012-12-03,100
2012-12-04,97
2012-12-05,100
2012-12-06,97
2012-12-07,97
2012-12-08,98
2012-12-09,98
2012-12-10,101
2012-12-11,100
2012-12-12,99
2012-12-13,99
2012-12-14,100
2012-12-15,100
2012-12-16,99
2012-12-17,100
2012-12-18,97
2012-12-19,97
2012-12-20,100
2012-12-21,95
2012-12-22,95
2012-12-23,96
2012-12-24,96
2012-12-25,96
2012-12-26,96
2012-12-27,102
2012-12-28,98
2012-12-29,98
2012-12-30,96
2012-12-31,94
2013-01-01,95
2013-01-02,90
2013-01-03,90
2013-01-04,86
2013-01-05,84
2013-01-06,83
2013-01-07,82
2013-01-08,83
2013-01-09,80
2013-01-10,80
2013-01-11,78
2013-01-12,77
2013-01-13,77
2013-01-14,79
2013-01-15,79
2013-01-16,79
2013-01-17,81
2013-01-18,80
2013-01-19,81
2013-01-20,80
2013-01-21,84
2013-01-22,80
2013-01-23,83
2013-01-24,80
2013-01-25,80
2013-01-26,80
2013-01-27,80
2013-01-28,82
2013-01-29,79
2013-01-30,79
2013-01-31,79
2013-02-01,79
2013-02-02,79
2013-02-03,78
2013-02-04,81
2013-02-05,77
2013-02-06,77
2013-02-07,76
2013-02-08,78
2013-02-09,76
2013-02-10,76
2013-02-11,78
2013-02-12,78
2013-02-13,80
2013-02-14,79
2013-02-15,80
2013-02-16,81
2013-02-17,80
2013-02-18,81
2013-02-19,80
2013-02-20,78
2013-02-21,78
2013-02-22,76
2013-02-23,76
2013-02-24,75
2013-02-25,79
2013-02-26,75
2013-02-27,75
2013-02-28,74
2013-03-01,74
2013-03-02,74
2013-03-03,74
2013-03-04,79
2013-03-05,76
2013-03-06,79
2013-03-07,78
2013-03-08,79
2013-03-09,80
2013-03-10,80
2013-03-11,83
2013-03-12,82
2013-03-13,83
2013-03-14,82
2013-03-15,84
2013-03-16,83
2013-03-17,85
2013-03-18,85
2013-03-19,85
2013-03-20,86
2013-03-21,86
2013-03-22,87
2013-03-23,88
2013-03-24,87
2013-03-25,91
2013-03-26,87
2013-03-27,87
2013-03-28,85
2013-03-29,85
2013-03-30,85
2013-03-31,84
2013-04-01,85
2013-04-02,83
2013-04-03,81
2013-04-04,80
2013-04-05,79
2013-04-06,78
2013-04-07,77
2013-04-08,81
2013-04-09,77
2013-04-10,77
2013-04-11,79
2013-04-12,77
2013-04-13,77
2013-04-14,77
2013-04-15,81
2013-04-16,77
2013-04-17,77
2013-04-18,79
2013-04-19,77
2013-04-20,77
2013-04-21,77
2013-04-22,79
2013-04-23,78
2013-04-24,78
2013-04-25,80
2013-04-26,78
2013-04-27,79
2013-04-28,79
2013-04-29,84
2013-04-30,79
2013-05-01,79
2013-05-02,81
2013-05-03,80
2013-05-04,80
2013-05-05,79
2013-05-06,83
2013-05-07,79
2013-05-08,79
2013-05-09,78
2013-05-10,79
2013-05-11,78
2013-05-12,77
2013-05-13,79
2013-05-14,77
2013-05-15,77
2013-05-16,77
2013-05-17,75
2013-05-18,75
2013-05-19,76
2013-05-20,76
2013-05-21,78
2013-05-22,78
2013-05-23,79
2013-05-24,81
2013-05-25,81
2013-05-26,81
2013-05-27,82
2013-05-28,82
2013-05-29,81
2013-05-30,82
2013-05-31,81
