Date,WageWorks
2012-08-21,73
2012-08-22,73
2012-08-23,79
2012-08-24,75
2012-08-25,87
2012-08-26,75
2012-08-27,75
2012-08-28,75
2012-08-29,75
2012-08-30,75
2012-08-31,77
2012-09-01,83
2012-09-02,79
2012-09-03,71
2012-09-04,69
2012-09-05,72
2012-09-06,65
2012-09-07,68
2012-09-08,66
2012-09-09,62
2012-09-10,62
2012-09-11,64
2012-09-12,62
2012-09-13,62
2012-09-14,64
2012-09-15,67
2012-09-16,68
2012-09-17,65
2012-09-18,69
2012-09-19,68
2012-09-20,69
2012-09-21,75
2012-09-22,80
2012-09-23,72
2012-09-24,72
2012-09-25,72
2012-09-26,76
2012-09-27,72
2012-09-28,73
2012-09-29,81
2012-09-30,72
