Date,Jones Energy
2013-05-29,37
2013-05-30,37
2013-05-31,38
2013-06-01,40
2013-06-02,40
2013-06-03,41
2013-06-04,42
2013-06-05,42
2013-06-06,46
2013-06-07,44
2013-06-08,45
2013-06-09,44
2013-06-10,43
2013-06-11,44
2013-06-12,41
2013-06-13,41
2013-06-14,39
2013-06-15,39
2013-06-16,39
2013-06-17,40
2013-06-18,40
2013-06-19,41
2013-06-20,42
2013-06-21,43
2013-06-22,43
2013-06-23,43
2013-06-24,43
2013-06-25,43
2013-06-26,43
2013-06-27,43
2013-06-28,45
2013-06-29,44
2013-06-30,42
2013-07-01,41
2013-07-02,40
2013-07-03,38
2013-07-04,37
2013-07-05,36
2013-07-06,35
2013-07-07,37
2013-07-08,39
2013-07-09,41
2013-07-10,43
2013-07-11,45
2013-07-12,47
2013-07-13,49
2013-07-14,50
2013-07-15,51
2013-07-16,55
2013-07-17,55
2013-07-18,54
2013-07-19,55
2013-07-20,57
2013-07-21,63
2013-07-22,69
2013-07-23,75
2013-07-24,81
2013-07-25,100
2013-07-26,99
2013-07-27,100
2013-07-28,92
2013-07-29,85
2013-07-30,77
2013-07-31,70
2013-08-01,62
2013-08-02,60
2013-08-03,48
2013-08-04,47
2013-08-05,46
2013-08-06,45
2013-08-07,44
2013-08-08,43
2013-08-09,43
2013-08-10,42
2013-08-11,39
2013-08-12,38
2013-08-13,37
2013-08-14,36
2013-08-15,35
2013-08-16,34
2013-08-17,35
2013-08-18,34
2013-08-19,36
2013-08-20,38
2013-08-21,39
2013-08-22,41
2013-08-23,43
2013-08-24,45
2013-08-25,43
2013-08-26,42
2013-08-27,41
2013-08-28,40
2013-08-29,41
2013-08-30,38
2013-08-31,38
2013-09-01,37
2013-09-02,37
2013-09-03,38
2013-09-04,39
2013-09-05,39
2013-09-06,39
2013-09-07,40
2013-09-08,38
2013-09-09,37
2013-09-10,35
2013-09-11,34
2013-09-12,32
2013-09-13,31
2013-09-14,30
2013-09-15,32
2013-09-16,34
2013-09-17,39
2013-09-18,38
2013-09-19,40
2013-09-20,42
2013-09-21,44
2013-09-22,44
2013-09-23,44
2013-09-24,48
2013-09-25,44
2013-09-26,46
2013-09-27,44
2013-09-28,44
2013-09-29,41
2013-09-30,38
2013-10-01,35
2013-10-02,33
2013-10-03,30
2013-10-04,27
2013-10-05,25
2013-10-06,27
2013-10-07,29
2013-10-08,32
2013-10-09,36
2013-10-10,37
2013-10-11,40
2013-10-12,42
2013-10-13,43
2013-10-14,45
2013-10-15,46
2013-10-16,48
2013-10-17,54
2013-10-18,51
2013-10-19,53
2013-10-20,52
2013-10-21,51
2013-10-22,55
2013-10-23,50
2013-10-24,50
2013-10-25,51
2013-10-26,49
2013-10-27,47
2013-10-28,45
2013-10-29,43
2013-10-30,41
2013-10-31,39
2013-11-01,37
2013-11-02,36
2013-11-03,38
2013-11-04,40
2013-11-05,42
2013-11-06,44
2013-11-07,46
2013-11-08,49
2013-11-09,53
2013-11-10,50
2013-11-11,50
2013-11-12,50
2013-11-13,54
2013-11-14,50
2013-11-15,54
2013-11-16,50
2013-11-17,48
2013-11-18,46
2013-11-19,44
2013-11-20,42
2013-11-21,40
2013-11-22,38
2013-11-23,37
2013-11-24,36
2013-11-25,36
2013-11-26,37
2013-11-27,37
2013-11-28,35
2013-11-29,35
2013-11-30,35
2013-12-01,35
2013-12-02,35
2013-12-03,35
2013-12-04,35
2013-12-05,35
2013-12-06,35
2013-12-07,35
2013-12-08,36
2013-12-09,38
2013-12-10,38
2013-12-11,41
2013-12-12,41
2013-12-13,42
2013-12-14,46
2013-12-15,43
2013-12-16,42
2013-12-17,42
2013-12-18,41
2013-12-19,41
2013-12-20,40
2013-12-21,40
2013-12-22,37
2013-12-23,34
2013-12-24,31
2013-12-25,28
2013-12-26,25
2013-12-27,22
2013-12-28,20
2013-12-29,21
2013-12-30,25
2013-12-31,25
2014-01-01,26
2014-01-02,28
2014-01-03,30
2014-01-04,32
2014-01-05,33
2014-01-06,34
2014-01-07,36
2014-01-08,36
2014-01-09,37
2014-01-10,39
2014-01-11,39
2014-01-12,39
2014-01-13,39
2014-01-14,39
2014-01-15,40
2014-01-16,39
2014-01-17,39
2014-01-18,40
2014-01-19,40
2014-01-20,41
2014-01-21,41
2014-01-22,43
2014-01-23,44
2014-01-24,43
2014-01-25,44
2014-01-26,44
2014-01-27,45
2014-01-28,48
2014-01-29,46
2014-01-30,47
2014-01-31,48
2014-02-01,49
2014-02-02,48
2014-02-03,48
2014-02-04,50
2014-02-05,47
2014-02-06,47
2014-02-07,47
2014-02-08,49
2014-02-09,48
2014-02-10,50
2014-02-11,53
2014-02-12,53
2014-02-13,55
2014-02-14,60
2014-02-15,58
2014-02-16,56
2014-02-17,55
2014-02-18,53
2014-02-19,52
2014-02-20,50
2014-02-21,52
2014-02-22,48
2014-02-23,49
2014-02-24,50
2014-02-25,51
2014-02-26,55
2014-02-27,54
2014-02-28,55
