Date,EPAM Systems
2011-03-21,20
2011-03-22,21
2011-03-23,23
2011-03-24,24
2011-03-25,25
2011-03-26,27
2011-03-27,25
2011-03-28,24
2011-03-29,22
2011-03-30,21
2011-03-31,19
2011-04-01,18
2011-04-02,17
2011-04-03,17
2011-04-04,17
2011-04-05,18
2011-04-06,18
2011-04-07,18
2011-04-08,18
2011-04-09,19
2011-04-10,19
2011-04-11,19
2011-04-12,19
2011-04-13,19
2011-04-14,19
2011-04-15,19
2011-04-16,20
2011-04-17,21
2011-04-18,22
2011-04-19,24
2011-04-20,24
2011-04-21,25
2011-04-22,26
2011-04-23,30
2011-04-24,26
2011-04-25,25
2011-04-26,23
2011-04-27,22
2011-04-28,21
2011-04-29,19
2011-04-30,18
2011-05-01,18
2011-05-02,19
2011-05-03,20
2011-05-04,21
2011-05-05,23
2011-05-06,23
2011-05-07,24
2011-05-08,23
2011-05-09,22
2011-05-10,21
2011-05-11,21
2011-05-12,20
2011-05-13,19
2011-05-14,19
2011-05-15,20
2011-05-16,21
2011-05-17,22
2011-05-18,23
2011-05-19,24
2011-05-20,25
2011-05-21,26
2011-05-22,24
2011-05-23,23
2011-05-24,22
2011-05-25,21
2011-05-26,20
2011-05-27,19
2011-05-28,18
2011-05-29,19
2011-05-30,20
2011-05-31,21
2011-06-01,23
2011-06-02,24
2011-06-03,28
2011-06-04,27
2011-06-05,27
2011-06-06,27
2011-06-07,27
2011-06-08,27
2011-06-09,27
2011-06-10,27
2011-06-11,27
2011-06-12,27
2011-06-13,27
2011-06-14,27
2011-06-15,28
2011-06-16,28
2011-06-17,29
2011-06-18,29
2011-06-19,29
2011-06-20,29
2011-06-21,29
2011-06-22,30
2011-06-23,30
2011-06-24,30
2011-06-25,32
2011-06-26,31
2011-06-27,31
2011-06-28,31
2011-06-29,31
2011-06-30,31
2011-07-01,31
2011-07-02,33
2011-07-03,31
2011-07-04,30
2011-07-05,30
2011-07-06,30
2011-07-07,29
2011-07-08,29
2011-07-09,28
2011-07-10,27
2011-07-11,26
2011-07-12,25
2011-07-13,24
2011-07-14,23
2011-07-15,22
2011-07-16,21
2011-07-17,21
2011-07-18,21
2011-07-19,24
2011-07-20,22
2011-07-21,23
2011-07-22,23
2011-07-23,24
2011-07-24,24
2011-07-25,25
2011-07-26,26
2011-07-27,26
2011-07-28,26
2011-07-29,28
2011-07-30,28
2011-07-31,27
2011-08-01,27
2011-08-02,27
2011-08-03,28
2011-08-04,26
2011-08-05,26
2011-08-06,26
2011-08-07,25
2011-08-08,24
2011-08-09,23
2011-08-10,22
2011-08-11,21
2011-08-12,20
2011-08-13,20
2011-08-14,20
2011-08-15,20
2011-08-16,21
2011-08-17,21
2011-08-18,21
2011-08-19,21
2011-08-20,22
2011-08-21,22
2011-08-22,22
2011-08-23,23
2011-08-24,23
2011-08-25,24
2011-08-26,24
2011-08-27,25
2011-08-28,25
2011-08-29,26
2011-08-30,26
2011-08-31,27
2011-09-01,27
2011-09-02,28
2011-09-03,29
2011-09-04,29
2011-09-05,29
2011-09-06,33
2011-09-07,30
2011-09-08,32
2011-09-09,32
2011-09-10,32
2011-09-11,31
2011-09-12,31
2011-09-13,32
2011-09-14,30
2011-09-15,30
2011-09-16,30
2011-09-17,30
2011-09-18,30
2011-09-19,31
2011-09-20,32
2011-09-21,32
2011-09-22,33
2011-09-23,33
2011-09-24,34
2011-09-25,33
2011-09-26,32
2011-09-27,32
2011-09-28,31
2011-09-29,30
2011-09-30,29
2011-10-01,30
2011-10-02,29
2011-10-03,29
2011-10-04,29
2011-10-05,32
2011-10-06,29
2011-10-07,31
2011-10-08,30
2011-10-09,30
2011-10-10,32
2011-10-11,32
2011-10-12,33
2011-10-13,34
2011-10-14,37
2011-10-15,36
2011-10-16,36
2011-10-17,36
2011-10-18,36
2011-10-19,36
2011-10-20,36
2011-10-21,40
2011-10-22,36
2011-10-23,35
2011-10-24,34
2011-10-25,33
2011-10-26,37
2011-10-27,31
2011-10-28,30
2011-10-29,29
2011-10-30,29
2011-10-31,29
2011-11-01,31
2011-11-02,30
2011-11-03,30
2011-11-04,33
2011-11-05,31
2011-11-06,31
2011-11-07,32
2011-11-08,33
2011-11-09,34
2011-11-10,33
2011-11-11,36
2011-11-12,35
2011-11-13,35
2011-11-14,35
2011-11-15,36
2011-11-16,36
2011-11-17,40
2011-11-18,37
2011-11-19,38
2011-11-20,37
2011-11-21,37
2011-11-22,39
2011-11-23,36
2011-11-24,36
2011-11-25,37
2011-11-26,35
2011-11-27,34
2011-11-28,34
2011-11-29,34
2011-11-30,36
2011-12-01,34
2011-12-02,34
2011-12-03,34
2011-12-04,32
2011-12-05,31
2011-12-06,30
2011-12-07,29
2011-12-08,28
2011-12-09,28
2011-12-10,26
2011-12-11,26
2011-12-12,28
2011-12-13,28
2011-12-14,30
2011-12-15,31
2011-12-16,31
2011-12-17,32
2011-12-18,31
2011-12-19,30
2011-12-20,29
2011-12-21,30
2011-12-22,28
2011-12-23,29
2011-12-24,27
2011-12-25,26
2011-12-26,25
2011-12-27,25
2011-12-28,24
2011-12-29,24
2011-12-30,24
2011-12-31,23
2012-01-01,23
2012-01-02,24
2012-01-03,26
2012-01-04,26
2012-01-05,25
2012-01-06,28
2012-01-07,27
2012-01-08,27
2012-01-09,30
2012-01-10,29
2012-01-11,30
2012-01-12,34
2012-01-13,32
2012-01-14,33
2012-01-15,35
2012-01-16,36
2012-01-17,37
2012-01-18,39
2012-01-19,41
2012-01-20,44
2012-01-21,44
2012-01-22,45
2012-01-23,46
2012-01-24,48
2012-01-25,50
2012-01-26,52
2012-01-27,52
2012-01-28,59
2012-01-29,53
2012-01-30,53
2012-01-31,55
2012-02-01,53
2012-02-02,53
2012-02-03,53
2012-02-04,54
2012-02-05,59
2012-02-06,66
2012-02-07,73
2012-02-08,79
2012-02-09,88
2012-02-10,94
2012-02-11,108
2012-02-12,97
2012-02-13,96
2012-02-14,94
2012-02-15,94
2012-02-16,85
2012-02-17,83
2012-02-18,80
2012-02-19,78
2012-02-20,76
2012-02-21,81
2012-02-22,73
2012-02-23,71
2012-02-24,71
2012-02-25,68
2012-02-26,68
2012-02-27,64
2012-02-28,62
2012-02-29,65
2012-03-01,59
2012-03-02,59
2012-03-03,58
2012-03-04,59
2012-03-05,63
2012-03-06,67
2012-03-07,72
2012-03-08,74
2012-03-09,78
2012-03-10,88
2012-03-11,83
2012-03-12,80
2012-03-13,79
2012-03-14,85
2012-03-15,77
2012-03-16,81
2012-03-17,84
2012-03-18,76
2012-03-19,76
2012-03-20,76
2012-03-21,76
2012-03-22,76
2012-03-23,77
2012-03-24,79
2012-03-25,77
2012-03-26,74
2012-03-27,74
2012-03-28,79
2012-03-29,72
2012-03-30,73
2012-03-31,77
2012-04-01,73
2012-04-02,75
2012-04-03,77
2012-04-04,81
2012-04-05,81
2012-04-06,83
2012-04-07,92
2012-04-08,83
2012-04-09,82
2012-04-10,81
2012-04-11,82
2012-04-12,83
2012-04-13,78
2012-04-14,78
2012-04-15,78
2012-04-16,76
2012-04-17,76
2012-04-18,76
2012-04-19,76
2012-04-20,83
2012-04-21,79
2012-04-22,82
2012-04-23,77
2012-04-24,80
2012-04-25,78
2012-04-26,81
2012-04-27,79
2012-04-28,81
2012-04-29,80
2012-04-30,83
2012-05-01,86
2012-05-02,83
2012-05-03,87
2012-05-04,85
2012-05-05,90
2012-05-06,87
2012-05-07,87
2012-05-08,96
2012-05-09,90
2012-05-10,87
2012-05-11,87
2012-05-12,93
2012-05-13,88
2012-05-14,81
2012-05-15,78
2012-05-16,75
2012-05-17,72
2012-05-18,70
2012-05-19,75
2012-05-20,66
2012-05-21,66
2012-05-22,69
2012-05-23,67
2012-05-24,72
2012-05-25,70
2012-05-26,70
2012-05-27,68
2012-05-28,65
2012-05-29,63
2012-05-30,63
2012-05-31,61
2012-06-01,59
2012-06-02,60
2012-06-03,57
2012-06-04,54
2012-06-05,52
2012-06-06,50
2012-06-07,51
2012-06-08,49
2012-06-09,45
2012-06-10,45
2012-06-11,45
2012-06-12,48
2012-06-13,47
2012-06-14,46
2012-06-15,46
2012-06-16,49
2012-06-17,47
2012-06-18,46
2012-06-19,47
2012-06-20,46
2012-06-21,46
2012-06-22,48
2012-06-23,48
2012-06-24,45
2012-06-25,44
2012-06-26,47
2012-06-27,43
2012-06-28,44
2012-06-29,42
2012-06-30,46
2012-07-01,41
2012-07-02,40
2012-07-03,39
2012-07-04,39
2012-07-05,40
2012-07-06,40
2012-07-07,37
2012-07-08,37
2012-07-09,37
2012-07-10,37
2012-07-11,38
2012-07-12,43
2012-07-13,38
2012-07-14,42
2012-07-15,38
2012-07-16,37
2012-07-17,36
2012-07-18,35
2012-07-19,34
2012-07-20,36
2012-07-21,33
2012-07-22,32
2012-07-23,32
2012-07-24,32
2012-07-25,32
2012-07-26,31
2012-07-27,31
2012-07-28,32
2012-07-29,32
2012-07-30,34
2012-07-31,36
2012-08-01,39
2012-08-02,39
2012-08-03,41
2012-08-04,44
2012-08-05,41
2012-08-06,39
2012-08-07,39
2012-08-08,36
2012-08-09,36
2012-08-10,33
2012-08-11,33
2012-08-12,31
2012-08-13,31
2012-08-14,32
2012-08-15,30
2012-08-16,31
2012-08-17,30
2012-08-18,31
2012-08-19,30
2012-08-20,30
2012-08-21,30
2012-08-22,30
2012-08-23,33
2012-08-24,30
2012-08-25,31
2012-08-26,31
2012-08-27,30
2012-08-28,31
2012-08-29,29
2012-08-30,30
2012-08-31,28
2012-09-01,28
2012-09-02,29
2012-09-03,31
2012-09-04,34
2012-09-05,34
2012-09-06,37
2012-09-07,37
2012-09-08,43
2012-09-09,38
2012-09-10,37
2012-09-11,36
2012-09-12,36
2012-09-13,37
2012-09-14,34
2012-09-15,36
2012-09-16,34
2012-09-17,35
2012-09-18,37
2012-09-19,36
2012-09-20,37
2012-09-21,38
2012-09-22,41
2012-09-23,39
2012-09-24,39
2012-09-25,42
2012-09-26,40
2012-09-27,44
2012-09-28,41
2012-09-29,42
2012-09-30,44
2012-10-01,42
2012-10-02,42
2012-10-03,42
2012-10-04,42
2012-10-05,45
2012-10-06,46
2012-10-07,41
2012-10-08,40
2012-10-09,39
2012-10-10,41
2012-10-11,37
2012-10-12,38
2012-10-13,35
2012-10-14,35
2012-10-15,36
2012-10-16,37
2012-10-17,38
2012-10-18,38
2012-10-19,39
2012-10-20,41
2012-10-21,39
2012-10-22,38
2012-10-23,40
2012-10-24,36
2012-10-25,35
2012-10-26,35
2012-10-27,33
2012-10-28,34
2012-10-29,33
2012-10-30,36
2012-10-31,34
2012-11-01,35
2012-11-02,35
2012-11-03,35
2012-11-04,36
2012-11-05,37
2012-11-06,38
2012-11-07,39
2012-11-08,44
2012-11-09,41
2012-11-10,46
2012-11-11,41
2012-11-12,40
2012-11-13,42
2012-11-14,38
2012-11-15,39
2012-11-16,36
2012-11-17,35
2012-11-18,35
2012-11-19,36
2012-11-20,37
2012-11-21,40
2012-11-22,37
2012-11-23,38
2012-11-24,43
2012-11-25,38
2012-11-26,37
2012-11-27,37
2012-11-28,36
2012-11-29,35
2012-11-30,35
