Date,Bright Horizons Family
2013-06-03,72
2013-06-04,73
2013-06-05,72
2013-06-06,74
2013-06-07,72
2013-06-08,84
2013-06-09,73
2013-06-10,75
2013-06-11,76
2013-06-12,78
2013-06-13,82
2013-06-14,81
2013-06-15,91
2013-06-16,83
2013-06-17,81
2013-06-18,81
2013-06-19,81
2013-06-20,80
2013-06-21,84
2013-06-22,83
2013-06-23,84
2013-06-24,77
2013-06-25,76
2013-06-26,75
2013-06-27,80
2013-06-28,73
2013-06-29,80
2013-06-30,72
2013-07-01,72
2013-07-02,72
2013-07-03,75
2013-07-04,80
2013-07-05,73
2013-07-06,82
2013-07-07,74
2013-07-08,74
2013-07-09,74
2013-07-10,76
2013-07-11,76
2013-07-12,79
2013-07-13,87
2013-07-14,77
2013-07-15,79
2013-07-16,83
2013-07-17,84
2013-07-18,83
2013-07-19,87
2013-07-20,96
2013-07-21,90
2013-07-22,86
2013-07-23,86
2013-07-24,89
2013-07-25,86
2013-07-26,86
2013-07-27,100
2013-07-28,85
2013-07-29,86
2013-07-30,87
2013-07-31,88
2013-08-01,89
2013-08-02,96
2013-08-03,97
2013-08-04,92
2013-08-05,89
2013-08-06,89
2013-08-07,88
2013-08-08,91
2013-08-09,86
2013-08-10,96
2013-08-11,92
2013-08-12,85
2013-08-13,89
2013-08-14,84
2013-08-15,87
2013-08-16,87
2013-08-17,97
2013-08-18,83
2013-08-19,83
2013-08-20,85
2013-08-21,83
2013-08-22,84
2013-08-23,84
2013-08-24,96
2013-08-25,83
2013-08-26,83
2013-08-27,84
2013-08-28,87
2013-08-29,85
2013-08-30,91
2013-08-31,94
2013-09-01,90
2013-09-02,84
2013-09-03,83
2013-09-04,82
2013-09-05,83
2013-09-06,85
2013-09-07,86
2013-09-08,85
2013-09-09,80
2013-09-10,82
2013-09-11,81
2013-09-12,82
2013-09-13,86
2013-09-14,90
2013-09-15,87
2013-09-16,79
2013-09-17,83
2013-09-18,75
2013-09-19,74
2013-09-20,71
2013-09-21,82
2013-09-22,69
2013-09-23,69
2013-09-24,70
2013-09-25,74
2013-09-26,71
2013-09-27,74
2013-09-28,74
2013-09-29,78
2013-09-30,73
2013-10-01,73
2013-10-02,75
2013-10-03,76
2013-10-04,75
2013-10-05,87
2013-10-06,75
2013-10-07,75
2013-10-08,75
2013-10-09,76
2013-10-10,75
2013-10-11,75
2013-10-12,86
2013-10-13,74
2013-10-14,74
2013-10-15,74
2013-10-16,75
2013-10-17,72
2013-10-18,72
2013-10-19,80
2013-10-20,73
2013-10-21,73
2013-10-22,77
2013-10-23,74
2013-10-24,75
2013-10-25,79
2013-10-26,87
2013-10-27,76
2013-10-28,75
2013-10-29,74
2013-10-30,75
2013-10-31,72
2013-11-01,71
2013-11-02,78
2013-11-03,70
2013-11-04,70
2013-11-05,73
2013-11-06,70
2013-11-07,70
2013-11-08,72
2013-11-09,72
2013-11-10,77
2013-11-11,71
2013-11-12,72
2013-11-13,73
2013-11-14,75
2013-11-15,75
2013-11-16,91
2013-11-17,76
2013-11-18,76
2013-11-19,76
2013-11-20,76
2013-11-21,76
2013-11-22,78
2013-11-23,86
2013-11-24,76
2013-11-25,67
2013-11-26,63
2013-11-27,64
2013-11-28,60
2013-11-29,49
2013-11-30,48
2013-12-01,49
2013-12-02,54
2013-12-03,58
2013-12-04,68
2013-12-05,67
2013-12-06,72
2013-12-07,84
2013-12-08,79
2013-12-09,75
2013-12-10,75
2013-12-11,80
2013-12-12,72
2013-12-13,71
2013-12-14,81
2013-12-15,70
2013-12-16,69
2013-12-17,69
2013-12-18,69
2013-12-19,71
2013-12-20,66
2013-12-21,70
2013-12-22,63
2013-12-23,60
2013-12-24,59
2013-12-25,55
2013-12-26,52
2013-12-27,49
2013-12-28,50
2013-12-29,49
2013-12-30,51
2013-12-31,54
2014-01-01,55
2014-01-02,57
2014-01-03,59
2014-01-04,70
2014-01-05,64
2014-01-06,68
2014-01-07,74
2014-01-08,75
2014-01-09,81
2014-01-10,86
2014-01-11,95
2014-01-12,85
2014-01-13,85
2014-01-14,85
2014-01-15,84
2014-01-16,87
2014-01-17,84
2014-01-18,97
2014-01-19,84
2014-01-20,85
2014-01-21,87
2014-01-22,87
2014-01-23,89
2014-01-24,90
2014-01-25,97
2014-01-26,90
2014-01-27,88
2014-01-28,88
2014-01-29,90
2014-01-30,89
2014-01-31,86
2014-02-01,95
2014-02-02,86
2014-02-03,85
2014-02-04,85
2014-02-05,87
2014-02-06,87
2014-02-07,87
2014-02-08,91
2014-02-09,84
2014-02-10,83
2014-02-11,87
2014-02-12,81
2014-02-13,80
2014-02-14,81
2014-02-15,91
2014-02-16,78
2014-02-17,77
2014-02-18,76
2014-02-19,76
2014-02-20,74
2014-02-21,77
2014-02-22,79
2014-02-23,74
2014-02-24,76
2014-02-25,78
2014-02-26,82
2014-02-27,82
2014-02-28,84
