Date,ComScore
2008-04-01,75
2008-04-02,80
2008-04-03,72
2008-04-04,76
2008-04-05,70
2008-04-06,67
2008-04-07,66
2008-04-08,67
2008-04-09,64
2008-04-10,64
2008-04-11,65
2008-04-12,61
2008-04-13,64
2008-04-14,67
2008-04-15,70
2008-04-16,75
2008-04-17,76
2008-04-18,79
2008-04-19,83
2008-04-20,83
2008-04-21,83
2008-04-22,85
2008-04-23,86
2008-04-24,83
2008-04-25,88
2008-04-26,83
2008-04-27,80
2008-04-28,77
2008-04-29,74
2008-04-30,71
2008-05-01,69
2008-05-02,67
2008-05-03,63
2008-05-04,62
2008-05-05,61
2008-05-06,60
2008-05-07,59
2008-05-08,63
2008-05-09,57
2008-05-10,57
2008-05-11,58
2008-05-12,60
2008-05-13,62
2008-05-14,63
2008-05-15,65
2008-05-16,68
2008-05-17,71
2008-05-18,69
2008-05-19,69
2008-05-20,70
2008-05-21,72
2008-05-22,69
2008-05-23,72
2008-05-24,73
2008-05-25,68
2008-05-26,66
2008-05-27,66
2008-05-28,63
2008-05-29,62
2008-05-30,63
2008-05-31,60
2008-06-01,59
2008-06-02,60
2008-06-03,62
2008-06-04,61
2008-06-05,64
2008-06-06,62
2008-06-07,67
2008-06-08,61
2008-06-09,60
2008-06-10,59
2008-06-11,62
2008-06-12,56
2008-06-13,55
2008-06-14,54
2008-06-15,56
2008-06-16,58
2008-06-17,60
2008-06-18,65
2008-06-19,65
2008-06-20,67
2008-06-21,70
2008-06-22,71
2008-06-23,72
2008-06-24,73
2008-06-25,83
2008-06-26,75
2008-06-27,76
2008-06-28,81
2008-06-29,72
2008-06-30,68
2008-07-01,64
2008-07-02,64
2008-07-03,58
2008-07-04,52
2008-07-05,48
2008-07-06,49
2008-07-07,51
2008-07-08,53
2008-07-09,57
2008-07-10,56
2008-07-11,58
2008-07-12,64
2008-07-13,59
2008-07-14,59
2008-07-15,59
2008-07-16,68
2008-07-17,58
2008-07-18,58
2008-07-19,58
2008-07-20,61
2008-07-21,64
2008-07-22,68
2008-07-23,71
2008-07-24,82
2008-07-25,78
2008-07-26,82
2008-07-27,79
2008-07-28,76
2008-07-29,77
2008-07-30,70
2008-07-31,67
2008-08-01,66
2008-08-02,61
2008-08-03,59
2008-08-04,58
2008-08-05,56
2008-08-06,60
2008-08-07,53
2008-08-08,52
2008-08-09,54
2008-08-10,55
2008-08-11,60
2008-08-12,65
2008-08-13,70
2008-08-14,74
2008-08-15,89
2008-08-16,84
2008-08-17,80
2008-08-18,77
2008-08-19,73
2008-08-20,70
2008-08-21,68
2008-08-22,63
2008-08-23,60
2008-08-24,59
2008-08-25,58
2008-08-26,60
2008-08-27,56
2008-08-28,55
2008-08-29,56
2008-08-30,53
2008-08-31,52
2008-09-01,51
2008-09-02,50
2008-09-03,49
2008-09-04,48
2008-09-05,47
2008-09-06,46
2008-09-07,46
2008-09-08,46
2008-09-09,46
2008-09-10,49
2008-09-11,51
2008-09-12,47
2008-09-13,48
2008-09-14,48
2008-09-15,48
2008-09-16,50
2008-09-17,49
2008-09-18,53
2008-09-19,50
2008-09-20,51
2008-09-21,52
2008-09-22,54
2008-09-23,56
2008-09-24,57
2008-09-25,59
2008-09-26,65
2008-09-27,63
2008-09-28,62
2008-09-29,62
2008-09-30,64
