Date,Brightcove
2011-12-16,47
2011-12-17,53
2011-12-18,47
2011-12-19,46
2011-12-20,45
2011-12-21,47
2011-12-22,43
2011-12-23,46
2011-12-24,41
2011-12-25,39
2011-12-26,37
2011-12-27,36
2011-12-28,35
2011-12-29,33
2011-12-30,31
2011-12-31,30
2012-01-01,32
2012-01-02,34
2012-01-03,36
2012-01-04,38
2012-01-05,40
2012-01-06,47
2012-01-07,48
2012-01-08,45
2012-01-09,46
2012-01-10,46
2012-01-11,48
2012-01-12,47
2012-01-13,51
2012-01-14,49
2012-01-15,48
2012-01-16,47
2012-01-17,46
2012-01-18,46
2012-01-19,48
2012-01-20,46
2012-01-21,44
2012-01-22,44
2012-01-23,45
2012-01-24,46
2012-01-25,48
2012-01-26,47
2012-01-27,50
2012-01-28,51
2012-01-29,50
2012-01-30,51
2012-01-31,53
2012-02-01,54
2012-02-02,59
2012-02-03,60
2012-02-04,62
2012-02-05,61
2012-02-06,63
2012-02-07,65
2012-02-08,69
2012-02-09,70
2012-02-10,71
2012-02-11,85
2012-02-12,76
2012-02-13,80
2012-02-14,87
2012-02-15,88
2012-02-16,92
2012-02-17,96
2012-02-18,120
2012-02-19,100
2012-02-20,90
2012-02-21,85
2012-02-22,80
2012-02-23,78
2012-02-24,70
2012-02-25,73
2012-02-26,64
2012-02-27,64
2012-02-28,63
2012-02-29,63
2012-03-01,65
2012-03-02,62
2012-03-03,73
2012-03-04,61
2012-03-05,60
2012-03-06,59
2012-03-07,58
2012-03-08,57
2012-03-09,58
2012-03-10,61
2012-03-11,55
2012-03-12,55
2012-03-13,57
2012-03-14,55
2012-03-15,55
2012-03-16,57
2012-03-17,62
2012-03-18,54
2012-03-19,53
2012-03-20,52
2012-03-21,51
2012-03-22,50
2012-03-23,49
2012-03-24,53
2012-03-25,50
2012-03-26,51
2012-03-27,56
2012-03-28,54
2012-03-29,57
2012-03-30,56
2012-03-31,58
2012-04-01,56
2012-04-02,54
2012-04-03,53
2012-04-04,53
2012-04-05,48
2012-04-06,53
2012-04-07,45
2012-04-08,47
2012-04-09,49
2012-04-10,51
2012-04-11,53
2012-04-12,55
2012-04-13,60
2012-04-14,65
2012-04-15,64
2012-04-16,60
2012-04-17,60
2012-04-18,60
2012-04-19,61
2012-04-20,64
2012-04-21,67
2012-04-22,60
2012-04-23,57
2012-04-24,55
2012-04-25,54
2012-04-26,52
2012-04-27,51
2012-04-28,48
2012-04-29,48
2012-04-30,49
2012-05-01,49
2012-05-02,50
2012-05-03,50
2012-05-04,52
2012-05-05,59
2012-05-06,51
2012-05-07,51
2012-05-08,52
2012-05-09,51
2012-05-10,51
2012-05-11,51
2012-05-12,51
2012-05-13,51
2012-05-14,51
2012-05-15,51
2012-05-16,51
2012-05-17,51
2012-05-18,54
2012-05-19,54
2012-05-20,52
2012-05-21,52
2012-05-22,52
2012-05-23,52
2012-05-24,53
2012-05-25,52
2012-05-26,57
2012-05-27,50
2012-05-28,49
2012-05-29,47
2012-05-30,48
2012-05-31,44
2012-06-01,44
2012-06-02,42
2012-06-03,43
2012-06-04,44
2012-06-05,45
2012-06-06,46
2012-06-07,47
2012-06-08,51
2012-06-09,49
2012-06-10,49
2012-06-11,49
2012-06-12,51
2012-06-13,49
2012-06-14,49
2012-06-15,49
2012-06-16,50
2012-06-17,49
2012-06-18,49
2012-06-19,49
2012-06-20,53
2012-06-21,49
2012-06-22,49
2012-06-23,50
2012-06-24,52
2012-06-25,54
2012-06-26,56
2012-06-27,60
2012-06-28,63
2012-06-29,66
2012-06-30,70
2012-07-01,62
2012-07-02,60
2012-07-03,58
2012-07-04,60
2012-07-05,54
2012-07-06,54
2012-07-07,54
2012-07-08,50
2012-07-09,50
2012-07-10,51
2012-07-11,52
2012-07-12,52
2012-07-13,53
2012-07-14,53
2012-07-15,52
2012-07-16,51
2012-07-17,53
2012-07-18,50
2012-07-19,50
2012-07-20,50
2012-07-21,54
2012-07-22,50
2012-07-23,51
2012-07-24,54
2012-07-25,54
2012-07-26,56
2012-07-27,60
2012-07-28,67
2012-07-29,59
2012-07-30,57
2012-07-31,56
2012-08-01,56
2012-08-02,55
2012-08-03,56
2012-08-04,61
2012-08-05,52
2012-08-06,50
2012-08-07,52
2012-08-08,47
2012-08-09,45
2012-08-10,49
2012-08-11,42
2012-08-12,42
2012-08-13,43
2012-08-14,44
2012-08-15,44
2012-08-16,46
2012-08-17,49
2012-08-18,47
2012-08-19,47
2012-08-20,48
2012-08-21,49
2012-08-22,50
2012-08-23,53
2012-08-24,50
2012-08-25,57
2012-08-26,50
2012-08-27,50
2012-08-28,50
2012-08-29,49
2012-08-30,51
2012-08-31,49
2012-09-01,54
2012-09-02,48
2012-09-03,48
2012-09-04,47
2012-09-05,47
2012-09-06,48
2012-09-07,46
2012-09-08,53
2012-09-09,47
2012-09-10,48
2012-09-11,49
2012-09-12,52
2012-09-13,51
2012-09-14,54
2012-09-15,53
2012-09-16,52
2012-09-17,51
2012-09-18,50
2012-09-19,50
2012-09-20,49
2012-09-21,47
2012-09-22,46
2012-09-23,46
2012-09-24,46
2012-09-25,47
2012-09-26,47
2012-09-27,47
2012-09-28,47
2012-09-29,54
2012-09-30,47
2012-10-01,47
2012-10-02,48
2012-10-03,49
2012-10-04,47
2012-10-05,47
2012-10-06,51
2012-10-07,47
2012-10-08,47
2012-10-09,47
2012-10-10,47
2012-10-11,50
2012-10-12,50
2012-10-13,50
2012-10-14,49
2012-10-15,50
2012-10-16,53
2012-10-17,52
2012-10-18,53
2012-10-19,54
2012-10-20,56
2012-10-21,54
2012-10-22,54
2012-10-23,54
2012-10-24,53
2012-10-25,53
2012-10-26,57
2012-10-27,56
2012-10-28,55
2012-10-29,50
2012-10-30,48
2012-10-31,47
2012-11-01,45
2012-11-02,44
2012-11-03,46
2012-11-04,44
2012-11-05,46
2012-11-06,47
2012-11-07,49
2012-11-08,55
2012-11-09,52
2012-11-10,62
2012-11-11,52
2012-11-12,51
2012-11-13,49
2012-11-14,49
2012-11-15,47
2012-11-16,45
2012-11-17,44
2012-11-18,43
2012-11-19,42
2012-11-20,41
2012-11-21,41
2012-11-22,43
2012-11-23,40
2012-11-24,41
2012-11-25,40
2012-11-26,41
2012-11-27,42
2012-11-28,43
2012-11-29,44
2012-11-30,49
2012-12-01,50
2012-12-02,46
2012-12-03,46
2012-12-04,46
2012-12-05,47
2012-12-06,45
2012-12-07,45
2012-12-08,46
2012-12-09,44
2012-12-10,44
2012-12-11,44
2012-12-12,46
2012-12-13,43
2012-12-14,45
2012-12-15,43
2012-12-16,42
2012-12-17,42
2012-12-18,42
2012-12-19,41
2012-12-20,44
2012-12-21,43
2012-12-22,44
2012-12-23,38
2012-12-24,36
2012-12-25,34
2012-12-26,31
2012-12-27,29
2012-12-28,28
2012-12-29,25
2012-12-30,26
2012-12-31,27
2013-01-01,28
2013-01-02,30
2013-01-03,31
2013-01-04,33
2013-01-05,37
2013-01-06,36
2013-01-07,38
2013-01-08,40
2013-01-09,43
2013-01-10,44
2013-01-11,46
2013-01-12,56
2013-01-13,46
2013-01-14,45
2013-01-15,44
2013-01-16,45
2013-01-17,42
2013-01-18,43
2013-01-19,42
2013-01-20,41
2013-01-21,42
2013-01-22,43
2013-01-23,45
2013-01-24,45
2013-01-25,46
2013-01-26,54
2013-01-27,47
2013-01-28,48
2013-01-29,48
2013-01-30,51
2013-01-31,49
