Date,Fortress Investment
2006-12-16,10
2006-12-17,11
2006-12-18,12
2006-12-19,13
2006-12-20,14
2006-12-21,15
2006-12-22,16
2006-12-23,17
2006-12-24,16
2006-12-25,16
2006-12-26,15
2006-12-27,15
2006-12-28,14
2006-12-29,14
2006-12-30,14
2006-12-31,13
2007-01-01,13
2007-01-02,13
2007-01-03,13
2007-01-04,13
2007-01-05,13
2007-01-06,13
2007-01-07,13
2007-01-08,14
2007-01-09,14
2007-01-10,15
2007-01-11,15
2007-01-12,16
2007-01-13,17
2007-01-14,17
2007-01-15,18
2007-01-16,18
2007-01-17,19
2007-01-18,20
2007-01-19,20
2007-01-20,21
2007-01-21,20
2007-01-22,20
2007-01-23,20
2007-01-24,19
2007-01-25,19
2007-01-26,19
2007-01-27,19
2007-01-28,18
2007-02-04,24
2007-02-05,37
2007-02-06,50
2007-02-07,63
2007-02-08,76
2007-02-09,89
2007-02-10,102
2007-02-11,96
2007-02-12,88
2007-02-13,82
2007-02-14,75
2007-02-15,69
2007-02-16,62
2007-02-17,56
2007-02-18,50
2007-02-19,41
2007-02-20,35
2007-02-21,29
2007-02-22,23
2007-02-23,17
2007-02-24,11
2007-02-25,11
2007-02-26,12
2007-02-27,13
2007-02-28,13
2007-03-01,14
2007-03-02,15
2007-03-03,16
2007-03-04,16
2007-03-05,16
2007-03-06,16
2007-03-07,17
2007-03-08,17
2007-03-09,17
2007-03-10,18
2007-03-11,18
2007-03-12,18
2007-03-13,18
2007-03-14,19
2007-03-15,19
2007-03-16,19
2007-03-17,20
2007-03-18,20
2007-03-19,20
2007-03-20,20
2007-03-21,20
2007-03-22,20
2007-03-23,20
2007-03-24,20
2007-03-25,19
2007-05-06,15
2007-05-07,17
2007-05-08,18
2007-05-09,20
2007-05-10,21
2007-05-11,23
2007-05-12,25
2007-05-13,27
2007-05-14,29
2007-05-15,31
2007-05-16,33
2007-05-17,35
2007-05-18,38
2007-05-19,40
2007-05-20,36
2007-05-21,31
2007-05-22,27
2007-05-23,23
2007-05-24,19
2007-05-25,16
2007-05-26,12
2007-05-27,11
2007-05-28,10
2007-05-29,9
2007-05-30,9
2007-05-31,8
2007-06-01,7
2007-06-02,7
2007-06-03,8
2007-06-04,9
2007-06-05,10
2007-06-06,11
2007-06-07,12
2007-06-08,13
2007-06-09,15
2007-06-10,16
2007-06-11,18
2007-06-12,20
2007-06-13,21
2007-06-14,23
2007-06-15,25
2007-06-16,27
2007-06-17,26
2007-06-18,26
2007-06-19,26
2007-06-20,25
2007-06-21,25
2007-06-22,24
2007-06-23,24
2007-06-24,23
2007-06-25,21
2007-06-26,20
2007-06-27,19
2007-06-28,18
2007-06-29,17
2007-06-30,16
2007-07-01,15
2007-07-02,15
2007-07-03,14
2007-07-04,14
2007-07-05,13
2007-07-06,13
2007-07-07,13
2007-07-08,13
2007-07-09,13
2007-07-10,13
2007-07-11,13
2007-07-12,13
2007-07-13,13
2007-07-14,13
2007-07-15,13
2007-07-16,13
2007-07-17,13
2007-07-18,13
2007-07-19,13
2007-07-20,13
2007-07-21,13
2007-07-22,12
2007-07-23,11
2007-07-24,11
2007-07-25,10
2007-07-26,10
2007-07-27,9
2007-07-28,9
2007-07-29,9
2007-08-05,15
2007-08-06,16
2007-08-07,16
2007-08-08,17
2007-08-09,17
2007-08-10,18
2007-08-11,19
2007-08-12,19
2007-08-13,20
2007-08-14,21
2007-08-15,21
2007-08-16,22
2007-08-17,22
2007-08-18,23
2007-08-19,21
2007-08-20,18
2007-08-21,16
2007-08-22,13
2007-08-23,11
2007-08-24,9
2007-08-25,7
2007-08-26,7
2007-08-27,8
2007-08-28,9
2007-08-29,9
2007-08-30,10
2007-08-31,11
2007-09-01,12
2007-09-02,11
2007-09-03,11
2007-09-04,11
2007-09-05,11
2007-09-06,11
2007-09-07,11
2007-09-08,11
2007-09-09,11
2007-09-10,10
2007-09-11,10
2007-09-12,10
2007-09-13,10
2007-09-14,10
2007-09-15,10
2007-09-16,10
2007-09-17,11
2007-09-18,12
2007-09-19,12
2007-09-20,13
2007-09-21,14
2007-09-22,15
2007-09-23,14
2007-09-24,13
2007-09-25,12
2007-09-26,11
2007-09-27,10
2007-09-28,9
2007-09-29,9
2007-09-30,8
2007-10-01,8
2007-10-02,8
2007-10-03,8
2007-10-04,8
2007-10-05,8
2007-10-06,8
2007-10-07,8
2007-10-08,8
2007-10-09,8
2007-10-10,8
2007-10-11,8
2007-10-12,8
2007-10-13,8
2007-10-14,9
2007-10-15,10
2007-10-16,11
2007-10-17,12
2007-10-18,13
2007-10-19,14
2007-10-20,15
2007-10-21,14
2007-10-22,14
2007-10-23,14
2007-10-24,13
2007-10-25,13
2007-10-26,13
2007-10-27,13
2007-10-28,12
2007-11-04,9
2007-11-05,9
2007-11-06,9
2007-11-07,9
2007-11-08,9
2007-11-09,9
2007-11-10,10
2007-11-11,10
2007-11-12,10
2007-11-13,11
2007-11-14,11
2007-11-15,12
2007-11-16,12
2007-11-17,13
2007-11-18,12
2007-11-19,11
2007-11-20,10
2007-11-21,9
2007-11-22,8
2007-11-23,7
2007-11-24,6
2007-11-25,6
2007-11-26,7
2007-11-27,8
2007-11-28,8
2007-11-29,9
2007-11-30,10
2007-12-01,11
2007-12-02,10
2007-12-03,10
2007-12-04,9
2007-12-05,9
2007-12-06,8
2007-12-07,8
2007-12-08,8
2007-12-09,8
2007-12-10,8
2007-12-11,8
2007-12-12,8
2007-12-13,8
2007-12-14,8
2007-12-15,8
2007-12-16,8
2007-12-17,8
2007-12-18,8
2007-12-19,8
2007-12-20,8
2007-12-21,8
2007-12-22,8
2007-12-23,8
2007-12-24,8
2007-12-25,9
2007-12-26,9
2007-12-27,10
2007-12-28,10
2007-12-29,11
2007-12-30,11
2007-12-31,11
2008-01-01,12
2008-01-02,12
2008-01-03,13
2008-01-04,13
2008-01-05,14
2008-01-06,13
2008-01-07,13
2008-01-08,13
2008-01-09,13
2008-01-10,13
2008-01-11,13
2008-01-12,13
2008-01-13,12
2008-01-14,12
2008-01-15,12
2008-01-16,11
2008-01-17,11
2008-01-18,11
2008-01-19,11
2008-01-20,10
2008-01-21,10
2008-01-22,10
2008-01-23,10
2008-01-24,10
2008-01-25,10
2008-01-26,10
2008-01-27,9
2008-02-03,8
2008-02-04,8
2008-02-05,8
2008-02-06,9
2008-02-07,9
2008-02-08,9
2008-02-09,10
2008-02-10,10
2008-02-11,10
2008-02-12,10
2008-02-13,10
2008-02-14,10
2008-02-15,10
2008-02-16,11
2008-02-17,11
2008-02-18,11
2008-02-19,11
2008-02-20,11
2008-02-21,11
2008-02-22,11
2008-02-23,12
2008-02-24,12
2008-02-25,13
2008-02-26,14
2008-02-27,15
2008-02-28,15
2008-02-29,16
2008-03-01,17
2008-03-02,15
2008-03-03,14
2008-03-04,13
2008-03-05,11
2008-03-06,10
2008-03-07,9
2008-03-08,8
2008-03-09,8
2008-03-10,9
2008-03-11,10
2008-03-12,11
2008-03-13,12
2008-03-14,13
2008-03-15,14
2008-03-16,13
2008-03-17,13
2008-03-18,13
2008-03-19,12
2008-03-20,12
2008-03-21,12
2008-03-22,12
2008-03-23,12
2008-03-24,13
2008-03-25,14
2008-03-26,15
2008-03-27,15
2008-03-28,16
2008-03-29,17
2008-03-30,15
2008-03-31,13
2008-04-01,11
2008-04-02,10
2008-04-03,8
2008-04-04,6
2008-04-05,5
2008-04-06,6
2008-04-07,7
2008-04-08,8
2008-04-09,9
2008-04-10,10
2008-04-11,11
2008-04-12,12
2008-04-13,11
2008-04-14,11
2008-04-15,11
2008-04-16,10
2008-04-17,10
2008-04-18,10
2008-04-19,10
2008-04-20,9
2008-04-21,9
2008-04-22,9
2008-04-23,9
2008-04-24,9
2008-04-25,9
2008-04-26,9
2008-04-27,9
