Date,FXCM
2010-08-26,85
2010-08-27,83
2010-08-28,91
2010-08-29,84
2010-08-30,85
2010-08-31,86
2010-09-01,87
2010-09-02,88
2010-09-03,95
2010-09-04,94
2010-09-05,89
2010-09-06,87
2010-09-07,88
2010-09-08,84
2010-09-09,83
2010-09-10,81
2010-09-11,80
2010-09-12,80
2010-09-13,79
2010-09-14,81
2010-09-15,82
2010-09-16,81
2010-09-17,83
2010-09-18,88
2010-09-19,82
2010-09-20,83
2010-09-21,82
2010-09-22,86
2010-09-23,85
2010-09-24,83
2010-09-25,87
2010-09-26,84
2010-09-27,84
2010-09-28,84
2010-09-29,84
2010-09-30,88
2010-10-01,84
2010-10-02,91
2010-10-03,84
2010-10-04,86
2010-10-05,86
2010-10-06,86
2010-10-07,87
2010-10-08,93
2010-10-09,89
2010-10-10,89
2010-10-11,89
2010-10-12,89
2010-10-13,91
2010-10-14,89
2010-10-15,89
2010-10-16,89
2010-10-17,91
2010-10-18,88
2010-10-19,88
2010-10-20,90
2010-10-21,92
2010-10-22,87
2010-10-23,92
2010-10-24,86
2010-10-25,85
2010-10-26,89
2010-10-27,84
2010-10-28,85
2010-10-29,82
2010-10-30,87
2010-10-31,83
2010-11-01,84
2010-11-02,85
2010-11-03,92
2010-11-04,87
2010-11-05,88
2010-11-06,96
2010-11-07,88
2010-11-08,87
2010-11-09,86
2010-11-10,86
2010-11-11,86
2010-11-12,89
2010-11-13,87
2010-11-14,83
2010-11-15,82
2010-11-16,82
2010-11-17,81
2010-11-18,87
2010-11-19,80
2010-11-20,80
2010-11-21,79
2010-11-22,77
2010-11-23,76
2010-11-24,74
2010-11-25,74
2010-11-26,71
2010-11-27,76
2010-11-28,74
2010-11-29,78
2010-11-30,84
2010-12-01,87
2010-12-02,91
2010-12-03,102
2010-12-04,106
2010-12-05,98
2010-12-06,96
2010-12-07,97
2010-12-08,92
2010-12-09,93
2010-12-10,93
2010-12-11,94
2010-12-12,84
2010-12-13,83
2010-12-14,81
2010-12-15,82
2010-12-16,78
2010-12-17,78
2010-12-18,81
2010-12-19,74
2010-12-20,74
2010-12-21,72
2010-12-22,71
2010-12-23,71
2010-12-24,72
2010-12-25,69
2010-12-26,69
2010-12-27,70
2010-12-28,71
2010-12-29,78
2010-12-30,74
2010-12-31,78
2011-01-01,77
2011-01-02,76
2011-01-03,76
2011-01-04,77
2011-01-05,76
2011-01-06,80
2011-01-07,76
2011-01-08,81
2011-01-09,77
2011-01-10,78
2011-01-11,79
2011-01-12,80
2011-01-13,87
2011-01-14,82
2011-01-15,90
2011-01-16,82
2011-01-17,82
2011-01-18,80
2011-01-19,79
2011-01-20,84
2011-01-21,77
2011-01-22,78
2011-01-23,77
2011-01-24,79
2011-01-25,79
2011-01-26,78
2011-01-27,80
2011-01-28,80
2011-01-29,84
2011-01-30,80
2011-01-31,82
2011-02-01,80
2011-02-02,80
2011-02-03,82
2011-02-04,80
2011-02-05,86
2011-02-06,79
2011-02-07,79
2011-02-08,82
2011-02-09,79
2011-02-10,79
2011-02-11,80
2011-02-12,82
2011-02-13,80
2011-02-14,80
2011-02-15,82
2011-02-16,81
2011-02-17,84
2011-02-18,83
2011-02-19,89
2011-02-20,83
2011-02-21,82
2011-02-22,81
2011-02-23,84
2011-02-24,80
2011-02-25,85
2011-02-26,79
2011-02-27,79
2011-02-28,79
2011-03-01,79
2011-03-02,79
2011-03-03,79
2011-03-04,80
2011-03-05,80
2011-03-06,82
2011-03-07,76
2011-03-08,77
2011-03-09,77
2011-03-10,72
2011-03-11,72
2011-03-12,73
2011-03-13,71
2011-03-14,72
2011-03-15,74
2011-03-16,77
2011-03-17,78
2011-03-18,81
2011-03-19,83
2011-03-20,78
2011-03-21,77
2011-03-22,76
2011-03-23,75
2011-03-24,75
2011-03-25,74
2011-03-26,79
2011-03-27,71
2011-03-28,71
2011-03-29,75
2011-03-30,70
2011-03-31,73
2011-04-01,69
2011-04-02,78
2011-04-03,68
2011-04-04,68
2011-04-05,68
2011-04-06,71
2011-04-07,68
2011-04-08,68
2011-04-09,73
2011-04-10,69
2011-04-11,70
2011-04-12,71
2011-04-13,77
2011-04-14,73
2011-04-15,74
2011-04-16,78
2011-04-17,74
2011-04-18,75
2011-04-19,74
2011-04-20,74
2011-04-21,75
2011-04-22,78
2011-04-23,73
2011-04-24,76
2011-04-25,71
2011-04-26,71
2011-04-27,73
2011-04-28,70
2011-04-29,74
2011-04-30,72
2011-05-01,70
2011-05-02,72
2011-05-03,73
2011-05-04,79
2011-05-05,76
2011-05-06,78
2011-05-07,82
2011-05-08,78
2011-05-09,78
2011-05-10,80
2011-05-11,77
2011-05-12,77
2011-05-13,78
2011-05-14,84
2011-05-15,76
2011-05-16,75
2011-05-17,74
2011-05-18,79
2011-05-19,73
2011-05-20,73
2011-05-21,76
2011-05-22,71
2011-05-23,71
2011-05-24,72
2011-05-25,74
2011-05-26,70
2011-05-27,70
2011-05-28,75
2011-05-29,71
2011-05-30,72
2011-05-31,74
2011-06-01,75
2011-06-02,76
2011-06-03,79
2011-06-04,84
2011-06-05,78
2011-06-06,77
2011-06-07,77
2011-06-08,76
2011-06-09,80
2011-06-10,74
2011-06-11,77
2011-06-12,74
2011-06-13,75
2011-06-14,78
2011-06-15,77
2011-06-16,78
2011-06-17,82
2011-06-18,82
2011-06-19,79
2011-06-20,76
2011-06-21,75
2011-06-22,73
2011-06-23,72
2011-06-24,74
2011-06-25,70
2011-06-26,69
2011-06-27,70
2011-06-28,70
2011-06-29,71
2011-06-30,73
2011-07-01,75
2011-07-02,74
2011-07-03,71
2011-07-04,70
2011-07-05,75
2011-07-06,68
2011-07-07,67
2011-07-08,67
2011-07-09,68
2011-07-10,66
2011-07-11,68
2011-07-12,75
2011-07-13,72
2011-07-14,74
2011-07-15,83
2011-07-16,81
2011-07-17,77
2011-07-18,76
2011-07-19,75
2011-07-20,76
2011-07-21,76
2011-07-22,73
2011-07-23,77
2011-07-24,72
2011-07-25,72
2011-07-26,72
2011-07-27,73
2011-07-28,74
2011-07-29,72
2011-07-30,81
2011-07-31,74
2011-08-01,76
2011-08-02,78
2011-08-03,83
2011-08-04,82
2011-08-05,84
2011-08-06,98
2011-08-07,87
2011-08-08,89
2011-08-09,90
2011-08-10,96
2011-08-11,93
2011-08-12,95
2011-08-13,107
2011-08-14,94
2011-08-15,91
2011-08-16,92
2011-08-17,85
2011-08-18,89
2011-08-19,79
2011-08-20,82
2011-08-21,77
2011-08-22,77
2011-08-23,83
2011-08-24,78
2011-08-25,82
2011-08-26,79
2011-08-27,87
2011-08-28,78
2011-08-29,75
2011-08-30,73
2011-08-31,76
2011-09-01,68
2011-09-02,66
2011-09-03,68
2011-09-04,65
2011-09-05,66
2011-09-06,67
2011-09-07,71
2011-09-08,69
2011-09-09,71
2011-09-10,75
2011-09-11,75
2011-09-12,74
2011-09-13,77
2011-09-14,76
2011-09-15,78
2011-09-16,82
2011-09-17,82
2011-09-18,81
2011-09-19,82
2011-09-20,83
2011-09-21,86
2011-09-22,85
2011-09-23,89
2011-09-24,91
2011-09-25,86
2011-09-26,84
2011-09-27,89
2011-09-28,83
2011-09-29,79
2011-09-30,78
2011-10-01,86
2011-10-02,78
2011-10-03,79
2011-10-04,80
2011-10-05,82
2011-10-06,82
2011-10-07,83
2011-10-08,88
2011-10-09,81
2011-10-10,80
2011-10-11,79
2011-10-12,74
2011-10-13,72
2011-10-14,69
2011-10-15,68
2011-10-16,68
2011-10-17,68
2011-10-18,68
2011-10-19,70
2011-10-20,69
2011-10-21,74
2011-10-22,74
2011-10-23,71
2011-10-24,71
2011-10-25,71
2011-10-26,71
2011-10-27,73
2011-10-28,71
2011-10-29,78
2011-10-30,72
2011-10-31,73
2011-11-01,75
2011-11-02,76
2011-11-03,81
2011-11-04,79
2011-11-05,89
2011-11-06,80
2011-11-07,81
2011-11-08,80
2011-11-09,83
2011-11-10,80
2011-11-11,87
2011-11-12,85
2011-11-13,80
2011-11-14,77
2011-11-15,79
2011-11-16,75
2011-11-17,72
2011-11-18,74
2011-11-19,74
2011-11-20,70
2011-11-21,71
2011-11-22,72
2011-11-23,74
2011-11-24,77
2011-11-25,75
2011-11-26,80
2011-11-27,79
2011-11-28,76
2011-11-29,76
2011-11-30,81
2011-12-01,77
2011-12-02,77
2011-12-03,87
2011-12-04,77
2011-12-05,76
2011-12-06,75
2011-12-07,79
2011-12-08,74
2011-12-09,73
2011-12-10,78
2011-12-11,72
2011-12-12,72
2011-12-13,74
2011-12-14,72
2011-12-15,73
2011-12-16,73
2011-12-17,72
2011-12-18,70
2011-12-19,69
2011-12-20,69
2011-12-21,67
2011-12-22,68
2011-12-23,65
2011-12-24,70
2011-12-25,64
2011-12-26,65
2011-12-27,66
2011-12-28,67
2011-12-29,67
2011-12-30,70
2011-12-31,73
2012-01-01,68
2012-01-02,71
2012-01-03,67
2012-01-04,67
2012-01-05,66
2012-01-06,66
2012-01-07,72
2012-01-08,67
2012-01-09,68
2012-01-10,71
2012-01-11,71
2012-01-12,71
2012-01-13,72
2012-01-14,80
2012-01-15,74
2012-01-16,70
2012-01-17,70
2012-01-18,67
2012-01-19,67
2012-01-20,65
2012-01-21,67
2012-01-22,64
2012-01-23,63
2012-01-24,63
2012-01-25,64
2012-01-26,67
2012-01-27,64
2012-01-28,71
2012-01-29,64
2012-01-30,63
2012-01-31,63
2012-02-01,62
2012-02-02,61
2012-02-03,64
2012-02-04,64
2012-02-05,61
2012-02-06,62
2012-02-07,66
2012-02-08,64
2012-02-09,65
2012-02-10,68
2012-02-11,72
2012-02-12,70
2012-02-13,70
2012-02-14,75
2012-02-15,72
2012-02-16,74
2012-02-17,74
2012-02-18,83
2012-02-19,74
2012-02-20,73
2012-02-21,73
2012-02-22,75
2012-02-23,72
2012-02-24,73
2012-02-25,74
2012-02-26,71
2012-02-27,72
2012-02-28,75
2012-02-29,77
