Date,Hyperion
2013-01-25,70
2013-01-26,72
2013-01-27,71
2013-01-28,70
2013-01-29,70
2013-01-30,71
2013-01-31,70
2013-02-01,71
2013-02-02,72
2013-02-03,71
2013-02-04,69
2013-02-05,68
2013-02-06,69
2013-02-07,67
2013-02-08,67
2013-02-09,68
2013-02-10,66
2013-02-11,66
2013-02-12,66
2013-02-13,67
2013-02-14,68
2013-02-15,67
2013-02-16,72
2013-02-17,68
2013-02-18,69
2013-02-19,69
2013-02-20,70
2013-02-21,73
2013-02-22,71
2013-02-23,73
2013-02-24,71
2013-02-25,71
2013-02-26,70
2013-02-27,70
2013-02-28,70
2013-03-01,69
2013-03-02,71
2013-03-03,69
2013-03-04,69
2013-03-05,69
2013-03-06,69
2013-03-07,69
2013-03-08,71
2013-03-09,72
2013-03-10,72
2013-03-11,75
2013-03-12,78
2013-03-13,81
2013-03-14,93
2013-03-15,91
2013-03-16,92
2013-03-17,87
2013-03-18,84
2013-03-19,81
2013-03-20,79
2013-03-21,75
2013-03-22,74
2013-03-23,71
2013-03-24,70
2013-03-25,68
2013-03-26,68
2013-03-27,66
2013-03-28,65
2013-03-29,65
2013-03-30,65
2013-03-31,65
2013-04-01,65
2013-04-02,65
2013-04-03,66
2013-04-04,68
2013-04-05,67
2013-04-06,72
2013-04-07,68
2013-04-08,68
2013-04-09,69
2013-04-10,69
2013-04-11,71
2013-04-12,69
2013-04-13,76
2013-04-14,69
2013-04-15,69
2013-04-16,69
2013-04-17,69
2013-04-18,68
2013-04-19,70
2013-04-20,71
2013-04-21,67
2013-04-22,67
2013-04-23,67
2013-04-24,66
2013-04-25,67
2013-04-26,66
2013-04-27,69
2013-04-28,65
2013-04-29,65
2013-04-30,65
2013-05-01,65
2013-05-02,65
2013-05-03,65
2013-05-04,68
2013-05-05,65
2013-05-06,66
2013-05-07,67
2013-05-08,67
2013-05-09,68
2013-05-10,70
2013-05-11,74
2013-05-12,69
2013-05-13,68
2013-05-14,68
2013-05-15,67
2013-05-16,66
2013-05-17,66
2013-05-18,68
2013-05-19,65
2013-05-20,65
2013-05-21,66
2013-05-22,66
2013-05-23,69
2013-05-24,67
2013-05-25,69
2013-05-26,68
2013-05-27,67
2013-05-28,67
2013-05-29,67
2013-05-30,67
2013-05-31,69
2013-06-01,71
2013-06-02,67
2013-06-03,68
2013-06-04,69
2013-06-05,69
2013-06-06,71
2013-06-07,71
2013-06-08,71
2013-06-09,70
2013-06-10,70
2013-06-11,70
2013-06-12,71
2013-06-13,71
2013-06-14,70
2013-06-15,74
2013-06-16,69
2013-06-17,68
2013-06-18,68
2013-06-19,67
2013-06-20,68
2013-06-21,66
2013-06-22,68
2013-06-23,67
2013-06-24,68
2013-06-25,70
2013-06-26,70
2013-06-27,73
2013-06-28,72
2013-06-29,76
2013-06-30,73
2013-07-01,73
2013-07-02,73
2013-07-03,75
2013-07-04,73
2013-07-05,73
2013-07-06,75
2013-07-07,73
2013-07-08,73
2013-07-09,74
2013-07-10,75
2013-07-11,73
2013-07-12,73
2013-07-13,75
2013-07-14,75
2013-07-15,74
2013-07-16,74
2013-07-17,75
2013-07-18,75
2013-07-19,78
2013-07-20,76
2013-07-21,76
2013-07-22,75
2013-07-23,73
2013-07-24,72
2013-07-25,73
2013-07-26,71
2013-07-27,72
2013-07-28,70
2013-07-29,71
2013-07-30,71
2013-07-31,72
2013-08-01,72
2013-08-02,77
2013-08-03,74
2013-08-04,76
2013-08-05,78
2013-08-06,83
2013-08-07,86
2013-08-08,86
2013-08-09,92
2013-08-10,91
2013-08-11,89
2013-08-12,85
2013-08-13,82
2013-08-14,81
2013-08-15,79
2013-08-16,74
2013-08-17,75
2013-08-18,72
2013-08-19,72
2013-08-20,73
2013-08-21,73
2013-08-22,72
2013-08-23,72
2013-08-24,76
2013-08-25,72
2013-08-26,72
2013-08-27,72
2013-08-28,75
2013-08-29,72
2013-08-30,74
2013-08-31,75
2013-09-01,72
2013-09-02,72
2013-09-03,72
2013-09-04,72
2013-09-05,72
2013-09-06,72
2013-09-07,79
2013-09-08,72
2013-09-09,72
2013-09-10,72
2013-09-11,72
2013-09-12,75
2013-09-13,73
2013-09-14,75
2013-09-15,72
2013-09-16,70
2013-09-17,70
2013-09-18,70
2013-09-19,69
2013-09-20,68
2013-09-21,72
2013-09-22,68
2013-09-23,68
2013-09-24,68
2013-09-25,69
2013-09-26,68
2013-09-27,70
2013-09-28,70
2013-09-29,68
2013-09-30,68
