Date,Marketo
2013-11-28,61
2013-11-29,55
2013-11-30,53
2013-12-01,53
2013-12-02,54
2013-12-03,55
2013-12-04,56
2013-12-05,57
2013-12-06,58
2013-12-07,69
2013-12-08,60
2013-12-09,61
2013-12-10,63
2013-12-11,64
2013-12-12,67
2013-12-13,73
2013-12-14,71
2013-12-15,67
2013-12-16,66
2013-12-17,65
2013-12-18,63
2013-12-19,62
2013-12-20,62
2013-12-21,70
2013-12-22,55
2013-12-23,50
2013-12-24,49
2013-12-25,41
2013-12-26,36
2013-12-27,31
2013-12-28,27
2013-12-29,29
2013-12-30,31
2013-12-31,33
2014-01-01,36
2014-01-02,39
2014-01-03,40
2014-01-04,50
2014-01-05,46
2014-01-06,49
2014-01-07,53
2014-01-08,60
2014-01-09,60
2014-01-10,68
2014-01-11,76
2014-01-12,68
2014-01-13,69
2014-01-14,70
2014-01-15,72
2014-01-16,74
2014-01-17,80
2014-01-18,87
2014-01-19,76
2014-01-20,76
2014-01-21,76
2014-01-22,79
2014-01-23,76
2014-01-24,77
2014-01-25,90
2014-01-26,77
2014-01-27,77
2014-01-28,77
2014-01-29,77
2014-01-30,79
2014-01-31,79
2014-02-01,88
2014-02-02,74
2014-02-03,72
2014-02-04,74
2014-02-05,68
2014-02-06,66
2014-02-07,66
2014-02-08,70
2014-02-09,64
2014-02-10,66
2014-02-11,68
2014-02-12,71
2014-02-13,77
2014-02-14,75
2014-02-15,90
2014-02-16,77
2014-02-17,77
2014-02-18,77
2014-02-19,76
2014-02-20,78
2014-02-21,78
2014-02-22,88
2014-02-23,77
2014-02-24,79
2014-02-25,81
2014-02-26,82
2014-02-27,84
2014-02-28,88
