Date,Time Warner Cable
2007-03-24,85
2007-03-25,86
2007-03-26,84
2007-03-27,84
2007-03-28,84
2007-03-29,84
2007-03-30,85
2007-03-31,84
2007-05-01,84
2007-05-02,85
2007-05-03,85
2007-05-04,84
2007-05-05,84
2007-05-06,83
2007-05-07,82
2007-05-08,83
2007-05-09,82
2007-05-10,81
2007-05-11,80
2007-05-12,80
2007-05-13,82
2007-05-14,79
2007-05-15,79
2007-05-16,80
2007-05-17,78
2007-05-18,78
2007-05-19,78
2007-05-20,78
2007-05-21,79
2007-05-22,80
2007-05-23,81
2007-05-24,81
2007-05-25,81
2007-05-26,82
2007-05-27,83
2007-05-28,81
2007-05-29,80
2007-05-30,80
2007-05-31,82
2007-06-01,79
2007-06-02,79
2007-06-03,79
2007-06-04,79
2007-06-05,79
2007-06-06,79
2007-06-07,80
2007-06-08,79
2007-06-09,79
2007-06-10,80
2007-06-11,78
2007-06-12,78
2007-06-13,78
2007-06-14,78
2007-06-15,79
2007-06-16,78
2007-06-17,79
2007-06-18,79
2007-06-19,80
2007-06-20,82
2007-06-21,82
2007-06-22,83
2007-06-23,85
2007-06-24,84
2007-06-25,84
2007-06-26,85
2007-06-27,85
2007-06-28,85
2007-06-29,85
2007-06-30,89
2007-07-01,86
2007-07-02,84
2007-07-03,84
2007-07-04,86
2007-07-05,83
2007-07-06,82
2007-07-07,84
2007-07-08,82
2007-07-09,82
2007-07-10,84
2007-07-11,84
2007-07-12,84
2007-07-13,85
2007-07-14,85
2007-07-15,84
2007-07-16,85
2007-07-17,84
2007-07-18,83
2007-07-19,84
2007-07-20,83
2007-07-21,82
2007-07-22,83
2007-07-23,81
2007-07-24,81
2007-07-25,80
2007-07-26,79
2007-07-27,79
2007-07-28,79
2007-07-29,80
2007-07-30,81
2007-07-31,81
2007-08-01,82
2007-08-02,83
2007-08-03,84
2007-08-04,86
2007-08-05,85
2007-08-06,85
2007-08-07,85
2007-08-08,86
2007-08-09,85
2007-08-10,85
2007-08-11,85
2007-08-12,88
2007-08-13,85
2007-08-14,85
2007-08-15,85
2007-08-16,89
2007-08-17,85
2007-08-18,86
2007-08-19,86
2007-08-20,86
2007-08-21,86
2007-08-22,84
2007-08-23,84
2007-08-24,83
2007-08-25,83
2007-08-26,84
2007-08-27,84
2007-08-28,83
2007-08-29,84
2007-08-30,83
2007-08-31,84
2007-09-01,84
2007-09-02,84
2007-09-03,83
2007-09-04,81
2007-09-05,81
2007-09-06,80
2007-09-07,79
2007-09-08,79
2007-09-09,79
2007-09-10,80
2007-09-11,81
2007-09-12,81
2007-09-13,82
2007-09-14,82
2007-09-15,85
2007-09-16,83
2007-09-17,83
2007-09-18,84
2007-09-19,83
2007-09-20,83
2007-09-21,84
2007-09-22,83
2007-09-23,82
2007-09-24,83
2007-09-25,81
2007-09-26,80
2007-09-27,82
2007-09-28,79
2007-09-29,79
2007-09-30,80
2007-10-01,79
2007-10-02,77
2007-10-03,77
2007-10-04,78
2007-10-05,76
2007-10-06,76
2007-10-07,76
2007-10-08,76
2007-10-09,77
2007-10-10,76
2007-10-11,76
2007-10-12,79
2007-10-13,77
2007-10-14,76
2007-10-15,76
2007-10-16,77
2007-10-17,76
2007-10-18,76
2007-10-19,76
2007-10-20,76
2007-10-21,76
2007-10-22,75
2007-10-23,74
2007-10-24,74
2007-10-25,75
2007-10-26,73
2007-10-27,73
2007-10-28,73
2007-10-29,74
2007-10-30,75
2007-10-31,75
2007-11-01,75
2007-11-02,78
2007-11-03,77
2007-11-04,76
2007-11-05,76
2007-11-06,75
2007-11-07,75
2007-11-08,76
2007-11-09,74
2007-11-10,76
2007-11-11,73
2007-11-12,74
2007-11-13,73
2007-11-14,74
2007-11-15,73
2007-11-16,73
2007-11-17,73
2007-11-18,72
2007-11-19,72
2007-11-20,72
2007-11-21,71
2007-11-22,73
2007-11-23,71
2007-11-24,71
2007-11-25,73
2007-11-26,71
2007-11-27,71
2007-11-28,72
2007-11-29,73
2007-11-30,72
2007-12-01,73
2007-12-02,75
2007-12-03,73
2007-12-04,73
2007-12-05,73
2007-12-06,73
2007-12-07,74
2007-12-08,74
2007-12-09,74
2007-12-10,74
2007-12-11,75
2007-12-12,76
2007-12-13,76
2007-12-14,77
2007-12-15,78
2007-12-16,77
2007-12-17,77
2007-12-18,77
2007-12-19,78
2007-12-20,77
2007-12-21,77
2007-12-22,77
2007-12-23,78
2007-12-24,79
2007-12-25,80
2007-12-26,82
2007-12-27,84
2007-12-28,84
2007-12-29,86
2007-12-30,90
2007-12-31,85
2008-01-01,88
2008-01-02,85
2008-01-03,85
2008-01-04,85
2008-01-05,86
2008-01-06,84
2008-01-07,84
2008-01-08,82
2008-01-09,81
2008-01-10,80
2008-01-11,79
2008-01-12,78
2008-01-13,80
2008-01-14,77
2008-01-15,78
2008-01-16,77
2008-01-17,78
2008-01-18,77
2008-01-19,77
2008-01-20,78
2008-01-21,77
2008-01-22,78
2008-01-23,77
2008-01-24,77
2008-01-25,77
2008-01-26,77
2008-01-27,77
2008-01-28,79
2008-01-29,80
2008-01-30,79
2008-01-31,81
2008-02-01,81
2008-02-02,82
2008-02-03,82
2008-02-04,82
2008-02-05,79
2008-02-06,79
2008-02-07,78
2008-02-08,77
2008-02-09,77
2008-02-10,78
2008-02-11,77
2008-02-12,78
2008-02-13,78
2008-02-14,79
2008-02-15,79
2008-02-16,80
2008-02-17,79
2008-02-18,79
2008-02-19,77
2008-02-20,77
2008-02-21,78
2008-02-22,75
2008-02-23,75
2008-02-24,75
2008-02-25,75
2008-02-26,75
2008-02-27,75
2008-02-28,77
2008-02-29,75
2008-03-01,77
2008-03-02,76
2008-03-03,77
2008-03-04,76
2008-03-05,78
2008-03-06,77
2008-03-07,78
2008-03-08,78
2008-03-09,79
2008-03-10,78
2008-03-11,78
2008-03-12,80
2008-03-13,78
2008-03-14,78
2008-03-15,80
2008-03-16,77
2008-03-17,79
2008-03-18,77
2008-03-19,77
2008-03-20,76
2008-03-21,76
2008-03-22,76
2008-03-23,76
2008-03-24,76
2008-03-25,76
2008-03-26,77
2008-03-27,77
2008-03-28,77
2008-03-29,78
2008-03-30,78
2008-03-31,78
2008-04-01,78
2008-04-02,78
2008-04-03,78
2008-04-04,78
2008-04-05,79
2008-04-06,78
2008-04-07,78
2008-04-08,79
2008-04-09,78
2008-04-10,78
2008-04-11,78
2008-04-12,80
2008-04-13,78
2008-04-14,78
2008-04-15,77
2008-04-16,77
2008-04-17,78
2008-04-18,76
2008-04-19,77
2008-04-20,76
2008-04-21,76
2008-04-22,76
2008-04-23,78
2008-04-24,77
2008-04-25,78
2008-04-26,78
2008-04-27,78
2008-04-28,78
2008-04-29,79
2008-04-30,78
2008-05-01,78
2008-05-02,78
2008-05-03,79
2008-05-04,79
2008-05-05,78
2008-05-06,79
2008-05-07,78
2008-05-08,79
2008-05-09,78
2008-05-10,80
2008-05-11,78
2008-05-12,78
2008-05-13,79
2008-05-14,78
2008-05-15,78
2008-05-16,78
2008-05-17,79
2008-05-18,78
2008-05-19,78
2008-05-20,78
2008-05-21,78
2008-05-22,79
2008-05-23,78
2008-05-24,80
2008-05-25,80
2008-05-26,80
2008-05-27,79
2008-05-28,79
2008-05-29,81
2008-05-30,79
2008-05-31,79
2008-06-01,79
2008-06-02,79
2008-06-03,80
2008-06-04,79
2008-06-05,80
2008-06-06,79
2008-06-07,81
2008-06-08,80
2008-06-09,81
2008-06-10,82
2008-06-11,83
2008-06-12,85
2008-06-13,85
2008-06-14,88
2008-06-15,85
2008-06-16,85
2008-06-17,84
2008-06-18,85
2008-06-19,83
2008-06-20,83
2008-06-21,83
2008-06-22,83
2008-06-23,83
2008-06-24,83
2008-06-25,83
2008-06-26,83
2008-06-27,83
2008-06-28,83
2008-06-29,83
2008-06-30,82
2008-07-01,82
2008-07-02,81
2008-07-03,80
2008-07-04,83
2008-07-05,80
2008-07-06,80
2008-07-07,81
2008-07-08,82
2008-07-09,82
2008-07-10,82
2008-07-11,83
2008-07-12,84
2008-07-13,86
2008-07-14,84
2008-07-15,85
2008-07-16,85
2008-07-17,86
2008-07-18,85
2008-07-19,86
2008-07-20,87
2008-07-21,87
2008-07-22,88
2008-07-23,89
2008-07-24,89
2008-07-25,93
2008-07-26,93
2008-07-27,91
2008-07-28,89
2008-07-29,88
2008-07-30,88
2008-07-31,88
