Date,VMware
2007-05-15,75
2007-05-16,75
2007-05-17,76
2007-05-18,75
2007-05-19,79
2007-05-20,75
2007-05-21,74
2007-05-22,74
2007-05-23,73
2007-05-24,75
2007-05-25,73
2007-05-26,77
2007-05-27,73
2007-05-28,72
2007-05-29,71
2007-05-30,71
2007-05-31,70
2007-06-01,70
2007-06-02,72
2007-06-03,71
2007-06-04,71
2007-06-05,72
2007-06-06,73
2007-06-07,74
2007-06-08,75
2007-06-09,81
2007-06-10,76
2007-06-11,76
2007-06-12,77
2007-06-13,77
2007-06-14,77
2007-06-15,78
2007-06-16,82
2007-06-17,77
2007-06-18,76
2007-06-19,75
2007-06-20,75
2007-06-21,74
2007-06-22,74
2007-06-23,75
2007-06-24,74
2007-06-25,72
2007-06-26,72
2007-06-27,72
2007-06-28,71
2007-06-29,71
2007-06-30,75
2007-07-01,71
2007-07-02,71
2007-07-03,71
2007-07-04,71
2007-07-05,71
2007-07-06,72
2007-07-07,75
2007-07-08,71
2007-07-09,72
2007-07-10,73
2007-07-11,73
2007-07-12,76
2007-07-13,75
2007-07-14,80
2007-07-15,76
2007-07-16,76
2007-07-17,76
2007-07-18,76
2007-07-19,76
2007-07-20,77
2007-07-21,79
2007-07-22,78
2007-07-23,75
2007-07-24,74
2007-07-25,74
2007-07-26,74
2007-07-27,72
2007-07-28,75
2007-07-29,73
2007-07-30,73
2007-07-31,74
2007-08-01,75
2007-08-02,75
2007-08-03,76
2007-08-04,81
2007-08-05,78
2007-08-06,77
2007-08-07,77
2007-08-08,78
2007-08-09,78
2007-08-10,79
2007-08-11,82
2007-08-12,82
2007-08-13,85
2007-08-14,88
2007-08-15,92
2007-08-16,97
2007-08-17,97
2007-08-18,107
2007-08-19,97
2007-08-20,94
2007-08-21,91
2007-08-22,89
2007-08-23,87
2007-08-24,83
2007-08-25,86
2007-08-26,80
2007-08-27,79
2007-08-28,78
2007-08-29,78
2007-08-30,77
2007-08-31,77
2007-09-01,79
2007-09-02,76
2007-09-03,75
2007-09-04,75
2007-09-05,75
2007-09-06,74
2007-09-07,74
2007-09-08,77
2007-09-09,76
2007-09-10,76
2007-09-11,77
2007-09-12,78
2007-09-13,80
2007-09-14,80
2007-09-15,86
2007-09-16,82
2007-09-17,81
2007-09-18,80
2007-09-19,80
2007-09-20,80
2007-09-21,80
2007-09-22,82
2007-09-23,80
2007-09-24,79
2007-09-25,79
2007-09-26,79
2007-09-27,79
2007-09-28,81
2007-09-29,83
2007-09-30,81
2007-10-01,78
2007-10-02,78
2007-10-03,77
2007-10-04,77
2007-10-05,77
2007-10-06,79
2007-10-07,78
2007-10-08,77
2007-10-09,78
2007-10-10,79
2007-10-11,79
2007-10-12,80
2007-10-13,86
2007-10-14,82
2007-10-15,81
2007-10-16,81
2007-10-17,81
2007-10-18,82
2007-10-19,81
2007-10-20,85
2007-10-21,83
2007-10-22,84
2007-10-23,85
2007-10-24,86
2007-10-25,87
2007-10-26,88
2007-10-27,92
2007-10-28,91
2007-10-29,89
2007-10-30,89
2007-10-31,89
2007-11-01,89
2007-11-02,90
2007-11-03,92
2007-11-04,89
2007-11-05,86
2007-11-06,85
2007-11-07,84
2007-11-08,83
2007-11-09,82
2007-11-10,84
2007-11-11,83
2007-11-12,82
2007-11-13,83
2007-11-14,84
2007-11-15,86
2007-11-16,86
2007-11-17,90
2007-11-18,87
2007-11-19,87
2007-11-20,87
2007-11-21,88
2007-11-22,87
2007-11-23,87
2007-11-24,89
2007-11-25,88
2007-11-26,87
2007-11-27,88
2007-11-28,88
2007-11-29,89
2007-11-30,89
2007-12-01,93
2007-12-02,90
2007-12-03,89
2007-12-04,88
2007-12-05,88
2007-12-06,87
2007-12-07,87
2007-12-08,92
2007-12-09,86
2007-12-10,84
2007-12-11,82
2007-12-12,81
2007-12-13,80
2007-12-14,78
2007-12-15,81
2007-12-16,76
2007-12-17,76
2007-12-18,76
2007-12-19,76
2007-12-20,75
2007-12-21,76
2007-12-22,78
2007-12-23,73
2007-12-24,71
2007-12-25,69
2007-12-26,67
2007-12-27,65
2007-12-28,64
2007-12-29,64
2007-12-30,62
2007-12-31,61
2008-01-01,61
2008-01-02,60
2008-01-03,60
2008-01-04,60
2008-01-05,63
2008-01-06,62
2008-01-07,64
2008-01-08,66
2008-01-09,69
2008-01-10,70
2008-01-11,72
2008-01-12,79
2008-01-13,76
2008-01-14,74
2008-01-15,74
2008-01-16,73
2008-01-17,73
2008-01-18,74
2008-01-19,77
2008-01-20,74
2008-01-21,73
2008-01-22,74
2008-01-23,74
2008-01-24,75
2008-01-25,75
2008-01-26,80
2008-01-27,76
2008-01-28,77
2008-01-29,78
2008-01-30,79
2008-01-31,80
2008-02-01,80
2008-02-02,85
2008-02-03,80
2008-02-04,79
2008-02-05,79
2008-02-06,78
2008-02-07,77
2008-02-08,76
2008-02-09,80
2008-02-10,76
2008-02-11,76
2008-02-12,76
2008-02-13,76
2008-02-14,76
2008-02-15,76
2008-02-16,79
2008-02-17,77
2008-02-18,75
2008-02-19,75
2008-02-20,74
2008-02-21,74
2008-02-22,74
2008-02-23,77
2008-02-24,74
2008-02-25,75
2008-02-26,76
2008-02-27,77
2008-02-28,78
2008-02-29,79
2008-03-01,84
2008-03-02,80
2008-03-03,78
2008-03-04,77
2008-03-05,76
2008-03-06,75
2008-03-07,74
2008-03-08,78
2008-03-09,74
2008-03-10,74
2008-03-11,75
2008-03-12,75
2008-03-13,76
2008-03-14,77
2008-03-15,81
2008-03-16,77
2008-03-17,77
2008-03-18,77
2008-03-19,78
2008-03-20,77
2008-03-21,78
2008-03-22,81
2008-03-23,78
2008-03-24,75
2008-03-25,74
2008-03-26,73
2008-03-27,72
2008-03-28,71
2008-03-29,74
2008-03-30,72
2008-03-31,72
2008-04-01,73
2008-04-02,75
2008-04-03,75
2008-04-04,77
2008-04-05,82
2008-04-06,78
2008-04-07,78
2008-04-08,78
2008-04-09,78
2008-04-10,78
2008-04-11,78
2008-04-12,81
2008-04-13,79
2008-04-14,78
2008-04-15,78
2008-04-16,78
2008-04-17,78
2008-04-18,78
2008-04-19,82
2008-04-20,79
2008-04-21,78
2008-04-22,78
2008-04-23,79
2008-04-24,79
2008-04-25,79
2008-04-26,83
2008-04-27,80
2008-04-28,78
2008-04-29,78
2008-04-30,77
2008-05-01,78
2008-05-02,76
2008-05-03,81
2008-05-04,76
2008-05-05,76
2008-05-06,76
2008-05-07,76
2008-05-08,76
2008-05-09,78
2008-05-10,80
2008-05-11,78
2008-05-12,77
2008-05-13,77
2008-05-14,77
2008-05-15,77
2008-05-16,77
2008-05-17,80
2008-05-18,79
2008-05-19,76
2008-05-20,76
2008-05-21,77
2008-05-22,75
2008-05-23,75
2008-05-24,79
2008-05-25,74
2008-05-26,74
2008-05-27,74
2008-05-28,73
2008-05-29,73
2008-05-30,73
2008-05-31,76
2008-06-01,75
2008-06-02,74
2008-06-03,74
2008-06-04,75
2008-06-05,75
2008-06-06,76
2008-06-07,83
2008-06-08,76
2008-06-09,75
2008-06-10,74
2008-06-11,74
2008-06-12,74
2008-06-13,72
2008-06-14,76
2008-06-15,73
2008-06-16,72
2008-06-17,73
2008-06-18,73
2008-06-19,74
2008-06-20,74
2008-06-21,79
2008-06-22,76
2008-06-23,75
2008-06-24,75
2008-06-25,75
2008-06-26,75
2008-06-27,76
2008-06-28,79
2008-06-29,75
2008-06-30,75
2008-07-01,75
2008-07-02,75
2008-07-03,75
2008-07-04,75
2008-07-05,79
2008-07-06,75
2008-07-07,75
2008-07-08,75
2008-07-09,75
2008-07-10,75
2008-07-11,77
2008-07-12,80
2008-07-13,77
2008-07-14,76
2008-07-15,76
2008-07-16,76
2008-07-17,76
2008-07-18,76
2008-07-19,81
2008-07-20,76
2008-07-21,76
2008-07-22,76
2008-07-23,76
2008-07-24,76
2008-07-25,76
2008-07-26,81
2008-07-27,77
2008-07-28,76
2008-07-29,76
2008-07-30,76
2008-07-31,76
2008-08-01,78
2008-08-02,80
2008-08-03,76
2008-08-04,76
2008-08-05,76
2008-08-06,75
2008-08-07,76
2008-08-08,75
2008-08-09,79
2008-08-10,76
2008-08-11,77
2008-08-12,78
2008-08-13,79
2008-08-14,80
2008-08-15,82
2008-08-16,86
2008-08-17,82
2008-08-18,80
2008-08-19,79
2008-08-20,78
2008-08-21,77
2008-08-22,76
2008-08-23,79
2008-08-24,74
2008-08-25,74
2008-08-26,73
2008-08-27,73
2008-08-28,73
2008-08-29,73
2008-08-30,75
2008-08-31,73
2008-09-01,72
2008-09-02,72
2008-09-03,73
2008-09-04,73
2008-09-05,74
2008-09-06,79
2008-09-07,74
2008-09-08,74
2008-09-09,75
2008-09-10,75
2008-09-11,76
2008-09-12,77
2008-09-13,81
2008-09-14,78
2008-09-15,78
2008-09-16,79
2008-09-17,80
2008-09-18,82
2008-09-19,82
2008-09-20,88
2008-09-21,84
2008-09-22,82
2008-09-23,82
2008-09-24,81
2008-09-25,81
2008-09-26,82
2008-09-27,85
2008-09-28,83
2008-09-29,80
2008-09-30,80
