Date,Renewable Energy Group
2008-03-09,59
2008-03-10,61
2008-03-11,63
2008-03-12,64
2008-03-13,66
2008-03-14,68
2008-03-15,69
2008-03-16,66
2008-03-17,63
2008-03-18,60
2008-03-19,57
2008-03-20,54
2008-03-21,51
2008-03-22,49
2008-03-23,54
2008-03-24,59
2008-03-25,64
2008-03-26,70
2008-03-27,75
2008-03-28,80
2008-03-29,86
2008-03-30,88
2008-03-31,91
2008-04-01,93
2008-04-02,95
2008-04-03,98
2008-04-04,100
2008-04-05,103
2008-04-06,97
2008-04-07,88
2008-04-08,83
2008-04-09,77
2008-04-10,72
2008-04-11,66
2008-04-12,61
2008-04-13,65
2008-04-14,70
2008-04-15,75
2008-04-16,79
2008-04-17,84
2008-04-18,88
2008-04-19,93
2008-04-20,89
2008-04-21,83
2008-04-22,79
2008-04-23,75
2008-04-24,70
2008-04-25,66
2008-04-26,62
2008-04-27,61
2008-04-28,60
2008-04-29,59
2008-04-30,59
2008-05-01,58
2008-05-02,57
2008-05-03,56
2008-05-04,55
2008-05-05,54
2008-05-06,53
2008-05-07,52
2008-05-08,51
2008-05-09,50
2008-05-10,50
2008-05-11,48
2008-05-12,47
2008-05-13,46
2008-05-14,45
2008-05-15,44
2008-05-16,43
2008-05-17,42
2008-05-18,46
2008-05-19,51
2008-05-20,56
2008-05-21,61
2008-05-22,65
2008-05-23,70
2008-05-24,75
2008-05-25,72
2008-06-01,56
2008-06-02,56
2008-06-03,56
2008-06-04,56
2008-06-05,56
2008-06-06,56
2008-06-07,56
2008-06-08,54
2008-06-09,52
2008-06-10,50
2008-06-11,48
2008-06-12,46
2008-06-13,44
2008-06-14,42
2008-06-15,47
2008-06-16,52
2008-06-17,57
2008-06-18,62
2008-06-19,67
2008-06-20,72
2008-06-21,77
2008-06-22,76
2008-06-23,76
2008-06-24,75
2008-06-25,75
2008-06-26,75
2008-06-27,74
2008-06-28,74
2008-06-29,74
2008-06-30,74
2008-07-01,74
2008-07-02,75
2008-07-03,75
2008-07-04,75
2008-07-05,76
2008-07-06,78
2008-07-07,80
2008-07-08,83
2008-07-09,85
2008-07-10,88
2008-07-11,90
2008-07-12,93
2008-07-13,89
2008-07-14,85
2008-07-15,82
2008-07-16,78
2008-07-17,74
2008-07-18,70
2008-07-19,66
2008-07-20,65
2008-07-21,63
2008-07-22,61
2008-07-23,60
2008-07-24,58
2008-07-25,56
2008-07-26,55
2008-07-27,54
2008-07-28,53
2008-07-29,52
2008-07-30,52
2008-07-31,51
2008-08-01,50
2008-08-02,50
2008-08-03,53
2008-08-04,56
2008-08-05,60
2008-08-06,63
2008-08-07,67
2008-08-08,70
2008-08-09,74
2008-08-10,75
2008-08-11,76
2008-08-12,77
2008-08-13,79
2008-08-14,80
2008-08-15,81
2008-08-16,83
2008-08-17,80
2008-08-18,78
2008-08-19,76
2008-08-20,73
2008-08-21,71
2008-08-22,68
2008-08-23,66
2008-08-24,62
2008-08-25,58
2008-08-26,54
2008-08-27,51
2008-08-28,47
2008-08-29,44
2008-08-30,41
2008-08-31,43
2008-09-07,56
2008-09-08,55
2008-09-09,54
2008-09-10,54
2008-09-11,53
2008-09-12,52
2008-09-13,52
2008-09-14,55
2008-09-15,59
2008-09-16,63
2008-09-17,66
2008-09-18,70
2008-09-19,73
2008-09-20,77
2008-09-21,76
2008-09-22,75
2008-09-23,74
2008-09-24,72
2008-09-25,71
2008-09-26,70
2008-09-27,69
2008-09-28,67
2008-09-29,64
2008-09-30,62
2008-10-01,59
2008-10-02,57
2008-10-03,55
2008-10-04,52
2008-10-05,53
2008-10-06,54
2008-10-07,55
2008-10-08,56
2008-10-09,57
2008-10-10,58
2008-10-11,60
2008-10-12,60
2008-10-13,60
2008-10-14,61
2008-10-15,61
2008-10-16,62
2008-10-17,62
2008-10-18,63
2008-10-19,62
2008-10-20,63
2008-10-21,63
2008-10-22,63
2008-10-23,62
2008-10-24,62
2008-10-25,62
2008-10-26,62
2008-10-27,60
2008-10-28,60
2008-10-29,59
2008-10-30,59
2008-10-31,58
2008-11-01,58
2008-11-02,57
2008-11-03,58
2008-11-04,58
2008-11-05,58
2008-11-06,57
2008-11-07,57
2008-11-08,57
2008-11-09,57
2008-11-10,56
2008-11-11,55
2008-11-12,55
2008-11-13,54
2008-11-14,54
2008-11-15,54
2008-11-16,53
2008-11-17,52
2008-11-18,51
2008-11-19,50
2008-11-20,49
2008-11-21,48
2008-11-22,48
2008-11-23,49
2008-11-24,50
2008-11-25,52
2008-11-26,53
2008-11-27,55
2008-11-28,56
2008-11-29,58
2008-11-30,61
2008-12-07,77
2008-12-08,76
2008-12-09,75
2008-12-10,74
2008-12-11,73
2008-12-12,72
2008-12-13,71
2008-12-14,71
2008-12-15,71
2008-12-16,71
2008-12-17,71
2008-12-18,71
2008-12-19,72
2008-12-20,72
2008-12-21,70
2008-12-22,68
2008-12-23,67
2008-12-24,65
2008-12-25,64
2008-12-26,63
2008-12-27,62
2008-12-28,62
2008-12-29,62
2008-12-30,62
2008-12-31,62
2009-01-01,62
2009-01-02,62
2009-01-03,62
2009-01-04,62
2009-01-05,62
2009-01-06,62
2009-01-07,62
2009-01-08,62
2009-01-09,62
2009-01-10,62
2009-01-11,64
2009-01-12,67
2009-01-13,69
2009-01-14,71
2009-01-15,74
2009-01-16,76
2009-01-17,79
2009-01-18,76
2009-01-19,72
2009-01-20,69
2009-01-21,66
2009-01-22,63
2009-01-23,60
2009-01-24,57
2009-01-25,58
2009-01-26,60
2009-01-27,61
2009-01-28,62
2009-01-29,64
2009-01-30,65
2009-01-31,66
2009-02-01,64
2009-02-02,60
2009-02-03,57
2009-02-04,55
2009-02-05,52
2009-02-06,49
2009-02-07,47
2009-02-08,49
2009-02-09,51
2009-02-10,54
2009-02-11,56
2009-02-12,59
2009-02-13,61
2009-02-14,64
2009-02-15,64
2009-02-16,65
2009-02-17,66
2009-02-18,66
2009-02-19,67
2009-02-20,67
2009-02-21,68
2009-02-22,70
2009-03-01,78
2009-03-02,77
2009-03-03,76
2009-03-04,75
2009-03-05,74
2009-03-06,73
2009-03-07,72
2009-03-08,68
2009-03-09,65
2009-03-10,62
2009-03-11,58
2009-03-12,55
2009-03-13,52
2009-03-14,49
2009-03-15,50
2009-03-16,51
2009-03-17,53
2009-03-18,54
2009-03-19,56
2009-03-20,57
2009-03-21,59
2009-03-22,63
2009-03-23,67
2009-03-24,71
2009-03-25,75
2009-03-26,79
2009-03-27,83
2009-03-28,87
2009-03-29,83
2009-03-30,79
2009-03-31,75
2009-04-01,70
2009-04-02,66
2009-04-03,62
2009-04-04,58
2009-04-05,58
2009-04-06,58
2009-04-07,58
2009-04-08,58
2009-04-09,58
2009-04-10,58
2009-04-11,58
2009-04-12,57
2009-04-13,57
2009-04-14,57
2009-04-15,56
2009-04-16,56
2009-04-17,56
2009-04-18,56
2009-04-19,59
2009-04-20,63
2009-04-21,66
2009-04-22,70
2009-04-23,73
2009-04-24,77
2009-04-25,80
2009-04-26,76
2009-04-27,72
2009-04-28,68
2009-04-29,64
2009-04-30,60
2009-05-01,56
2009-05-02,52
2009-05-03,53
2009-05-04,55
2009-05-05,56
2009-05-06,58
2009-05-07,59
2009-05-08,61
2009-05-09,63
2009-05-10,64
2009-05-11,66
2009-05-12,67
2009-05-13,69
2009-05-14,70
2009-05-15,72
2009-05-16,73
2009-05-17,69
2009-05-18,65
2009-05-19,62
2009-05-20,58
2009-05-21,54
2009-05-22,50
2009-05-23,47
2009-05-24,46
2009-05-25,45
2009-05-26,45
2009-05-27,44
2009-05-28,43
2009-05-29,42
2009-05-30,42
2009-05-31,40
2009-06-07,34
2009-06-08,39
2009-06-09,44
2009-06-10,48
2009-06-11,53
2009-06-12,58
2009-06-13,63
2009-06-14,60
2009-06-15,57
2009-06-16,55
2009-06-17,52
2009-06-18,49
2009-06-19,46
2009-06-20,44
2009-06-21,45
2009-06-22,46
2009-06-23,47
2009-06-24,48
2009-06-25,49
2009-06-26,50
2009-06-27,52
2009-06-28,53
2009-06-29,54
2009-06-30,55
2009-07-01,56
2009-07-02,57
2009-07-03,58
2009-07-04,59
2009-07-05,58
2009-07-06,56
2009-07-07,55
2009-07-08,54
2009-07-09,53
2009-07-10,52
2009-07-11,51
2009-07-12,51
2009-07-13,52
2009-07-14,52
2009-07-15,53
2009-07-16,53
2009-07-17,54
2009-07-18,54
2009-07-19,53
2009-07-20,51
2009-07-21,50
2009-07-22,48
2009-07-23,47
2009-07-24,46
2009-07-25,45
2009-07-26,48
2009-07-27,52
2009-07-28,56
2009-07-29,60
2009-07-30,64
2009-07-31,67
2009-08-01,71
2009-08-02,70
2009-08-03,68
2009-08-04,67
2009-08-05,66
2009-08-06,65
2009-08-07,64
2009-08-08,63
2009-08-09,63
2009-08-10,63
2009-08-11,63
2009-08-12,63
2009-08-13,63
2009-08-14,63
2009-08-15,63
2009-08-16,61
2009-08-17,59
2009-08-18,57
2009-08-19,55
2009-08-20,53
2009-08-21,51
2009-08-22,50
2009-08-23,50
2009-08-24,51
2009-08-25,51
2009-08-26,52
2009-08-27,52
2009-08-28,53
2009-08-29,54
2009-08-30,55
