Date,Virgin Mobile USA
2008-08-23,61
2008-08-24,60
2008-08-25,63
2008-08-26,60
2008-08-27,59
2008-08-28,61
2008-08-29,59
2008-08-30,59
2008-08-31,59
2008-09-01,61
2008-09-02,59
2008-09-03,59
2008-09-04,59
2008-09-05,59
2008-09-06,59
2008-09-07,60
2008-09-08,58
2008-09-09,59
2008-09-10,58
2008-09-11,58
2008-09-12,60
2008-09-13,58
2008-09-14,61
2008-09-15,57
2008-09-16,57
2008-09-17,57
2008-09-18,57
2008-09-19,56
2008-09-20,56
2008-09-21,57
2008-09-22,56
2008-09-23,58
2008-09-24,56
2008-09-25,56
2008-09-26,56
2008-09-27,57
2008-09-28,58
2008-09-29,56
2008-09-30,56
2008-10-01,55
2008-10-02,58
2008-10-03,55
2008-10-04,55
2008-10-05,55
2008-10-06,56
2008-10-07,53
2008-10-08,52
2008-10-09,52
2008-10-10,52
2008-10-11,51
2008-10-12,51
2008-10-13,52
2008-10-14,51
2008-10-15,51
2008-10-16,51
2008-10-17,52
2008-10-18,51
2008-10-19,51
2008-10-20,52
2008-10-21,53
2008-10-22,55
2008-10-23,54
2008-10-24,55
2008-10-25,56
2008-10-26,56
2008-10-27,55
2008-10-28,53
2008-10-29,52
2008-10-30,51
2008-10-31,50
