Date,Aeroflex
2010-05-13,92
2010-05-14,92
2010-05-15,97
2010-05-16,89
2010-05-17,85
2010-05-18,82
2010-05-19,78
2010-05-20,78
2010-05-21,71
2010-05-22,69
2010-05-23,71
2010-05-24,74
2010-05-25,77
2010-05-26,80
2010-05-27,86
2010-05-28,86
2010-05-29,96
2010-05-30,89
2010-05-31,89
2010-06-01,92
2010-06-02,89
2010-06-03,89
2010-06-04,89
2010-06-05,98
2010-06-06,88
2010-06-07,88
2010-06-08,87
2010-06-09,87
2010-06-10,86
2010-06-11,91
2010-06-12,86
2010-06-13,84
2010-06-14,83
2010-06-15,82
2010-06-16,80
2010-06-17,79
2010-06-18,80
2010-06-19,77
2010-06-20,77
2010-06-21,77
2010-06-22,84
2010-06-23,77
2010-06-24,77
2010-06-25,77
2010-06-26,77
2010-06-27,74
2010-06-28,72
2010-06-29,70
2010-06-30,70
2010-07-01,66
2010-07-02,64
2010-07-03,62
2010-07-04,61
2010-07-05,61
2010-07-06,63
2010-07-07,61
2010-07-08,61
2010-07-09,61
2010-07-10,61
2010-07-11,63
2010-07-12,65
2010-07-13,67
2010-07-14,70
2010-07-15,72
2010-07-16,80
2010-07-17,77
2010-07-18,77
2010-07-19,78
2010-07-20,79
2010-07-21,80
2010-07-22,79
2010-07-23,80
2010-07-24,84
2010-07-25,79
2010-07-26,78
2010-07-27,76
2010-07-28,78
2010-07-29,73
2010-07-30,72
2010-07-31,71
2010-08-01,72
2010-08-02,73
2010-08-03,75
2010-08-04,80
2010-08-05,76
2010-08-06,80
2010-08-07,78
2010-08-08,76
2010-08-09,74
2010-08-10,73
2010-08-11,74
2010-08-12,73
2010-08-13,68
2010-08-14,68
2010-08-15,67
2010-08-16,67
2010-08-17,67
2010-08-18,67
2010-08-19,67
2010-08-20,73
2010-08-21,67
2010-08-22,68
2010-08-23,69
2010-08-24,71
2010-08-25,75
2010-08-26,74
2010-08-27,80
2010-08-28,77
2010-08-29,79
2010-08-30,81
2010-08-31,84
2010-09-01,85
2010-09-02,87
2010-09-03,101
2010-09-04,91
2010-09-05,88
2010-09-06,85
2010-09-07,82
2010-09-08,79
2010-09-09,76
2010-09-10,73
2010-09-11,77
2010-09-12,72
2010-09-13,73
2010-09-14,74
2010-09-15,75
2010-09-16,82
2010-09-17,77
2010-09-18,79
2010-09-19,81
2010-09-20,84
2010-09-21,86
2010-09-22,96
2010-09-23,91
2010-09-24,103
2010-09-25,97
2010-09-26,92
2010-09-27,87
2010-09-28,82
2010-09-29,84
2010-09-30,73
2010-10-01,68
2010-10-02,64
2010-10-03,65
2010-10-04,66
2010-10-05,71
2010-10-06,70
2010-10-07,69
2010-10-08,70
2010-10-09,72
2010-10-10,72
2010-10-11,73
2010-10-12,73
2010-10-13,74
2010-10-14,74
2010-10-15,77
2010-10-16,78
2010-10-17,75
2010-10-18,74
2010-10-19,73
2010-10-20,72
2010-10-21,71
2010-10-22,73
2010-10-23,69
2010-10-24,69
2010-10-25,70
2010-10-26,73
2010-10-27,71
2010-10-28,72
2010-10-29,72
2010-10-30,73
2010-10-31,72
2010-11-01,72
2010-11-02,76
2010-11-03,72
2010-11-04,75
2010-11-05,72
2010-11-06,72
2010-11-07,72
2010-11-08,73
2010-11-09,79
2010-11-10,74
2010-11-11,74
2010-11-12,80
2010-11-13,76
2010-11-14,79
2010-11-15,82
2010-11-16,92
2010-11-17,90
2010-11-18,93
2010-11-19,98
2010-11-20,105
2010-11-21,95
2010-11-22,90
2010-11-23,86
2010-11-24,80
2010-11-25,75
2010-11-26,70
2010-11-27,66
2010-11-28,66
2010-11-29,68
2010-11-30,70
2010-12-01,71
2010-12-02,76
2010-12-03,78
2010-12-04,77
2010-12-05,74
2010-12-06,72
2010-12-07,71
2010-12-08,67
2010-12-09,68
2010-12-10,62
2010-12-11,60
2010-12-12,60
2010-12-13,60
2010-12-14,63
2010-12-15,61
2010-12-16,62
2010-12-17,66
2010-12-18,63
2010-12-19,62
2010-12-20,61
2010-12-21,60
2010-12-22,65
2010-12-23,59
2010-12-24,58
2010-12-25,58
2010-12-26,55
2010-12-27,52
2010-12-28,50
2010-12-29,47
2010-12-30,45
2010-12-31,42
2011-01-01,40
2011-01-02,42
2011-01-03,46
2011-01-04,47
2011-01-05,50
2011-01-06,52
2011-01-07,57
2011-01-08,58
2011-01-09,61
2011-01-10,64
2011-01-11,71
2011-01-12,70
2011-01-13,73
2011-01-14,78
2011-01-15,80
2011-01-16,80
2011-01-17,71
2011-01-18,67
2011-01-19,64
2011-01-20,60
2011-01-21,56
2011-01-22,53
2011-01-23,55
2011-01-24,58
2011-01-25,60
2011-01-26,62
2011-01-27,69
2011-01-28,67
2011-01-29,77
2011-01-30,67
2011-01-31,65
2011-02-01,63
2011-02-02,61
2011-02-03,60
2011-02-04,57
2011-02-05,55
2011-02-06,55
2011-02-07,56
2011-02-08,58
2011-02-09,58
2011-02-10,61
2011-02-11,60
2011-02-12,61
2011-02-13,63
2011-02-14,66
2011-02-15,69
2011-02-16,72
2011-02-17,86
2011-02-18,78
2011-02-19,81
2011-02-20,78
2011-02-21,76
2011-02-22,75
2011-02-23,71
2011-02-24,72
2011-02-25,67
2011-02-26,65
2011-02-27,63
2011-02-28,62
2011-03-01,66
2011-03-02,59
2011-03-03,60
2011-03-04,59
2011-03-05,56
2011-03-06,59
2011-03-07,62
2011-03-08,65
2011-03-09,75
2011-03-10,71
2011-03-11,74
2011-03-12,82
2011-03-13,75
2011-03-14,72
2011-03-15,69
2011-03-16,66
2011-03-17,63
2011-03-18,60
2011-03-19,58
2011-03-20,57
2011-03-21,57
2011-03-22,56
2011-03-23,59
2011-03-24,55
2011-03-25,55
2011-03-26,55
2011-03-27,57
2011-03-28,59
2011-03-29,61
2011-03-30,71
2011-03-31,66
2011-04-01,68
2011-04-02,72
2011-04-03,70
2011-04-04,70
2011-04-05,70
2011-04-06,69
2011-04-07,71
2011-04-08,73
2011-04-09,69
2011-04-10,69
2011-04-11,69
2011-04-12,73
2011-04-13,72
2011-04-14,69
2011-04-15,69
2011-04-16,76
2011-04-17,69
2011-04-18,68
2011-04-19,67
2011-04-20,66
2011-04-21,65
2011-04-22,64
2011-04-23,63
2011-04-24,63
2011-04-25,64
2011-04-26,65
2011-04-27,70
2011-04-28,69
2011-04-29,68
2011-04-30,73
2011-05-01,67
2011-05-02,66
2011-05-03,65
2011-05-04,63
2011-05-05,62
2011-05-06,61
2011-05-07,62
2011-05-08,61
2011-05-09,63
2011-05-10,65
2011-05-11,69
2011-05-12,68
2011-05-13,75
2011-05-14,72
2011-05-15,70
2011-05-16,68
2011-05-17,66
2011-05-18,68
2011-05-19,63
2011-05-20,66
2011-05-21,60
2011-05-22,59
2011-05-23,58
2011-05-24,57
2011-05-25,56
2011-05-26,57
2011-05-27,54
2011-05-28,54
2011-05-29,56
2011-05-30,58
2011-05-31,60
2011-06-01,62
2011-06-02,64
2011-06-03,69
2011-06-04,68
2011-06-05,67
2011-06-06,66
2011-06-07,67
2011-06-08,64
2011-06-09,71
2011-06-10,63
2011-06-11,62
2011-06-12,62
2011-06-13,62
2011-06-14,63
2011-06-15,65
2011-06-16,66
2011-06-17,66
2011-06-18,65
2011-06-19,65
2011-06-20,65
2011-06-21,66
2011-06-22,65
2011-06-23,65
2011-06-24,65
2011-06-25,65
2011-06-26,64
2011-06-27,63
2011-06-28,66
2011-06-29,61
2011-06-30,60
2011-07-01,59
2011-07-02,59
2011-07-03,61
2011-07-04,63
2011-07-05,65
2011-07-06,67
2011-07-07,74
2011-07-08,71
2011-07-09,77
2011-07-10,71
2011-07-11,70
2011-07-12,69
2011-07-13,67
2011-07-14,66
2011-07-15,69
2011-07-16,64
2011-07-17,64
2011-07-18,64
2011-07-19,65
2011-07-20,64
2011-07-21,67
2011-07-22,64
2011-07-23,64
2011-07-24,62
2011-07-25,61
2011-07-26,60
2011-07-27,59
2011-07-28,60
2011-07-29,57
2011-07-30,56
2011-07-31,56
2011-08-01,56
2011-08-02,57
2011-08-03,61
2011-08-04,58
2011-08-05,58
2011-08-06,59
2011-08-07,62
2011-08-08,66
2011-08-09,72
2011-08-10,73
2011-08-11,78
2011-08-12,81
2011-08-13,85
2011-08-14,82
2011-08-15,80
2011-08-16,80
2011-08-17,76
2011-08-18,74
2011-08-19,77
2011-08-20,71
2011-08-21,70
2011-08-22,70
2011-08-23,70
2011-08-24,72
2011-08-25,69
2011-08-26,72
2011-08-27,69
2011-08-28,66
2011-08-29,64
2011-08-30,62
2011-08-31,59
2011-09-01,59
2011-09-02,58
2011-09-03,54
2011-09-04,52
2011-09-05,52
2011-09-06,52
2011-09-07,52
2011-09-08,53
2011-09-09,56
2011-09-10,52
2011-09-11,53
2011-09-12,54
2011-09-13,55
2011-09-14,57
2011-09-15,58
2011-09-16,60
2011-09-17,64
2011-09-18,62
2011-09-19,63
2011-09-20,64
2011-09-21,68
2011-09-22,66
2011-09-23,68
2011-09-24,68
2011-09-25,69
2011-09-26,70
2011-09-27,77
2011-09-28,72
2011-09-29,76
2011-09-30,78
