Date,Dollar General
2010-01-13,51
2010-01-14,51
2010-01-15,51
2010-01-16,51
2010-01-17,50
2010-01-18,50
2010-01-19,50
2010-01-20,49
2010-01-21,49
2010-01-22,48
2010-01-23,48
2010-01-24,49
2010-01-25,48
2010-01-26,48
2010-01-27,49
2010-01-28,48
2010-01-29,50
2010-01-30,48
2010-01-31,48
2010-02-01,48
2010-02-02,49
2010-02-03,50
2010-02-04,50
2010-02-05,50
2010-02-06,51
2010-02-07,51
2010-02-08,51
2010-02-09,51
2010-02-10,53
2010-02-11,51
2010-02-12,51
2010-02-13,55
2010-02-14,51
2010-02-15,51
2010-02-16,50
2010-02-17,51
2010-02-18,49
2010-02-19,50
2010-02-20,49
2010-02-21,51
2010-02-22,49
2010-02-23,49
2010-02-24,49
2010-02-25,50
2010-02-26,49
2010-02-27,49
2010-02-28,49
2010-03-01,49
2010-03-02,49
2010-03-03,49
2010-03-04,49
2010-03-05,50
2010-03-06,49
2010-03-07,48
2010-03-08,48
2010-03-09,48
2010-03-10,48
2010-03-11,48
2010-03-12,49
2010-03-13,48
2010-03-14,48
2010-03-15,48
2010-03-16,48
2010-03-17,49
2010-03-18,51
2010-03-19,49
2010-03-20,51
2010-03-21,50
2010-03-22,50
2010-03-23,50
2010-03-24,50
2010-03-25,50
2010-03-26,51
2010-03-27,50
2010-03-28,52
2010-03-29,54
2010-03-30,56
2010-03-31,58
2010-05-01,56
2010-05-02,56
2010-05-03,57
2010-05-04,58
2010-05-05,58
2010-05-06,59
2010-05-07,60
2010-05-08,60
2010-05-09,61
2010-05-10,59
2010-05-11,59
2010-05-12,59
2010-05-13,58
2010-05-14,58
2010-05-15,62
2010-05-16,57
2010-05-17,57
2010-05-18,59
2010-05-19,57
2010-05-20,58
2010-05-21,57
2010-05-22,58
2010-05-23,57
2010-05-24,57
2010-05-25,57
2010-05-26,57
2010-05-27,57
2010-05-28,57
2010-05-29,59
2010-05-30,56
2010-05-31,56
2010-06-01,54
2010-06-02,55
2010-06-03,52
2010-06-04,51
2010-06-05,53
2010-06-06,51
2010-06-07,51
2010-06-08,51
2010-06-09,52
2010-06-10,54
2010-06-11,52
2010-06-12,53
2010-06-13,54
2010-06-14,54
2010-06-15,57
2010-06-16,56
2010-06-17,59
2010-06-18,58
2010-06-19,59
2010-06-20,59
2010-06-21,58
2010-06-22,57
2010-06-23,57
2010-06-24,57
2010-06-25,57
2010-06-26,56
2010-06-27,56
2010-06-28,57
2010-06-29,56
2010-06-30,56
2010-07-01,57
2010-07-02,56
2010-07-03,56
2010-07-04,56
2010-07-05,60
2010-07-06,58
2010-07-07,58
2010-07-08,59
2010-07-09,61
2010-07-10,61
2010-07-11,61
2010-07-12,61
2010-07-13,62
2010-07-14,62
2010-07-15,62
2010-07-16,63
2010-07-17,66
2010-07-18,64
2010-07-19,68
2010-07-20,66
2010-07-21,67
2010-07-22,69
2010-07-23,69
2010-07-24,71
2010-07-25,69
2010-07-26,71
2010-07-27,68
2010-07-28,66
2010-07-29,65
2010-07-30,67
2010-07-31,64
2010-08-01,64
2010-08-02,65
2010-08-03,67
2010-08-04,67
2010-08-05,70
2010-08-06,70
2010-08-07,70
2010-08-08,69
2010-08-09,69
2010-08-10,68
2010-08-11,67
2010-08-12,68
2010-08-13,66
2010-08-14,68
2010-08-15,66
2010-08-16,67
2010-08-17,70
2010-08-18,68
2010-08-19,70
2010-08-20,70
2010-08-21,71
2010-08-22,71
2010-08-23,68
2010-08-24,66
2010-08-25,65
2010-08-26,64
2010-08-27,62
2010-08-28,62
2010-08-29,62
2010-08-30,64
2010-08-31,64
2010-09-01,66
2010-09-02,67
2010-09-03,68
2010-09-04,69
2010-09-05,68
2010-09-06,68
2010-09-07,66
2010-09-08,65
2010-09-09,64
2010-09-10,63
2010-09-11,63
2010-09-12,64
2010-09-13,63
2010-09-14,64
2010-09-15,63
2010-09-16,64
2010-09-17,63
2010-09-18,65
2010-09-19,64
2010-09-20,64
2010-09-21,66
2010-09-22,64
2010-09-23,64
2010-09-24,64
2010-09-25,65
2010-09-26,65
2010-09-27,64
2010-09-28,64
2010-09-29,65
2010-09-30,66
2010-10-01,66
2010-10-02,66
2010-10-03,66
2010-10-04,66
2010-10-05,68
2010-10-06,67
2010-10-07,68
2010-10-08,71
2010-10-09,69
2010-10-10,68
2010-10-11,69
2010-10-12,66
2010-10-13,67
2010-10-14,64
2010-10-15,63
2010-10-16,62
2010-10-17,62
2010-10-18,62
2010-10-19,63
2010-10-20,64
2010-10-21,64
2010-10-22,66
2010-10-23,65
2010-10-24,65
2010-10-25,66
2010-10-26,67
2010-10-27,67
2010-10-28,68
2010-10-29,71
2010-10-30,71
2010-10-31,70
2010-11-01,70
2010-11-02,71
2010-11-03,70
2010-11-04,70
2010-11-05,74
2010-11-06,71
2010-11-07,71
2010-11-08,71
2010-11-09,71
2010-11-10,72
2010-11-11,72
2010-11-12,71
2010-11-13,72
2010-11-14,73
2010-11-15,72
2010-11-16,72
2010-11-17,72
2010-11-18,72
2010-11-19,72
2010-11-20,72
2010-11-21,76
2010-11-22,80
2010-11-23,84
2010-11-24,88
2010-11-25,92
2010-11-26,102
2010-11-27,100
2010-11-28,99
2010-11-29,100
2010-11-30,97
2010-12-01,97
2010-12-02,95
2010-12-03,94
2010-12-04,93
2010-12-05,92
2010-12-06,94
2010-12-07,92
2010-12-08,91
2010-12-09,90
2010-12-10,91
2010-12-11,90
2010-12-12,90
2010-12-13,91
2010-12-14,90
2010-12-15,91
2010-12-16,90
2010-12-17,90
2010-12-18,92
2010-12-19,92
2010-12-20,93
2010-12-21,95
2010-12-22,95
2010-12-23,96
2010-12-24,97
2010-12-25,102
2010-12-26,102
2010-12-27,91
2010-12-28,87
2010-12-29,84
2010-12-30,80
2010-12-31,77
2011-01-01,74
2011-01-02,77
2011-01-03,78
2011-01-04,84
2011-01-05,86
2011-01-06,88
2011-01-07,88
2011-01-08,91
2011-01-09,89
2011-01-10,87
2011-01-11,87
2011-01-12,83
2011-01-13,81
2011-01-14,79
2011-01-15,80
2011-01-16,77
2011-01-17,77
2011-01-18,77
2011-01-19,77
2011-01-20,80
2011-01-21,77
2011-01-22,78
2011-01-23,79
2011-01-24,76
2011-01-25,75
2011-01-26,76
2011-01-27,74
2011-01-28,72
2011-01-29,72
2011-01-30,72
2011-01-31,74
