Date,Mistras
2008-03-30,40
2008-03-31,40
2008-04-01,40
2008-04-02,40
2008-04-03,40
2008-04-04,40
2008-04-05,40
2008-04-06,40
2008-04-07,40
2008-04-08,40
2008-04-09,41
2008-04-10,41
2008-04-11,41
2008-04-12,41
2008-04-13,41
2008-04-14,41
2008-04-15,41
2008-04-16,42
2008-04-17,42
2008-04-18,42
2008-04-19,42
2008-04-20,42
2008-04-21,42
2008-04-22,42
2008-04-23,42
2008-04-24,43
2008-04-25,43
2008-04-26,43
2008-04-27,43
2008-04-28,43
2008-04-29,43
2008-04-30,43
2008-05-01,44
2008-05-02,43
2008-05-03,43
2008-05-04,42
2008-05-05,42
2008-05-06,41
2008-05-07,41
2008-05-08,41
2008-05-09,40
2008-05-10,40
2008-05-11,39
2008-05-12,39
2008-05-13,38
2008-05-14,38
2008-05-15,38
2008-05-16,37
2008-05-17,37
2008-05-18,36
2008-05-19,36
2008-05-20,36
2008-05-21,35
2008-05-22,35
2008-05-23,34
2008-05-24,34
2008-05-25,33
2008-05-26,33
2008-05-27,33
2008-05-28,32
2008-05-29,32
2008-05-30,31
2008-05-31,31
2008-06-01,31
2008-06-02,31
2008-06-03,31
2008-06-04,32
2008-06-05,32
2008-06-06,32
2008-06-07,33
2008-06-08,33
2008-06-09,33
2008-06-10,34
2008-06-11,34
2008-06-12,34
2008-06-13,35
2008-06-14,35
2008-06-15,35
2008-06-16,36
2008-06-17,36
2008-06-18,36
2008-06-19,37
2008-06-20,37
2008-06-21,37
2008-06-22,38
2008-06-23,38
2008-06-24,38
2008-06-25,39
2008-06-26,39
2008-06-27,39
2008-06-28,40
2008-06-29,40
2008-06-30,40
2008-07-01,41
2008-07-02,41
2008-07-03,42
2008-07-04,43
2008-07-05,44
2008-07-06,44
2008-07-07,45
2008-07-08,46
2008-07-09,47
2008-07-10,47
2008-07-11,48
2008-07-12,49
2008-07-13,50
2008-07-14,51
2008-07-15,51
2008-07-16,52
2008-07-17,53
2008-07-18,54
2008-07-19,54
2008-07-20,55
2008-07-21,56
2008-07-22,57
2008-07-23,58
2008-07-24,58
2008-07-25,59
2008-07-26,60
2008-07-27,61
2008-07-28,61
2008-07-29,62
2008-07-30,63
2008-07-31,64
2008-08-01,65
2008-08-02,64
2008-08-03,63
2008-08-04,63
2008-08-05,62
2008-08-06,62
2008-08-07,61
2008-08-08,60
2008-08-09,60
2008-08-10,59
2008-08-11,59
2008-08-12,58
2008-08-13,58
2008-08-14,57
2008-08-15,56
2008-08-16,56
2008-08-17,55
2008-08-18,55
2008-08-19,54
2008-08-20,53
2008-08-21,53
2008-08-22,52
2008-08-23,52
2008-08-24,51
2008-08-25,51
2008-08-26,50
2008-08-27,49
2008-08-28,49
2008-08-29,48
2008-08-30,48
2008-08-31,47
2008-09-01,47
2008-09-02,46
2008-09-03,45
2008-09-04,45
2008-09-05,44
2008-09-06,44
2008-09-07,43
2008-09-08,43
2008-09-09,42
2008-09-10,41
2008-09-11,41
2008-09-12,40
2008-09-13,40
2008-09-14,39
2008-09-15,39
2008-09-16,38
2008-09-17,37
2008-09-18,37
2008-09-19,36
2008-09-20,36
2008-09-21,35
2008-09-22,35
2008-09-23,34
2008-09-24,33
2008-09-25,33
2008-09-26,32
2008-09-27,32
2008-09-28,31
2008-09-29,31
2008-09-30,30
2008-10-01,30
2008-10-02,29
2008-10-03,29
2008-10-04,29
2008-10-05,29
2008-10-06,29
2008-10-07,29
2008-10-08,29
2008-10-09,28
2008-10-10,28
2008-10-11,28
2008-10-12,28
2008-10-13,28
2008-10-14,28
2008-10-15,28
2008-10-16,28
2008-10-17,27
2008-10-18,27
2008-10-19,27
2008-10-20,27
2008-10-21,27
2008-10-22,27
2008-10-23,27
2008-10-24,27
2008-10-25,26
2008-10-26,26
2008-10-27,26
2008-10-28,26
2008-10-29,26
2008-10-30,26
2008-10-31,26
2008-11-01,26
2008-11-02,26
2008-11-03,26
2008-11-04,26
2008-11-05,26
2008-11-06,27
2008-11-07,27
2008-11-08,27
2008-11-09,27
2008-11-10,27
2008-11-11,28
2008-11-12,28
2008-11-13,28
2008-11-14,28
2008-11-15,28
2008-11-16,29
2008-11-17,29
2008-11-18,29
2008-11-19,29
2008-11-20,29
2008-11-21,30
2008-11-22,30
2008-11-23,30
2008-11-24,30
2008-11-25,30
2008-11-26,31
2008-11-27,31
2008-11-28,31
2008-11-29,31
2008-11-30,31
2008-12-01,32
2008-12-02,32
2008-12-03,32
2008-12-04,32
2008-12-05,32
2008-12-06,32
2008-12-07,32
2008-12-08,33
2008-12-09,33
2008-12-10,33
2008-12-11,33
2008-12-12,33
2008-12-13,33
2008-12-14,34
2008-12-15,34
2008-12-16,34
2008-12-17,34
2008-12-18,34
2008-12-19,34
2008-12-20,35
2008-12-21,35
2008-12-22,35
2008-12-23,35
2008-12-24,35
2008-12-25,35
2008-12-26,36
2008-12-27,36
2008-12-28,36
2008-12-29,36
2008-12-30,36
2008-12-31,36
2009-01-01,37
2009-01-02,37
2009-01-03,37
2009-01-04,38
2009-01-05,38
2009-01-06,39
2009-01-07,39
2009-01-08,40
2009-01-09,40
2009-01-10,41
2009-01-11,41
2009-01-12,41
2009-01-13,42
2009-01-14,42
2009-01-15,43
2009-01-16,43
2009-01-17,44
2009-01-18,44
2009-01-19,45
2009-01-20,45
2009-01-21,46
2009-01-22,46
2009-01-23,46
2009-01-24,47
2009-01-25,47
2009-01-26,48
2009-01-27,48
2009-01-28,49
2009-01-29,49
2009-01-30,50
2009-01-31,50
2009-02-01,51
2009-02-02,50
2009-02-03,50
2009-02-04,50
2009-02-05,50
2009-02-06,50
2009-02-07,49
2009-02-08,49
2009-02-09,49
2009-02-10,49
2009-02-11,49
2009-02-12,49
2009-02-13,48
2009-02-14,48
2009-02-15,48
2009-02-16,48
2009-02-17,48
2009-02-18,47
2009-02-19,47
2009-02-20,47
2009-02-21,47
2009-02-22,47
2009-02-23,47
2009-02-24,46
2009-02-25,46
2009-02-26,46
2009-02-27,46
2009-02-28,46
2009-03-01,46
2009-03-02,46
2009-03-03,46
2009-03-04,46
2009-03-05,46
2009-03-06,46
2009-03-07,46
2009-03-08,46
2009-03-09,46
2009-03-10,46
2009-03-11,46
2009-03-12,46
2009-03-13,46
2009-03-14,46
2009-03-15,46
2009-03-16,46
2009-03-17,47
2009-03-18,47
2009-03-19,47
2009-03-20,47
2009-03-21,47
2009-03-22,47
2009-03-23,47
2009-03-24,47
2009-03-25,47
2009-03-26,47
2009-03-27,47
2009-03-28,47
2009-03-29,47
2009-03-30,47
2009-03-31,47
2009-04-01,48
2009-04-02,47
2009-04-03,47
2009-04-04,47
2009-04-05,47
2009-04-06,47
2009-04-07,47
2009-04-08,47
2009-04-09,47
2009-04-10,47
2009-04-11,47
2009-04-12,47
2009-04-13,47
2009-04-14,47
2009-04-15,47
2009-04-16,47
2009-04-17,47
2009-04-18,47
2009-04-19,47
2009-04-20,47
2009-04-21,47
2009-04-22,47
2009-04-23,47
2009-04-24,47
2009-04-25,47
2009-04-26,47
2009-04-27,47
2009-04-28,47
2009-04-29,47
2009-04-30,47
2009-05-01,47
2009-05-02,47
2009-05-03,47
2009-05-04,48
2009-05-05,48
2009-05-06,48
2009-05-07,49
2009-05-08,49
2009-05-09,49
2009-05-10,50
2009-05-11,50
2009-05-12,50
2009-05-13,51
2009-05-14,51
2009-05-15,51
2009-05-16,52
2009-05-17,52
2009-05-18,53
2009-05-19,53
2009-05-20,53
2009-05-21,54
2009-05-22,54
2009-05-23,54
2009-05-24,55
2009-05-25,55
2009-05-26,55
2009-05-27,56
2009-05-28,56
2009-05-29,56
2009-05-30,57
2009-05-31,57
2009-06-07,61
2009-06-08,62
2009-06-09,62
2009-06-10,63
2009-06-11,64
2009-06-12,64
2009-06-13,65
2009-06-14,65
2009-06-15,66
2009-06-16,67
2009-06-17,67
2009-06-18,68
2009-06-19,68
2009-06-20,69
2009-06-21,70
2009-06-22,70
2009-06-23,71
2009-06-24,71
2009-06-25,72
2009-06-26,73
2009-06-27,73
2009-06-28,74
2009-06-29,74
2009-06-30,75
2009-07-01,76
2009-07-02,76
2009-07-03,76
2009-07-04,77
2009-07-05,77
2009-07-06,78
2009-07-07,78
2009-07-08,79
2009-07-09,79
2009-07-10,80
2009-07-11,80
2009-07-12,80
2009-07-13,81
2009-07-14,82
2009-07-15,82
2009-07-16,82
2009-07-17,83
2009-07-18,83
2009-07-19,84
2009-07-20,84
2009-07-21,85
2009-07-22,85
2009-07-23,86
2009-07-24,86
2009-07-25,87
2009-07-26,87
2009-07-27,87
2009-07-28,88
2009-07-29,88
2009-07-30,89
2009-07-31,89
2009-08-01,90
2009-08-02,89
2009-08-03,89
2009-08-04,88
2009-08-05,87
2009-08-06,87
2009-08-07,86
2009-08-08,85
2009-08-09,85
2009-08-10,84
2009-08-11,83
2009-08-12,82
2009-08-13,82
2009-08-14,81
2009-08-15,80
2009-08-16,80
2009-08-17,79
2009-08-18,79
2009-08-19,78
2009-08-20,77
2009-08-21,77
2009-08-22,76
2009-08-23,75
2009-08-24,77
2009-08-25,76
2009-08-26,76
2009-08-27,76
2009-08-28,77
2009-08-29,79
2009-08-30,71
2009-09-06,75
2009-09-07,76
2009-09-08,77
2009-09-09,78
2009-09-10,79
2009-09-11,80
2009-09-12,81
2009-09-13,82
2009-09-14,99
2009-09-15,84
2009-09-16,85
2009-09-17,86
2009-09-18,87
2009-09-19,88
2009-09-20,89
2009-09-21,91
2009-09-22,92
2009-09-23,93
2009-09-24,94
2009-09-25,95
2009-09-26,96
2009-09-27,97
2009-09-28,97
2009-09-29,98
2009-09-30,99
2009-10-01,100
2009-10-02,98
2009-10-03,97
2009-10-04,95
2009-10-05,95
2009-10-06,94
2009-10-07,93
2009-10-08,91
2009-10-09,90
2009-10-10,89
2009-10-11,87
2009-10-12,85
2009-10-13,84
2009-10-14,83
2009-10-15,81
2009-10-16,80
2009-10-17,79
2009-10-18,77
2009-10-19,75
2009-10-20,74
2009-10-21,73
2009-10-22,71
2009-10-23,70
2009-10-24,69
2009-10-25,67
2009-10-26,66
2009-10-27,64
2009-10-28,63
2009-10-29,62
2009-10-30,60
2009-10-31,59
2009-11-01,58
