Date,Infinera Corp
2008-03-17,11
2008-03-18,11
2008-03-19,10
2008-03-20,10
2008-03-21,9
2008-03-22,9
2008-03-23,9
2008-03-24,9
2008-03-25,10
2008-03-26,10
2008-03-27,11
2008-03-28,11
2008-03-29,12
2008-03-30,12
2008-03-31,13
2008-04-01,13
2008-04-02,14
2008-04-03,14
2008-04-04,15
2008-04-05,16
2008-04-06,16
2008-04-07,16
2008-04-08,16
2008-04-09,16
2008-04-10,16
2008-04-11,16
2008-04-12,17
2008-04-13,16
2008-04-14,15
2008-04-15,14
2008-04-16,14
2008-04-17,13
2008-04-18,12
2008-04-19,12
2008-04-20,12
2008-04-21,13
2008-04-22,13
2008-04-23,14
2008-04-24,14
2008-04-25,15
2008-04-26,16
2008-04-27,15
2008-04-28,15
2008-04-29,15
2008-04-30,15
2008-05-01,15
2008-05-02,15
2008-05-03,15
2008-05-04,14
2008-05-05,14
2008-05-06,14
2008-05-07,14
2008-05-08,14
2008-05-09,14
2008-05-10,14
2008-05-11,13
2008-05-12,12
2008-05-13,11
2008-05-14,10
2008-05-15,9
2008-05-16,8
2008-05-17,8
2008-05-18,8
2008-05-19,9
2008-05-20,9
2008-05-21,10
2008-05-22,10
2008-05-23,11
2008-05-24,12
2008-05-25,13
2008-06-01,19
2008-06-02,19
2008-06-03,18
2008-06-04,18
2008-06-05,17
2008-06-06,17
2008-06-07,17
2008-06-08,16
2008-06-09,15
2008-06-10,15
2008-06-11,14
2008-06-12,14
2008-06-13,13
2008-06-14,13
2008-06-15,14
2008-06-16,16
2008-06-17,18
2008-06-18,20
2008-06-19,21
2008-06-20,23
2008-06-21,25
2008-06-22,24
2008-06-23,22
2008-06-24,21
2008-06-25,20
2008-06-26,19
2008-06-27,18
2008-06-28,17
2008-06-29,16
2008-06-30,16
2008-07-01,16
2008-07-02,16
2008-07-03,16
2008-07-04,16
2008-07-05,16
2008-07-06,14
2008-07-07,13
2008-07-08,12
2008-07-09,11
2008-07-10,10
2008-07-11,9
2008-07-12,8
2008-07-13,8
2008-07-14,9
2008-07-15,10
2008-07-16,11
2008-07-17,12
2008-07-18,13
2008-07-19,14
2008-07-20,14
2008-07-21,14
2008-07-22,15
2008-07-23,15
2008-07-24,16
2008-07-25,16
2008-07-26,17
2008-07-27,16
2008-07-28,16
2008-07-29,16
2008-07-30,16
2008-07-31,16
2008-08-01,16
2008-08-02,16
2008-08-03,15
2008-08-04,15
2008-08-05,15
2008-08-06,15
2008-08-07,15
2008-08-08,15
2008-08-09,15
2008-08-10,14
2008-08-11,14
2008-08-12,14
2008-08-13,14
2008-08-14,13
2008-08-15,13
2008-08-16,13
2008-08-17,12
2008-08-18,11
2008-08-19,10
2008-08-20,9
2008-08-21,8
2008-08-22,7
2008-08-23,7
2008-08-24,7
2008-08-25,8
2008-08-26,8
2008-08-27,9
2008-08-28,9
2008-08-29,10
2008-08-30,11
2008-08-31,11
2008-09-07,13
2008-09-08,14
2008-09-09,14
2008-09-10,15
2008-09-11,15
2008-09-12,16
2008-09-13,17
2008-09-14,16
2008-09-15,16
2008-09-16,15
2008-09-17,15
2008-09-18,14
2008-09-19,14
2008-09-20,14
2008-09-21,14
2008-09-22,14
2008-09-23,15
2008-09-24,15
2008-09-25,16
2008-09-26,16
2008-09-27,17
2008-09-28,17
2008-09-29,17
2008-09-30,17
2008-10-01,17
2008-10-02,17
2008-10-03,17
2008-10-04,17
2008-10-05,16
2008-10-06,15
2008-10-07,14
2008-10-08,13
2008-10-09,12
2008-10-10,11
2008-10-11,11
2008-10-12,11
2008-10-13,11
2008-10-14,11
2008-10-15,11
2008-10-16,11
2008-10-17,11
2008-10-18,12
2008-10-19,12
2008-10-20,12
2008-10-21,13
2008-10-22,13
2008-10-23,13
2008-10-24,13
2008-10-25,14
2008-10-26,13
2008-10-27,12
2008-10-28,12
2008-10-29,11
2008-10-30,11
2008-10-31,10
2008-11-01,10
2008-11-02,10
2008-11-03,10
2008-11-04,11
2008-11-05,11
2008-11-06,12
2008-11-07,12
2008-11-08,13
2008-11-09,13
2008-11-10,14
2008-11-11,14
2008-11-12,15
2008-11-13,15
2008-11-14,16
2008-11-15,17
2008-11-16,15
2008-11-17,14
2008-11-18,13
2008-11-19,12
2008-11-20,11
2008-11-21,10
2008-11-22,9
2008-11-23,9
2008-11-24,9
2008-11-25,9
2008-11-26,10
2008-11-27,10
2008-11-28,10
2008-11-29,11
2008-11-30,10
