Date,Motricity
2010-08-14,32
2010-08-15,31
2010-08-16,31
2010-08-17,31
2010-08-18,30
2010-08-19,30
2010-08-20,29
2010-08-21,29
2010-08-22,27
2010-08-23,25
2010-08-24,23
2010-08-25,22
2010-08-26,20
2010-08-27,18
2010-08-28,17
2010-08-29,16
2010-08-30,16
2010-08-31,16
2010-09-01,16
2010-09-02,16
2010-09-03,16
2010-09-04,16
2010-09-05,15
2010-09-06,15
2010-09-07,14
2010-09-08,14
2010-09-09,13
2010-09-10,13
2010-09-11,13
2010-09-12,14
2010-09-13,16
2010-09-14,18
2010-09-15,20
2010-09-16,22
2010-09-17,24
2010-09-18,26
2010-09-19,25
2010-09-20,24
2010-09-21,23
2010-09-22,22
2010-09-23,21
2010-09-24,20
2010-09-25,20
2010-09-26,20
2010-10-03,24
2010-10-04,24
2010-10-05,23
2010-10-06,23
2010-10-07,22
2010-10-08,22
2010-10-09,22
2010-10-10,24
2010-10-11,27
2010-10-12,29
2010-10-13,32
2010-10-14,34
2010-10-15,37
2010-10-16,40
2010-10-17,39
2010-10-18,39
2010-10-19,39
2010-10-20,38
2010-10-21,38
2010-10-22,38
2010-10-23,38
2010-10-24,40
2010-10-25,43
2010-10-26,46
2010-10-27,48
2010-10-28,51
2010-10-29,53
2010-10-30,56
2010-10-31,53
2010-11-01,50
2010-11-02,48
2010-11-03,45
2010-11-04,43
2010-11-05,40
2010-11-06,38
2010-11-07,38
2010-11-08,39
2010-11-09,39
2010-11-10,40
2010-11-11,40
2010-11-12,41
2010-11-13,41
2010-11-14,40
2010-11-15,37
2010-11-16,36
2010-11-17,34
2010-11-18,33
2010-11-19,31
2010-11-20,30
2010-11-21,30
2010-11-22,31
2010-11-23,32
2010-11-24,33
2010-11-25,34
2010-11-26,35
2010-11-27,36
2010-11-28,35
2010-11-29,35
2010-11-30,35
2010-12-01,35
2010-12-02,35
2010-12-03,35
2010-12-04,35
2010-12-05,34
2010-12-06,33
2010-12-07,32
2010-12-08,31
2010-12-09,30
2010-12-10,30
2010-12-11,29
2010-12-12,28
2010-12-13,27
2010-12-14,26
2010-12-15,26
2010-12-16,25
2010-12-17,24
2010-12-18,24
2010-12-19,25
2010-12-20,26
2010-12-21,27
2010-12-22,28
2010-12-23,29
2010-12-24,30
2010-12-25,31
2010-12-26,31
2011-01-02,31
2011-01-03,31
2011-01-04,31
2011-01-05,31
2011-01-06,31
2011-01-07,31
2011-01-08,32
2011-01-09,32
2011-01-10,33
2011-01-11,34
2011-01-12,34
2011-01-13,35
2011-01-14,36
2011-01-15,37
2011-01-16,36
2011-01-17,35
2011-01-18,34
2011-01-19,33
2011-01-20,32
2011-01-21,31
2011-01-22,30
2011-01-23,29
2011-01-24,28
2011-01-25,28
2011-01-26,27
2011-01-27,27
2011-01-28,26
2011-01-29,26
2011-01-30,27
2011-01-31,28
2011-02-01,29
2011-02-02,30
2011-02-03,31
2011-02-04,32
2011-02-05,34
2011-02-06,38
2011-02-07,44
2011-02-08,49
2011-02-09,54
2011-02-10,59
2011-02-11,64
2011-02-12,69
2011-02-13,63
2011-02-14,56
2011-02-15,50
2011-02-16,43
2011-02-17,37
2011-02-18,31
2011-02-19,25
2011-02-20,24
2011-02-21,23
2011-02-22,22
2011-02-23,22
2011-02-24,21
2011-02-25,20
2011-02-26,20
2011-02-27,22
2011-02-28,24
2011-03-01,27
2011-03-02,29
2011-03-03,32
2011-03-04,34
2011-03-05,37
2011-03-06,38
2011-03-07,39
2011-03-08,40
2011-03-09,41
2011-03-10,42
2011-03-11,43
2011-03-12,44
2011-03-13,42
2011-03-14,40
2011-03-15,38
2011-03-16,36
2011-03-17,34
2011-03-18,32
2011-03-19,30
2011-03-20,34
2011-03-21,39
2011-03-22,44
2011-03-23,49
2011-03-24,53
2011-03-25,58
2011-03-26,63
2011-03-27,57
2011-04-03,24
2011-04-04,25
2011-04-05,27
2011-04-06,28
2011-04-07,30
2011-04-08,31
2011-04-09,33
2011-04-10,33
2011-04-11,33
2011-04-12,33
2011-04-13,33
2011-04-14,33
2011-04-15,33
2011-04-16,33
2011-04-17,34
2011-04-18,36
2011-04-19,37
2011-04-20,39
2011-04-21,41
2011-04-22,42
2011-04-23,44
2011-04-24,43
2011-04-25,42
2011-04-26,42
2011-04-27,41
2011-04-28,41
2011-04-29,40
2011-04-30,40
2011-05-01,39
2011-05-02,38
2011-05-03,37
2011-05-04,36
2011-05-05,35
2011-05-06,34
2011-05-07,33
2011-05-08,32
2011-05-09,32
2011-05-10,32
2011-05-11,32
2011-05-12,32
2011-05-13,32
2011-05-14,32
2011-05-15,32
2011-05-16,32
2011-05-17,32
2011-05-18,32
2011-05-19,32
2011-05-20,32
2011-05-21,32
2011-05-22,32
2011-05-23,33
2011-05-24,34
2011-05-25,35
2011-05-26,36
2011-05-27,37
2011-05-28,38
2011-05-29,39
2011-05-30,40
2011-05-31,41
2011-06-01,43
2011-06-02,44
2011-06-03,45
2011-06-04,47
2011-06-05,46
2011-06-06,45
2011-06-07,45
2011-06-08,44
2011-06-09,43
2011-06-10,43
2011-06-11,42
2011-06-12,40
2011-06-13,38
2011-06-14,36
2011-06-15,35
2011-06-16,33
2011-06-17,31
2011-06-18,30
2011-06-19,29
2011-06-20,28
2011-06-21,27
2011-06-22,27
2011-06-23,26
2011-06-24,25
2011-06-25,25
2011-06-26,25
