Date,Visa Inc
2008-03-30,79
2008-03-31,79
2008-04-01,79
2008-04-02,80
2008-04-03,79
2008-04-04,80
2008-04-05,82
2008-04-06,79
2008-04-07,78
2008-04-08,77
2008-04-09,76
2008-04-10,75
2008-04-11,74
2008-04-12,75
2008-04-13,73
2008-04-14,71
2008-04-15,71
2008-04-16,70
2008-04-17,71
2008-04-18,69
2008-04-19,70
2008-04-20,70
2008-04-21,70
2008-04-22,70
2008-04-23,71
2008-04-24,72
2008-04-25,72
2008-04-26,74
2008-04-27,76
2008-04-28,75
2008-04-29,76
2008-04-30,77
2008-05-01,78
2008-05-02,79
2008-05-03,84
2008-05-04,81
2008-05-05,79
2008-05-06,79
2008-05-07,79
2008-05-08,78
2008-05-09,79
2008-05-10,78
2008-05-11,77
2008-05-12,75
2008-05-13,75
2008-05-14,74
2008-05-15,73
2008-05-16,73
2008-05-17,72
2008-05-18,73
2008-05-19,71
2008-05-20,71
2008-05-21,72
2008-05-22,71
2008-05-23,71
2008-05-24,72
2008-05-25,72
2008-05-26,72
2008-05-27,72
2008-05-28,73
2008-05-29,73
2008-05-30,74
2008-05-31,77
2008-06-01,75
2008-06-02,75
2008-06-03,76
2008-06-04,75
2008-06-05,76
2008-06-06,76
2008-06-07,77
2008-06-08,76
2008-06-09,75
2008-06-10,74
2008-06-11,74
2008-06-12,73
2008-06-13,74
2008-06-14,74
2008-06-15,73
2008-06-16,73
2008-06-17,73
2008-06-18,73
2008-06-19,74
2008-06-20,73
2008-06-21,76
2008-06-22,74
2008-06-23,74
2008-06-24,75
2008-06-25,75
2008-06-26,76
2008-06-27,77
2008-06-28,78
2008-06-29,78
2008-06-30,78
2008-07-01,79
2008-07-02,81
2008-07-03,80
2008-07-04,82
2008-07-05,83
2008-07-06,82
2008-07-07,82
2008-07-08,83
2008-07-09,83
2008-07-10,83
2008-07-11,84
2008-07-12,85
2008-07-13,84
2008-07-14,83
2008-07-15,83
2008-07-16,84
2008-07-17,84
2008-07-18,83
2008-07-19,84
2008-07-20,85
2008-07-21,83
2008-07-22,83
2008-07-23,83
2008-07-24,83
2008-07-25,83
2008-07-26,86
2008-07-27,83
2008-07-28,83
2008-07-29,85
2008-07-30,84
2008-07-31,84
2008-08-01,84
2008-08-02,86
2008-08-03,86
2008-08-04,84
2008-08-05,84
2008-08-06,84
2008-08-07,85
2008-08-08,84
2008-08-09,86
2008-08-10,83
2008-08-11,83
2008-08-12,83
2008-08-13,83
2008-08-14,82
2008-08-15,82
2008-08-16,84
2008-08-17,81
2008-08-18,81
2008-08-19,80
2008-08-20,80
2008-08-21,80
2008-08-22,80
2008-08-23,79
2008-08-24,81
2008-08-25,79
2008-08-26,80
2008-08-27,79
2008-08-28,79
2008-08-29,79
2008-08-30,82
2008-08-31,80
2008-09-01,78
2008-09-02,78
2008-09-03,78
2008-09-04,77
2008-09-05,76
2008-09-06,79
2008-09-07,76
2008-09-08,76
2008-09-09,76
2008-09-10,76
2008-09-11,76
2008-09-12,76
2008-09-13,76
2008-09-14,76
2008-09-15,75
2008-09-16,75
2008-09-17,75
2008-09-18,75
2008-09-19,75
2008-09-20,77
2008-09-21,75
2008-09-22,75
2008-09-23,75
2008-09-24,75
2008-09-25,75
2008-09-26,75
2008-09-27,76
2008-09-28,77
2008-09-29,76
2008-09-30,76
2008-10-01,77
2008-10-02,77
2008-10-03,79
2008-10-04,81
2008-10-05,79
2008-10-06,78
2008-10-07,77
2008-10-08,77
2008-10-09,77
2008-10-10,76
2008-10-11,77
2008-10-12,75
2008-10-13,74
2008-10-14,73
2008-10-15,73
2008-10-16,73
2008-10-17,71
2008-10-18,73
2008-10-19,72
2008-10-20,70
2008-10-21,71
2008-10-22,70
2008-10-23,71
2008-10-24,70
2008-10-25,71
2008-10-26,71
2008-10-27,72
2008-10-28,73
2008-10-29,74
2008-10-30,75
2008-10-31,76
2008-11-01,78
2008-11-02,78
2008-11-03,76
2008-11-04,75
2008-11-05,74
2008-11-06,73
2008-11-07,73
2008-11-08,73
2008-11-09,73
2008-11-10,72
2008-11-11,72
2008-11-12,72
2008-11-13,72
2008-11-14,72
2008-11-15,74
2008-11-16,72
2008-11-17,72
2008-11-18,72
2008-11-19,72
2008-11-20,72
2008-11-21,72
2008-11-22,73
2008-11-23,72
2008-11-24,73
2008-11-25,73
2008-11-26,74
2008-11-27,76
2008-11-28,75
2008-11-29,77
2008-11-30,77
2008-12-01,77
2008-12-02,80
2008-12-03,79
2008-12-04,79
2008-12-05,80
2008-12-06,82
2008-12-07,81
2008-12-08,81
2008-12-09,81
2008-12-10,81
2008-12-11,82
2008-12-12,81
2008-12-13,82
2008-12-14,81
2008-12-15,81
2008-12-16,81
2008-12-17,81
2008-12-18,83
2008-12-19,81
2008-12-20,83
2008-12-21,82
2008-12-22,81
2008-12-23,81
2008-12-24,82
2008-12-25,83
2008-12-26,80
2008-12-27,82
2008-12-28,81
2008-12-29,81
2008-12-30,83
2008-12-31,85
2009-01-01,88
2009-01-02,85
2009-01-03,89
2009-01-04,85
2009-01-05,85
2009-01-06,85
2009-01-07,85
2009-01-08,84
2009-01-09,84
2009-01-10,85
2009-01-11,83
2009-01-12,81
2009-01-13,80
2009-01-14,80
2009-01-15,80
2009-01-16,79
2009-01-17,79
2009-01-18,78
2009-01-19,76
2009-01-20,75
2009-01-21,75
2009-01-22,74
2009-01-23,74
2009-01-24,73
2009-01-25,75
2009-01-26,74
2009-01-27,76
2009-01-28,76
2009-01-29,77
2009-01-30,78
2009-01-31,81
2009-02-01,78
2009-02-02,77
2009-02-03,77
2009-02-04,76
2009-02-05,76
2009-02-06,75
2009-02-07,77
2009-02-08,75
2009-02-09,74
2009-02-10,74
2009-02-11,74
2009-02-12,73
2009-02-13,74
2009-02-14,75
2009-02-15,72
2009-02-16,72
2009-02-17,72
2009-02-18,72
2009-02-19,72
2009-02-20,72
2009-02-21,73
2009-02-22,74
2009-02-23,73
2009-02-24,74
2009-02-25,74
2009-02-26,74
2009-02-27,75
2009-02-28,78
2009-03-01,77
2009-03-02,76
2009-03-03,77
2009-03-04,77
2009-03-05,78
2009-03-06,78
2009-03-07,78
2009-03-08,78
2009-03-09,76
2009-03-10,76
2009-03-11,75
2009-03-12,74
2009-03-13,73
2009-03-14,74
2009-03-15,73
2009-03-16,73
2009-03-17,73
2009-03-18,73
2009-03-19,73
2009-03-20,73
2009-03-21,74
2009-03-22,74
2009-03-23,73
2009-03-24,73
2009-03-25,73
2009-03-26,73
2009-03-27,73
2009-03-28,76
2009-03-29,74
2009-03-30,75
2009-03-31,77
