Date,West Corporation
2009-09-10,55
2009-09-11,55
2009-09-12,54
2009-09-13,56
2009-09-14,59
2009-09-15,62
2009-09-16,66
2009-09-17,69
2009-09-18,71
2009-09-19,73
2009-09-20,69
2009-09-21,66
2009-09-22,66
2009-09-23,59
2009-09-24,58
2009-09-25,55
2009-09-26,50
2009-09-27,51
2009-09-28,53
2009-09-29,55
2009-09-30,60
2009-10-01,59
2009-10-02,61
2009-10-03,63
2009-10-04,64
2009-10-05,66
2009-10-06,74
2009-10-07,69
2009-10-08,72
2009-10-09,72
2009-10-10,83
2009-10-11,72
2009-10-12,70
2009-10-13,69
2009-10-14,76
2009-10-15,66
2009-10-16,66
2009-10-17,63
2009-10-18,63
2009-10-19,64
2009-10-20,68
2009-10-21,65
2009-10-22,65
2009-10-23,69
2009-10-24,71
2009-10-25,64
2009-10-26,62
2009-10-27,59
2009-10-28,57
2009-10-29,54
2009-10-30,60
2009-10-31,50
2009-11-01,51
2009-11-02,52
2009-11-03,56
2009-11-04,55
2009-11-05,62
2009-11-06,58
2009-11-07,62
2009-11-08,60
2009-11-09,60
2009-11-10,61
2009-11-11,61
2009-11-12,66
2009-11-13,62
2009-11-14,67
2009-11-15,62
2009-11-16,62
2009-11-17,61
2009-11-18,61
2009-11-19,65
2009-11-20,60
2009-11-21,60
2009-11-22,57
2009-11-23,55
2009-11-24,53
2009-11-25,54
2009-11-26,51
2009-11-27,47
2009-11-28,45
2009-11-29,46
2009-11-30,48
2009-12-01,55
2009-12-02,52
2009-12-03,54
2009-12-04,56
2009-12-05,63
2009-12-06,59
2009-12-07,61
2009-12-08,64
2009-12-09,66
2009-12-10,66
2009-12-11,67
2009-12-12,69
2009-12-13,68
2009-12-14,67
2009-12-15,67
2009-12-16,66
2009-12-17,70
2009-12-18,65
2009-12-19,67
2009-12-20,63
2009-12-21,61
2009-12-22,59
2009-12-23,61
2009-12-24,58
2009-12-25,53
2009-12-26,52
2009-12-27,50
2009-12-28,48
2009-12-29,46
2009-12-30,44
2009-12-31,43
2010-01-01,40
2010-01-02,38
2010-01-03,41
2010-01-04,45
2010-01-05,51
2010-01-06,52
2010-01-07,59
2010-01-08,61
2010-01-09,67
2010-01-10,63
2010-01-11,64
2010-01-12,65
2010-01-13,70
2010-01-14,66
2010-01-15,67
2010-01-16,73
2010-01-17,69
2010-01-18,64
2010-01-19,63
2010-01-20,61
2010-01-21,60
2010-01-22,62
2010-01-23,57
2010-01-24,56
2010-01-25,55
2010-01-26,54
2010-01-27,53
2010-01-28,52
2010-01-29,54
2010-01-30,53
2010-01-31,52
2010-02-01,54
2010-02-02,57
2010-02-03,59
2010-02-04,63
2010-02-05,64
2010-02-06,74
2010-02-07,66
2010-02-08,65
2010-02-09,65
2010-02-10,64
2010-02-11,64
2010-02-12,64
2010-02-13,69
2010-02-14,62
2010-02-15,61
2010-02-16,60
2010-02-17,60
2010-02-18,59
2010-02-19,63
2010-02-20,61
2010-02-21,58
2010-02-22,58
2010-02-23,62
2010-02-24,58
2010-02-25,58
2010-02-26,62
2010-02-27,59
2010-02-28,58
2010-03-01,58
2010-03-02,59
2010-03-03,57
2010-03-04,56
2010-03-05,61
2010-03-06,57
2010-03-07,56
2010-03-08,57
2010-03-09,61
2010-03-10,58
2010-03-11,59
2010-03-12,60
2010-03-13,67
2010-03-14,60
2010-03-15,59
2010-03-16,58
2010-03-17,57
2010-03-18,57
2010-03-19,55
2010-03-20,58
2010-03-21,55
2010-03-22,57
2010-03-23,63
2010-03-24,60
2010-03-25,62
2010-03-26,64
2010-03-27,69
2010-03-28,65
2010-03-29,64
2010-03-30,63
2010-03-31,62
2010-04-01,61
2010-04-02,60
2010-04-03,67
2010-04-04,59
2010-04-05,59
2010-04-06,61
2010-04-07,59
2010-04-08,65
2010-04-09,59
2010-04-10,59
2010-04-11,60
2010-04-12,61
2010-04-13,63
2010-04-14,65
2010-04-15,67
2010-04-16,69
2010-04-17,76
2010-04-18,68
2010-04-19,67
2010-04-20,66
2010-04-21,65
2010-04-22,66
2010-04-23,65
2010-04-24,63
2010-04-25,61
2010-04-26,60
2010-04-27,62
2010-04-28,58
2010-04-29,57
2010-04-30,56
2010-05-01,56
2010-05-02,56
2010-05-03,58
2010-05-04,59
2010-05-05,61
2010-05-06,64
2010-05-07,65
2010-05-08,72
2010-05-09,66
2010-05-10,66
2010-05-11,67
2010-05-12,70
2010-05-13,68
2010-05-14,72
2010-05-15,69
2010-05-16,68
2010-05-17,67
2010-05-18,68
2010-05-19,67
2010-05-20,69
2010-05-21,65
2010-05-22,66
2010-05-23,64
2010-05-24,64
2010-05-25,64
2010-05-26,64
2010-05-27,67
2010-05-28,65
2010-05-29,67
2010-05-30,69
2010-05-31,78
2010-06-01,79
2010-06-02,84
2010-06-03,104
2010-06-04,108
2010-06-05,100
2010-06-06,95
2010-06-07,90
2010-06-08,85
2010-06-09,82
2010-06-10,75
2010-06-11,70
2010-06-12,74
2010-06-13,65
2010-06-14,64
2010-06-15,64
2010-06-16,63
2010-06-17,64
2010-06-18,65
2010-06-19,63
2010-06-20,62
2010-06-21,61
2010-06-22,65
2010-06-23,60
2010-06-24,62
2010-06-25,62
2010-06-26,60
2010-06-27,60
2010-06-28,60
2010-06-29,62
2010-06-30,61
2010-07-01,61
2010-07-02,61
2010-07-03,67
2010-07-04,61
2010-07-05,61
2010-07-06,61
2010-07-07,66
2010-07-08,61
2010-07-09,65
2010-07-10,61
2010-07-11,61
2010-07-12,61
2010-07-13,61
2010-07-14,64
2010-07-15,61
2010-07-16,66
2010-07-17,62
2010-07-18,63
2010-07-19,65
2010-07-20,68
2010-07-21,68
2010-07-22,70
2010-07-23,76
2010-07-24,81
2010-07-25,72
2010-07-26,70
2010-07-27,68
2010-07-28,70
2010-07-29,65
2010-07-30,62
2010-07-31,64
2010-08-01,62
2010-08-02,64
2010-08-03,68
2010-08-04,71
2010-08-05,72
2010-08-06,73
2010-08-07,82
2010-08-08,73
2010-08-09,71
2010-08-10,69
2010-08-11,72
2010-08-12,65
2010-08-13,63
2010-08-14,67
2010-08-15,63
2010-08-16,61
2010-08-17,66
2010-08-18,61
2010-08-19,61
2010-08-20,62
2010-08-21,63
2010-08-22,64
2010-08-23,61
2010-08-24,61
2010-08-25,62
2010-08-26,63
2010-08-27,66
2010-08-28,66
2010-08-29,62
2010-08-30,60
2010-08-31,61
2010-09-01,57
2010-09-02,55
2010-09-03,57
2010-09-04,56
2010-09-05,52
2010-09-06,52
2010-09-07,52
2010-09-08,51
2010-09-09,53
2010-09-10,51
2010-09-11,54
2010-09-12,52
2010-09-13,54
2010-09-14,55
2010-09-15,59
2010-09-16,58
2010-09-17,64
2010-09-18,64
2010-09-19,60
2010-09-20,59
2010-09-21,57
2010-09-22,57
2010-09-23,54
2010-09-24,53
2010-09-25,55
2010-09-26,53
2010-09-27,54
2010-09-28,55
2010-09-29,58
2010-09-30,57
2010-10-01,58
2010-10-02,68
2010-10-03,59
2010-10-04,59
2010-10-05,62
2010-10-06,60
2010-10-07,60
2010-10-08,59
2010-10-09,60
2010-10-10,62
2010-10-11,59
2010-10-12,60
2010-10-13,60
2010-10-14,63
2010-10-15,60
2010-10-16,61
2010-10-17,60
2010-10-18,59
2010-10-19,59
2010-10-20,58
2010-10-21,60
2010-10-22,59
2010-10-23,57
2010-10-24,60
2010-10-25,55
2010-10-26,57
2010-10-27,53
2010-10-28,57
2010-10-29,51
2010-10-30,58
2010-10-31,51
2010-11-01,51
2010-11-02,51
2010-11-03,53
2010-11-04,51
2010-11-05,54
2010-11-06,52
2010-11-07,51
2010-11-08,50
2010-11-09,49
2010-11-10,49
2010-11-11,49
2010-11-12,50
2010-11-13,46
2010-11-14,48
2010-11-15,48
2010-11-16,49
2010-11-17,54
2010-11-18,52
2010-11-19,54
2010-11-20,60
2010-11-21,54
2010-11-22,53
2010-11-23,52
2010-11-24,52
2010-11-25,58
2010-11-26,50
2010-11-27,50
2010-11-28,51
2010-11-29,53
2010-11-30,54
2010-12-01,58
2010-12-02,58
2010-12-03,59
2010-12-04,69
2010-12-05,60
2010-12-06,59
2010-12-07,59
2010-12-08,58
2010-12-09,61
2010-12-10,57
2010-12-11,63
2010-12-12,56
2010-12-13,55
2010-12-14,56
2010-12-15,55
2010-12-16,53
2010-12-17,52
2010-12-18,54
2010-12-19,50
2010-12-20,48
2010-12-21,47
2010-12-22,46
2010-12-23,47
2010-12-24,42
2010-12-25,42
2010-12-26,42
2010-12-27,43
2010-12-28,45
2010-12-29,47
2010-12-30,46
2010-12-31,51
2011-01-01,49
2011-01-02,51
2011-01-03,51
2011-01-04,52
2011-01-05,56
2011-01-06,56
2011-01-07,55
2011-01-08,62
2011-01-09,57
2011-01-10,58
2011-01-11,62
2011-01-12,60
2011-01-13,61
2011-01-14,63
2011-01-15,65
2011-01-16,61
2011-01-17,60
2011-01-18,59
2011-01-19,57
2011-01-20,59
2011-01-21,56
2011-01-22,57
2011-01-23,54
2011-01-24,55
2011-01-25,56
2011-01-26,59
2011-01-27,58
2011-01-28,58
2011-01-29,67
2011-01-30,60
2011-01-31,61
2011-02-01,62
2011-02-02,63
2011-02-03,65
2011-02-04,68
2011-02-05,69
2011-02-06,65
2011-02-07,64
2011-02-08,64
2011-02-09,65
2011-02-10,61
2011-02-11,62
2011-02-12,63
2011-02-13,57
2011-02-14,55
2011-02-15,55
2011-02-16,54
2011-02-17,51
2011-02-18,53
2011-02-19,49
2011-02-20,49
2011-02-21,49
2011-02-22,49
2011-02-23,52
2011-02-24,50
2011-02-25,51
2011-02-26,57
2011-02-27,52
2011-02-28,53
2011-03-01,54
2011-03-02,54
2011-03-03,57
2011-03-04,55
2011-03-05,59
2011-03-06,60
2011-03-07,58
2011-03-08,59
2011-03-09,61
2011-03-10,63
2011-03-11,63
2011-03-12,74
2011-03-13,63
2011-03-14,61
2011-03-15,62
2011-03-16,57
2011-03-17,59
2011-03-18,53
2011-03-19,58
2011-03-20,52
2011-03-21,52
2011-03-22,53
2011-03-23,52
2011-03-24,52
2011-03-25,55
2011-03-26,57
2011-03-27,51
2011-03-28,51
2011-03-29,55
2011-03-30,51
2011-03-31,52
