Date,Teavana
2012-03-05,46
2012-03-06,47
2012-03-07,44
2012-03-08,43
2012-03-09,43
2012-03-10,41
2012-03-11,41
2012-03-12,42
2012-03-13,41
2012-03-14,43
2012-03-15,41
2012-03-16,44
2012-03-17,42
2012-03-18,41
2012-03-19,43
2012-03-20,39
2012-03-21,38
2012-03-22,37
2012-03-23,36
2012-03-24,35
2012-03-25,35
2012-03-26,35
2012-03-27,37
2012-03-28,36
2012-03-29,39
2012-03-30,36
2012-03-31,37
2012-04-01,37
2012-04-02,38
2012-04-03,39
2012-04-04,40
2012-04-05,39
2012-04-06,42
2012-04-07,41
2012-04-08,41
2012-04-09,41
2012-04-10,40
2012-04-11,39
2012-04-12,40
2012-04-13,39
2012-04-14,39
2012-04-15,39
2012-04-16,40
2012-04-17,42
2012-04-18,42
2012-04-19,44
2012-04-20,44
2012-04-21,46
2012-04-22,44
2012-04-23,43
2012-04-24,44
2012-04-25,44
2012-04-26,42
2012-04-27,41
2012-04-28,41
2012-04-29,41
2012-04-30,42
2012-05-01,46
2012-05-02,44
2012-05-03,45
2012-05-04,47
2012-05-05,47
2012-05-06,47
2012-05-07,46
2012-05-08,46
2012-05-09,45
2012-05-10,44
2012-05-11,44
2012-05-12,44
2012-05-13,43
2012-05-14,46
2012-05-15,43
2012-05-16,44
2012-05-17,42
2012-05-18,42
2012-05-19,42
2012-05-20,41
2012-05-21,41
2012-05-22,44
2012-05-23,41
2012-05-24,41
2012-05-25,42
2012-05-26,42
2012-05-27,41
2012-05-28,41
2012-05-29,41
2012-05-30,42
2012-05-31,42
2012-06-01,41
2012-06-02,41
2012-06-03,41
2012-06-04,41
2012-06-05,41
2012-06-06,42
2012-06-07,41
2012-06-08,43
2012-06-09,41
2012-06-10,40
2012-06-11,41
2012-06-12,40
2012-06-13,39
2012-06-14,39
2012-06-15,40
2012-06-16,39
2012-06-17,38
2012-06-18,41
2012-06-19,38
2012-06-20,39
2012-06-21,39
2012-06-22,38
2012-06-23,38
2012-06-24,38
2012-06-25,39
2012-06-26,38
2012-06-27,39
2012-06-28,41
2012-06-29,39
2012-06-30,40
2012-07-01,40
2012-07-02,40
2012-07-03,40
2012-07-04,43
2012-07-05,40
2012-07-06,43
2012-07-07,41
2012-07-08,41
2012-07-09,42
2012-07-10,43
2012-07-11,41
2012-07-12,42
2012-07-13,42
2012-07-14,42
2012-07-15,41
2012-07-16,41
2012-07-17,42
2012-07-18,40
2012-07-19,40
2012-07-20,42
2012-07-21,40
2012-07-22,40
2012-07-23,41
2012-07-24,41
2012-07-25,41
2012-07-26,44
2012-07-27,42
2012-07-28,43
2012-07-29,43
2012-07-30,45
2012-07-31,46
2012-08-01,43
2012-08-02,44
2012-08-03,44
2012-08-04,44
2012-08-05,44
2012-08-06,45
2012-08-07,46
2012-08-08,44
2012-08-09,44
2012-08-10,44
2012-08-11,44
2012-08-12,44
2012-08-13,46
2012-08-14,44
2012-08-15,44
2012-08-16,46
2012-08-17,44
2012-08-18,46
2012-08-19,45
2012-08-20,45
2012-08-21,46
2012-08-22,45
2012-08-23,45
2012-08-24,45
2012-08-25,45
2012-08-26,45
2012-08-27,47
2012-08-28,48
2012-08-29,48
2012-08-30,49
2012-08-31,51
2012-09-01,51
2012-09-02,50
2012-09-03,49
2012-09-04,50
2012-09-05,48
2012-09-06,46
2012-09-07,46
2012-09-08,45
2012-09-09,44
2012-09-10,46
2012-09-11,43
2012-09-12,44
2012-09-13,42
2012-09-14,42
2012-09-15,42
2012-09-16,42
2012-09-17,44
2012-09-18,44
2012-09-19,44
2012-09-20,45
2012-09-21,45
2012-09-22,46
2012-09-23,46
2012-09-24,49
2012-09-25,48
2012-09-26,48
2012-09-27,49
2012-09-28,51
2012-09-29,51
2012-09-30,51
