Date,Ubiquiti Networks
2011-08-30,65
2011-08-31,64
2011-09-01,64
2011-09-02,64
2011-09-03,67
2011-09-04,65
2011-09-05,64
2011-09-06,65
2011-09-07,65
2011-09-08,66
2011-09-09,64
2011-09-10,65
2011-09-11,68
2011-09-12,65
2011-09-13,67
2011-09-14,66
2011-09-15,67
2011-09-16,69
2011-09-17,70
2011-09-18,68
2011-09-19,66
2011-09-20,66
2011-09-21,66
2011-09-22,63
2011-09-23,65
2011-09-24,66
2011-09-25,62
2011-09-26,62
2011-09-27,62
2011-09-28,63
2011-09-29,64
2011-09-30,65
2011-10-01,65
2011-10-02,66
2011-10-03,65
2011-10-04,66
2011-10-05,66
2011-10-06,71
2011-10-07,68
2011-10-08,72
2011-10-09,72
2011-10-10,70
2011-10-11,71
2011-10-12,72
2011-10-13,74
2011-10-14,74
2011-10-15,82
2011-10-16,76
2011-10-17,74
2011-10-18,74
2011-10-19,75
2011-10-20,73
2011-10-21,73
2011-10-22,74
2011-10-23,77
2011-10-24,72
2011-10-25,71
2011-10-26,71
2011-10-27,73
2011-10-28,70
2011-10-29,76
2011-10-30,69
2011-10-31,69
2011-11-01,70
2011-11-02,68
2011-11-03,70
2011-11-04,69
2011-11-05,70
2011-11-06,69
2011-11-07,68
2011-11-08,68
2011-11-09,69
2011-11-10,68
2011-11-11,68
2011-11-12,70
2011-11-13,69
2011-11-14,67
2011-11-15,69
2011-11-16,67
2011-11-17,71
2011-11-18,67
2011-11-19,70
2011-11-20,66
2011-11-21,66
2011-11-22,68
2011-11-23,65
2011-11-24,65
2011-11-25,66
2011-11-26,70
2011-11-27,67
2011-11-28,65
2011-11-29,66
2011-11-30,65
2011-12-01,65
2011-12-02,68
2011-12-03,68
2011-12-04,68
2011-12-05,64
2011-12-06,64
2011-12-07,64
2011-12-08,65
2011-12-09,62
2011-12-10,66
2011-12-11,62
2011-12-12,62
2011-12-13,62
2011-12-14,65
2011-12-15,64
2011-12-16,63
2011-12-17,67
2011-12-18,67
2011-12-19,65
2011-12-20,67
2011-12-21,67
2011-12-22,68
2011-12-23,72
2011-12-24,73
2011-12-25,72
2011-12-26,68
2011-12-27,67
2011-12-28,67
2011-12-29,66
2011-12-30,70
2011-12-31,70
2012-01-01,65
2012-01-02,65
2012-01-03,66
2012-01-04,66
2012-01-05,67
2012-01-06,67
2012-01-07,71
2012-01-08,71
2012-01-09,67
2012-01-10,66
2012-01-11,67
2012-01-12,66
2012-01-13,65
2012-01-14,70
2012-01-15,65
2012-01-16,66
2012-01-17,67
2012-01-18,68
2012-01-19,69
2012-01-20,69
2012-01-21,72
2012-01-22,72
2012-01-23,71
2012-01-24,72
2012-01-25,73
2012-01-26,74
2012-01-27,76
2012-01-28,79
2012-01-29,79
2012-01-30,74
2012-01-31,74
2012-02-01,74
2012-02-02,73
2012-02-03,75
2012-02-04,72
2012-02-05,76
2012-02-06,71
2012-02-07,71
2012-02-08,70
2012-02-09,70
2012-02-10,75
2012-02-11,71
2012-02-12,73
2012-02-13,70
2012-02-14,70
2012-02-15,71
2012-02-16,71
2012-02-17,72
2012-02-18,77
2012-02-19,72
2012-02-20,72
2012-02-21,72
2012-02-22,72
2012-02-23,72
2012-02-24,74
2012-02-25,75
2012-02-26,73
2012-02-27,73
2012-02-28,74
2012-02-29,76
2012-03-01,75
2012-03-02,76
2012-03-03,82
2012-03-04,77
2012-03-05,76
2012-03-06,75
2012-03-07,76
2012-03-08,74
2012-03-09,74
2012-03-10,78
2012-03-11,74
2012-03-12,73
2012-03-13,72
2012-03-14,74
2012-03-15,71
2012-03-16,71
2012-03-17,75
2012-03-18,75
2012-03-19,71
2012-03-20,71
2012-03-21,74
2012-03-22,72
2012-03-23,72
2012-03-24,78
2012-03-25,75
2012-03-26,77
2012-03-27,79
2012-03-28,81
2012-03-29,87
2012-03-30,85
2012-03-31,95
2012-04-01,88
2012-04-02,84
2012-04-03,82
2012-04-04,82
2012-04-05,80
2012-04-06,77
2012-04-07,78
2012-04-08,80
2012-04-09,76
2012-04-10,77
2012-04-11,77
2012-04-12,79
2012-04-13,78
2012-04-14,82
2012-04-15,81
2012-04-16,80
2012-04-17,81
2012-04-18,81
2012-04-19,83
2012-04-20,83
2012-04-21,89
2012-04-22,89
2012-04-23,81
2012-04-24,83
2012-04-25,79
2012-04-26,78
2012-04-27,77
2012-04-28,81
2012-04-29,77
2012-04-30,77
2012-05-01,77
2012-05-02,78
2012-05-03,79
2012-05-04,80
2012-05-05,85
2012-05-06,82
2012-05-07,78
2012-05-08,79
2012-05-09,77
2012-05-10,76
2012-05-11,75
2012-05-12,79
2012-05-13,78
2012-05-14,77
2012-05-15,78
2012-05-16,79
2012-05-17,82
2012-05-18,81
2012-05-19,84
2012-05-20,83
2012-05-21,81
2012-05-22,80
2012-05-23,80
2012-05-24,82
2012-05-25,79
2012-05-26,81
2012-05-27,83
2012-05-28,78
2012-05-29,78
2012-05-30,79
2012-05-31,78
2012-06-01,78
2012-06-02,81
2012-06-03,84
2012-06-04,79
2012-06-05,79
2012-06-06,80
2012-06-07,83
2012-06-08,83
2012-06-09,84
2012-06-10,87
2012-06-11,87
2012-06-12,89
2012-06-13,101
2012-06-14,94
2012-06-15,100
2012-06-16,105
2012-06-17,98
2012-06-18,93
2012-06-19,92
2012-06-20,86
2012-06-21,83
2012-06-22,82
2012-06-23,80
2012-06-24,79
2012-06-25,78
2012-06-26,79
2012-06-27,80
2012-06-28,79
2012-06-29,80
2012-06-30,86
2012-07-01,87
2012-07-02,81
2012-07-03,81
2012-07-04,81
2012-07-05,81
2012-07-06,81
2012-07-07,85
2012-07-08,84
2012-07-09,80
2012-07-10,80
2012-07-11,80
2012-07-12,79
2012-07-13,79
2012-07-14,83
2012-07-15,80
2012-07-16,79
2012-07-17,80
2012-07-18,79
2012-07-19,79
2012-07-20,79
2012-07-21,81
2012-07-22,83
2012-07-23,80
2012-07-24,83
2012-07-25,81
2012-07-26,84
2012-07-27,83
2012-07-28,89
2012-07-29,86
2012-07-30,85
2012-07-31,85
2012-08-01,89
2012-08-02,87
2012-08-03,90
2012-08-04,89
2012-08-05,89
2012-08-06,86
2012-08-07,85
2012-08-08,84
2012-08-09,84
2012-08-10,82
2012-08-11,88
2012-08-12,82
2012-08-13,81
2012-08-14,83
2012-08-15,81
2012-08-16,81
2012-08-17,84
2012-08-18,82
2012-08-19,88
2012-08-20,82
2012-08-21,83
2012-08-22,82
2012-08-23,82
2012-08-24,83
2012-08-25,86
2012-08-26,82
2012-08-27,82
2012-08-28,82
2012-08-29,83
2012-08-30,85
2012-08-31,85
2012-09-01,84
2012-09-02,84
2012-09-03,84
2012-09-04,84
2012-09-05,87
2012-09-06,85
2012-09-07,85
2012-09-08,92
2012-09-09,88
2012-09-10,86
2012-09-11,86
2012-09-12,88
2012-09-13,87
2012-09-14,89
2012-09-15,91
2012-09-16,88
2012-09-17,88
2012-09-18,89
2012-09-19,88
2012-09-20,90
2012-09-21,88
2012-09-22,93
2012-09-23,92
2012-09-24,87
2012-09-25,87
2012-09-26,90
2012-09-27,86
2012-09-28,87
2012-09-29,90
2012-09-30,86
2012-10-01,85
2012-10-02,86
2012-10-03,87
2012-10-04,87
2012-10-05,89
2012-10-06,90
2012-10-07,90
2012-10-08,87
2012-10-09,87
2012-10-10,87
2012-10-11,87
2012-10-12,89
2012-10-13,90
2012-10-14,90
2012-10-15,85
2012-10-16,86
2012-10-17,84
2012-10-18,84
2012-10-19,85
2012-10-20,85
2012-10-21,85
2012-10-22,83
2012-10-23,85
2012-10-24,84
2012-10-25,86
2012-10-26,85
2012-10-27,90
2012-10-28,90
2012-10-29,85
2012-10-30,85
2012-10-31,86
2012-11-01,85
2012-11-02,84
2012-11-03,88
2012-11-04,86
2012-11-05,84
2012-11-06,85
2012-11-07,85
2012-11-08,87
2012-11-09,86
2012-11-10,94
2012-11-11,87
2012-11-12,87
2012-11-13,88
2012-11-14,88
2012-11-15,92
2012-11-16,88
2012-11-17,93
2012-11-18,88
2012-11-19,87
2012-11-20,87
2012-11-21,87
2012-11-22,86
2012-11-23,87
2012-11-24,87
2012-11-25,87
2012-11-26,84
2012-11-27,85
2012-11-28,84
2012-11-29,86
2012-11-30,85
