Date,MSCI Inc
2007-10-07,86
2007-10-08,79
2007-10-09,79
2007-10-10,78
2007-10-11,80
2007-10-12,82
2007-10-13,83
2007-10-14,81
2007-10-15,81
2007-10-16,83
2007-10-17,85
2007-10-18,87
2007-10-19,88
2007-10-20,96
2007-10-21,90
2007-10-22,88
2007-10-23,88
2007-10-24,87
2007-10-25,85
2007-10-26,84
2007-10-27,92
2007-10-28,85
2007-10-29,83
2007-10-30,83
2007-10-31,84
2007-11-01,87
2007-11-02,85
2007-11-03,95
2007-11-04,87
2007-11-05,89
2007-11-06,91
2007-11-07,100
2007-11-08,99
2007-11-09,97
2007-11-10,108
2007-11-11,108
2007-11-12,95
2007-11-13,95
2007-11-14,94
2007-11-15,89
2007-11-16,91
2007-11-17,98
2007-11-18,82
2007-11-19,80
2007-11-20,77
2007-11-21,78
2007-11-22,75
2007-11-23,70
2007-11-24,75
2007-11-25,69
2007-11-26,71
2007-11-27,72
2007-11-28,74
2007-11-29,77
2007-11-30,77
2007-12-01,89
2007-12-02,86
2007-12-03,79
2007-12-04,79
2007-12-05,79
2007-12-06,85
2007-12-07,79
2007-12-08,92
2007-12-09,79
2007-12-10,77
2007-12-11,79
2007-12-12,75
2007-12-13,74
2007-12-14,73
2007-12-15,80
2007-12-16,76
2007-12-17,71
2007-12-18,74
2007-12-19,71
2007-12-20,73
2007-12-21,71
2007-12-22,79
2007-12-23,68
2007-12-24,65
2007-12-25,65
2007-12-26,59
2007-12-27,56
2007-12-28,53
2007-12-29,55
2007-12-30,55
2007-12-31,60
2008-01-01,65
2008-01-02,70
2008-01-03,75
2008-01-04,80
2008-01-05,94
2008-01-06,83
2008-01-07,81
2008-01-08,79
2008-01-09,77
2008-01-10,78
2008-01-11,77
2008-01-12,76
2008-01-13,72
2008-01-14,73
2008-01-15,74
2008-01-16,75
2008-01-17,75
2008-01-18,81
2008-01-19,81
2008-01-20,79
2008-01-21,80
2008-01-22,82
2008-01-23,84
2008-01-24,85
2008-01-25,87
2008-01-26,97
2008-01-27,87
2008-01-28,86
2008-01-29,86
2008-01-30,87
2008-01-31,81
2008-02-01,81
2008-02-02,92
2008-02-03,78
2008-02-04,78
2008-02-05,83
2008-02-06,77
2008-02-07,77
2008-02-08,79
2008-02-09,85
2008-02-10,77
2008-02-11,77
2008-02-12,77
2008-02-13,81
2008-02-14,77
2008-02-15,77
2008-02-16,86
2008-02-17,79
2008-02-18,73
2008-02-19,71
2008-02-20,74
2008-02-21,67
2008-02-22,66
2008-02-23,67
2008-02-24,68
2008-02-25,62
2008-02-26,61
2008-02-27,61
2008-02-28,61
2008-02-29,62
2008-03-01,67
2008-03-02,61
2008-03-03,62
2008-03-04,65
2008-03-05,64
2008-03-06,69
2008-03-07,72
2008-03-08,68
2008-03-09,70
2008-03-10,66
2008-03-11,65
2008-03-12,64
2008-03-13,63
2008-03-14,62
2008-03-15,69
2008-03-16,60
2008-03-17,60
2008-03-18,59
2008-03-19,59
2008-03-20,62
2008-03-21,61
2008-03-22,59
2008-03-23,58
2008-03-24,59
2008-03-25,60
2008-03-26,61
2008-03-27,62
2008-03-28,65
2008-03-29,72
2008-03-30,64
2008-03-31,64
2008-04-01,65
2008-04-02,66
2008-04-03,70
2008-04-04,66
2008-04-05,73
2008-04-06,70
2008-04-07,66
2008-04-08,66
2008-04-09,66
2008-04-10,71
2008-04-11,66
2008-04-12,67
2008-04-13,64
2008-04-14,63
2008-04-15,62
2008-04-16,63
2008-04-17,60
2008-04-18,59
2008-04-19,62
2008-04-20,58
2008-04-21,59
2008-04-22,60
2008-04-23,63
2008-04-24,61
2008-04-25,62
2008-04-26,66
2008-04-27,67
2008-04-28,63
2008-04-29,64
2008-04-30,64
2008-05-01,64
2008-05-02,64
2008-05-03,76
2008-05-04,67
2008-05-05,70
2008-05-06,73
2008-05-07,75
2008-05-08,85
2008-05-09,83
2008-05-10,95
2008-05-11,81
2008-05-12,78
2008-05-13,75
2008-05-14,75
2008-05-15,69
2008-05-16,66
2008-05-17,73
2008-05-18,63
2008-05-19,63
2008-05-20,63
2008-05-21,63
2008-05-22,64
2008-05-23,70
2008-05-24,65
2008-05-25,70
2008-05-26,69
2008-05-27,72
2008-05-28,79
2008-05-29,78
2008-05-30,81
2008-05-31,95
2008-06-01,83
2008-06-02,79
2008-06-03,81
2008-06-04,74
2008-06-05,75
2008-06-06,70
2008-06-07,75
2008-06-08,68
2008-06-09,68
2008-06-10,68
2008-06-11,68
2008-06-12,68
2008-06-13,68
2008-06-14,75
2008-06-15,68
2008-06-16,68
2008-06-17,68
2008-06-18,68
2008-06-19,68
2008-06-20,70
2008-06-21,77
2008-06-22,69
2008-06-23,66
2008-06-24,65
2008-06-25,63
2008-06-26,63
2008-06-27,60
2008-06-28,68
2008-06-29,60
2008-06-30,61
2008-07-01,63
2008-07-02,64
2008-07-03,66
2008-07-04,70
2008-07-05,74
2008-07-06,69
2008-07-07,69
2008-07-08,70
2008-07-09,70
2008-07-10,70
2008-07-11,70
2008-07-12,81
2008-07-13,69
2008-07-14,68
2008-07-15,68
2008-07-16,66
2008-07-17,65
2008-07-18,66
2008-07-19,69
2008-07-20,63
2008-07-21,63
2008-07-22,63
2008-07-23,63
2008-07-24,70
2008-07-25,63
2008-07-26,67
2008-07-27,64
2008-07-28,62
2008-07-29,61
2008-07-30,61
2008-07-31,59
2008-08-01,61
2008-08-02,63
2008-08-03,58
2008-08-04,58
2008-08-05,58
2008-08-06,58
2008-08-07,61
2008-08-08,58
2008-08-09,69
2008-08-10,58
2008-08-11,58
2008-08-12,58
2008-08-13,58
2008-08-14,59
2008-08-15,59
2008-08-16,64
2008-08-17,57
2008-08-18,57
2008-08-19,57
2008-08-20,61
2008-08-21,57
2008-08-22,58
2008-08-23,63
2008-08-24,56
2008-08-25,56
2008-08-26,56
2008-08-27,55
2008-08-28,56
2008-08-29,56
2008-08-30,60
2008-08-31,55
2008-09-01,55
2008-09-02,55
2008-09-03,55
2008-09-04,55
2008-09-05,58
2008-09-06,65
2008-09-07,56
2008-09-08,56
2008-09-09,56
2008-09-10,59
2008-09-11,57
2008-09-12,60
2008-09-13,59
2008-09-14,63
2008-09-15,60
2008-09-16,61
2008-09-17,62
2008-09-18,63
2008-09-19,66
2008-09-20,74
2008-09-21,63
2008-09-22,62
2008-09-23,66
2008-09-24,59
2008-09-25,58
2008-09-26,62
2008-09-27,60
2008-09-28,58
2008-09-29,60
2008-09-30,62
2008-10-01,64
2008-10-02,66
2008-10-03,73
2008-10-04,73
2008-10-05,70
2008-10-06,71
2008-10-07,72
2008-10-08,75
2008-10-09,74
2008-10-10,75
2008-10-11,82
2008-10-12,84
2008-10-13,77
2008-10-14,78
2008-10-15,80
2008-10-16,82
2008-10-17,81
2008-10-18,97
2008-10-19,79
2008-10-20,76
2008-10-21,74
2008-10-22,71
2008-10-23,70
2008-10-24,68
2008-10-25,69
2008-10-26,65
2008-10-27,66
2008-10-28,69
2008-10-29,71
2008-10-30,73
2008-10-31,73
2008-11-01,85
2008-11-02,77
2008-11-03,69
2008-11-04,66
2008-11-05,63
2008-11-06,61
2008-11-07,62
2008-11-08,58
2008-11-09,57
2008-11-10,59
2008-11-11,62
2008-11-12,64
2008-11-13,70
2008-11-14,70
2008-11-15,77
2008-11-16,69
2008-11-17,67
2008-11-18,65
2008-11-19,63
2008-11-20,61
2008-11-21,61
2008-11-22,63
2008-11-23,57
2008-11-24,57
2008-11-25,57
2008-11-26,61
2008-11-27,58
2008-11-28,57
2008-11-29,65
2008-11-30,55
2008-12-01,53
2008-12-02,53
2008-12-03,49
2008-12-04,50
2008-12-05,45
2008-12-06,49
2008-12-07,43
2008-12-08,44
2008-12-09,47
2008-12-10,46
2008-12-11,50
2008-12-12,49
2008-12-13,54
2008-12-14,48
2008-12-15,48
2008-12-16,48
2008-12-17,50
2008-12-18,47
2008-12-19,47
2008-12-20,52
2008-12-21,44
2008-12-22,42
2008-12-23,41
2008-12-24,42
2008-12-25,36
2008-12-26,34
2008-12-27,33
2008-12-28,33
2008-12-29,35
2008-12-30,36
2008-12-31,41
