Date,Bleach
2013-02-11,90
2013-02-12,86
2013-02-13,85
2013-02-14,90
2013-02-15,85
2013-02-16,84
2013-02-17,83
2013-02-18,86
2013-02-19,81
2013-02-20,80
2013-02-21,83
2013-02-22,79
2013-02-23,77
2013-02-24,77
2013-02-25,80
2013-02-26,77
2013-02-27,77
2013-02-28,81
2013-03-01,78
2013-03-02,77
2013-03-03,77
2013-03-04,81
2013-03-05,78
2013-03-06,78
2013-03-07,83
2013-03-08,81
2013-03-09,80
2013-03-10,80
2013-03-11,84
2013-03-12,80
2013-03-13,80
2013-03-14,84
2013-03-15,82
2013-03-16,81
2013-03-17,80
2013-03-18,83
2013-03-19,79
2013-03-20,79
2013-03-21,80
2013-03-22,79
2013-03-23,78
2013-03-24,79
2013-03-25,83
2013-03-26,81
2013-03-27,82
2013-03-28,88
2013-03-29,84
2013-03-30,85
2013-03-31,83
2013-05-01,75
2013-05-02,78
2013-05-03,78
2013-05-04,78
2013-05-05,78
2013-05-06,81
2013-05-07,78
2013-05-08,78
2013-05-09,81
2013-05-10,79
2013-05-11,78
2013-05-12,77
2013-05-13,80
2013-05-14,76
2013-05-15,75
2013-05-16,78
2013-05-17,75
2013-05-18,74
2013-05-19,74
2013-05-20,78
2013-05-21,74
2013-05-22,75
2013-05-23,78
2013-05-24,76
2013-05-25,76
2013-05-26,77
2013-05-27,81
2013-05-28,79
2013-05-29,80
2013-05-30,86
2013-05-31,83
2013-06-01,83
2013-06-02,82
2013-06-03,85
2013-06-04,81
2013-06-05,80
2013-06-06,83
2013-06-07,81
2013-06-08,79
2013-06-09,79
2013-06-10,83
2013-06-11,80
2013-06-12,80
2013-06-13,85
2013-06-14,82
2013-06-15,82
2013-06-16,82
2013-06-17,84
2013-06-18,82
2013-06-19,82
2013-06-20,86
2013-06-21,83
2013-06-22,82
2013-06-23,82
2013-06-24,85
2013-06-25,82
2013-06-26,83
2013-06-27,87
2013-06-28,84
2013-06-29,84
2013-06-30,83
2013-07-01,85
2013-07-02,82
2013-07-03,81
2013-07-04,85
2013-07-05,81
2013-07-06,80
2013-07-07,79
2013-07-08,83
2013-07-09,79
2013-07-10,79
2013-07-11,81
2013-07-12,79
2013-07-13,79
2013-07-14,79
2013-07-15,84
2013-07-16,81
2013-07-17,81
2013-07-18,87
2013-07-19,84
2013-07-20,84
2013-07-21,83
2013-07-22,86
2013-07-23,83
2013-07-24,82
2013-07-25,84
2013-07-26,83
2013-07-27,82
2013-07-28,81
2013-07-29,84
2013-07-30,81
2013-07-31,80
2013-08-01,80
2013-08-02,81
2013-08-03,80
2013-08-04,79
2013-08-05,83
2013-08-06,79
2013-08-07,78
2013-08-08,79
2013-08-09,78
2013-08-10,78
2013-08-11,77
2013-08-12,80
2013-08-13,77
2013-08-14,77
2013-08-15,77
2013-08-16,77
2013-08-17,77
2013-08-18,76
2013-08-19,78
2013-08-20,76
2013-08-21,75
2013-08-22,76
2013-08-23,75
2013-08-24,75
2013-08-25,74
2013-08-26,77
2013-08-27,74
2013-08-28,74
2013-08-29,75
2013-08-30,74
2013-08-31,74
2013-09-01,74
2013-09-02,76
2013-09-03,74
2013-09-04,74
2013-09-05,77
2013-09-06,75
2013-09-07,74
2013-09-08,73
2013-09-09,76
2013-09-10,72
2013-09-11,71
2013-09-12,72
2013-09-13,71
2013-09-14,70
2013-09-15,69
2013-09-16,71
2013-09-17,68
2013-09-18,67
2013-09-19,68
2013-09-20,66
2013-09-21,66
2013-09-22,66
2013-09-23,70
2013-09-24,67
2013-09-25,68
2013-09-26,71
2013-09-27,71
2013-09-28,70
2013-09-29,70
2013-09-30,73
2013-10-01,70
2013-10-02,70
2013-10-03,74
2013-10-04,70
2013-10-05,70
2013-10-06,69
2013-10-07,73
2013-10-08,69
2013-10-09,69
2013-10-10,70
2013-10-11,69
2013-10-12,69
2013-10-13,69
2013-10-14,71
2013-10-15,69
2013-10-16,69
2013-10-17,73
2013-10-18,70
2013-10-19,70
2013-10-20,69
2013-10-21,72
2013-10-22,69
2013-10-23,68
2013-10-24,72
2013-10-25,69
2013-10-26,68
2013-10-27,67
2013-10-28,70
2013-10-29,67
2013-10-30,66
2013-10-31,68
2013-11-01,66
2013-11-02,66
2013-11-03,66
2013-11-04,70
2013-11-05,67
2013-11-06,67
2013-11-07,72
2013-11-08,69
2013-11-09,69
2013-11-10,69
2013-11-11,71
2013-11-12,69
2013-11-13,69
2013-11-14,73
2013-11-15,69
2013-11-16,69
2013-11-17,68
2013-11-18,71
2013-11-19,68
2013-11-20,67
2013-11-21,70
2013-11-22,68
2013-11-23,67
2013-11-24,66
2013-11-25,69
2013-11-26,65
2013-11-27,65
2013-11-28,68
2013-11-29,64
2013-11-30,64
2013-12-01,64
2013-12-02,66
2013-12-03,64
2013-12-04,64
2013-12-05,67
2013-12-06,64
2013-12-07,64
2013-12-08,64
2013-12-09,67
2013-12-10,65
2013-12-11,66
2013-12-12,70
2013-12-13,68
2013-12-14,68
2013-12-15,67
2013-12-16,69
2013-12-17,67
2013-12-18,67
2013-12-19,69
2013-12-20,67
2013-12-21,67
2013-12-22,67
2013-12-23,69
2013-12-24,69
2013-12-25,69
2013-12-26,73
2013-12-27,73
2013-12-28,72
2013-12-29,72
2013-12-30,72
2013-12-31,72
2014-01-01,72
2014-01-02,73
2014-01-03,72
2014-01-04,72
2014-01-05,71
2014-01-06,73
2014-01-07,70
2014-01-08,70
2014-01-09,71
2014-01-10,70
2014-01-11,69
2014-01-12,69
2014-01-13,73
2014-01-14,70
2014-01-15,70
2014-01-16,75
2014-01-17,72
2014-01-18,72
2014-01-19,71
2014-01-20,72
2014-01-21,69
2014-01-22,68
2014-01-23,71
2014-01-24,67
2014-01-25,66
2014-01-26,66
2014-01-27,68
2014-01-28,66
2014-01-29,66
2014-01-30,69
2014-01-31,66
2014-02-01,66
