Date,American Water Works
2007-10-12,52
2007-10-13,52
2007-10-14,51
2007-10-15,51
2007-10-16,51
2007-10-17,55
2007-10-18,51
2007-10-19,51
2007-10-20,52
2007-10-21,50
2007-10-22,50
2007-10-23,50
2007-10-24,51
2007-10-25,50
2007-10-26,50
2007-10-27,50
2007-10-28,51
2007-10-29,53
2007-10-30,57
2007-10-31,60
2007-11-01,58
2007-11-02,64
2007-11-03,62
2007-11-04,60
2007-11-05,59
2007-11-06,57
2007-11-07,60
2007-11-08,56
2007-11-09,53
2007-11-10,54
2007-11-11,51
2007-11-12,51
2007-11-13,50
2007-11-14,50
2007-11-15,49
2007-11-16,50
2007-11-17,49
2007-11-18,48
2007-11-19,47
2007-11-20,46
2007-11-21,50
2007-11-22,44
2007-11-23,43
2007-11-24,43
2007-11-25,43
2007-11-26,43
2007-11-27,43
2007-11-28,44
2007-11-29,43
2007-11-30,44
2007-12-01,43
2007-12-02,43
2007-12-03,43
2007-12-04,43
2007-12-05,48
2007-12-06,44
2007-12-07,44
2007-12-08,45
2007-12-09,45
2007-12-10,45
2007-12-11,45
2007-12-12,48
2007-12-13,45
2007-12-14,45
2007-12-15,49
2007-12-16,44
2007-12-17,43
2007-12-18,43
2007-12-19,42
2007-12-20,42
2007-12-21,41
2007-12-22,41
2007-12-23,41
2007-12-24,42
2007-12-25,42
2007-12-26,43
2007-12-27,44
2007-12-28,46
2007-12-29,45
2007-12-30,46
2007-12-31,48
2008-01-01,50
2008-01-02,51
2008-01-03,53
2008-01-04,59
2008-01-05,57
2008-01-06,57
2008-01-07,58
2008-01-08,63
2008-01-09,59
2008-01-10,62
2008-01-11,60
2008-01-12,65
2008-01-13,61
2008-01-14,61
2008-01-15,65
2008-01-16,61
2008-01-17,62
2008-01-18,61
2008-01-19,64
2008-01-20,60
2008-01-21,59
2008-01-22,58
2008-01-23,56
2008-01-24,54
2008-01-25,57
2008-01-26,52
2008-01-27,53
2008-01-28,55
2008-01-29,56
2008-01-30,58
2008-01-31,59
2008-02-01,61
2008-02-02,63
2008-02-03,61
2008-02-04,59
2008-02-05,62
2008-02-06,56
2008-02-07,57
2008-02-08,53
2008-02-09,52
2008-02-10,51
2008-02-11,50
2008-02-12,51
2008-02-13,49
2008-02-14,51
2008-02-15,48
2008-02-16,50
2008-02-17,46
2008-02-18,45
2008-02-19,44
2008-02-20,42
2008-02-21,44
2008-02-22,40
2008-02-23,39
2008-02-24,40
2008-02-25,41
2008-02-26,44
2008-02-27,44
2008-02-28,49
2008-02-29,46
2008-03-01,48
2008-03-02,48
2008-03-03,48
2008-03-04,49
2008-03-05,50
2008-03-06,50
2008-03-07,49
2008-03-08,51
2008-03-09,49
2008-03-10,54
2008-03-11,49
2008-03-12,49
2008-03-13,50
2008-03-14,52
2008-03-15,49
2008-03-16,48
2008-03-17,48
2008-03-18,50
2008-03-19,48
2008-03-20,51
2008-03-21,48
2008-03-22,48
2008-03-23,46
2008-03-24,45
2008-03-25,44
2008-03-26,47
2008-03-27,42
2008-03-28,41
2008-03-29,40
2008-03-30,42
2008-03-31,44
2008-04-01,46
2008-04-02,54
2008-04-03,50
2008-04-04,53
2008-04-05,55
2008-04-06,55
2008-04-07,56
2008-04-08,61
2008-04-09,57
2008-04-10,58
2008-04-11,60
2008-04-12,59
2008-04-13,60
2008-04-14,62
2008-04-15,65
2008-04-16,68
2008-04-17,68
2008-04-18,68
2008-04-19,72
2008-04-20,74
2008-04-21,78
2008-04-22,82
2008-04-23,87
2008-04-24,101
2008-04-25,99
2008-04-26,101
2008-04-27,93
2008-04-28,87
2008-04-29,81
2008-04-30,76
2008-05-01,67
2008-05-02,61
2008-05-03,55
2008-05-04,54
2008-05-05,55
2008-05-06,54
2008-05-07,53
2008-05-08,55
2008-05-09,53
2008-05-10,53
2008-05-11,53
2008-05-12,54
2008-05-13,58
2008-05-14,56
2008-05-15,57
2008-05-16,58
2008-05-17,59
2008-05-18,59
2008-05-19,59
2008-05-20,59
2008-05-21,65
2008-05-22,59
2008-05-23,59
2008-05-24,59
2008-05-25,59
2008-05-26,59
2008-05-27,59
2008-05-28,59
2008-05-29,60
2008-05-30,59
2008-05-31,60
2008-06-01,60
2008-06-02,60
2008-06-03,64
2008-06-04,62
2008-06-05,60
2008-06-06,60
2008-06-07,60
2008-06-08,58
2008-06-09,56
2008-06-10,55
2008-06-11,59
2008-06-12,52
2008-06-13,50
2008-06-14,49
2008-06-15,50
2008-06-16,51
2008-06-17,52
2008-06-18,57
2008-06-19,55
2008-06-20,57
2008-06-21,61
2008-06-22,58
2008-06-23,58
2008-06-24,59
2008-06-25,59
2008-06-26,59
2008-06-27,65
2008-06-28,60
2008-06-29,59
2008-06-30,59
2008-07-01,59
2008-07-02,62
2008-07-03,59
2008-07-04,63
2008-07-05,59
2008-07-06,58
2008-07-07,58
2008-07-08,57
2008-07-09,58
2008-07-10,56
2008-07-11,56
2008-07-12,56
2008-07-13,59
2008-07-14,62
2008-07-15,65
2008-07-16,70
2008-07-17,71
2008-07-18,74
2008-07-19,78
2008-07-20,77
2008-07-21,74
2008-07-22,75
2008-07-23,70
2008-07-24,75
2008-07-25,66
2008-07-26,66
2008-07-27,65
2008-07-28,68
2008-07-29,69
2008-07-30,71
2008-07-31,76
2008-08-01,74
2008-08-02,79
2008-08-03,72
2008-08-04,69
2008-08-05,67
2008-08-06,63
2008-08-07,66
2008-08-08,57
2008-08-09,54
2008-08-10,55
2008-08-11,57
2008-08-12,59
2008-08-13,60
2008-08-14,64
2008-08-15,65
2008-08-16,66
2008-08-17,63
2008-08-18,61
2008-08-19,62
2008-08-20,56
2008-08-21,53
2008-08-22,54
2008-08-23,49
2008-08-24,49
2008-08-25,49
2008-08-26,51
2008-08-27,53
2008-08-28,50
2008-08-29,52
2008-08-30,51
2008-08-31,50
2008-09-01,50
2008-09-02,50
2008-09-03,50
2008-09-04,50
2008-09-05,52
2008-09-06,50
2008-09-07,50
2008-09-08,50
2008-09-09,55
2008-09-10,51
2008-09-11,52
2008-09-12,51
2008-09-13,52
2008-09-14,53
2008-09-15,54
2008-09-16,56
2008-09-17,60
2008-09-18,59
2008-09-19,61
2008-09-20,64
2008-09-21,61
2008-09-22,61
2008-09-23,62
2008-09-24,61
2008-09-25,61
2008-09-26,59
2008-09-27,59
2008-09-28,59
2008-09-29,59
2008-09-30,59
2008-10-01,59
2008-10-02,60
2008-10-03,59
2008-10-04,61
2008-10-05,56
2008-10-06,53
2008-10-07,54
2008-10-08,48
2008-10-09,47
2008-10-10,43
2008-10-11,41
2008-10-12,43
2008-10-13,45
2008-10-14,48
2008-10-15,49
2008-10-16,53
2008-10-17,53
2008-10-18,55
2008-10-19,54
2008-10-20,53
2008-10-21,55
2008-10-22,52
2008-10-23,50
2008-10-24,50
2008-10-25,48
2008-10-26,47
2008-10-27,47
2008-10-28,50
2008-10-29,46
2008-10-30,47
2008-10-31,46
2008-11-01,46
2008-11-02,46
2008-11-03,47
2008-11-04,46
2008-11-05,46
2008-11-06,46
2008-11-07,52
2008-11-08,47
2008-11-09,46
2008-11-10,45
2008-11-11,44
2008-11-12,43
2008-11-13,42
2008-11-14,41
2008-11-15,40
2008-11-16,48
2008-11-17,56
2008-11-18,64
2008-11-19,72
2008-11-20,80
2008-11-21,94
2008-11-22,111
2008-11-23,88
2008-11-24,80
2008-11-25,72
2008-11-26,67
2008-11-27,54
2008-11-28,46
2008-11-29,38
2008-11-30,41
2008-12-01,44
2008-12-02,49
2008-12-03,56
2008-12-04,53
2008-12-05,56
2008-12-06,60
2008-12-07,58
2008-12-08,57
2008-12-09,56
2008-12-10,58
2008-12-11,53
2008-12-12,57
2008-12-13,51
2008-12-14,50
2008-12-15,49
2008-12-16,49
2008-12-17,50
2008-12-18,49
2008-12-19,50
2008-12-20,47
2008-12-21,48
2008-12-22,45
2008-12-23,44
2008-12-24,44
2008-12-25,42
2008-12-26,41
2008-12-27,40
2008-12-28,42
2008-12-29,44
2008-12-30,51
2008-12-31,48
2009-01-01,50
2009-01-02,52
2009-01-03,57
2009-01-04,55
2009-01-05,54
2009-01-06,55
2009-01-07,54
2009-01-08,53
2009-01-09,56
2009-01-10,53
2009-01-11,53
2009-01-12,53
2009-01-13,54
2009-01-14,58
2009-01-15,55
2009-01-16,55
2009-01-17,57
2009-01-18,60
2009-01-19,53
2009-01-20,51
2009-01-21,50
2009-01-22,50
2009-01-23,47
2009-01-24,48
2009-01-25,46
2009-01-26,46
2009-01-27,47
2009-01-28,49
2009-01-29,48
2009-01-30,48
2009-01-31,52
