Date,Yelp!
2012-08-22,99
2012-08-23,100
2012-08-24,99
2012-08-25,100
2012-08-26,100
2012-08-27,100
2012-08-28,96
2012-08-29,94
2012-08-30,93
2012-08-31,92
2012-09-01,91
2012-09-02,91
2012-09-03,95
2012-09-04,91
2012-09-05,91
2012-09-06,91
2012-09-07,91
2012-09-08,91
2012-09-09,91
2012-09-10,92
2012-09-11,90
2012-09-12,92
2012-09-13,89
2012-09-14,89
2012-09-15,89
2012-09-16,91
2012-09-17,91
2012-09-18,89
2012-09-19,89
2012-09-20,89
2012-09-21,89
2012-09-22,90
2012-09-23,92
2012-09-24,91
2012-09-25,89
2012-09-26,88
2012-09-27,89
2012-09-28,88
2012-09-29,88
2012-09-30,90
2012-10-01,89
2012-10-02,87
2012-10-03,87
2012-10-04,87
2012-10-05,87
2012-10-06,87
2012-10-07,87
2012-10-08,87
2012-10-09,85
2012-10-10,85
2012-10-11,84
2012-10-12,83
2012-10-13,83
2012-10-14,84
2012-10-15,84
2012-10-16,83
2012-10-17,84
2012-10-18,83
2012-10-19,83
2012-10-20,83
2012-10-21,85
2012-10-22,85
2012-10-23,83
2012-10-24,83
2012-10-25,83
2012-10-26,83
2012-10-27,84
2012-10-28,85
2012-10-29,82
2012-10-30,78
2012-10-31,77
2012-11-01,75
2012-11-02,73
2012-11-03,72
2012-11-04,73
2012-11-05,75
2012-11-06,74
2012-11-07,75
2012-11-08,75
2012-11-09,76
2012-11-10,77
2012-11-11,79
2012-11-12,80
2012-11-13,79
2012-11-14,80
2012-11-15,80
2012-11-16,81
2012-11-17,82
2012-11-18,81
2012-11-19,80
2012-11-20,76
2012-11-21,76
2012-11-22,78
2012-11-23,71
2012-11-24,70
2012-11-25,71
2012-11-26,73
2012-11-27,72
2012-11-28,72
2012-11-29,73
2012-11-30,74
2012-12-01,75
2012-12-02,76
2012-12-03,79
2012-12-04,77
2012-12-05,78
2012-12-06,79
2012-12-07,80
2012-12-08,81
2012-12-09,82
2012-12-10,81
2012-12-11,79
2012-12-12,78
2012-12-13,78
2012-12-14,77
2012-12-15,77
2012-12-16,78
2012-12-17,79
2012-12-18,77
2012-12-19,77
2012-12-20,77
2012-12-21,77
2012-12-22,78
2012-12-23,79
2012-12-24,80
2012-12-25,83
2012-12-26,79
2012-12-27,80
2012-12-28,80
2012-12-29,81
2012-12-30,83
2012-12-31,85
2013-01-01,88
2013-01-02,88
2013-01-03,90
2013-01-04,92
2013-01-05,94
2013-01-06,94
2013-01-07,94
2013-01-08,90
2013-01-09,89
2013-01-10,88
2013-01-11,87
2013-01-12,86
2013-01-13,88
2013-01-14,87
2013-01-15,85
2013-01-16,86
2013-01-17,85
2013-01-18,85
2013-01-19,85
2013-01-20,87
2013-01-21,87
2013-01-22,85
2013-01-23,86
2013-01-24,86
2013-01-25,86
2013-01-26,87
2013-01-27,88
2013-01-28,88
2013-01-29,85
2013-01-30,85
2013-01-31,84
2013-02-01,84
2013-02-02,84
2013-02-03,86
2013-02-04,86
2013-02-05,83
2013-02-06,83
2013-02-07,83
2013-02-08,83
2013-02-09,83
2013-02-10,84
2013-02-11,87
2013-02-12,86
2013-02-13,88
2013-02-14,89
2013-02-15,90
2013-02-16,92
2013-02-17,92
2013-02-18,95
2013-02-19,90
2013-02-20,90
2013-02-21,89
2013-02-22,89
2013-02-23,89
2013-02-24,88
2013-02-25,92
2013-02-26,87
2013-02-27,87
2013-02-28,87
2013-03-01,86
2013-03-02,86
2013-03-03,87
2013-03-04,89
2013-03-05,87
2013-03-06,87
2013-03-07,87
2013-03-08,87
2013-03-09,88
2013-03-10,89
2013-03-11,90
2013-03-12,88
2013-03-13,88
2013-03-14,88
2013-03-15,88
2013-03-16,88
2013-03-17,88
2013-03-18,89
2013-03-19,88
2013-03-20,88
2013-03-21,88
2013-03-22,88
2013-03-23,89
2013-03-24,90
2013-03-25,92
2013-03-26,92
2013-03-27,92
2013-03-28,93
2013-03-29,94
2013-03-30,95
2013-03-31,96
