Date,Dole Foods
2010-03-29,71
2010-03-30,72
2010-03-31,69
2010-05-01,75
2010-05-02,75
2010-05-03,72
2010-05-04,74
2010-05-05,69
2010-05-06,69
2010-05-07,67
2010-05-08,68
2010-05-09,67
2010-05-10,68
2010-05-11,69
2010-05-12,72
2010-05-13,73
2010-05-14,72
2010-05-15,75
2010-05-16,72
2010-05-17,71
2010-05-18,73
2010-05-19,70
2010-05-20,70
2010-05-21,71
2010-05-22,72
2010-05-23,68
2010-05-24,69
2010-05-25,68
2010-05-26,68
2010-05-27,68
2010-05-28,69
2010-05-29,70
2010-05-30,67
2010-05-31,67
2010-06-01,66
2010-06-02,67
2010-06-03,66
2010-06-04,64
2010-06-05,68
2010-06-06,64
2010-06-07,65
2010-06-08,65
2010-06-09,66
2010-06-10,66
2010-06-11,68
2010-06-12,72
2010-06-13,67
2010-06-14,66
2010-06-15,65
2010-06-16,67
2010-06-17,65
2010-06-18,62
2010-06-19,65
2010-06-20,64
2010-06-21,64
2010-06-22,66
2010-06-23,66
2010-06-24,67
2010-06-25,70
2010-06-26,71
2010-06-27,70
2010-06-28,69
2010-06-29,71
2010-06-30,72
2010-07-01,69
2010-07-02,69
2010-07-03,70
2010-07-04,73
2010-07-05,69
2010-07-06,69
2010-07-07,72
2010-07-08,72
2010-07-09,70
2010-07-10,72
2010-07-11,72
2010-07-12,70
2010-07-13,71
2010-07-14,74
2010-07-15,70
2010-07-16,70
2010-07-17,72
2010-07-18,70
2010-07-19,70
2010-07-20,70
2010-07-21,72
2010-07-22,70
2010-07-23,70
2010-07-24,72
2010-07-25,69
2010-07-26,69
2010-07-27,70
2010-07-28,69
2010-07-29,71
2010-07-30,69
2010-07-31,71
2010-08-01,69
2010-08-02,69
2010-08-03,70
2010-08-04,70
2010-08-05,72
2010-08-06,70
2010-08-07,72
2010-08-08,70
2010-08-09,70
2010-08-10,71
2010-08-11,69
2010-08-12,72
2010-08-13,69
2010-08-14,71
2010-08-15,68
2010-08-16,68
2010-08-17,68
2010-08-18,68
2010-08-19,67
2010-08-20,68
2010-08-21,69
2010-08-22,66
2010-08-23,66
2010-08-24,68
2010-08-25,67
2010-08-26,64
2010-08-27,68
2010-08-28,65
2010-08-29,64
2010-08-30,64
2010-08-31,64
2010-09-01,66
2010-09-02,64
2010-09-03,66
2010-09-04,64
2010-09-05,64
2010-09-06,64
2010-09-07,64
2010-09-08,64
2010-09-09,64
2010-09-10,64
2010-09-11,67
2010-09-12,64
2010-09-13,64
2010-09-14,66
2010-09-15,65
2010-09-16,65
2010-09-17,65
2010-09-18,66
2010-09-19,67
2010-09-20,66
2010-09-21,66
2010-09-22,67
2010-09-23,67
2010-09-24,66
2010-09-25,71
2010-09-26,66
2010-09-27,66
2010-09-28,67
2010-09-29,67
2010-09-30,66
2010-10-01,66
2010-10-02,66
2010-10-03,66
2010-10-04,66
2010-10-05,66
2010-10-06,67
2010-10-07,70
2010-10-08,67
2010-10-09,68
2010-10-10,68
2010-10-11,71
2010-10-12,68
2010-10-13,68
2010-10-14,69
2010-10-15,68
2010-10-16,68
2010-10-17,68
2010-10-18,66
2010-10-19,67
2010-10-20,65
2010-10-21,65
2010-10-22,64
2010-10-23,66
2010-10-24,64
2010-10-25,63
2010-10-26,64
2010-10-27,63
2010-10-28,66
2010-10-29,64
2010-10-30,63
2010-10-31,62
2010-11-01,62
2010-11-02,62
2010-11-03,61
2010-11-04,61
2010-11-05,61
2010-11-06,63
2010-11-07,62
2010-11-08,64
2010-11-09,65
2010-11-10,67
2010-11-11,70
2010-11-12,71
2010-11-13,72
2010-11-14,74
2010-11-15,70
2010-11-16,70
2010-11-17,68
2010-11-18,67
2010-11-19,67
2010-11-20,65
2010-11-21,65
2010-11-22,66
2010-11-23,66
2010-11-24,70
2010-11-25,67
2010-11-26,70
2010-11-27,69
2010-11-28,69
2010-11-29,67
2010-11-30,66
2010-12-01,66
2010-12-02,66
2010-12-03,64
2010-12-04,68
2010-12-05,64
2010-12-06,64
2010-12-07,64
2010-12-08,65
2010-12-09,65
2010-12-10,69
2010-12-11,68
2010-12-12,65
2010-12-13,65
2010-12-14,64
2010-12-15,66
2010-12-16,63
2010-12-17,64
2010-12-18,65
2010-12-19,62
2010-12-20,61
2010-12-21,63
2010-12-22,61
2010-12-23,60
2010-12-24,59
2010-12-25,59
2010-12-26,59
2010-12-27,59
2010-12-28,57
2010-12-29,58
2010-12-30,56
2010-12-31,57
2011-01-01,56
2011-01-02,58
2011-01-03,61
2011-01-04,63
2011-01-05,66
2011-01-06,71
2011-01-07,71
2011-01-08,79
2011-01-09,74
2011-01-10,74
2011-01-11,77
2011-01-12,74
2011-01-13,74
2011-01-14,77
2011-01-15,75
2011-01-16,77
2011-01-17,80
2011-01-18,83
2011-01-19,88
2011-01-20,90
2011-01-21,92
2011-01-22,94
2011-01-23,92
2011-01-24,88
2011-01-25,85
2011-01-26,89
2011-01-27,80
2011-01-28,79
2011-01-29,76
2011-01-30,75
2011-01-31,74
