Date,Diamond Resorts
2013-04-19,45
2013-04-20,45
2013-04-21,43
2013-04-22,43
2013-04-23,44
2013-04-24,42
2013-04-25,44
2013-04-26,42
2013-04-27,43
2013-04-28,42
2013-04-29,43
2013-04-30,44
2013-05-01,45
2013-05-02,45
2013-05-03,45
2013-05-04,46
2013-05-05,48
2013-05-06,45
2013-05-07,45
2013-05-08,48
2013-05-09,45
2013-05-10,47
2013-05-11,45
2013-05-12,47
2013-05-13,47
2013-05-14,48
2013-05-15,50
2013-05-16,50
2013-05-17,52
2013-05-18,53
2013-05-19,58
2013-05-20,51
2013-05-21,50
2013-05-22,49
2013-05-23,49
2013-05-24,47
2013-05-25,50
2013-05-26,47
2013-05-27,47
2013-05-28,47
2013-05-29,47
2013-05-30,47
2013-05-31,49
2013-06-01,48
2013-06-02,47
2013-06-03,47
2013-06-04,47
2013-06-05,47
2013-06-06,50
2013-06-07,47
2013-06-08,47
2013-06-09,47
2013-06-10,48
2013-06-11,50
2013-06-12,49
2013-06-13,49
2013-06-14,53
2013-06-15,51
2013-06-16,51
2013-06-17,51
2013-06-18,51
2013-06-19,52
2013-06-20,51
2013-06-21,51
2013-06-22,51
2013-06-23,52
2013-06-24,53
2013-06-25,56
2013-06-26,55
2013-06-27,57
2013-06-28,58
2013-06-29,59
2013-06-30,61
2013-07-01,63
2013-07-02,65
2013-07-03,70
2013-07-04,69
2013-07-05,72
2013-07-06,73
2013-07-07,84
2013-07-08,68
2013-07-09,65
2013-07-10,65
2013-07-11,61
2013-07-12,58
2013-07-13,57
2013-07-14,56
2013-07-15,57
2013-07-16,57
2013-07-17,58
2013-07-18,60
2013-07-19,60
2013-07-20,60
2013-07-21,59
2013-07-22,60
2013-07-23,58
2013-07-24,60
2013-07-25,58
2013-07-26,56
2013-07-27,57
2013-07-28,56
2013-07-29,56
2013-07-30,56
2013-07-31,57
2013-08-01,57
2013-08-02,57
2013-08-03,62
2013-08-04,57
2013-08-05,56
2013-08-06,55
2013-08-07,55
2013-08-08,54
2013-08-09,55
2013-08-10,53
2013-08-11,52
2013-08-12,52
2013-08-13,53
2013-08-14,54
2013-08-15,52
2013-08-16,52
2013-08-17,54
2013-08-18,51
2013-08-19,51
2013-08-20,50
2013-08-21,49
2013-08-22,49
2013-08-23,50
2013-08-24,50
2013-08-25,48
2013-08-26,49
2013-08-27,49
2013-08-28,51
2013-08-29,53
2013-08-30,51
2013-08-31,52
2013-09-01,52
2013-09-02,53
2013-09-03,52
2013-09-04,56
2013-09-05,53
2013-09-06,55
2013-09-07,54
2013-09-08,53
2013-09-09,52
2013-09-10,51
2013-09-11,50
2013-09-12,49
2013-09-13,51
2013-09-14,49
2013-09-15,47
2013-09-16,47
2013-09-17,46
2013-09-18,47
2013-09-19,46
2013-09-20,45
2013-09-21,46
2013-09-22,44
2013-09-23,44
2013-09-24,43
2013-09-25,43
2013-09-26,46
2013-09-27,42
2013-09-28,44
2013-09-29,42
2013-09-30,42
2013-10-01,43
2013-10-02,42
2013-10-03,42
2013-10-04,42
2013-10-05,44
2013-10-06,43
2013-10-07,53
2013-10-08,48
2013-10-09,49
2013-10-10,53
2013-10-11,55
2013-10-12,55
2013-10-13,54
2013-10-14,54
2013-10-15,51
2013-10-16,51
2013-10-17,49
2013-10-18,48
2013-10-19,47
2013-10-20,48
2013-10-21,46
2013-10-22,46
2013-10-23,45
2013-10-24,44
2013-10-25,44
2013-10-26,44
2013-10-27,45
2013-10-28,43
2013-10-29,44
2013-10-30,45
2013-10-31,42
2013-11-01,42
2013-11-02,43
2013-11-03,42
2013-11-04,41
2013-11-05,42
2013-11-06,41
2013-11-07,40
2013-11-08,40
2013-11-09,43
2013-11-10,39
2013-11-11,39
2013-11-12,39
2013-11-13,38
2013-11-14,37
2013-11-15,37
2013-11-16,37
2013-11-17,38
2013-11-18,42
2013-11-19,42
2013-11-20,43
2013-11-21,44
2013-11-22,45
2013-11-23,49
2013-11-24,46
2013-11-25,45
2013-11-26,43
2013-11-27,44
2013-11-28,41
2013-11-29,41
2013-11-30,39
2013-12-01,40
2013-12-02,42
2013-12-03,42
2013-12-04,44
2013-12-05,44
2013-12-06,45
2013-12-07,47
2013-12-08,46
2013-12-09,44
2013-12-10,43
2013-12-11,42
2013-12-12,41
2013-12-13,41
2013-12-14,39
2013-12-15,39
2013-12-16,40
2013-12-17,39
2013-12-18,40
2013-12-19,42
2013-12-20,40
2013-12-21,41
2013-12-22,43
2013-12-23,43
2013-12-24,44
2013-12-25,45
2013-12-26,46
2013-12-27,47
2013-12-28,48
2013-12-29,52
2013-12-30,57
2013-12-31,61
2014-01-01,66
2014-01-02,70
2014-01-03,77
2014-01-04,80
2014-01-05,88
2014-01-06,75
2014-01-07,73
2014-01-08,73
2014-01-09,69
2014-01-10,69
2014-01-11,65
2014-01-12,66
2014-01-13,63
2014-01-14,66
2014-01-15,62
2014-01-16,64
2014-01-17,60
2014-01-18,61
2014-01-19,60
2014-01-20,61
2014-01-21,62
2014-01-22,66
2014-01-23,68
2014-01-24,64
2014-01-25,65
2014-01-26,71
2014-01-27,63
2014-01-28,64
2014-01-29,62
2014-01-30,63
2014-01-31,61
2014-02-01,60
