Date,Transunion
2011-04-21,82
2011-04-22,81
2011-04-23,86
2011-04-24,84
2011-04-25,81
2011-04-26,84
2011-04-27,81
2011-04-28,81
2011-04-29,83
2011-04-30,92
2011-05-01,80
2011-05-02,79
2011-05-03,80
2011-05-04,78
2011-05-05,78
2011-05-06,79
2011-05-07,82
2011-05-08,78
2011-05-09,77
2011-05-10,78
2011-05-11,78
2011-05-12,77
2011-05-13,78
2011-05-14,85
2011-05-15,78
2011-05-16,78
2011-05-17,78
2011-05-18,80
2011-05-19,78
2011-05-20,80
2011-05-21,82
2011-05-22,79
2011-05-23,75
2011-05-24,74
2011-05-25,74
2011-05-26,72
2011-05-27,72
2011-05-28,75
2011-05-29,74
2011-05-30,69
2011-05-31,69
2011-06-01,69
2011-06-02,69
2011-06-03,69
2011-06-04,75
2011-06-05,72
2011-06-06,71
2011-06-07,73
2011-06-08,77
2011-06-09,74
2011-06-10,75
2011-06-11,84
2011-06-12,78
2011-06-13,77
2011-06-14,77
2011-06-15,78
2011-06-16,79
2011-06-17,77
2011-06-18,83
2011-06-19,78
2011-06-20,79
2011-06-21,81
2011-06-22,85
2011-06-23,84
2011-06-24,86
2011-06-25,91
2011-06-26,91
2011-06-27,83
2011-06-28,81
2011-06-29,82
2011-06-30,77
2011-07-01,75
2011-07-02,78
2011-07-03,83
2011-07-04,74
2011-07-05,75
2011-07-06,75
2011-07-07,78
2011-07-08,79
2011-07-09,78
2011-07-10,80
2011-07-11,77
2011-07-12,82
2011-07-13,78
2011-07-14,83
2011-07-15,79
2011-07-16,81
2011-07-17,84
2011-07-18,79
2011-07-19,79
2011-07-20,81
2011-07-21,79
2011-07-22,79
2011-07-23,87
2011-07-24,79
2011-07-25,80
2011-07-26,83
2011-07-27,81
2011-07-28,84
2011-07-29,83
2011-07-30,90
2011-07-31,88
2011-08-01,82
2011-08-02,82
2011-08-03,85
2011-08-04,81
2011-08-05,82
2011-08-06,81
2011-08-07,83
2011-08-08,79
2011-08-09,79
2011-08-10,79
2011-08-11,78
2011-08-12,79
2011-08-13,85
2011-08-14,77
2011-08-15,77
2011-08-16,77
2011-08-17,78
2011-08-18,76
2011-08-19,79
2011-08-20,79
2011-08-21,76
2011-08-22,76
2011-08-23,76
2011-08-24,78
2011-08-25,77
2011-08-26,77
2011-08-27,84
2011-08-28,76
2011-08-29,75
2011-08-30,74
2011-08-31,76
2011-09-01,72
2011-09-02,71
2011-09-03,75
2011-09-04,73
2011-09-05,69
2011-09-06,68
2011-09-07,68
2011-09-08,67
2011-09-09,69
2011-09-10,71
2011-09-11,69
2011-09-12,67
2011-09-13,68
2011-09-14,69
2011-09-15,73
2011-09-16,71
2011-09-17,77
2011-09-18,77
2011-09-19,71
2011-09-20,71
2011-09-21,71
2011-09-22,71
2011-09-23,73
2011-09-24,77
2011-09-25,70
2011-09-26,69
2011-09-27,68
2011-09-28,68
2011-09-29,69
2011-09-30,66
2011-10-01,66
2011-10-02,71
2011-10-03,66
2011-10-04,66
2011-10-05,66
2011-10-06,67
2011-10-07,66
2011-10-08,71
2011-10-09,69
2011-10-10,67
2011-10-11,67
2011-10-12,68
2011-10-13,67
2011-10-14,67
2011-10-15,71
2011-10-16,71
2011-10-17,69
2011-10-18,70
2011-10-19,71
2011-10-20,73
2011-10-21,73
2011-10-22,77
2011-10-23,78
2011-10-24,71
2011-10-25,73
2011-10-26,69
2011-10-27,68
2011-10-28,69
2011-10-29,73
2011-10-30,66
2011-10-31,66
2011-11-01,66
2011-11-02,67
2011-11-03,67
2011-11-04,69
2011-11-05,72
2011-11-06,68
2011-11-07,68
2011-11-08,69
2011-11-09,72
2011-11-10,70
2011-11-11,73
2011-11-12,72
2011-11-13,75
2011-11-14,70
2011-11-15,70
2011-11-16,71
2011-11-17,69
2011-11-18,74
2011-11-19,73
2011-11-20,69
2011-11-21,64
2011-11-22,61
2011-11-23,60
2011-11-24,63
2011-11-25,54
2011-11-26,52
2011-11-27,55
2011-11-28,58
2011-11-29,61
2011-11-30,65
2011-12-01,67
2011-12-02,70
2011-12-03,81
2011-12-04,72
2011-12-05,71
2011-12-06,70
2011-12-07,71
2011-12-08,67
2011-12-09,68
2011-12-10,69
2011-12-11,66
2011-12-12,63
2011-12-13,65
2011-12-14,62
2011-12-15,63
2011-12-16,61
2011-12-17,66
2011-12-18,60
2011-12-19,59
2011-12-20,58
2011-12-21,58
2011-12-22,59
2011-12-23,57
2011-12-24,61
2011-12-25,58
2011-12-26,56
2011-12-27,56
2011-12-28,57
2011-12-29,57
2011-12-30,57
2011-12-31,60
2012-01-01,60
2012-01-02,62
2012-01-03,64
2012-01-04,66
2012-01-05,68
2012-01-06,73
2012-01-07,77
2012-01-08,75
2012-01-09,75
2012-01-10,76
2012-01-11,79
2012-01-12,79
2012-01-13,80
2012-01-14,83
2012-01-15,89
2012-01-16,80
2012-01-17,80
2012-01-18,81
2012-01-19,81
2012-01-20,80
2012-01-21,87
2012-01-22,80
2012-01-23,80
2012-01-24,81
2012-01-25,81
2012-01-26,82
2012-01-27,85
2012-01-28,89
2012-01-29,82
2012-01-30,81
2012-01-31,82
2012-02-01,80
2012-02-02,79
2012-02-03,79
2012-02-04,83
2012-02-05,82
2012-02-06,80
2012-02-07,81
2012-02-08,82
2012-02-09,85
2012-02-10,84
2012-02-11,89
2012-02-12,89
2012-02-13,86
2012-02-14,86
2012-02-15,87
2012-02-16,87
2012-02-17,88
2012-02-18,98
2012-02-19,93
2012-02-20,88
2012-02-21,88
2012-02-22,88
2012-02-23,89
2012-02-24,90
2012-02-25,93
2012-02-26,93
2012-02-27,87
2012-02-28,88
2012-02-29,89
2012-03-01,87
2012-03-02,87
2012-03-03,95
2012-03-04,88
2012-03-05,87
2012-03-06,87
2012-03-07,90
2012-03-08,87
2012-03-09,87
2012-03-10,94
2012-03-11,88
2012-03-12,86
2012-03-13,86
2012-03-14,86
2012-03-15,88
2012-03-16,87
2012-03-17,90
2012-03-18,91
2012-03-19,86
2012-03-20,87
2012-03-21,86
2012-03-22,86
2012-03-23,88
2012-03-24,92
2012-03-25,89
2012-03-26,87
2012-03-27,87
2012-03-28,89
2012-03-29,88
2012-03-30,89
2012-03-31,96
2012-04-01,89
2012-04-02,89
2012-04-03,89
2012-04-04,90
2012-04-05,90
2012-04-06,91
2012-04-07,94
2012-04-08,94
2012-04-09,91
2012-04-10,92
2012-04-11,93
2012-04-12,94
2012-04-13,97
2012-04-14,100
2012-04-15,99
2012-04-16,94
2012-04-17,93
2012-04-18,96
2012-04-19,92
2012-04-20,90
2012-04-21,95
2012-04-22,92
2012-04-23,90
2012-04-24,91
2012-04-25,97
2012-04-26,92
2012-04-27,93
2012-04-28,101
2012-04-29,96
2012-04-30,92
2012-05-01,94
2012-05-02,93
2012-05-03,92
2012-05-04,92
2012-05-05,98
2012-05-06,97
2012-05-07,92
2012-05-08,92
2012-05-09,93
2012-05-10,93
2012-05-11,94
2012-05-12,102
2012-05-13,91
2012-05-14,90
2012-05-15,89
2012-05-16,89
2012-05-17,87
2012-05-18,86
2012-05-19,91
2012-05-20,89
2012-05-21,85
2012-05-22,86
2012-05-23,91
2012-05-24,87
2012-05-25,87
2012-05-26,92
2012-05-27,94
2012-05-28,85
2012-05-29,84
2012-05-30,83
2012-05-31,83
2012-06-01,81
2012-06-02,86
2012-06-03,82
2012-06-04,82
2012-06-05,84
2012-06-06,85
2012-06-07,89
2012-06-08,88
2012-06-09,96
2012-06-10,94
2012-06-11,90
2012-06-12,91
2012-06-13,90
2012-06-14,91
2012-06-15,92
2012-06-16,95
2012-06-17,98
2012-06-18,89
2012-06-19,89
2012-06-20,91
2012-06-21,88
2012-06-22,88
2012-06-23,93
2012-06-24,88
2012-06-25,87
2012-06-26,87
2012-06-27,89
2012-06-28,89
2012-06-29,90
2012-06-30,91
2012-07-01,88
2012-07-02,88
2012-07-03,87
2012-07-04,94
2012-07-05,86
2012-07-06,87
2012-07-07,91
2012-07-08,92
2012-07-09,88
2012-07-10,90
2012-07-11,91
2012-07-12,93
2012-07-13,93
2012-07-14,104
2012-07-15,96
2012-07-16,95
2012-07-17,96
2012-07-18,96
2012-07-19,98
2012-07-20,99
2012-07-21,107
2012-07-22,101
2012-07-23,97
2012-07-24,99
2012-07-25,96
2012-07-26,102
2012-07-27,96
2012-07-28,104
2012-07-29,98
2012-07-30,96
2012-07-31,96
2012-08-01,97
2012-08-02,96
2012-08-03,98
2012-08-04,104
2012-08-05,100
2012-08-06,97
2012-08-07,97
2012-08-08,98
2012-08-09,101
2012-08-10,98
2012-08-11,105
2012-08-12,103
2012-08-13,97
2012-08-14,96
2012-08-15,97
2012-08-16,97
2012-08-17,94
2012-08-18,101
2012-08-19,94
2012-08-20,95
2012-08-21,96
2012-08-22,97
2012-08-23,98
2012-08-24,104
2012-08-25,104
2012-08-26,105
2012-08-27,98
2012-08-28,98
2012-08-29,98
2012-08-30,96
2012-08-31,98
2012-09-01,100
2012-09-02,97
2012-09-03,91
2012-09-04,89
2012-09-05,89
2012-09-06,85
2012-09-07,83
2012-09-08,87
2012-09-09,87
2012-09-10,84
2012-09-11,86
2012-09-12,90
2012-09-13,90
2012-09-14,92
2012-09-15,101
2012-09-16,95
2012-09-17,92
2012-09-18,91
2012-09-19,91
2012-09-20,90
2012-09-21,88
2012-09-22,93
2012-09-23,86
2012-09-24,86
2012-09-25,85
2012-09-26,85
2012-09-27,87
2012-09-28,85
2012-09-29,88
2012-09-30,88
2012-10-01,86
2012-10-02,87
2012-10-03,88
2012-10-04,91
2012-10-05,92
2012-10-06,95
2012-10-07,93
2012-10-08,90
2012-10-09,89
2012-10-10,90
2012-10-11,88
2012-10-12,91
2012-10-13,91
2012-10-14,93
2012-10-15,87
2012-10-16,87
2012-10-17,89
2012-10-18,87
2012-10-19,89
2012-10-20,93
2012-10-21,90
2012-10-22,85
2012-10-23,85
2012-10-24,86
2012-10-25,84
2012-10-26,84
2012-10-27,89
2012-10-28,83
2012-10-29,81
2012-10-30,81
2012-10-31,82
2012-11-01,79
2012-11-02,79
2012-11-03,82
2012-11-04,79
2012-11-05,78
2012-11-06,79
2012-11-07,80
2012-11-08,80
2012-11-09,79
2012-11-10,86
2012-11-11,83
2012-11-12,78
2012-11-13,77
2012-11-14,77
2012-11-15,78
2012-11-16,78
2012-11-17,76
2012-11-18,78
2012-11-19,74
2012-11-20,74
2012-11-21,75
2012-11-22,77
2012-11-23,72
2012-11-24,73
2012-11-25,75
2012-11-26,74
2012-11-27,75
2012-11-28,78
2012-11-29,77
2012-11-30,79
2012-12-01,86
2012-12-02,85
2012-12-03,79
2012-12-04,79
2012-12-05,79
2012-12-06,79
2012-12-07,79
2012-12-08,87
2012-12-09,80
2012-12-10,78
2012-12-11,79
2012-12-12,77
2012-12-13,79
2012-12-14,79
2012-12-15,79
2012-12-16,79
2012-12-17,75
2012-12-18,74
2012-12-19,74
2012-12-20,74
2012-12-21,72
2012-12-22,78
2012-12-23,71
2012-12-24,67
2012-12-25,72
2012-12-26,63
2012-12-27,61
2012-12-28,59
2012-12-29,61
2012-12-30,63
2012-12-31,63
