Date,A123 Systems
2009-10-05,38
2009-10-06,37
2009-10-07,37
2009-10-08,38
2009-10-09,36
2009-10-10,36
2009-10-11,39
2009-10-12,34
2009-10-13,33
2009-10-14,34
2009-10-15,31
2009-10-16,30
2009-10-17,30
2009-10-18,31
2009-10-19,29
2009-10-20,30
2009-10-21,28
2009-10-22,28
2009-10-23,29
2009-10-24,28
2009-10-25,29
2009-10-26,29
2009-10-27,29
2009-10-28,30
2009-10-29,30
2009-10-30,30
2009-10-31,31
2009-11-01,30
2009-11-02,31
2009-11-03,30
2009-11-04,28
2009-11-05,28
2009-11-06,27
2009-11-07,27
2009-11-08,27
2009-11-09,28
2009-11-10,27
2009-11-11,28
2009-11-12,28
2009-11-13,28
2009-11-14,29
2009-11-15,30
2009-11-16,30
2009-11-17,28
2009-11-18,28
2009-11-19,28
2009-11-20,28
2009-11-21,28
2009-11-22,28
2009-11-23,30
2009-11-24,29
2009-11-25,29
2009-11-26,30
2009-11-27,30
2009-11-28,31
2009-11-29,30
2009-11-30,31
2009-12-01,31
2009-12-02,28
2009-12-03,28
2009-12-04,27
2009-12-05,27
2009-12-06,27
2009-12-07,27
2009-12-08,26
2009-12-09,25
2009-12-10,26
2009-12-11,25
2009-12-12,25
2009-12-13,25
2009-12-14,27
2009-12-15,26
2009-12-16,27
2009-12-17,27
2009-12-18,27
2009-12-19,28
2009-12-20,28
2009-12-21,29
2009-12-22,28
2009-12-23,29
2009-12-24,29
2009-12-25,30
2009-12-26,30
2009-12-27,30
2009-12-28,30
2009-12-29,31
2009-12-30,31
2009-12-31,32
2010-01-01,32
2010-01-02,32
2010-01-03,31
2010-01-04,32
2010-01-05,30
2010-01-06,29
2010-01-07,28
2010-01-08,28
2010-01-09,27
2010-01-10,28
2010-01-11,27
2010-01-12,28
2010-01-13,27
2010-01-14,27
2010-01-15,27
2010-01-16,28
2010-01-17,27
2010-01-18,29
2010-01-19,26
2010-01-20,27
2010-01-21,25
2010-01-22,25
2010-01-23,25
2010-01-24,25
2010-01-25,26
2010-01-26,25
2010-01-27,25
2010-01-28,25
2010-01-29,25
2010-01-30,25
2010-01-31,25
