Date,First Solar
2006-10-14,16
2006-10-15,17
2006-10-16,18
2006-10-17,19
2006-10-18,20
2006-10-19,22
2006-10-20,23
2006-10-21,24
2006-10-22,23
2006-10-23,22
2006-10-24,21
2006-10-25,20
2006-10-26,19
2006-10-27,18
2006-10-28,17
2006-10-29,17
2006-10-30,17
2006-10-31,17
2006-11-01,18
2006-11-02,18
2006-11-03,18
2006-11-04,19
2006-11-05,20
2006-11-06,21
2006-11-07,22
2006-11-08,23
2006-11-09,24
2006-11-10,25
2006-11-11,27
2006-11-12,30
2006-11-13,33
2006-11-14,36
2006-11-15,39
2006-11-16,42
2006-11-17,45
2006-11-18,48
2006-11-19,45
2006-11-20,43
2006-11-21,40
2006-11-22,38
2006-11-23,35
2006-11-24,33
2006-11-25,31
2006-11-26,31
2006-12-03,35
2006-12-04,33
2006-12-05,31
2006-12-06,29
2006-12-07,27
2006-12-08,25
2006-12-09,23
2006-12-10,23
2006-12-11,23
2006-12-12,23
2006-12-13,23
2006-12-14,23
2006-12-15,24
2006-12-16,24
2006-12-17,23
2006-12-18,21
2006-12-19,20
2006-12-20,19
2006-12-21,18
2006-12-22,17
2006-12-23,16
2006-12-24,15
2006-12-25,15
2006-12-26,14
2006-12-27,14
2006-12-28,13
2006-12-29,13
2006-12-30,13
2006-12-31,12
2007-01-01,12
2007-01-02,12
2007-01-03,12
2007-01-04,12
2007-01-05,12
2007-01-06,12
2007-01-07,13
2007-01-08,15
2007-01-09,17
2007-01-10,18
2007-01-11,20
2007-01-12,22
2007-01-13,24
2007-01-14,23
2007-01-15,22
2007-01-16,21
2007-01-17,20
2007-01-18,19
2007-01-19,18
2007-01-20,18
2007-01-21,18
2007-01-22,19
2007-01-23,20
2007-01-24,20
2007-01-25,21
2007-01-26,22
2007-01-27,23
2007-01-28,22
2007-01-29,21
2007-01-30,20
2007-01-31,20
2007-02-01,19
2007-02-02,18
2007-02-03,18
2007-02-04,18
2007-02-05,18
2007-02-06,18
2007-02-07,18
2007-02-08,18
2007-02-09,18
2007-02-10,19
2007-02-11,21
2007-02-12,23
2007-02-13,25
2007-02-14,28
2007-02-15,30
2007-02-16,32
2007-02-17,35
2007-02-18,34
2007-02-19,34
2007-02-20,33
2007-02-21,32
2007-02-22,32
2007-02-23,31
2007-02-24,31
2007-02-25,30
2007-03-01,28
2007-03-02,28
2007-03-03,28
2007-03-04,29
2007-03-05,30
2007-03-06,31
2007-03-07,32
2007-03-08,33
2007-03-09,37
2007-03-10,36
2007-03-11,36
2007-03-12,36
2007-03-13,36
2007-03-14,36
2007-03-15,36
2007-03-16,36
2007-03-17,36
2007-03-18,34
2007-03-19,33
2007-03-20,32
2007-03-21,31
2007-03-22,30
2007-03-23,30
2007-03-24,28
2007-03-25,27
2007-03-26,26
2007-03-27,25
2007-03-28,25
2007-03-29,24
2007-03-30,23
2007-03-31,23
2007-04-01,22
2007-04-02,22
2007-04-03,22
2007-04-04,21
2007-04-05,21
2007-04-06,21
2007-04-07,21
2007-04-08,22
2007-04-09,23
2007-04-10,25
2007-04-11,26
2007-04-12,28
2007-04-13,29
2007-04-14,33
2007-04-15,31
2007-04-16,31
2007-04-17,31
2007-04-18,31
2007-04-19,32
2007-04-20,31
2007-04-21,32
2007-04-22,32
2007-04-23,32
2007-04-24,33
2007-04-25,33
2007-04-26,34
2007-04-27,34
2007-04-28,35
2007-04-29,35
2007-04-30,35
2007-05-01,35
2007-05-02,39
2007-05-03,37
2007-05-04,36
2007-05-05,37
2007-05-06,35
2007-05-07,34
2007-05-08,34
2007-05-09,31
2007-05-10,29
2007-05-11,28
2007-05-12,27
2007-05-13,27
2007-05-14,27
2007-05-15,28
2007-05-16,27
2007-05-17,27
2007-05-18,27
2007-05-19,27
2007-05-20,27
2007-05-21,27
2007-05-22,27
2007-05-23,28
2007-05-24,27
2007-05-25,30
2007-05-26,28
2007-05-27,27
2007-05-28,26
2007-05-29,26
2007-05-30,25
2007-05-31,25
2007-06-01,24
2007-06-02,24
2007-06-03,23
2007-06-04,23
2007-06-05,23
2007-06-06,23
2007-06-07,23
2007-06-08,23
2007-06-09,23
2007-06-10,22
2007-06-11,22
2007-06-12,21
2007-06-13,21
2007-06-14,21
2007-06-15,20
2007-06-16,20
2007-06-17,20
2007-06-18,20
2007-06-19,21
2007-06-20,21
2007-06-21,22
2007-06-22,22
2007-06-23,23
2007-06-24,23
2007-06-25,24
2007-06-26,27
2007-06-27,26
2007-06-28,27
2007-06-29,28
2007-06-30,29
2007-07-01,28
2007-07-02,28
2007-07-03,27
2007-07-04,27
2007-07-05,26
2007-07-06,26
2007-07-07,26
2007-07-08,30
2007-07-09,34
2007-07-10,39
2007-07-11,46
2007-07-12,52
2007-07-13,52
2007-07-14,60
2007-07-15,53
2007-07-16,49
2007-07-17,45
2007-07-18,42
2007-07-19,37
2007-07-20,33
2007-07-21,30
2007-07-22,30
2007-07-23,30
2007-07-24,33
2007-07-25,31
2007-07-26,31
2007-07-27,31
2007-07-28,32
2007-07-29,31
2007-07-30,31
2007-07-31,31
2007-08-01,30
2007-08-02,30
2007-08-03,30
2007-08-04,30
2007-08-05,29
2007-08-06,29
2007-08-07,28
2007-08-08,28
2007-08-09,27
2007-08-10,28
2007-08-11,27
2007-08-12,26
2007-08-13,25
2007-08-14,25
2007-08-15,25
2007-08-16,24
2007-08-17,23
2007-08-18,23
2007-08-19,24
2007-08-20,25
2007-08-21,27
2007-08-22,27
2007-08-23,29
2007-08-24,30
2007-08-25,31
2007-08-26,30
2007-08-27,29
2007-08-28,31
2007-08-29,28
2007-08-30,28
2007-08-31,27
2007-09-01,27
2007-09-02,27
2007-09-03,29
2007-09-04,27
2007-09-05,27
2007-09-06,27
2007-09-07,27
2007-09-08,28
2007-09-09,28
2007-09-10,29
2007-09-11,32
2007-09-12,31
2007-09-13,32
2007-09-14,33
2007-09-15,34
2007-09-16,33
2007-09-17,32
2007-09-18,32
2007-09-19,30
2007-09-20,29
2007-09-21,28
2007-09-22,29
2007-09-23,28
2007-09-24,28
2007-09-25,28
2007-09-26,29
2007-09-27,29
2007-09-28,29
2007-09-29,30
2007-09-30,31
2007-10-01,32
2007-10-02,37
2007-10-03,34
2007-10-04,35
2007-10-05,36
2007-10-06,41
2007-10-07,36
2007-10-08,35
2007-10-09,33
2007-10-10,32
2007-10-11,30
2007-10-12,29
2007-10-13,28
2007-10-14,29
2007-10-15,30
2007-10-16,33
2007-10-17,32
2007-10-18,34
2007-10-19,34
2007-10-20,36
2007-10-21,36
2007-10-22,36
2007-10-23,36
2007-10-24,37
2007-10-25,38
2007-10-26,36
2007-10-27,36
2007-10-28,36
2007-10-29,37
2007-10-30,36
2007-10-31,36
2007-11-01,36
2007-11-02,36
2007-11-03,36
2007-11-04,45
2007-11-05,54
2007-11-06,64
2007-11-07,72
2007-11-08,81
2007-11-09,92
2007-11-10,111
2007-11-11,102
2007-11-12,89
2007-11-13,86
2007-11-14,83
2007-11-15,75
2007-11-16,69
2007-11-17,73
2007-11-18,61
2007-11-19,58
2007-11-20,56
2007-11-21,55
2007-11-22,54
2007-11-23,48
2007-11-24,46
2007-11-25,45
2007-11-26,45
2007-11-27,45
2007-11-28,43
2007-11-29,46
2007-11-30,42
