Date,Hyatt Hotels
2009-09-12,89
2009-09-13,86
2009-09-14,85
2009-09-15,85
2009-09-16,86
2009-09-17,86
2009-09-18,86
2009-09-19,90
2009-09-20,89
2009-09-21,87
2009-09-22,88
2009-09-23,87
2009-09-24,87
2009-09-25,88
2009-09-26,92
2009-09-27,88
2009-09-28,87
2009-09-29,87
2009-09-30,86
2009-10-01,86
2009-10-02,86
2009-10-03,90
2009-10-04,86
2009-10-05,85
2009-10-06,85
2009-10-07,84
2009-10-08,85
2009-10-09,85
2009-10-10,87
2009-10-11,84
2009-10-12,84
2009-10-13,84
2009-10-14,84
2009-10-15,84
2009-10-16,84
2009-10-17,88
2009-10-18,84
2009-10-19,84
2009-10-20,84
2009-10-21,84
2009-10-22,85
2009-10-23,84
2009-10-24,89
2009-10-25,85
2009-10-26,83
2009-10-27,83
2009-10-28,81
2009-10-29,80
2009-10-30,79
2009-10-31,80
2009-11-01,79
2009-11-02,80
2009-11-03,81
2009-11-04,83
2009-11-05,84
2009-11-06,85
2009-11-07,92
2009-11-08,86
2009-11-09,84
2009-11-10,83
2009-11-11,83
2009-11-12,81
2009-11-13,81
2009-11-14,81
2009-11-15,79
2009-11-16,79
2009-11-17,81
2009-11-18,81
2009-11-19,81
2009-11-20,82
2009-11-21,85
2009-11-22,80
2009-11-23,78
2009-11-24,78
2009-11-25,75
2009-11-26,74
2009-11-27,73
2009-11-28,70
2009-11-29,71
2009-11-30,72
2009-12-01,73
2009-12-02,74
2009-12-03,75
2009-12-04,76
2009-12-05,79
2009-12-06,77
2009-12-07,77
2009-12-08,78
2009-12-09,77
2009-12-10,78
2009-12-11,77
2009-12-12,80
2009-12-13,77
2009-12-14,76
2009-12-15,75
2009-12-16,76
2009-12-17,73
2009-12-18,73
2009-12-19,74
2009-12-20,72
2009-12-21,71
2009-12-22,70
2009-12-23,70
2009-12-24,71
2009-12-25,70
2009-12-26,69
2009-12-27,71
2009-12-28,72
2009-12-29,74
2009-12-30,76
2009-12-31,78
2010-01-01,86
2010-01-02,83
2010-01-03,82
2010-01-04,82
2010-01-05,82
2010-01-06,82
2010-01-07,82
2010-01-08,82
2010-01-09,85
2010-01-10,82
2010-01-11,82
2010-01-12,83
2010-01-13,84
2010-01-14,84
2010-01-15,85
2010-01-16,88
2010-01-17,85
2010-01-18,86
2010-01-19,86
2010-01-20,87
2010-01-21,87
2010-01-22,88
2010-01-23,93
2010-01-24,88
2010-01-25,86
2010-01-26,86
2010-01-27,85
2010-01-28,83
2010-01-29,82
2010-01-30,82
2010-01-31,81
2010-02-01,81
2010-02-02,81
2010-02-03,82
2010-02-04,83
2010-02-05,82
2010-02-06,86
2010-02-07,83
2010-02-08,84
2010-02-09,84
2010-02-10,86
2010-02-11,86
2010-02-12,86
2010-02-13,88
2010-02-14,88
2010-02-15,85
2010-02-16,85
2010-02-17,85
2010-02-18,84
2010-02-19,84
2010-02-20,85
2010-02-21,84
2010-02-22,83
2010-02-23,84
2010-02-24,85
2010-02-25,85
2010-02-26,86
2010-02-27,89
2010-02-28,86
2010-03-01,86
2010-03-02,87
2010-03-03,87
2010-03-04,88
2010-03-05,90
2010-03-06,89
2010-03-07,89
2010-03-08,89
2010-03-09,89
2010-03-10,90
2010-03-11,90
2010-03-12,89
2010-03-13,93
2010-03-14,89
2010-03-15,88
2010-03-16,87
2010-03-17,87
2010-03-18,85
2010-03-19,84
2010-03-20,87
2010-03-21,85
2010-03-22,84
2010-03-23,84
2010-03-24,85
2010-03-25,85
2010-03-26,85
2010-03-27,89
2010-03-28,86
2010-03-29,86
2010-03-30,86
2010-03-31,86
2010-05-01,86
2010-05-02,87
2010-05-03,86
2010-05-04,88
2010-05-05,87
2010-05-06,87
2010-05-07,88
2010-05-08,92
2010-05-09,87
2010-05-10,87
2010-05-11,88
2010-05-12,86
2010-05-13,85
2010-05-14,86
2010-05-15,87
2010-05-16,84
2010-05-17,84
2010-05-18,84
2010-05-19,84
2010-05-20,86
2010-05-21,84
2010-05-22,85
2010-05-23,84
2010-05-24,84
2010-05-25,84
2010-05-26,86
2010-05-27,86
2010-05-28,85
2010-05-29,90
2010-05-30,86
2010-05-31,85
2010-06-01,84
2010-06-02,85
2010-06-03,83
2010-06-04,83
2010-06-05,86
2010-06-06,83
2010-06-07,84
2010-06-08,85
2010-06-09,85
2010-06-10,86
2010-06-11,89
2010-06-12,90
2010-06-13,87
2010-06-14,87
2010-06-15,87
2010-06-16,86
2010-06-17,85
2010-06-18,86
2010-06-19,87
2010-06-20,85
2010-06-21,85
2010-06-22,85
2010-06-23,87
2010-06-24,86
2010-06-25,86
2010-06-26,91
2010-06-27,87
2010-06-28,87
2010-06-29,88
2010-06-30,87
2010-07-01,87
2010-07-02,88
2010-07-03,90
2010-07-04,88
2010-07-05,88
2010-07-06,88
2010-07-07,88
2010-07-08,88
2010-07-09,88
2010-07-10,91
2010-07-11,89
2010-07-12,89
2010-07-13,89
2010-07-14,90
2010-07-15,91
2010-07-16,91
2010-07-17,95
2010-07-18,93
2010-07-19,93
2010-07-20,95
2010-07-21,94
2010-07-22,94
2010-07-23,95
2010-07-24,98
2010-07-25,96
2010-07-26,94
2010-07-27,95
2010-07-28,93
2010-07-29,93
2010-07-30,92
2010-07-31,94
2010-08-01,92
2010-08-02,92
2010-08-03,92
2010-08-04,93
2010-08-05,93
2010-08-06,94
2010-08-07,96
2010-08-08,93
2010-08-09,92
2010-08-10,91
2010-08-11,90
2010-08-12,89
2010-08-13,89
2010-08-14,92
2010-08-15,88
2010-08-16,88
2010-08-17,88
2010-08-18,88
2010-08-19,89
2010-08-20,88
2010-08-21,92
2010-08-22,90
2010-08-23,89
2010-08-24,89
2010-08-25,89
2010-08-26,91
2010-08-27,89
2010-08-28,91
2010-08-29,88
2010-08-30,87
2010-08-31,86
2010-09-01,86
2010-09-02,85
2010-09-03,86
2010-09-04,86
2010-09-05,85
2010-09-06,82
2010-09-07,82
2010-09-08,82
2010-09-09,81
2010-09-10,80
2010-09-11,84
2010-09-12,80
2010-09-13,81
2010-09-14,82
2010-09-15,83
2010-09-16,84
2010-09-17,85
2010-09-18,89
2010-09-19,85
2010-09-20,85
2010-09-21,85
2010-09-22,86
2010-09-23,85
2010-09-24,85
2010-09-25,88
2010-09-26,85
2010-09-27,84
2010-09-28,84
2010-09-29,84
2010-09-30,83
2010-10-01,84
2010-10-02,87
2010-10-03,83
2010-10-04,83
2010-10-05,83
2010-10-06,83
2010-10-07,83
2010-10-08,84
2010-10-09,88
2010-10-10,83
2010-10-11,83
2010-10-12,82
2010-10-13,83
2010-10-14,82
2010-10-15,81
2010-10-16,83
2010-10-17,81
2010-10-18,81
2010-10-19,81
2010-10-20,81
2010-10-21,81
2010-10-22,81
2010-10-23,82
2010-10-24,81
2010-10-25,79
2010-10-26,79
2010-10-27,79
2010-10-28,78
2010-10-29,78
2010-10-30,79
2010-10-31,77
2010-11-01,77
2010-11-02,77
2010-11-03,78
2010-11-04,78
2010-11-05,78
2010-11-06,82
2010-11-07,79
2010-11-08,79
2010-11-09,79
2010-11-10,80
2010-11-11,80
2010-11-12,81
2010-11-13,83
2010-11-14,82
2010-11-15,80
2010-11-16,80
2010-11-17,80
2010-11-18,80
2010-11-19,79
2010-11-20,81
2010-11-21,79
2010-11-22,75
2010-11-23,73
2010-11-24,73
2010-11-25,73
2010-11-26,68
2010-11-27,67
2010-11-28,67
2010-11-29,68
2010-11-30,69
2010-12-01,69
2010-12-02,70
2010-12-03,71
2010-12-04,73
2010-12-05,73
2010-12-06,74
2010-12-07,77
2010-12-08,78
2010-12-09,78
2010-12-10,80
2010-12-11,83
2010-12-12,80
2010-12-13,78
2010-12-14,77
2010-12-15,76
2010-12-16,74
2010-12-17,75
2010-12-18,73
2010-12-19,71
2010-12-20,70
2010-12-21,69
2010-12-22,70
2010-12-23,67
2010-12-24,67
2010-12-25,66
2010-12-26,68
2010-12-27,70
2010-12-28,72
2010-12-29,74
2010-12-30,76
2010-12-31,78
2011-01-01,84
2011-01-02,80
2011-01-03,80
2011-01-04,80
2011-01-05,80
2011-01-06,80
2011-01-07,80
2011-01-08,84
2011-01-09,81
2011-01-10,81
2011-01-11,82
2011-01-12,81
2011-01-13,81
2011-01-14,81
2011-01-15,85
2011-01-16,82
2011-01-17,81
2011-01-18,81
2011-01-19,81
2011-01-20,81
2011-01-21,82
2011-01-22,81
2011-01-23,82
2011-01-24,81
2011-01-25,81
2011-01-26,82
2011-01-27,81
2011-01-28,82
2011-01-29,83
2011-01-30,80
2011-01-31,80
