Date,Delphi Automotive
2011-08-18,73
2011-08-19,74
2011-08-20,83
2011-08-21,75
2011-08-22,75
2011-08-23,75
2011-08-24,78
2011-08-25,76
2011-08-26,77
2011-08-27,87
2011-08-28,76
2011-08-29,75
2011-08-30,74
2011-08-31,73
2011-09-01,73
2011-09-02,73
2011-09-03,76
2011-09-04,71
2011-09-05,72
2011-09-06,73
2011-09-07,74
2011-09-08,77
2011-09-09,76
2011-09-10,83
2011-09-11,78
2011-09-12,76
2011-09-13,75
2011-09-14,75
2011-09-15,77
2011-09-16,76
2011-09-17,77
2011-09-18,77
2011-09-19,70
2011-09-20,69
2011-09-21,68
2011-09-22,66
2011-09-23,67
2011-09-24,67
2011-09-25,65
2011-09-26,68
2011-09-27,71
2011-09-28,73
2011-09-29,77
2011-09-30,79
2011-10-01,89
2011-10-02,81
2011-10-03,80
2011-10-04,79
2011-10-05,80
2011-10-06,77
2011-10-07,78
2011-10-08,84
2011-10-09,75
2011-10-10,75
2011-10-11,75
2011-10-12,76
2011-10-13,75
2011-10-14,75
2011-10-15,81
2011-10-16,78
2011-10-17,73
2011-10-18,72
2011-10-19,72
2011-10-20,75
2011-10-21,73
2011-10-22,72
2011-10-23,72
2011-10-24,71
2011-10-25,72
2011-10-26,73
2011-10-27,76
2011-10-28,74
2011-10-29,77
2011-10-30,83
2011-10-31,73
2011-11-01,73
2011-11-02,75
2011-11-03,72
2011-11-04,71
2011-11-05,73
2011-11-06,75
2011-11-07,71
2011-11-08,75
2011-11-09,72
2011-11-10,76
2011-11-11,73
2011-11-12,83
2011-11-13,75
2011-11-14,77
2011-11-15,79
2011-11-16,81
2011-11-17,83
2011-11-18,93
2011-11-19,94
2011-11-20,84
2011-11-21,82
2011-11-22,80
2011-11-23,81
2011-11-24,76
2011-11-25,76
2011-11-26,80
2011-11-27,73
2011-11-28,74
2011-11-29,75
2011-11-30,80
2011-12-01,77
2011-12-02,78
2011-12-03,87
2011-12-04,81
2011-12-05,76
2011-12-06,75
2011-12-07,72
2011-12-08,70
2011-12-09,69
2011-12-10,76
2011-12-11,66
2011-12-12,65
2011-12-13,65
2011-12-14,64
2011-12-15,64
2011-12-16,63
2011-12-17,65
2011-12-18,64
2011-12-19,63
2011-12-20,64
2011-12-21,64
2011-12-22,69
2011-12-23,68
2011-12-24,73
2011-12-25,68
2011-12-26,62
2011-12-27,60
2011-12-28,64
2011-12-29,56
2011-12-30,54
2011-12-31,56
2012-01-01,53
2012-01-02,54
2012-01-03,56
2012-01-04,57
2012-01-05,62
2012-01-06,60
2012-01-07,68
2012-01-08,64
2012-01-09,66
2012-01-10,68
2012-01-11,70
2012-01-12,75
2012-01-13,78
2012-01-14,82
2012-01-15,75
2012-01-16,74
2012-01-17,77
2012-01-18,71
2012-01-19,70
2012-01-20,72
2012-01-21,75
2012-01-22,68
2012-01-23,68
2012-01-24,68
2012-01-25,70
2012-01-26,68
2012-01-27,68
2012-01-28,75
2012-01-29,69
2012-01-30,70
2012-01-31,73
2012-02-01,73
2012-02-02,74
2012-02-03,78
2012-02-04,84
2012-02-05,76
2012-02-06,74
2012-02-07,73
2012-02-08,73
2012-02-09,71
2012-02-10,72
2012-02-11,72
2012-02-12,70
2012-02-13,71
2012-02-14,73
2012-02-15,75
2012-02-16,76
2012-02-17,78
2012-02-18,88
2012-02-19,77
2012-02-20,75
2012-02-21,75
2012-02-22,71
2012-02-23,72
2012-02-24,70
2012-02-25,66
2012-02-26,69
2012-02-27,69
2012-02-28,70
2012-02-29,74
2012-03-01,75
2012-03-02,75
2012-03-03,85
2012-03-04,76
2012-03-05,75
2012-03-06,77
2012-03-07,75
2012-03-08,74
2012-03-09,76
2012-03-10,77
2012-03-11,73
2012-03-12,73
2012-03-13,79
2012-03-14,74
2012-03-15,75
2012-03-16,75
2012-03-17,80
2012-03-18,75
2012-03-19,75
2012-03-20,75
2012-03-21,76
2012-03-22,77
2012-03-23,74
2012-03-24,81
2012-03-25,74
2012-03-26,72
2012-03-27,73
2012-03-28,70
2012-03-29,71
2012-03-30,68
2012-03-31,75
2012-04-01,68
2012-04-02,68
2012-04-03,68
2012-04-04,72
2012-04-05,68
2012-04-06,68
2012-04-07,77
2012-04-08,67
2012-04-09,66
2012-04-10,66
2012-04-11,66
2012-04-12,65
2012-04-13,64
2012-04-14,66
2012-04-15,68
2012-04-16,66
2012-04-17,67
2012-04-18,69
2012-04-19,71
2012-04-20,74
2012-04-21,74
2012-04-22,76
2012-04-23,73
2012-04-24,74
2012-04-25,73
2012-04-26,73
2012-04-27,73
2012-04-28,87
2012-04-29,71
2012-04-30,68
2012-05-01,65
2012-05-02,64
2012-05-03,60
2012-05-04,60
2012-05-05,58
2012-05-06,57
2012-05-07,59
2012-05-08,61
2012-05-09,63
2012-05-10,67
2012-05-11,67
2012-05-12,71
2012-05-13,71
2012-05-14,69
2012-05-15,68
2012-05-16,71
2012-05-17,69
2012-05-18,70
2012-05-19,70
2012-05-20,68
2012-05-21,69
2012-05-22,70
2012-05-23,76
2012-05-24,72
2012-05-25,73
2012-05-26,80
2012-05-27,78
2012-05-28,72
2012-05-29,71
2012-05-30,71
2012-05-31,70
2012-06-01,70
2012-06-02,75
2012-06-03,69
2012-06-04,69
2012-06-05,69
2012-06-06,73
2012-06-07,70
2012-06-08,70
2012-06-09,82
2012-06-10,70
2012-06-11,69
2012-06-12,70
2012-06-13,68
2012-06-14,71
2012-06-15,66
2012-06-16,69
2012-06-17,67
2012-06-18,68
2012-06-19,70
2012-06-20,70
2012-06-21,71
2012-06-22,73
2012-06-23,82
2012-06-24,73
2012-06-25,72
2012-06-26,71
2012-06-27,70
2012-06-28,74
2012-06-29,68
2012-06-30,74
2012-07-01,70
2012-07-02,67
2012-07-03,69
2012-07-04,68
2012-07-05,67
2012-07-06,69
2012-07-07,72
2012-07-08,68
2012-07-09,69
2012-07-10,70
2012-07-11,72
2012-07-12,72
2012-07-13,76
2012-07-14,83
2012-07-15,72
2012-07-16,70
2012-07-17,68
2012-07-18,67
2012-07-19,67
2012-07-20,62
2012-07-21,62
2012-07-22,62
2012-07-23,64
2012-07-24,65
2012-07-25,67
2012-07-26,69
2012-07-27,70
2012-07-28,78
2012-07-29,71
2012-07-30,71
2012-07-31,71
2012-08-01,71
2012-08-02,71
2012-08-03,71
2012-08-04,74
2012-08-05,72
2012-08-06,74
2012-08-07,76
2012-08-08,77
2012-08-09,82
2012-08-10,81
2012-08-11,90
2012-08-12,86
2012-08-13,78
2012-08-14,77
2012-08-15,74
2012-08-16,72
2012-08-17,70
2012-08-18,77
2012-08-19,68
2012-08-20,68
2012-08-21,69
2012-08-22,69
2012-08-23,68
2012-08-24,68
2012-08-25,70
2012-08-26,77
2012-08-27,68
2012-08-28,67
2012-08-29,69
2012-08-30,66
2012-08-31,66
2012-09-01,71
2012-09-02,69
2012-09-03,66
2012-09-04,68
2012-09-05,67
2012-09-06,67
2012-09-07,68
2012-09-08,79
2012-09-09,67
2012-09-10,67
2012-09-11,66
2012-09-12,73
2012-09-13,65
2012-09-14,66
2012-09-15,74
2012-09-16,66
2012-09-17,67
2012-09-18,69
2012-09-19,69
2012-09-20,70
2012-09-21,71
2012-09-22,81
2012-09-23,71
2012-09-24,71
2012-09-25,71
2012-09-26,71
2012-09-27,71
2012-09-28,74
2012-09-29,78
2012-09-30,69
2012-10-01,68
2012-10-02,67
2012-10-03,65
2012-10-04,65
2012-10-05,66
2012-10-06,62
2012-10-07,63
2012-10-08,62
2012-10-09,63
2012-10-10,63
2012-10-11,67
2012-10-12,65
2012-10-13,64
2012-10-14,68
2012-10-15,65
2012-10-16,65
2012-10-17,66
2012-10-18,66
2012-10-19,67
2012-10-20,76
2012-10-21,69
2012-10-22,70
2012-10-23,71
2012-10-24,72
2012-10-25,73
2012-10-26,74
2012-10-27,84
2012-10-28,74
2012-10-29,73
2012-10-30,72
2012-10-31,71
