Date,CDW Corp
2013-01-03,56
2013-01-04,59
2013-01-05,70
2013-01-06,68
2013-01-07,69
2013-01-08,73
2013-01-09,77
2013-01-10,82
2013-01-11,88
2013-01-12,102
2013-01-13,93
2013-01-14,88
2013-01-15,88
2013-01-16,86
2013-01-17,85
2013-01-18,86
2013-01-19,97
2013-01-20,83
2013-01-21,84
2013-01-22,84
2013-01-23,87
2013-01-24,86
2013-01-25,88
2013-01-26,102
2013-01-27,86
2013-01-28,85
2013-01-29,85
2013-01-30,84
2013-01-31,85
2013-02-01,88
2013-02-02,94
2013-02-03,84
2013-02-04,85
2013-02-05,87
2013-02-06,88
2013-02-07,91
2013-02-08,94
2013-02-09,112
2013-02-10,92
2013-02-11,92
2013-02-12,92
2013-02-13,91
2013-02-14,90
2013-02-15,90
2013-02-16,105
2013-02-17,95
2013-02-18,88
2013-02-19,87
2013-02-20,86
2013-02-21,85
2013-02-22,84
2013-02-23,93
2013-02-24,86
2013-02-25,82
2013-02-26,82
2013-02-27,81
2013-02-28,81
2013-03-01,81
2013-03-02,95
2013-03-03,82
2013-03-04,83
2013-03-05,85
2013-03-06,85
2013-03-07,86
2013-03-08,87
2013-03-09,102
2013-03-10,91
2013-03-11,89
2013-03-12,90
2013-03-13,89
2013-03-14,90
2013-03-15,92
2013-03-16,102
2013-03-17,90
2013-03-18,90
2013-03-19,90
2013-03-20,90
2013-03-21,90
2013-03-22,91
2013-03-23,105
2013-03-24,94
2013-03-25,90
2013-03-26,90
2013-03-27,89
2013-03-28,95
2013-03-29,90
2013-03-30,100
2013-03-31,89
2013-04-01,90
2013-04-02,91
2013-04-03,91
2013-04-04,92
2013-04-05,96
2013-04-06,109
2013-04-07,93
2013-04-08,93
2013-04-09,93
2013-04-10,95
2013-04-11,93
2013-04-12,94
2013-04-13,110
2013-04-14,90
2013-04-15,88
2013-04-16,86
2013-04-17,88
2013-04-18,85
2013-04-19,81
2013-04-20,94
2013-04-21,81
2013-04-22,82
2013-04-23,85
2013-04-24,84
2013-04-25,85
2013-04-26,89
2013-04-27,98
2013-04-28,89
2013-04-29,87
2013-04-30,87
2013-05-01,87
2013-05-02,89
2013-05-03,89
2013-05-04,102
2013-05-05,91
2013-05-06,86
2013-05-07,85
2013-05-08,87
2013-05-09,83
2013-05-10,85
2013-05-11,93
2013-05-12,85
2013-05-13,82
2013-05-14,82
2013-05-15,82
2013-05-16,82
2013-05-17,85
2013-05-18,93
2013-05-19,83
2013-05-20,82
2013-05-21,82
2013-05-22,82
2013-05-23,82
2013-05-24,86
2013-05-25,94
2013-05-26,80
2013-05-27,79
2013-05-28,78
2013-05-29,76
2013-05-30,75
2013-05-31,75
2013-06-01,73
2013-06-02,75
2013-06-03,77
2013-06-04,79
2013-06-05,81
2013-06-06,87
2013-06-07,85
2013-06-08,99
2013-06-09,91
2013-06-10,86
2013-06-11,86
2013-06-12,86
2013-06-13,85
2013-06-14,84
2013-06-15,101
2013-06-16,85
2013-06-17,83
2013-06-18,83
2013-06-19,84
2013-06-20,83
2013-06-21,85
2013-06-22,96
2013-06-23,85
2013-06-24,87
2013-06-25,90
2013-06-26,92
2013-06-27,95
2013-06-28,105
2013-06-29,115
2013-06-30,95
2013-07-01,90
2013-07-02,86
2013-07-03,83
2013-07-04,82
2013-07-05,70
2013-07-06,72
2013-07-07,71
2013-07-08,71
2013-07-09,74
2013-07-10,76
2013-07-11,81
2013-07-12,82
2013-07-13,99
2013-07-14,86
2013-07-15,87
2013-07-16,88
2013-07-17,90
2013-07-18,94
2013-07-19,93
2013-07-20,107
2013-07-21,95
2013-07-22,91
2013-07-23,89
2013-07-24,92
2013-07-25,86
2013-07-26,90
2013-07-27,96
2013-07-28,83
2013-07-29,83
2013-07-30,83
2013-07-31,83
2013-08-01,83
2013-08-02,84
2013-08-03,99
2013-08-04,82
2013-08-05,82
2013-08-06,81
2013-08-07,81
2013-08-08,83
2013-08-09,80
2013-08-10,91
2013-08-11,81
2013-08-12,81
2013-08-13,81
2013-08-14,82
2013-08-15,82
2013-08-16,85
2013-08-17,103
2013-08-18,84
2013-08-19,84
2013-08-20,84
2013-08-21,85
2013-08-22,84
2013-08-23,84
2013-08-24,98
2013-08-25,84
2013-08-26,84
2013-08-27,86
2013-08-28,85
2013-08-29,86
2013-08-30,89
2013-08-31,103
2013-09-01,85
2013-09-02,84
2013-09-03,83
2013-09-04,81
2013-09-05,80
2013-09-06,80
2013-09-07,91
2013-09-08,83
2013-09-09,81
2013-09-10,85
2013-09-11,84
2013-09-12,85
2013-09-13,91
2013-09-14,101
2013-09-15,95
2013-09-16,86
2013-09-17,84
2013-09-18,86
2013-09-19,81
2013-09-20,81
2013-09-21,93
2013-09-22,82
2013-09-23,80
2013-09-24,82
2013-09-25,81
2013-09-26,83
2013-09-27,84
2013-09-28,101
2013-09-29,83
2013-09-30,82
2013-10-01,81
2013-10-02,82
2013-10-03,79
2013-10-04,83
2013-10-05,87
2013-10-06,85
2013-10-07,80
2013-10-08,81
2013-10-09,84
2013-10-10,83
2013-10-11,86
2013-10-12,102
2013-10-13,86
2013-10-14,86
2013-10-15,86
2013-10-16,86
2013-10-17,86
2013-10-18,87
2013-10-19,98
2013-10-20,93
2013-10-21,86
2013-10-22,86
2013-10-23,86
2013-10-24,90
2013-10-25,87
2013-10-26,95
2013-10-27,95
2013-10-28,84
2013-10-29,85
2013-10-30,83
2013-10-31,85
2013-11-01,81
2013-11-02,97
2013-11-03,81
2013-11-04,81
2013-11-05,82
2013-11-06,81
2013-11-07,81
2013-11-08,85
2013-11-09,95
2013-11-10,84
2013-11-11,82
2013-11-12,82
2013-11-13,82
2013-11-14,82
2013-11-15,85
2013-11-16,95
2013-11-17,89
2013-11-18,81
2013-11-19,81
2013-11-20,81
2013-11-21,81
2013-11-22,85
2013-11-23,89
2013-11-24,82
2013-11-25,76
2013-11-26,76
2013-11-27,73
2013-11-28,81
2013-11-29,68
2013-11-30,70
2013-12-01,68
2013-12-02,70
2013-12-03,73
2013-12-04,75
2013-12-05,78
2013-12-06,82
2013-12-07,94
2013-12-08,85
2013-12-09,82
2013-12-10,82
2013-12-11,83
2013-12-12,83
2013-12-13,81
2013-12-14,94
2013-12-15,80
2013-12-16,79
2013-12-17,78
2013-12-18,77
2013-12-19,78
2013-12-20,75
2013-12-21,80
2013-12-22,74
2013-12-23,66
2013-12-24,64
2013-12-25,66
2013-12-26,54
2013-12-27,51
2013-12-28,49
2013-12-29,49
2013-12-30,47
2013-12-31,49
2014-01-01,57
2014-01-02,50
2014-01-03,51
2014-01-04,60
2014-01-05,56
2014-01-06,60
2014-01-07,64
2014-01-08,69
2014-01-09,72
2014-01-10,79
2014-01-11,91
2014-01-12,86
2014-01-13,83
2014-01-14,84
2014-01-15,85
2014-01-16,86
2014-01-17,90
2014-01-18,102
2014-01-19,94
2014-01-20,86
2014-01-21,85
2014-01-22,83
2014-01-23,84
2014-01-24,82
2014-01-25,91
2014-01-26,84
2014-01-27,80
2014-01-28,80
2014-01-29,83
2014-01-30,80
2014-01-31,82
2014-02-01,97
2014-02-02,80
2014-02-03,80
2014-02-04,80
2014-02-05,82
2014-02-06,81
2014-02-07,80
2014-02-08,95
2014-02-09,80
2014-02-10,81
2014-02-11,82
2014-02-12,83
2014-02-13,85
2014-02-14,84
2014-02-15,97
2014-02-16,87
2014-02-17,83
2014-02-18,82
2014-02-19,84
2014-02-20,82
2014-02-21,80
2014-02-22,93
2014-02-23,80
2014-02-24,80
2014-02-25,80
2014-02-26,81
2014-02-27,81
2014-02-28,87
2014-03-01,82
