Date,Five Below
2013-05-08,34
2013-05-09,33
2013-05-10,33
2013-05-11,33
2013-05-12,34
2013-05-13,34
2013-05-14,33
2013-05-15,33
2013-05-16,33
2013-05-17,33
2013-05-18,33
2013-05-19,33
2013-05-20,35
2013-05-21,34
2013-05-22,34
2013-05-23,34
2013-05-24,35
2013-05-25,35
2013-05-26,35
2013-05-27,37
2013-05-28,37
2013-05-29,37
2013-05-30,37
2013-05-31,38
2013-06-01,39
2013-06-02,39
2013-06-03,43
2013-06-04,42
2013-06-05,41
2013-06-06,45
2013-06-07,43
2013-06-08,44
2013-06-09,45
2013-06-10,49
2013-06-11,48
2013-06-12,48
2013-06-13,49
2013-06-14,50
2013-06-15,54
2013-06-16,52
2013-06-17,51
2013-06-18,48
2013-06-19,47
2013-06-20,46
2013-06-21,45
2013-06-22,44
2013-06-23,43
2013-06-24,45
2013-06-25,44
2013-06-26,44
2013-06-27,43
2013-06-28,43
2013-06-29,43
2013-06-30,44
2013-07-01,45
2013-07-02,47
2013-07-03,47
2013-07-04,48
2013-07-05,50
2013-07-06,51
2013-07-07,50
2013-07-08,52
2013-07-09,49
2013-07-10,48
2013-07-11,49
2013-07-12,47
2013-07-13,47
2013-07-14,48
2013-07-15,51
2013-07-16,50
2013-07-17,52
2013-07-18,52
2013-07-19,53
2013-07-20,55
2013-07-21,54
2013-07-22,56
2013-07-23,52
2013-07-24,54
2013-07-25,51
2013-07-26,50
2013-07-27,50
2013-07-28,50
2013-07-29,54
2013-07-30,50
2013-07-31,52
2013-08-01,51
2013-08-02,51
2013-08-03,52
2013-08-04,52
2013-08-05,55
2013-08-06,54
2013-08-07,54
2013-08-08,54
2013-08-09,55
2013-08-10,55
2013-08-11,54
2013-08-12,58
2013-08-13,54
2013-08-14,53
2013-08-15,52
2013-08-16,52
2013-08-17,52
2013-08-18,51
2013-08-19,55
2013-08-20,51
2013-08-21,52
2013-08-22,51
2013-08-23,51
2013-08-24,51
2013-08-25,50
2013-08-26,53
2013-08-27,51
2013-08-28,48
2013-08-29,49
2013-08-30,47
2013-08-31,47
2013-09-01,46
2013-09-02,45
2013-09-03,48
2013-09-04,44
2013-09-05,43
2013-09-06,42
2013-09-07,42
2013-09-08,42
2013-09-09,45
2013-09-10,43
2013-09-11,44
2013-09-12,43
2013-09-13,43
2013-09-14,44
2013-09-15,43
2013-09-16,47
2013-09-17,43
2013-09-18,44
2013-09-19,43
2013-09-20,43
2013-09-21,43
2013-09-22,43
2013-09-23,45
2013-09-24,43
2013-09-25,41
2013-09-26,41
2013-09-27,42
2013-09-28,41
2013-09-29,41
2013-09-30,45
