Date,Body Central
2010-09-05,43
2010-09-06,44
2010-09-07,48
2010-09-08,49
2010-09-09,52
2010-09-10,54
2010-09-11,57
2010-09-12,58
2010-09-13,62
2010-09-14,61
2010-09-15,65
2010-09-16,65
2010-09-17,65
2010-09-18,67
2010-09-19,66
2010-09-20,67
2010-09-21,64
2010-09-22,66
2010-09-23,62
2010-09-24,61
2010-09-25,63
2010-09-26,60
2010-09-27,60
2010-09-28,62
2010-09-29,60
2010-09-30,60
2010-10-01,60
2010-10-02,60
2010-10-03,63
2010-10-04,59
2010-10-05,59
2010-10-06,59
2010-10-07,57
2010-10-08,57
2010-10-09,59
2010-10-10,57
2010-10-11,57
2010-10-12,61
2010-10-13,57
2010-10-14,57
2010-10-15,57
2010-10-16,58
2010-10-17,59
2010-10-18,61
2010-10-19,61
2010-10-20,62
2010-10-21,63
2010-10-22,65
2010-10-23,67
2010-10-24,64
2010-10-25,63
2010-10-26,63
2010-10-27,64
2010-10-28,60
2010-10-29,61
2010-10-30,59
2010-10-31,61
2010-11-01,60
2010-11-02,60
2010-11-03,61
2010-11-04,61
2010-11-05,63
2010-11-06,63
2010-11-07,62
2010-11-08,64
2010-11-09,62
2010-11-10,62
2010-11-11,63
2010-11-12,62
2010-11-13,62
2010-11-14,63
2010-11-15,64
2010-11-16,65
2010-11-17,66
2010-11-18,68
2010-11-19,68
2010-11-20,69
2010-11-21,70
2010-11-22,72
2010-11-23,71
2010-11-24,72
2010-11-25,74
2010-11-26,73
2010-11-27,76
2010-11-28,75
2010-11-29,72
2010-11-30,71
2010-12-01,72
2010-12-02,69
2010-12-03,68
2010-12-04,67
2010-12-05,68
2010-12-06,69
2010-12-07,69
2010-12-08,70
2010-12-09,71
2010-12-10,72
2010-12-11,73
2010-12-12,72
2010-12-13,76
2010-12-14,72
2010-12-15,72
2010-12-16,72
2010-12-17,72
2010-12-18,74
2010-12-19,70
2010-12-20,72
2010-12-21,66
2010-12-22,65
2010-12-23,64
2010-12-24,64
2010-12-25,60
2010-12-26,62
2010-12-27,64
2010-12-28,68
2010-12-29,69
2010-12-30,74
2010-12-31,74
2011-01-01,77
2011-01-02,75
2011-01-03,74
2011-01-04,73
2011-01-05,72
2011-01-06,71
2011-01-07,70
2011-01-08,69
2011-01-09,70
2011-01-10,71
2011-01-11,69
2011-01-12,73
2011-01-13,70
2011-01-14,72
2011-01-15,71
2011-01-16,70
2011-01-17,69
2011-01-18,70
2011-01-19,67
2011-01-20,66
2011-01-21,65
2011-01-22,64
2011-01-23,65
2011-01-24,65
2011-01-25,65
2011-01-26,66
2011-01-27,68
2011-01-28,67
2011-01-29,70
2011-01-30,69
2011-01-31,73
2011-02-01,72
2011-02-02,75
2011-02-03,75
2011-02-04,77
2011-02-05,79
2011-02-06,82
2011-02-07,80
2011-02-08,80
2011-02-09,83
2011-02-10,81
2011-02-11,82
2011-02-12,83
2011-02-13,82
2011-02-14,85
2011-02-15,79
2011-02-16,78
2011-02-17,78
2011-02-18,76
2011-02-19,75
2011-02-20,75
2011-02-21,75
2011-02-22,76
2011-02-23,76
2011-02-24,77
2011-02-25,77
2011-02-26,79
2011-02-27,78
2011-02-28,81
2011-03-01,78
2011-03-02,78
2011-03-03,78
2011-03-04,78
2011-03-05,78
2011-03-06,81
2011-03-07,78
2011-03-08,80
2011-03-09,78
2011-03-10,78
2011-03-11,81
2011-03-12,80
2011-03-13,81
2011-03-14,77
2011-03-15,76
2011-03-16,75
2011-03-17,75
2011-03-18,73
2011-03-19,72
2011-03-20,73
2011-03-21,75
2011-03-22,77
2011-03-23,78
2011-03-24,81
2011-03-25,82
2011-03-26,85
2011-03-27,83
2011-03-28,85
2011-03-29,83
2011-03-30,84
2011-03-31,84
2011-04-01,83
2011-04-02,84
2011-04-03,82
2011-04-04,81
2011-04-05,80
2011-04-06,78
2011-04-07,78
2011-04-08,76
2011-04-09,75
2011-04-10,78
2011-04-11,77
2011-04-12,79
2011-04-13,79
2011-04-14,81
2011-04-15,82
2011-04-16,83
2011-04-17,82
2011-04-18,82
2011-04-19,81
2011-04-20,81
2011-04-21,81
2011-04-22,82
2011-04-23,82
2011-04-24,79
2011-04-25,79
2011-04-26,79
2011-04-27,77
2011-04-28,78
2011-04-29,79
2011-04-30,77
2011-05-01,75
2011-05-02,74
2011-05-03,76
2011-05-04,74
2011-05-05,73
2011-05-06,74
2011-05-07,72
2011-05-08,76
2011-05-09,74
2011-05-10,75
2011-05-11,80
2011-05-12,78
2011-05-13,79
2011-05-14,81
2011-05-15,80
2011-05-16,82
2011-05-17,80
2011-05-18,79
2011-05-19,79
2011-05-20,80
2011-05-21,82
2011-05-22,78
2011-05-23,78
2011-05-24,77
2011-05-25,77
2011-05-26,76
2011-05-27,77
2011-05-28,77
2011-05-29,76
2011-05-30,80
2011-05-31,76
2011-06-01,78
2011-06-02,76
2011-06-03,78
2011-06-04,77
2011-06-05,81
2011-06-06,75
2011-06-07,74
2011-06-08,74
2011-06-09,72
2011-06-10,72
2011-06-11,71
2011-06-12,70
2011-06-13,71
2011-06-14,75
2011-06-15,74
2011-06-16,74
2011-06-17,76
2011-06-18,79
2011-06-19,75
2011-06-20,75
2011-06-21,75
2011-06-22,75
2011-06-23,74
2011-06-24,75
2011-06-25,74
2011-06-26,73
2011-06-27,73
2011-06-28,73
2011-06-29,73
2011-06-30,71
2011-07-01,71
2011-07-02,71
2011-07-03,71
2011-07-04,72
2011-07-05,68
2011-07-06,67
2011-07-07,66
2011-07-08,66
2011-07-09,65
2011-07-10,68
2011-07-11,66
2011-07-12,66
2011-07-13,67
2011-07-14,68
2011-07-15,69
2011-07-16,69
2011-07-17,69
2011-07-18,70
2011-07-19,70
2011-07-20,72
2011-07-21,73
2011-07-22,72
2011-07-23,73
2011-07-24,74
2011-07-25,77
2011-07-26,78
2011-07-27,79
2011-07-28,81
2011-07-29,84
2011-07-30,85
2011-07-31,85
2011-08-01,85
2011-08-02,85
2011-08-03,85
2011-08-04,86
2011-08-05,85
2011-08-06,87
2011-08-07,87
2011-08-08,85
2011-08-09,88
2011-08-10,85
2011-08-11,86
2011-08-12,85
2011-08-13,87
2011-08-14,84
2011-08-15,84
2011-08-16,83
2011-08-17,86
2011-08-18,82
2011-08-19,82
2011-08-20,83
2011-08-21,81
2011-08-22,82
2011-08-23,79
2011-08-24,78
2011-08-25,77
2011-08-26,76
2011-08-27,75
2011-08-28,76
2011-08-29,76
2011-08-30,78
2011-08-31,77
2011-09-01,78
2011-09-02,81
2011-09-03,80
2011-09-04,81
2011-09-05,84
2011-09-06,83
2011-09-07,84
2011-09-08,85
2011-09-09,86
2011-09-10,87
2011-09-11,88
2011-09-12,88
2011-09-13,85
2011-09-14,84
2011-09-15,84
2011-09-16,85
2011-09-17,83
2011-09-18,82
2011-09-19,86
2011-09-20,81
2011-09-21,81
2011-09-22,80
2011-09-23,79
2011-09-24,79
2011-09-25,79
2011-09-26,79
2011-09-27,81
2011-09-28,79
2011-09-29,79
2011-09-30,81
2011-10-01,79
2011-10-02,78
2011-10-03,77
2011-10-04,76
2011-10-05,76
2011-10-06,75
2011-10-07,73
2011-10-08,74
2011-10-09,72
2011-10-10,72
2011-10-11,71
2011-10-12,70
2011-10-13,69
2011-10-14,70
2011-10-15,68
2011-10-16,69
2011-10-17,71
2011-10-18,73
2011-10-19,75
2011-10-20,77
2011-10-21,80
2011-10-22,81
2011-10-23,80
2011-10-24,80
2011-10-25,82
2011-10-26,79
2011-10-27,78
2011-10-28,79
2011-10-29,79
2011-10-30,76
2011-10-31,76
2011-11-01,74
2011-11-02,73
2011-11-03,73
2011-11-04,70
2011-11-05,69
2011-11-06,69
2011-11-07,74
2011-11-08,71
2011-11-09,73
2011-11-10,73
2011-11-11,74
2011-11-12,75
2011-11-13,76
2011-11-14,75
2011-11-15,76
2011-11-16,75
2011-11-17,76
2011-11-18,75
2011-11-19,76
2011-11-20,77
2011-11-21,79
2011-11-22,80
2011-11-23,82
2011-11-24,86
2011-11-25,85
2011-11-26,88
2011-11-27,90
2011-11-28,90
2011-11-29,93
2011-11-30,95
2011-12-01,98
2011-12-02,98
2011-12-03,101
2011-12-04,98
2011-12-05,96
2011-12-06,96
2011-12-07,92
2011-12-08,91
2011-12-09,88
2011-12-10,86
2011-12-11,89
2011-12-12,86
2011-12-13,86
2011-12-14,89
2011-12-15,86
2011-12-16,87
2011-12-17,90
2011-12-18,85
2011-12-19,84
2011-12-20,86
2011-12-21,81
2011-12-22,83
2011-12-23,79
2011-12-24,78
2011-12-25,81
2011-12-26,82
2011-12-27,84
2011-12-28,88
2011-12-29,88
2011-12-30,91
2011-12-31,94
