Date,XOOM Corporation
2013-03-25,56
2013-03-26,56
2013-03-27,55
2013-03-28,57
2013-03-29,55
2013-03-30,55
2013-03-31,56
2013-04-01,57
2013-04-02,58
2013-04-03,59
2013-04-04,60
2013-04-05,61
2013-04-06,63
2013-04-07,62
2013-04-08,59
2013-04-09,59
2013-04-10,56
2013-04-11,55
2013-04-12,54
2013-04-13,53
2013-04-14,54
2013-04-15,54
2013-04-16,55
2013-04-17,56
2013-04-18,57
2013-04-19,58
2013-04-20,60
2013-04-21,61
2013-04-22,57
2013-04-23,57
2013-04-24,57
2013-04-25,56
2013-04-26,55
2013-04-27,56
2013-04-28,57
2013-04-29,57
2013-04-30,58
2013-05-01,59
2013-05-02,60
2013-05-03,61
2013-05-04,63
2013-05-05,64
2013-05-06,65
2013-05-07,66
2013-05-08,68
2013-05-09,69
2013-05-10,71
2013-05-11,76
2013-05-12,76
2013-05-13,70
2013-05-14,70
2013-05-15,68
2013-05-16,66
2013-05-17,65
2013-05-18,64
2013-05-19,65
2013-05-20,64
2013-05-21,64
2013-05-22,65
2013-05-23,64
2013-05-24,64
2013-05-25,65
2013-05-26,67
2013-05-27,65
2013-05-28,65
2013-05-29,66
2013-05-30,66
2013-05-31,67
2013-06-01,70
2013-06-02,70
2013-06-03,67
2013-06-04,67
2013-06-05,69
2013-06-06,66
2013-06-07,66
2013-06-08,70
2013-06-09,69
2013-06-10,70
2013-06-11,72
2013-06-12,75
2013-06-13,78
2013-06-14,78
2013-06-15,81
2013-06-16,85
2013-06-17,81
2013-06-18,81
2013-06-19,81
2013-06-20,81
2013-06-21,81
2013-06-22,87
2013-06-23,81
2013-06-24,79
2013-06-25,78
2013-06-26,77
2013-06-27,76
2013-06-28,75
2013-06-29,76
2013-06-30,74
2013-07-01,72
2013-07-02,72
2013-07-03,71
2013-07-04,71
2013-07-05,70
2013-07-06,72
2013-07-07,72
2013-07-08,68
2013-07-09,69
2013-07-10,67
2013-07-11,67
2013-07-12,64
2013-07-13,64
2013-07-14,65
2013-07-15,64
2013-07-16,65
2013-07-17,64
2013-07-18,65
2013-07-19,64
2013-07-20,65
2013-07-21,67
2013-07-22,65
2013-07-23,66
2013-07-24,65
2013-07-25,65
2013-07-26,65
2013-07-27,66
2013-07-28,69
2013-07-29,67
2013-07-30,68
2013-07-31,70
2013-08-01,74
2013-08-02,72
2013-08-03,75
2013-08-04,76
2013-08-05,72
2013-08-06,72
2013-08-07,71
2013-08-08,72
2013-08-09,70
2013-08-10,69
2013-08-11,72
2013-08-12,69
2013-08-13,70
2013-08-14,70
2013-08-15,71
2013-08-16,71
2013-08-17,74
2013-08-18,79
2013-08-19,76
2013-08-20,78
2013-08-21,80
2013-08-22,82
2013-08-23,84
2013-08-24,91
2013-08-25,91
2013-08-26,90
2013-08-27,92
2013-08-28,94
2013-08-29,99
2013-08-30,98
2013-08-31,105
2013-09-01,102
2013-09-02,93
2013-09-03,89
2013-09-04,86
2013-09-05,83
2013-09-06,79
2013-09-07,76
2013-09-08,79
2013-09-09,72
2013-09-10,70
2013-09-11,69
2013-09-12,66
2013-09-13,64
2013-09-14,63
2013-09-15,63
2013-09-16,61
2013-09-17,61
2013-09-18,61
2013-09-19,59
2013-09-20,59
2013-09-21,62
2013-09-22,60
2013-09-23,58
2013-09-24,58
2013-09-25,59
2013-09-26,58
2013-09-27,58
2013-09-28,59
2013-09-29,59
2013-09-30,58
2013-10-01,59
2013-10-02,61
2013-10-03,60
2013-10-04,60
2013-10-05,62
2013-10-06,61
2013-10-07,59
2013-10-08,58
2013-10-09,58
2013-10-10,56
2013-10-11,55
2013-10-12,55
2013-10-13,56
2013-10-14,54
2013-10-15,54
2013-10-16,55
2013-10-17,55
2013-10-18,55
2013-10-19,56
2013-10-20,57
2013-10-21,54
2013-10-22,55
2013-10-23,53
2013-10-24,54
2013-10-25,52
2013-10-26,52
2013-10-27,54
2013-10-28,53
2013-10-29,54
2013-10-30,55
2013-10-31,56
2013-11-01,57
2013-11-02,59
2013-11-03,58
2013-11-04,57
2013-11-05,58
2013-11-06,58
2013-11-07,57
2013-11-08,57
2013-11-09,57
2013-11-10,61
2013-11-11,58
2013-11-12,58
2013-11-13,61
2013-11-14,59
2013-11-15,60
2013-11-16,63
2013-11-17,60
2013-11-18,58
2013-11-19,57
2013-11-20,56
2013-11-21,55
2013-11-22,54
2013-11-23,54
2013-11-24,54
2013-11-25,52
2013-11-26,52
2013-11-27,52
2013-11-28,52
2013-11-29,51
2013-11-30,51
2013-12-01,53
2013-12-02,52
2013-12-03,52
2013-12-04,53
2013-12-05,53
2013-12-06,54
2013-12-07,55
2013-12-08,57
2013-12-09,54
2013-12-10,55
2013-12-11,55
2013-12-12,54
2013-12-13,54
2013-12-14,55
2013-12-15,57
2013-12-16,56
2013-12-17,58
2013-12-18,59
2013-12-19,61
2013-12-20,62
2013-12-21,64
2013-12-22,66
2013-12-23,62
2013-12-24,62
2013-12-25,65
2013-12-26,59
2013-12-27,58
2013-12-28,58
2013-12-29,59
2013-12-30,56
2013-12-31,56
2014-01-01,55
2014-01-02,55
2014-01-03,54
2014-01-04,55
2014-01-05,54
2014-01-06,52
2014-01-07,51
2014-01-08,53
2014-01-09,49
2014-01-10,48
2014-01-11,48
2014-01-12,48
2014-01-13,48
2014-01-14,48
2014-01-15,49
2014-01-16,49
2014-01-17,49
2014-01-18,50
2014-01-19,51
2014-01-20,50
2014-01-21,51
2014-01-22,51
2014-01-23,51
2014-01-24,51
2014-01-25,53
2014-01-26,54
2014-01-27,53
2014-01-28,54
2014-01-29,56
2014-01-30,56
2014-01-31,56
2014-02-01,57
