Date,K12 Inc
2007-08-27,88
2007-08-28,91
2007-08-29,89
2007-08-30,91
2007-08-31,92
2007-09-01,95
2007-09-02,91
2007-09-03,89
2007-09-04,88
2007-09-05,89
2007-09-06,85
2007-09-07,86
2007-09-08,85
2007-09-09,83
2007-09-10,84
2007-09-11,86
2007-09-12,89
2007-09-13,87
2007-09-14,89
2007-09-15,89
2007-09-16,89
2007-09-17,88
2007-09-18,88
2007-09-19,91
2007-09-20,88
2007-09-21,88
2007-09-22,88
2007-09-23,89
2007-09-24,89
2007-09-25,89
2007-09-26,92
2007-09-27,91
2007-09-28,91
2007-09-29,93
2007-09-30,91
2007-10-01,89
2007-10-02,88
2007-10-03,86
2007-10-04,86
2007-10-05,83
2007-10-06,85
2007-10-07,84
2007-10-08,83
2007-10-09,84
2007-10-10,84
2007-10-11,85
2007-10-12,86
2007-10-13,90
2007-10-14,87
2007-10-15,84
2007-10-16,84
2007-10-17,84
2007-10-18,81
2007-10-19,80
2007-10-20,78
2007-10-21,78
2007-10-22,79
2007-10-23,79
2007-10-24,83
2007-10-25,80
2007-10-26,82
2007-10-27,81
2007-10-28,81
2007-10-29,79
2007-10-30,78
2007-10-31,77
2007-11-01,76
2007-11-02,75
2007-11-03,80
2007-11-04,74
2007-11-05,74
2007-11-06,75
2007-11-07,75
2007-11-08,78
2007-11-09,76
2007-11-10,81
2007-11-11,77
2007-11-12,76
2007-11-13,76
2007-11-14,76
2007-11-15,76
2007-11-16,75
2007-11-17,75
2007-11-18,75
2007-11-19,75
2007-11-20,75
2007-11-21,78
2007-11-22,75
2007-11-23,76
2007-11-24,76
2007-11-25,78
2007-11-26,80
2007-11-27,83
2007-11-28,84
2007-11-29,87
2007-11-30,89
2007-12-01,92
2007-12-02,91
2007-12-03,90
2007-12-04,90
2007-12-05,89
2007-12-06,90
2007-12-07,91
2007-12-08,88
2007-12-09,86
2007-12-10,83
2007-12-11,81
2007-12-12,78
2007-12-13,77
2007-12-14,74
2007-12-15,75
2007-12-16,72
2007-12-17,72
2007-12-18,72
2007-12-19,75
2007-12-20,72
2007-12-21,73
2007-12-22,75
2007-12-23,71
2007-12-24,70
2007-12-25,73
2007-12-26,68
2007-12-27,68
2007-12-28,66
2007-12-29,68
2007-12-30,68
2007-12-31,71
2008-01-01,73
2008-01-02,76
2008-01-03,80
2008-01-04,81
2008-01-05,87
2008-01-06,85
2008-01-07,84
2008-01-08,84
2008-01-09,85
2008-01-10,86
2008-01-11,88
2008-01-12,86
2008-01-13,87
2008-01-14,88
2008-01-15,89
2008-01-16,90
2008-01-17,92
2008-01-18,92
2008-01-19,95
2008-01-20,95
2008-01-21,90
2008-01-22,89
2008-01-23,87
2008-01-24,87
2008-01-25,85
2008-01-26,83
2008-01-27,87
2008-01-28,83
2008-01-29,84
2008-01-30,85
2008-01-31,85
2008-02-01,85
2008-02-02,86
2008-02-03,90
2008-02-04,85
2008-02-05,85
2008-02-06,86
2008-02-07,85
2008-02-08,84
2008-02-09,85
2008-02-10,83
2008-02-11,82
2008-02-12,84
2008-02-13,81
2008-02-14,83
2008-02-15,80
2008-02-16,81
2008-02-17,81
2008-02-18,81
2008-02-19,81
2008-02-20,84
2008-02-21,83
2008-02-22,83
2008-02-23,84
2008-02-24,86
2008-02-25,84
2008-02-26,84
2008-02-27,84
2008-02-28,85
2008-02-29,84
2008-03-01,86
2008-03-02,86
2008-03-03,83
2008-03-04,83
2008-03-05,82
2008-03-06,83
2008-03-07,86
2008-03-08,83
2008-03-09,81
2008-03-10,81
2008-03-11,81
2008-03-12,80
2008-03-13,82
2008-03-14,82
2008-03-15,82
2008-03-16,79
2008-03-17,79
2008-03-18,79
2008-03-19,81
2008-03-20,79
2008-03-21,79
2008-03-22,81
2008-03-23,80
2008-03-24,80
2008-03-25,80
2008-03-26,85
2008-03-27,81
2008-03-28,82
2008-03-29,86
2008-03-30,83
2008-03-31,84
2008-04-01,84
2008-04-02,87
2008-04-03,85
2008-04-04,89
2008-04-05,88
2008-04-06,87
2008-04-07,87
2008-04-08,87
2008-04-09,88
2008-04-10,89
2008-04-11,88
2008-04-12,90
2008-04-13,89
2008-04-14,88
2008-04-15,87
2008-04-16,87
2008-04-17,89
2008-04-18,89
2008-04-19,86
2008-04-20,87
2008-04-21,84
2008-04-22,83
2008-04-23,84
2008-04-24,82
2008-04-25,81
2008-04-26,81
2008-04-27,83
2008-04-28,82
2008-04-29,83
2008-04-30,84
2008-05-01,85
2008-05-02,86
2008-05-03,90
2008-05-04,87
2008-05-05,87
2008-05-06,87
2008-05-07,87
2008-05-08,87
2008-05-09,90
2008-05-10,89
2008-05-11,87
2008-05-12,87
2008-05-13,89
2008-05-14,87
2008-05-15,87
2008-05-16,90
2008-05-17,91
2008-05-18,89
2008-05-19,90
2008-05-20,91
2008-05-21,98
2008-05-22,93
2008-05-23,97
2008-05-24,95
2008-05-25,95
2008-05-26,95
2008-05-27,95
2008-05-28,95
2008-05-29,95
2008-05-30,96
2008-05-31,99
2008-06-01,94
2008-06-02,93
2008-06-03,94
2008-06-04,92
2008-06-05,91
2008-06-06,92
2008-06-07,93
2008-06-08,89
2008-06-09,89
2008-06-10,89
2008-06-11,89
2008-06-12,90
2008-06-13,88
2008-06-14,91
2008-06-15,88
2008-06-16,89
2008-06-17,90
2008-06-18,90
2008-06-19,92
2008-06-20,92
2008-06-21,97
2008-06-22,92
2008-06-23,92
2008-06-24,91
2008-06-25,94
2008-06-26,93
2008-06-27,90
2008-06-28,90
2008-06-29,90
2008-06-30,88
2008-07-01,88
2008-07-02,87
2008-07-03,87
2008-07-04,92
2008-07-05,86
2008-07-06,88
2008-07-07,88
2008-07-08,89
2008-07-09,91
2008-07-10,92
2008-07-11,93
2008-07-12,97
2008-07-13,93
2008-07-14,93
2008-07-15,92
2008-07-16,93
2008-07-17,93
2008-07-18,93
2008-07-19,91
2008-07-20,91
2008-07-21,92
2008-07-22,94
2008-07-23,95
2008-07-24,94
2008-07-25,97
2008-07-26,97
2008-07-27,95
2008-07-28,94
2008-07-29,94
2008-07-30,94
2008-07-31,93
2008-08-01,93
2008-08-02,93
2008-08-03,92
2008-08-04,92
2008-08-05,92
2008-08-06,94
2008-08-07,92
2008-08-08,94
2008-08-09,93
2008-08-10,91
2008-08-11,91
2008-08-12,91
2008-08-13,91
2008-08-14,92
2008-08-15,92
2008-08-16,93
2008-08-17,91
2008-08-18,91
2008-08-19,92
2008-08-20,92
2008-08-21,91
2008-08-22,91
2008-08-23,96
2008-08-24,90
2008-08-25,90
2008-08-26,90
2008-08-27,93
2008-08-28,91
2008-08-29,93
2008-08-30,92
2008-08-31,89
2008-09-01,90
2008-09-02,89
2008-09-03,88
2008-09-04,91
2008-09-05,88
2008-09-06,89
2008-09-07,88
2008-09-08,90
2008-09-09,90
2008-09-10,93
2008-09-11,92
2008-09-12,95
2008-09-13,96
2008-09-14,94
2008-09-15,92
2008-09-16,91
2008-09-17,90
2008-09-18,90
2008-09-19,89
2008-09-20,88
2008-09-21,86
2008-09-22,85
2008-09-23,87
2008-09-24,84
2008-09-25,83
2008-09-26,83
2008-09-27,82
2008-09-28,83
2008-09-29,82
2008-09-30,82
2008-10-01,82
2008-10-02,82
2008-10-03,82
2008-10-04,84
2008-10-05,83
2008-10-06,81
2008-10-07,81
2008-10-08,82
2008-10-09,81
2008-10-10,82
2008-10-11,82
2008-10-12,80
2008-10-13,79
2008-10-14,79
2008-10-15,78
2008-10-16,77
2008-10-17,77
2008-10-18,79
2008-10-19,78
2008-10-20,77
2008-10-21,78
2008-10-22,79
2008-10-23,78
2008-10-24,82
2008-10-25,80
2008-10-26,78
2008-10-27,78
2008-10-28,78
2008-10-29,77
2008-10-30,77
2008-10-31,79
2008-11-01,77
2008-11-02,77
2008-11-03,77
2008-11-04,81
2008-11-05,79
2008-11-06,78
2008-11-07,80
2008-11-08,79
2008-11-09,82
2008-11-10,79
2008-11-11,81
2008-11-12,80
2008-11-13,81
2008-11-14,84
2008-11-15,83
2008-11-16,81
2008-11-17,80
2008-11-18,80
2008-11-19,80
2008-11-20,79
2008-11-21,81
2008-11-22,80
2008-11-23,77
2008-11-24,74
2008-11-25,73
2008-11-26,73
2008-11-27,73
2008-11-28,69
2008-11-29,67
2008-11-30,68
2008-12-01,70
2008-12-02,72
2008-12-03,75
2008-12-04,76
2008-12-05,78
2008-12-06,82
2008-12-07,80
2008-12-08,78
2008-12-09,77
2008-12-10,77
2008-12-11,76
2008-12-12,77
2008-12-13,79
2008-12-14,74
2008-12-15,74
2008-12-16,75
2008-12-17,73
2008-12-18,73
2008-12-19,74
2008-12-20,73
2008-12-21,71
2008-12-22,70
2008-12-23,69
2008-12-24,71
2008-12-25,67
2008-12-26,67
2008-12-27,66
2008-12-28,67
2008-12-29,67
2008-12-30,68
2008-12-31,71
