Date,Zillow
2011-11-04,74
2011-11-05,74
2011-11-06,74
2011-11-07,75
2011-11-08,74
2011-11-09,75
2011-11-10,74
2011-11-11,74
2011-11-12,75
2011-11-13,74
2011-11-14,74
2011-11-15,74
2011-11-16,74
2011-11-17,74
2011-11-18,73
2011-11-19,73
2011-11-20,71
2011-11-21,70
2011-11-22,69
2011-11-23,68
2011-11-24,68
2011-11-25,64
2011-11-26,63
2011-11-27,64
2011-11-28,66
2011-11-29,67
2011-11-30,70
2011-12-01,70
2011-12-02,71
2011-12-03,73
2011-12-04,72
2011-12-05,72
2011-12-06,71
2011-12-07,71
2011-12-08,70
2011-12-09,69
2011-12-10,69
2011-12-11,69
2011-12-12,71
2011-12-13,70
2011-12-14,71
2011-12-15,71
2011-12-16,71
2011-12-17,72
2011-12-18,72
2011-12-19,72
2011-12-20,73
2011-12-21,73
2011-12-22,75
2011-12-23,75
2011-12-24,75
2011-12-25,77
2011-12-26,78
2011-12-27,80
2011-12-28,82
2011-12-29,83
2011-12-30,85
2011-12-31,87
2012-01-01,87
2012-01-02,87
2012-01-03,88
2012-01-04,89
2012-01-05,89
2012-01-06,89
2012-01-07,90
2012-01-08,89
2012-01-09,91
2012-01-10,89
2012-01-11,90
2012-01-12,89
2012-01-13,89
2012-01-14,89
2012-01-15,88
2012-01-16,89
2012-01-17,88
2012-01-18,88
2012-01-19,88
2012-01-20,87
2012-01-21,87
2012-01-22,88
2012-01-23,89
2012-01-24,88
2012-01-25,88
2012-01-26,89
2012-01-27,89
2012-01-28,90
2012-01-29,90
2012-01-30,91
2012-01-31,90
2012-02-01,91
2012-02-02,91
2012-02-03,91
2012-02-04,92
2012-02-05,93
2012-02-06,93
2012-02-07,92
2012-02-08,92
2012-02-09,92
2012-02-10,92
2012-02-11,92
2012-02-12,92
2012-02-13,92
2012-02-14,90
2012-02-15,90
2012-02-16,89
2012-02-17,90
2012-02-18,89
2012-02-19,89
2012-02-20,90
2012-02-21,90
2012-02-22,90
2012-02-23,91
2012-02-24,90
2012-02-25,91
2012-02-26,91
2012-02-27,92
2012-02-28,92
2012-02-29,93
2012-03-01,93
2012-03-02,93
2012-03-03,94
2012-03-04,94
2012-03-05,95
2012-03-06,94
2012-03-07,94
2012-03-08,94
2012-03-09,94
2012-03-10,94
2012-03-11,94
2012-03-12,93
2012-03-13,92
2012-03-14,91
2012-03-15,91
2012-03-16,90
2012-03-17,90
2012-03-18,90
2012-03-19,90
2012-03-20,90
2012-03-21,92
2012-03-22,91
2012-03-23,92
2012-03-24,92
2012-03-25,91
2012-03-26,93
2012-03-27,91
2012-03-28,92
2012-03-29,91
2012-03-30,91
2012-03-31,91
2012-04-01,90
2012-04-02,90
2012-04-03,90
2012-04-04,89
2012-04-05,88
2012-04-06,88
2012-04-07,88
2012-04-08,87
2012-04-09,88
2012-04-10,88
2012-04-11,86
2012-04-12,87
2012-04-13,87
2012-04-14,86
2012-04-15,86
2012-04-16,88
2012-04-17,86
2012-04-18,86
2012-04-19,86
2012-04-20,86
2012-04-21,87
2012-04-22,87
2012-04-23,88
2012-04-24,88
2012-04-25,88
2012-04-26,89
2012-04-27,90
2012-04-28,90
2012-04-29,90
2012-04-30,90
2012-05-01,90
2012-05-02,92
2012-05-03,90
2012-05-04,90
2012-05-05,90
2012-05-06,89
2012-05-07,89
2012-05-08,88
2012-05-09,88
2012-05-10,87
2012-05-11,88
2012-05-12,87
2012-05-13,88
2012-05-14,86
2012-05-15,86
2012-05-16,86
2012-05-17,85
2012-05-18,86
2012-05-19,85
2012-05-20,85
2012-05-21,86
2012-05-22,85
2012-05-23,87
2012-05-24,86
2012-05-25,87
2012-05-26,87
2012-05-27,87
2012-05-28,88
2012-05-29,87
2012-05-30,89
2012-05-31,88
2012-06-01,89
2012-06-02,89
2012-06-03,88
2012-06-04,88
2012-06-05,88
2012-06-06,88
2012-06-07,86
2012-06-08,86
2012-06-09,86
2012-06-10,86
2012-06-11,87
2012-06-12,86
2012-06-13,86
2012-06-14,86
2012-06-15,87
2012-06-16,87
2012-06-17,87
2012-06-18,88
2012-06-19,87
2012-06-20,87
2012-06-21,87
2012-06-22,88
2012-06-23,88
2012-06-24,88
2012-06-25,89
2012-06-26,88
2012-06-27,90
2012-06-28,90
2012-06-29,89
2012-06-30,90
2012-07-01,89
2012-07-02,90
2012-07-03,89
2012-07-04,92
2012-07-05,89
2012-07-06,89
2012-07-07,89
2012-07-08,89
2012-07-09,91
2012-07-10,91
2012-07-11,92
2012-07-12,92
2012-07-13,93
2012-07-14,94
2012-07-15,94
2012-07-16,95
2012-07-17,94
2012-07-18,94
2012-07-19,96
2012-07-20,94
2012-07-21,95
2012-07-22,95
2012-07-23,97
2012-07-24,96
2012-07-25,98
2012-07-26,97
2012-07-27,99
2012-07-28,99
2012-07-29,98
2012-07-30,98
2012-07-31,96
2012-08-01,95
2012-08-02,95
2012-08-03,93
2012-08-04,93
2012-08-05,93
2012-08-06,94
2012-08-07,93
2012-08-08,93
2012-08-09,93
2012-08-10,93
2012-08-11,93
2012-08-12,93
2012-08-13,93
2012-08-14,93
2012-08-15,93
2012-08-16,94
2012-08-17,93
2012-08-18,94
2012-08-19,94
2012-08-20,95
2012-08-21,94
2012-08-22,94
2012-08-23,94
2012-08-24,94
2012-08-25,94
2012-08-26,93
2012-08-27,93
2012-08-28,91
2012-08-29,90
2012-08-30,90
2012-08-31,89
2012-09-01,88
2012-09-02,87
2012-09-03,89
2012-09-04,87
2012-09-05,87
2012-09-06,87
2012-09-07,87
2012-09-08,87
2012-09-09,86
2012-09-10,86
2012-09-11,85
2012-09-12,85
2012-09-13,84
2012-09-14,83
2012-09-15,83
2012-09-16,83
2012-09-17,84
2012-09-18,84
2012-09-19,85
2012-09-20,86
2012-09-21,87
2012-09-22,87
2012-09-23,87
2012-09-24,87
2012-09-25,87
2012-09-26,89
2012-09-27,89
2012-09-28,88
2012-09-29,89
2012-09-30,88
