Date,Angies List
2011-12-13,49
2011-12-14,51
2011-12-15,48
2011-12-16,48
2011-12-17,49
2011-12-18,48
2011-12-19,45
2011-12-20,45
2011-12-21,43
2011-12-22,43
2011-12-23,42
2011-12-24,40
2011-12-25,44
2011-12-26,44
2011-12-27,46
2011-12-28,49
2011-12-29,51
2011-12-30,55
2011-12-31,58
2012-01-01,57
2012-01-02,57
2012-01-03,59
2012-01-04,58
2012-01-05,59
2012-01-06,62
2012-01-07,61
2012-01-08,60
2012-01-09,59
2012-01-10,58
2012-01-11,58
2012-01-12,56
2012-01-13,60
2012-01-14,55
2012-01-15,52
2012-01-16,47
2012-01-17,45
2012-01-18,40
2012-01-19,35
2012-01-20,32
2012-01-21,28
2012-01-22,28
2012-01-23,27
2012-01-24,26
2012-01-25,27
2012-01-26,25
2012-01-27,25
2012-01-28,25
2012-01-29,25
2012-01-30,25
2012-01-31,25
2012-02-01,25
2012-02-02,26
2012-02-03,26
2012-02-04,27
2012-02-05,26
2012-02-06,26
2012-02-07,26
2012-02-08,26
2012-02-09,26
2012-02-10,26
2012-02-11,26
2012-02-12,27
2012-02-13,27
2012-02-14,28
2012-02-15,28
2012-02-16,28
2012-02-17,29
2012-02-18,30
2012-02-19,30
2012-02-20,30
2012-02-21,31
2012-02-22,30
2012-02-23,31
2012-02-24,30
2012-02-25,31
2012-02-26,32
2012-02-27,33
2012-02-28,34
2012-02-29,35
2012-03-01,38
2012-03-02,38
2012-03-03,40
2012-03-04,38
2012-03-05,37
2012-03-06,37
2012-03-07,38
2012-03-08,36
2012-03-09,35
2012-03-10,35
2012-03-11,34
2012-03-12,34
2012-03-13,35
2012-03-14,34
2012-03-15,34
2012-03-16,34
2012-03-17,36
2012-03-18,34
2012-03-19,34
2012-03-20,35
2012-03-21,35
2012-03-22,37
2012-03-23,35
2012-03-24,37
2012-03-25,36
2012-03-26,36
2012-03-27,37
2012-03-28,37
2012-03-29,38
2012-03-30,39
2012-03-31,41
2012-04-01,39
2012-04-02,38
2012-04-03,40
2012-04-04,38
2012-04-05,39
2012-04-06,38
2012-04-07,38
2012-04-08,40
2012-04-09,37
2012-04-10,37
2012-04-11,36
2012-04-12,37
2012-04-13,35
2012-04-14,35
2012-04-15,35
2012-04-16,36
2012-04-17,37
2012-04-18,38
2012-04-19,39
2012-04-20,39
2012-04-21,41
2012-04-22,39
2012-04-23,38
2012-04-24,39
2012-04-25,37
2012-04-26,37
2012-04-27,37
2012-04-28,37
2012-04-29,36
2012-04-30,36
2012-05-01,36
2012-05-02,36
2012-05-03,36
2012-05-04,36
2012-05-05,36
2012-05-06,36
2012-05-07,36
2012-05-08,37
2012-05-09,36
2012-05-10,37
2012-05-11,36
2012-05-12,37
2012-05-13,35
2012-05-14,35
2012-05-15,34
2012-05-16,35
2012-05-17,33
2012-05-18,34
2012-05-19,34
2012-05-20,33
2012-05-21,33
2012-05-22,33
2012-05-23,33
2012-05-24,33
2012-05-25,34
2012-05-26,33
2012-05-27,34
2012-05-28,32
2012-05-29,32
2012-05-30,32
2012-05-31,32
2012-06-01,32
2012-06-02,33
2012-06-03,32
2012-06-04,32
2012-06-05,32
2012-06-06,33
2012-06-07,34
2012-06-08,33
2012-06-09,35
2012-06-10,34
2012-06-11,34
2012-06-12,34
2012-06-13,35
2012-06-14,34
2012-06-15,35
2012-06-16,37
2012-06-17,35
2012-06-18,35
2012-06-19,35
2012-06-20,35
2012-06-21,35
2012-06-22,36
2012-06-23,37
2012-06-24,36
2012-06-25,36
2012-06-26,36
2012-06-27,38
2012-06-28,36
2012-06-29,37
2012-06-30,39
2012-07-01,36
2012-07-02,36
2012-07-03,37
2012-07-04,39
2012-07-05,36
2012-07-06,36
2012-07-07,36
2012-07-08,38
2012-07-09,37
2012-07-10,38
2012-07-11,40
2012-07-12,39
2012-07-13,40
2012-07-14,42
2012-07-15,41
2012-07-16,41
2012-07-17,43
2012-07-18,42
2012-07-19,44
2012-07-20,43
2012-07-21,46
2012-07-22,43
2012-07-23,43
2012-07-24,44
2012-07-25,43
2012-07-26,44
2012-07-27,43
2012-07-28,45
2012-07-29,42
2012-07-30,42
2012-07-31,42
2012-08-01,41
2012-08-02,40
2012-08-03,40
2012-08-04,42
2012-08-05,41
2012-08-06,40
2012-08-07,41
2012-08-08,42
2012-08-09,42
2012-08-10,43
2012-08-11,45
2012-08-12,43
2012-08-13,43
2012-08-14,43
2012-08-15,43
2012-08-16,44
2012-08-17,43
2012-08-18,45
2012-08-19,42
2012-08-20,42
2012-08-21,42
2012-08-22,43
2012-08-23,41
2012-08-24,41
2012-08-25,43
2012-08-26,40
2012-08-27,39
2012-08-28,38
2012-08-29,39
2012-08-30,37
2012-08-31,36
2012-09-01,35
2012-09-02,35
2012-09-03,34
2012-09-04,34
2012-09-05,34
2012-09-06,35
2012-09-07,35
2012-09-08,34
2012-09-09,36
2012-09-10,34
2012-09-11,34
2012-09-12,34
2012-09-13,35
2012-09-14,34
2012-09-15,36
2012-09-16,33
2012-09-17,33
2012-09-18,34
2012-09-19,33
2012-09-20,33
2012-09-21,33
2012-09-22,34
2012-09-23,33
2012-09-24,32
2012-09-25,33
2012-09-26,31
2012-09-27,30
2012-09-28,30
2012-09-29,31
2012-09-30,30
2012-10-01,30
2012-10-02,31
2012-10-03,30
2012-10-04,31
2012-10-05,31
2012-10-06,31
2012-10-07,31
2012-10-08,30
2012-10-09,30
2012-10-10,29
2012-10-11,30
2012-10-12,28
2012-10-13,28
2012-10-14,27
2012-10-15,27
2012-10-16,28
2012-10-17,27
2012-10-18,27
2012-10-19,27
2012-10-20,28
2012-10-21,27
2012-10-22,27
2012-10-23,27
2012-10-24,28
2012-10-25,27
2012-10-26,27
2012-10-27,30
2012-10-28,28
2012-10-29,28
2012-10-30,28
2012-10-31,28
2012-11-01,28
2012-11-02,28
2012-11-03,29
2012-11-04,27
2012-11-05,27
2012-11-06,27
2012-11-07,27
2012-11-08,26
2012-11-09,26
2012-11-10,28
2012-11-11,26
2012-11-12,26
2012-11-13,26
2012-11-14,26
2012-11-15,26
2012-11-16,26
2012-11-17,28
2012-11-18,24
2012-11-19,23
2012-11-20,22
2012-11-21,21
2012-11-22,21
2012-11-23,18
2012-11-24,17
2012-11-25,17
2012-11-26,18
2012-11-27,19
2012-11-28,20
2012-11-29,21
2012-11-30,22
2012-12-01,23
2012-12-02,24
2012-12-03,23
2012-12-04,23
2012-12-05,23
2012-12-06,23
2012-12-07,23
2012-12-08,23
2012-12-09,23
2012-12-10,22
2012-12-11,23
2012-12-12,22
2012-12-13,22
2012-12-14,22
2012-12-15,22
2012-12-16,23
2012-12-17,21
2012-12-18,21
2012-12-19,21
2012-12-20,21
2012-12-21,21
2012-12-22,21
2012-12-23,20
2012-12-24,21
2012-12-25,20
2012-12-26,19
2012-12-27,19
2012-12-28,18
2012-12-29,19
2012-12-30,19
2012-12-31,19
2013-01-01,20
2013-01-02,21
2013-01-03,22
2013-01-04,24
2013-01-05,25
2013-01-06,24
2013-01-07,23
2013-01-08,23
2013-01-09,24
2013-01-10,23
2013-01-11,23
2013-01-12,23
2013-01-13,24
2013-01-14,24
2013-01-15,25
2013-01-16,25
2013-01-17,26
2013-01-18,27
2013-01-19,28
2013-01-20,27
2013-01-21,27
2013-01-22,27
2013-01-23,27
2013-01-24,27
2013-01-25,27
2013-01-26,27
2013-01-27,26
2013-01-28,26
2013-01-29,26
2013-01-30,26
2013-01-31,26
