Date,Ancestry.com
2009-08-26,50
2009-08-27,51
2009-08-28,52
2009-08-29,53
2009-08-30,52
2009-08-31,50
2009-09-01,48
2009-09-02,47
2009-09-03,45
2009-09-04,44
2009-09-05,43
2009-09-06,44
2009-09-07,44
2009-09-08,46
2009-09-09,47
2009-09-10,48
2009-09-11,50
2009-09-12,51
2009-09-13,51
2009-09-14,52
2009-09-15,53
2009-09-16,53
2009-09-17,53
2009-09-18,54
2009-09-19,54
2009-09-20,53
2009-09-21,52
2009-09-22,51
2009-09-23,50
2009-09-24,49
2009-09-25,48
2009-09-26,47
2009-09-27,47
2009-09-28,48
2009-09-29,48
2009-09-30,48
2009-10-01,48
2009-10-02,49
2009-10-03,49
2009-10-04,50
2009-10-05,51
2009-10-06,53
2009-10-07,54
2009-10-08,55
2009-10-09,57
2009-10-10,58
2009-10-11,58
2009-10-12,57
2009-10-13,56
2009-10-14,55
2009-10-15,55
2009-10-16,54
2009-10-17,53
2009-10-18,55
2009-10-19,57
2009-10-20,59
2009-10-21,60
2009-10-22,62
2009-10-23,63
2009-10-24,65
2009-10-25,65
2009-11-01,66
2009-11-02,70
2009-11-03,72
2009-11-04,75
2009-11-05,78
2009-11-06,81
2009-11-07,84
2009-11-08,82
2009-11-09,80
2009-11-10,78
2009-11-11,76
2009-11-12,75
2009-11-13,73
2009-11-14,71
2009-11-15,69
2009-11-16,66
2009-11-17,64
2009-11-18,61
2009-11-19,59
2009-11-20,56
2009-11-21,54
2009-11-22,55
2009-11-23,56
2009-11-24,58
2009-11-25,60
2009-11-26,62
2009-11-27,63
2009-11-28,65
2009-11-29,67
2009-11-30,70
2009-12-01,72
2009-12-02,74
2009-12-03,77
2009-12-04,79
2009-12-05,81
2009-12-06,78
2009-12-07,74
2009-12-08,71
2009-12-09,68
2009-12-10,65
2009-12-11,62
2009-12-12,59
2009-12-13,58
2009-12-14,57
2009-12-15,56
2009-12-16,55
2009-12-17,54
2009-12-18,53
2009-12-19,52
2009-12-20,49
2009-12-21,44
2009-12-22,40
2009-12-23,37
2009-12-24,34
2009-12-25,30
2009-12-26,27
2009-12-27,37
2009-12-28,48
2009-12-29,59
2009-12-30,69
2009-12-31,79
2010-01-01,90
2010-01-02,100
2010-01-03,95
2010-01-04,90
2010-01-05,85
2010-01-06,81
2010-01-07,76
2010-01-08,71
2010-01-09,66
2010-01-10,65
2010-01-11,63
2010-01-12,62
2010-01-13,61
2010-01-14,60
2010-01-15,59
2010-01-16,58
2010-01-17,61
2010-01-18,64
2010-01-19,66
2010-01-20,69
2010-01-21,72
2010-01-22,75
2010-01-23,77
2010-01-24,78
2010-01-25,79
2010-01-26,80
2010-01-27,81
2010-01-28,81
2010-01-29,82
2010-01-30,83
2010-01-31,81
2010-02-01,79
2010-02-02,77
2010-02-03,75
2010-02-04,61
2010-02-05,71
2010-02-06,70
2010-02-07,70
2010-02-08,70
2010-02-09,70
2010-02-10,71
2010-02-11,69
2010-02-12,73
2010-02-13,72
2010-02-14,71
2010-02-15,70
2010-02-16,69
2010-02-17,68
2010-02-18,67
2010-02-19,66
2010-02-20,66
2010-02-21,66
2010-02-22,66
2010-02-23,66
2010-02-24,66
2010-02-25,66
2010-02-26,66
2010-02-27,66
2010-02-28,67
2010-03-01,68
2010-03-02,66
2010-03-03,71
2010-03-04,73
2010-03-05,74
2010-03-06,76
2010-03-07,73
2010-03-08,71
2010-03-09,68
2010-03-10,66
2010-03-11,63
2010-03-12,61
2010-03-13,59
2010-03-14,62
2010-03-15,65
2010-03-16,66
2010-03-17,69
2010-03-18,71
2010-03-19,74
2010-03-20,76
2010-03-21,78
2010-03-22,80
2010-03-23,82
2010-03-24,84
2010-03-25,85
2010-03-26,92
2010-03-27,91
2010-03-28,89
2010-03-29,87
2010-03-30,85
2010-03-31,84
2010-05-02,78
2010-05-03,74
2010-05-04,71
2010-05-05,68
2010-05-06,65
2010-05-07,62
2010-05-08,59
2010-05-09,61
2010-05-10,64
2010-05-11,66
2010-05-12,68
2010-05-13,69
2010-05-14,71
2010-05-15,73
2010-05-16,70
2010-05-17,65
2010-05-18,61
2010-05-19,58
2010-05-20,54
2010-05-21,51
2010-05-22,47
2010-05-23,48
2010-05-24,49
2010-05-25,49
2010-05-26,50
2010-05-27,51
2010-05-28,51
2010-05-29,52
2010-05-30,50
2010-05-31,47
2010-06-01,45
2010-06-02,43
2010-06-03,41
2010-06-04,38
2010-06-05,36
2010-06-06,38
2010-06-07,40
2010-06-08,43
2010-06-09,45
2010-06-10,47
2010-06-11,49
2010-06-12,51
2010-06-13,52
2010-06-14,54
2010-06-15,55
2010-06-16,56
2010-06-17,57
2010-06-18,58
2010-06-19,59
2010-06-20,60
2010-06-21,62
2010-06-22,64
2010-06-23,65
2010-06-24,67
2010-06-25,68
2010-06-26,70
2010-06-27,70
2010-06-28,68
2010-06-29,68
2010-06-30,68
2010-07-01,67
2010-07-02,67
2010-07-03,66
2010-07-04,67
2010-07-05,67
2010-07-06,68
2010-07-07,68
2010-07-08,68
2010-07-09,69
2010-07-10,69
2010-07-11,68
2010-07-12,66
2010-07-13,65
2010-07-14,63
2010-07-15,61
2010-07-16,60
2010-07-17,58
2010-07-18,58
2010-07-19,59
2010-07-20,58
2010-07-21,58
2010-07-22,58
2010-07-23,58
2010-07-24,58
2010-07-25,58
2010-08-01,60
2010-08-02,61
2010-08-03,61
2010-08-04,62
2010-08-05,63
2010-08-06,64
2010-08-07,64
2010-08-08,65
2010-08-09,66
2010-08-10,66
2010-08-11,66
2010-08-12,67
2010-08-13,67
2010-08-14,67
2010-08-15,66
2010-08-16,64
2010-08-17,63
2010-08-18,62
2010-08-19,61
2010-08-20,60
2010-08-21,58
2010-08-22,59
2010-08-23,59
2010-08-24,59
2010-08-25,60
2010-08-26,61
2010-08-27,61
2010-08-28,62
2010-08-29,65
2010-08-30,69
2010-08-31,72
2010-09-01,76
2010-09-02,79
2010-09-03,82
2010-09-04,85
2010-09-05,81
2010-09-06,76
2010-09-07,72
2010-09-08,68
2010-09-09,64
2010-09-10,60
2010-09-11,56
2010-09-12,57
2010-09-13,59
2010-09-14,60
2010-09-15,61
2010-09-16,63
2010-09-17,64
2010-09-18,65
2010-09-19,63
2010-09-20,60
2010-09-21,58
2010-09-22,56
2010-09-23,55
2010-09-24,53
2010-09-25,51
2010-09-26,55
2010-09-27,60
2010-09-28,63
2010-09-29,67
2010-09-30,71
2010-10-01,74
2010-10-02,78
2010-10-03,75
2010-10-04,68
2010-10-05,64
2010-10-06,60
2010-10-07,57
2010-10-08,53
2010-10-09,49
2010-10-10,51
2010-10-11,54
2010-10-12,56
2010-10-13,59
2010-10-14,61
2010-10-15,63
2010-10-16,65
2010-10-17,64
2010-10-18,63
2010-10-19,62
2010-10-20,60
2010-10-21,59
2010-10-22,58
2010-10-23,57
2010-10-24,56
2010-10-25,55
2010-10-26,55
2010-10-27,54
2010-10-28,53
2010-10-29,53
2010-10-30,52
2010-10-31,55
2010-11-07,67
2010-11-08,66
2010-11-09,64
2010-11-10,63
2010-11-11,62
2010-11-12,60
2010-11-13,59
2010-11-14,58
2010-11-15,58
2010-11-16,57
2010-11-17,56
2010-11-18,56
2010-11-19,55
2010-11-20,55
2010-11-21,54
2010-11-22,53
2010-11-23,52
2010-11-24,51
2010-11-25,50
2010-11-26,49
2010-11-27,48
2010-11-28,47
2010-11-29,47
2010-11-30,46
2010-12-01,46
2010-12-02,46
2010-12-03,45
2010-12-04,45
2010-12-05,45
2010-12-06,45
2010-12-07,44
2010-12-08,44
2010-12-09,44
2010-12-10,43
2010-12-11,43
2010-12-12,44
2010-12-13,44
2010-12-14,45
2010-12-15,46
2010-12-16,47
2010-12-17,48
2010-12-18,49
2010-12-19,48
2010-12-20,45
2010-12-21,44
2010-12-22,44
2010-12-23,43
2010-12-24,42
2010-12-25,41
2010-12-26,45
2010-12-27,50
2010-12-28,54
2010-12-29,58
2010-12-30,62
2010-12-31,66
2011-01-01,70
2011-01-02,71
2011-01-03,71
2011-01-04,72
2011-01-05,72
2011-01-06,72
2011-01-07,72
2011-01-08,72
2011-01-09,70
2011-01-10,66
2011-01-11,64
2011-01-12,61
2011-01-13,59
2011-01-14,56
2011-01-15,53
2011-01-16,54
2011-01-17,55
2011-01-18,56
2011-01-19,57
2011-01-20,58
2011-01-21,58
2011-01-22,59
2011-01-23,61
2011-01-24,62
2011-01-25,64
2011-01-26,65
2011-01-27,66
2011-01-28,68
2011-01-29,69
2011-01-30,72
