Date,Orbitz Worldwide
2008-02-05,65
2008-02-06,63
2008-02-07,60
2008-02-08,57
2008-02-09,54
2008-02-10,56
2008-02-11,57
2008-02-12,59
2008-02-13,61
2008-02-14,62
2008-02-15,64
2008-02-16,65
2008-02-17,68
2008-02-18,71
2008-02-19,74
2008-02-20,77
2008-02-21,79
2008-02-22,82
2008-02-23,85
2008-02-24,81
2008-02-25,77
2008-02-26,74
2008-02-27,70
2008-02-28,67
2008-02-29,64
2008-03-01,61
2008-03-02,60
2008-03-03,59
2008-03-04,58
2008-03-05,58
2008-03-06,57
2008-03-07,57
2008-03-08,56
2008-03-09,57
2008-03-10,58
2008-03-11,58
2008-03-12,59
2008-03-13,59
2008-03-14,60
2008-03-15,60
2008-03-16,58
2008-03-17,55
2008-03-18,53
2008-03-19,51
2008-03-20,49
2008-03-21,47
2008-03-22,45
2008-03-23,48
2008-03-24,52
2008-03-25,56
2008-03-26,59
2008-03-27,62
2008-03-28,65
2008-03-29,68
2008-03-30,67
2008-03-31,63
2008-04-01,61
2008-04-02,59
2008-04-03,57
2008-04-04,55
2008-04-05,53
2008-04-06,54
2008-04-07,57
2008-04-08,58
2008-04-09,59
2008-04-10,61
2008-04-11,62
2008-04-12,64
2008-04-13,64
2008-04-14,65
2008-04-15,65
2008-04-16,65
2008-04-17,66
2008-04-18,66
2008-04-19,66
2008-04-20,64
2008-04-21,60
2008-04-22,58
2008-04-23,57
2008-04-24,55
2008-04-25,53
2008-04-26,51
2008-04-27,54
2008-05-01,65
2008-05-02,68
2008-05-03,71
2008-05-04,72
2008-05-05,73
2008-05-06,63
2008-05-07,74
2008-05-08,75
2008-05-09,77
2008-05-10,78
2008-05-11,75
2008-05-12,72
2008-05-13,69
2008-05-14,66
2008-05-15,63
2008-05-16,60
2008-05-17,57
2008-05-18,56
2008-05-19,61
2008-05-20,63
2008-05-21,66
2008-05-22,68
2008-05-23,70
2008-05-24,73
2008-05-25,73
2008-05-26,73
2008-05-27,73
2008-05-28,73
2008-05-29,73
2008-05-30,75
2008-05-31,74
2008-06-01,72
2008-06-02,71
2008-06-03,70
2008-06-04,69
2008-06-05,65
2008-06-06,66
2008-06-07,65
2008-06-08,64
2008-06-09,63
2008-06-10,63
2008-06-11,66
2008-06-12,62
2008-06-13,61
2008-06-14,61
2008-06-15,60
2008-06-16,60
2008-06-17,60
2008-06-18,59
2008-06-19,61
2008-06-20,58
2008-06-21,58
2008-06-22,63
2008-06-23,67
2008-06-24,74
2008-06-25,77
2008-06-26,78
2008-06-27,86
2008-06-28,91
2008-06-29,85
2008-06-30,79
2008-07-01,74
2008-07-02,68
2008-07-03,63
2008-07-04,57
2008-07-05,52
2008-07-06,55
2008-07-07,60
2008-07-08,60
2008-07-09,63
2008-07-10,66
2008-07-11,68
2008-07-12,72
2008-07-13,72
2008-07-14,72
2008-07-15,76
2008-07-16,73
2008-07-17,73
2008-07-18,73
2008-07-19,74
2008-07-20,75
2008-07-21,76
2008-07-22,78
2008-07-23,76
2008-07-24,85
2008-07-25,83
2008-07-26,84
2008-07-27,80
2008-07-28,76
2008-07-29,72
2008-07-30,68
2008-07-31,64
2008-08-03,58
2008-08-04,61
2008-08-05,64
2008-08-06,66
2008-08-07,69
2008-08-08,72
2008-08-09,74
2008-08-10,74
2008-08-11,74
2008-08-12,73
2008-08-13,73
2008-08-14,73
2008-08-15,73
2008-08-16,73
2008-08-17,70
2008-08-18,68
2008-08-19,65
2008-08-20,62
2008-08-21,60
2008-08-22,57
2008-08-23,55
2008-08-24,56
2008-08-25,57
2008-08-26,58
2008-08-27,59
2008-08-28,61
2008-08-29,62
2008-08-30,63
2008-08-31,63
2008-09-01,62
2008-09-02,62
2008-09-03,61
2008-09-04,61
2008-09-05,60
2008-09-06,59
2008-09-07,61
2008-09-08,64
2008-09-09,66
2008-09-10,68
2008-09-11,70
2008-09-12,72
2008-09-13,74
2008-09-14,72
2008-09-15,70
2008-09-16,68
2008-09-17,66
2008-09-18,64
2008-09-19,62
2008-09-20,60
2008-09-21,60
2008-09-22,60
2008-09-23,59
2008-09-24,59
2008-09-25,58
2008-09-26,58
2008-09-27,58
2008-09-28,56
2008-09-29,55
2008-09-30,54
2008-10-01,53
2008-10-02,52
2008-10-03,51
2008-10-04,50
2008-10-05,50
2008-10-06,49
2008-10-07,49
2008-10-08,49
2008-10-09,50
2008-10-10,50
2008-10-11,50
2008-10-12,54
2008-10-13,59
2008-10-14,63
2008-10-15,67
2008-10-16,71
2008-10-17,76
2008-10-18,80
2008-10-19,74
2008-10-20,66
2008-10-21,60
2008-10-22,54
2008-10-23,49
2008-10-24,43
2008-10-25,37
2008-10-26,42
