Date,Tumi Inc
2012-06-14,62
2012-06-15,61
2012-06-16,61
2012-06-17,61
2012-06-18,60
2012-06-19,60
2012-06-20,60
2012-06-21,60
2012-06-22,59
2012-06-23,59
2012-06-24,59
2012-06-25,58
2012-06-26,58
2012-06-27,58
2012-06-28,57
2012-06-29,57
2012-06-30,57
2012-07-01,57
2012-07-02,56
2012-07-03,56
2012-07-04,56
2012-07-05,55
2012-07-06,55
2012-07-07,55
2012-07-08,55
2012-07-09,54
2012-07-10,54
2012-07-11,54
2012-07-12,54
2012-07-13,53
2012-07-14,53
2012-07-15,53
2012-07-16,53
2012-07-17,52
2012-07-18,52
2012-07-19,52
2012-07-20,52
2012-07-21,51
2012-07-22,51
2012-07-23,51
2012-07-24,51
2012-07-25,50
2012-07-26,50
2012-07-27,50
2012-07-28,50
2012-07-29,49
2012-07-30,49
2012-07-31,49
2012-08-01,49
2012-08-02,49
2012-08-03,49
2012-08-04,49
2012-08-05,50
2012-08-06,50
2012-08-07,50
2012-08-08,50
2012-08-09,51
2012-08-10,51
2012-08-11,51
2012-08-12,51
2012-08-13,52
2012-08-14,52
2012-08-15,52
2012-08-16,52
2012-08-17,53
2012-08-18,53
2012-08-19,53
2012-08-20,53
2012-08-21,54
2012-08-22,54
2012-08-23,54
2012-08-24,54
2012-08-25,55
2012-08-26,55
2012-08-27,55
2012-08-28,55
2012-08-29,56
2012-08-30,56
2012-08-31,56
2012-09-01,57
2012-09-02,58
2012-09-03,59
2012-09-04,60
2012-09-05,61
2012-09-06,62
2012-09-07,63
2012-09-08,64
2012-09-09,65
2012-09-10,66
2012-09-11,67
2012-09-12,68
2012-09-13,69
2012-09-14,70
2012-09-15,71
2012-09-16,72
2012-09-17,73
2012-09-18,74
2012-09-19,75
2012-09-20,76
2012-09-21,77
2012-09-22,78
2012-09-23,79
2012-09-24,80
2012-09-25,81
2012-09-26,82
2012-09-27,83
2012-09-28,84
2012-09-29,85
2012-09-30,86
2012-10-01,88
2012-10-02,87
2012-10-03,86
2012-10-04,86
2012-10-05,85
2012-10-06,85
2012-10-07,84
2012-10-08,84
2012-10-09,83
2012-10-10,83
2012-10-11,82
2012-10-12,81
2012-10-13,81
2012-10-14,80
2012-10-15,80
2012-10-16,79
2012-10-17,79
2012-10-18,78
2012-10-19,78
2012-10-20,77
2012-10-21,77
2012-10-22,76
2012-10-23,75
2012-10-24,75
2012-10-25,74
2012-10-26,74
2012-10-27,73
2012-10-28,73
2012-10-29,72
2012-10-30,72
2012-10-31,71
2012-11-01,71
2012-11-02,71
2012-11-03,71
2012-11-04,71
2012-11-05,72
2012-11-06,72
2012-11-07,72
2012-11-08,73
2012-11-09,73
2012-11-10,73
2012-11-11,74
2012-11-12,74
2012-11-13,74
2012-11-14,74
2012-11-15,75
2012-11-16,75
2012-11-17,75
2012-11-18,76
2012-11-19,76
2012-11-20,76
2012-11-21,77
2012-11-22,77
2012-11-23,77
2012-11-24,77
2012-11-25,78
2012-11-26,78
2012-11-27,78
2012-11-28,79
2012-11-29,79
2012-11-30,79
2012-12-01,80
2012-12-02,79
2012-12-03,78
2012-12-04,77
2012-12-05,76
2012-12-06,75
2012-12-07,74
2012-12-08,73
2012-12-09,72
2012-12-10,71
2012-12-11,70
2012-12-12,70
2012-12-13,69
2012-12-14,68
2012-12-15,67
2012-12-16,66
2012-12-17,65
2012-12-18,64
2012-12-19,63
2012-12-20,62
2012-12-21,61
2012-12-22,61
2012-12-23,60
2012-12-24,59
2012-12-25,58
2012-12-26,57
2012-12-27,56
2012-12-28,55
2012-12-29,54
2012-12-30,53
2012-12-31,52
2013-01-01,52
2013-01-02,53
2013-01-03,54
2013-01-04,55
2013-01-05,56
2013-01-06,57
2013-01-07,58
2013-01-08,59
2013-01-09,60
2013-01-10,61
2013-01-11,62
2013-01-12,63
2013-01-13,64
2013-01-14,65
2013-01-15,66
2013-01-16,67
2013-01-17,68
2013-01-18,69
2013-01-19,70
2013-01-20,71
2013-01-21,72
2013-01-22,73
2013-01-23,74
2013-01-24,75
2013-01-25,76
2013-01-26,77
2013-01-27,78
2013-01-28,79
2013-01-29,80
2013-01-30,81
2013-01-31,82
2013-02-01,84
2013-02-02,83
2013-02-03,82
2013-02-04,81
2013-02-05,80
2013-02-06,79
2013-02-07,78
2013-02-08,77
2013-02-09,76
2013-02-10,75
2013-02-11,75
2013-02-12,74
2013-02-13,73
2013-02-14,72
2013-02-15,71
2013-02-16,70
2013-02-17,69
2013-02-18,68
2013-02-19,67
2013-02-20,67
2013-02-21,66
2013-02-22,65
2013-02-23,64
2013-02-24,63
2013-02-25,62
2013-02-26,61
2013-02-27,60
2013-02-28,59
2013-03-01,59
2013-03-02,59
2013-03-03,60
2013-03-04,61
2013-03-05,62
2013-03-06,63
2013-03-07,63
2013-03-08,64
2013-03-09,65
2013-03-10,66
2013-03-11,67
2013-03-12,67
2013-03-13,68
2013-03-14,69
2013-03-15,70
2013-03-16,71
2013-03-17,71
2013-03-18,72
2013-03-19,73
2013-03-20,74
2013-03-21,75
2013-03-22,75
2013-03-23,76
2013-03-24,77
2013-03-25,78
2013-03-26,79
2013-03-27,79
2013-03-28,80
2013-03-29,81
2013-03-30,82
2013-03-31,83
2013-04-01,84
2013-04-02,83
2013-04-03,82
2013-04-04,81
2013-04-05,81
2013-04-06,80
2013-04-07,79
2013-04-08,78
2013-04-09,78
2013-04-10,77
2013-04-11,76
2013-04-12,75
2013-04-13,75
2013-04-14,74
2013-04-15,73
2013-04-16,73
2013-04-17,72
2013-04-18,71
2013-04-19,70
2013-04-20,70
2013-04-21,69
2013-04-22,68
2013-04-23,67
2013-04-24,67
2013-04-25,66
2013-04-26,65
2013-04-27,64
2013-04-28,64
2013-04-29,63
2013-04-30,62
2013-05-01,62
