Date,Bankrate
2011-03-15,54
2011-03-16,54
2011-03-17,55
2011-03-18,51
2011-03-19,54
2011-03-20,54
2011-03-21,46
2011-03-22,52
2011-03-23,53
2011-03-24,51
2011-03-25,50
2011-03-26,56
2011-03-27,48
2011-03-28,49
2011-03-29,52
2011-03-30,53
2011-03-31,51
2011-04-01,52
2011-04-02,54
2011-04-03,53
2011-04-04,47
2011-04-05,52
2011-04-06,53
2011-04-07,49
2011-04-08,48
2011-04-09,54
2011-04-10,50
2011-04-11,45
2011-04-12,47
2011-04-13,53
2011-04-14,47
2011-04-15,48
2011-04-16,53
2011-04-17,50
2011-04-18,44
2011-04-19,49
2011-04-20,48
2011-04-21,46
2011-04-22,48
2011-04-23,48
2011-04-24,49
2011-04-25,43
2011-04-26,50
2011-04-27,49
2011-04-28,49
2011-04-29,53
2011-04-30,54
2011-05-01,51
2011-05-02,50
2011-05-03,49
2011-05-04,54
2011-05-05,50
2011-05-06,52
2011-05-07,58
2011-05-08,53
2011-05-09,45
2011-05-10,53
2011-05-11,51
2011-05-12,50
2011-05-13,48
2011-05-14,54
2011-05-15,48
2011-05-16,48
2011-05-17,49
2011-05-18,50
2011-05-19,51
2011-05-20,51
2011-05-21,54
2011-05-22,51
2011-05-23,48
2011-05-24,47
2011-05-25,53
2011-05-26,51
2011-05-27,49
2011-05-28,54
2011-05-29,52
2011-05-30,50
2011-05-31,48
2011-06-01,49
2011-06-02,53
2011-06-03,57
2011-06-04,55
2011-06-05,58
2011-06-06,50
2011-06-07,53
2011-06-08,52
2011-06-09,54
2011-06-10,50
2011-06-11,55
2011-06-12,53
2011-06-13,53
2011-06-14,53
2011-06-15,58
2011-06-16,58
2011-06-17,54
2011-06-18,63
2011-06-19,61
2011-06-20,52
2011-06-21,57
2011-06-22,61
2011-06-23,59
2011-06-24,56
2011-06-25,64
2011-06-26,58
2011-06-27,49
2011-06-28,54
2011-06-29,57
2011-06-30,56
2011-07-01,53
2011-07-02,56
2011-07-03,53
2011-07-04,51
2011-07-05,42
2011-07-06,50
2011-07-07,48
2011-07-08,49
2011-07-09,52
2011-07-10,51
2011-07-11,44
2011-07-12,51
2011-07-13,52
2011-07-14,52
2011-07-15,55
2011-07-16,56
2011-07-17,58
2011-07-18,47
2011-07-19,56
2011-07-20,56
2011-07-21,56
2011-07-22,57
2011-07-23,58
2011-07-24,58
2011-07-25,51
2011-07-26,55
2011-07-27,55
2011-07-28,55
2011-07-29,55
2011-07-30,56
2011-07-31,58
2011-08-01,57
2011-08-02,61
2011-08-03,67
2011-08-04,65
2011-08-05,74
2011-08-06,78
2011-08-07,86
2011-08-08,63
2011-08-09,85
2011-08-10,90
2011-08-11,93
2011-08-12,99
2011-08-13,103
2011-08-14,102
2011-08-15,87
2011-08-16,95
2011-08-17,97
2011-08-18,83
2011-08-19,95
2011-08-20,94
2011-08-21,88
2011-08-22,76
2011-08-23,72
2011-08-24,72
2011-08-25,67
2011-08-26,66
2011-08-27,62
2011-08-28,61
2011-08-29,50
2011-08-30,56
2011-08-31,56
2011-09-01,54
2011-09-02,59
2011-09-03,58
2011-09-04,56
2011-09-05,58
2011-09-06,49
2011-09-07,56
2011-09-08,54
2011-09-09,53
2011-09-10,60
2011-09-11,60
2011-09-12,45
2011-09-13,56
2011-09-14,58
2011-09-15,52
2011-09-16,58
2011-09-17,59
2011-09-18,59
2011-09-19,62
2011-09-20,63
2011-09-21,70
2011-09-22,66
2011-09-23,79
2011-09-24,83
2011-09-25,83
2011-09-26,73
2011-09-27,71
2011-09-28,79
2011-09-29,69
2011-09-30,72
2011-10-01,71
2011-10-02,77
2011-10-03,63
2011-10-04,70
2011-10-05,76
2011-10-06,69
2011-10-07,79
2011-10-08,82
2011-10-09,77
2011-10-10,68
2011-10-11,69
2011-10-12,68
2011-10-13,63
2011-10-14,67
2011-10-15,66
2011-10-16,62
2011-10-17,53
2011-10-18,59
2011-10-19,58
2011-10-20,58
2011-10-21,57
2011-10-22,60
2011-10-23,55
2011-10-24,50
2011-10-25,59
2011-10-26,59
2011-10-27,59
2011-10-28,63
2011-10-29,62
2011-10-30,64
2011-10-31,55
2011-11-01,56
2011-11-02,59
2011-11-03,56
2011-11-04,55
2011-11-05,57
2011-11-06,56
2011-11-07,53
2011-11-08,53
2011-11-09,55
2011-11-10,57
2011-11-11,53
2011-11-12,57
2011-11-13,55
2011-11-14,49
2011-11-15,53
2011-11-16,50
2011-11-17,53
2011-11-18,52
2011-11-19,48
2011-11-20,52
2011-11-21,41
2011-11-22,47
2011-11-23,46
2011-11-24,47
2011-11-25,41
2011-11-26,42
2011-11-27,43
2011-11-28,38
2011-11-29,44
2011-11-30,44
2011-12-01,49
2011-12-02,46
2011-12-03,52
2011-12-04,45
2011-12-05,47
2011-12-06,47
2011-12-07,52
2011-12-08,50
2011-12-09,50
2011-12-10,56
2011-12-11,56
2011-12-12,47
2011-12-13,50
2011-12-14,54
2011-12-15,52
2011-12-16,55
2011-12-17,56
2011-12-18,55
2011-12-19,47
2011-12-20,48
2011-12-21,49
2011-12-22,47
2011-12-23,48
2011-12-24,47
2011-12-25,46
2011-12-26,41
2011-12-27,46
2011-12-28,47
2011-12-29,49
2011-12-30,49
2011-12-31,51
2012-01-01,52
2012-01-02,48
2012-01-03,51
2012-01-04,54
2012-01-05,56
2012-01-06,57
2012-01-07,59
2012-01-08,60
2012-01-09,56
2012-01-10,59
2012-01-11,63
2012-01-12,61
2012-01-13,65
2012-01-14,68
2012-01-15,66
2012-01-16,58
2012-01-17,60
2012-01-18,61
2012-01-19,61
2012-01-20,58
2012-01-21,62
2012-01-22,60
2012-01-23,57
2012-01-24,59
2012-01-25,61
2012-01-26,60
2012-01-27,61
2012-01-28,60
2012-01-29,65
2012-01-30,58
2012-01-31,63
2012-02-01,61
2012-02-02,61
2012-02-03,61
2012-02-04,66
2012-02-05,63
2012-02-06,59
2012-02-07,59
2012-02-08,59
2012-02-09,57
2012-02-10,58
2012-02-11,60
2012-02-12,58
2012-02-13,51
2012-02-14,58
2012-02-15,57
2012-02-16,55
2012-02-17,56
2012-02-18,59
2012-02-19,57
2012-02-20,54
2012-02-21,57
2012-02-22,55
2012-02-23,57
2012-02-24,54
2012-02-25,57
2012-02-26,57
2012-02-27,54
2012-02-28,54
2012-02-29,58
2012-03-01,56
2012-03-02,59
2012-03-03,58
2012-03-04,61
2012-03-05,56
2012-03-06,54
2012-03-07,61
2012-03-08,55
2012-03-09,59
2012-03-10,60
2012-03-11,65
2012-03-12,48
2012-03-13,58
2012-03-14,59
2012-03-15,62
2012-03-16,59
2012-03-17,63
2012-03-18,59
2012-03-19,56
2012-03-20,60
2012-03-21,62
2012-03-22,62
2012-03-23,63
2012-03-24,64
2012-03-25,63
2012-03-26,56
2012-03-27,62
2012-03-28,58
2012-03-29,60
2012-03-30,59
2012-03-31,56
2012-04-01,57
2012-04-02,48
2012-04-03,55
2012-04-04,57
2012-04-05,55
2012-04-06,52
2012-04-07,57
2012-04-08,54
2012-04-09,52
2012-04-10,58
2012-04-11,55
2012-04-12,57
2012-04-13,59
2012-04-14,61
2012-04-15,62
2012-04-16,56
2012-04-17,56
2012-04-18,60
2012-04-19,57
2012-04-20,55
2012-04-21,61
2012-04-22,55
2012-04-23,55
2012-04-24,57
2012-04-25,58
2012-04-26,62
2012-04-27,60
2012-04-28,66
2012-04-29,64
2012-04-30,51
2012-05-01,61
2012-05-02,64
2012-05-03,60
2012-05-04,62
2012-05-05,66
2012-05-06,61
2012-05-07,55
2012-05-08,61
2012-05-09,61
2012-05-10,57
2012-05-11,63
2012-05-12,63
2012-05-13,64
2012-05-14,53
2012-05-15,60
2012-05-16,60
2012-05-17,59
2012-05-18,60
2012-05-19,64
2012-05-20,61
2012-05-21,52
2012-05-22,55
2012-05-23,56
2012-05-24,51
2012-05-25,57
2012-05-26,55
2012-05-27,55
2012-05-28,54
2012-05-29,52
2012-05-30,52
2012-05-31,55
2012-06-01,56
2012-06-02,61
2012-06-03,60
2012-06-04,50
2012-06-05,59
2012-06-06,59
2012-06-07,57
2012-06-08,56
2012-06-09,61
2012-06-10,58
2012-06-11,51
2012-06-12,54
2012-06-13,52
2012-06-14,52
2012-06-15,49
2012-06-16,51
2012-06-17,50
2012-06-18,49
2012-06-19,50
2012-06-20,53
2012-06-21,55
2012-06-22,58
2012-06-23,60
2012-06-24,59
2012-06-25,52
2012-06-26,55
2012-06-27,59
2012-06-28,56
2012-06-29,56
2012-06-30,59
2012-07-01,57
2012-07-02,50
2012-07-03,58
2012-07-04,61
2012-07-05,49
2012-07-06,55
2012-07-07,59
2012-07-08,60
2012-07-09,52
2012-07-10,58
2012-07-11,61
2012-07-12,56
2012-07-13,63
2012-07-14,63
2012-07-15,64
2012-07-16,55
2012-07-17,61
2012-07-18,60
2012-07-19,62
2012-07-20,59
2012-07-21,64
2012-07-22,60
2012-07-23,57
2012-07-24,62
2012-07-25,63
2012-07-26,66
2012-07-27,68
2012-07-28,71
2012-07-29,67
2012-07-30,63
2012-07-31,65
2012-08-01,65
2012-08-02,60
2012-08-03,64
2012-08-04,63
2012-08-05,63
2012-08-06,57
2012-08-07,58
2012-08-08,56
2012-08-09,57
2012-08-10,59
2012-08-11,57
2012-08-12,54
2012-08-13,56
2012-08-14,57
2012-08-15,56
2012-08-16,59
2012-08-17,58
2012-08-18,62
2012-08-19,63
2012-08-20,52
2012-08-21,58
2012-08-22,56
2012-08-23,58
2012-08-24,56
2012-08-25,57
2012-08-26,56
2012-08-27,53
2012-08-28,51
2012-08-29,54
2012-08-30,53
2012-08-31,50
2012-09-01,51
2012-09-02,53
2012-09-03,50
2012-09-04,49
2012-09-05,49
2012-09-06,48
2012-09-07,51
2012-09-08,53
2012-09-09,53
2012-09-10,48
2012-09-11,52
2012-09-12,56
2012-09-13,55
2012-09-14,54
2012-09-15,61
2012-09-16,61
2012-09-17,52
2012-09-18,60
2012-09-19,60
2012-09-20,60
2012-09-21,64
2012-09-22,65
2012-09-23,65
2012-09-24,56
2012-09-25,62
2012-09-26,60
2012-09-27,59
2012-09-28,62
2012-09-29,64
2012-09-30,61
