Date,Norwegian Cruise Line Holdings
2012-02-05,63
2012-02-06,61
2012-02-07,60
2012-02-08,58
2012-02-09,56
2012-02-10,55
2012-02-11,53
2012-02-12,51
2012-02-13,49
2012-02-14,47
2012-02-15,46
2012-02-16,44
2012-02-17,42
2012-02-18,41
2012-02-19,44
2012-02-20,48
2012-02-21,51
2012-02-22,55
2012-02-23,58
2012-02-24,62
2012-02-25,66
2012-02-26,65
2012-02-27,64
2012-02-28,63
2012-02-29,62
2012-03-01,61
2012-03-02,60
2012-03-03,59
2012-03-04,59
2012-03-05,58
2012-03-06,58
2012-03-07,57
2012-03-08,57
2012-03-09,57
2012-03-10,57
2012-03-11,57
2012-03-12,58
2012-03-13,58
2012-03-14,59
2012-03-15,60
2012-03-16,60
2012-03-17,61
2012-03-18,60
2012-03-19,59
2012-03-20,58
2012-03-21,58
2012-03-22,57
2012-03-23,56
2012-03-24,56
2012-03-25,57
2012-04-01,63
2012-04-02,62
2012-04-03,61
2012-04-04,61
2012-04-05,60
2012-04-06,59
2012-04-07,58
2012-04-08,57
2012-04-09,55
2012-04-10,53
2012-04-11,52
2012-04-12,50
2012-04-13,49
2012-04-14,48
2012-04-15,47
2012-04-16,46
2012-04-17,45
2012-04-18,45
2012-04-19,44
2012-04-20,43
2012-04-21,43
2012-04-22,44
2012-04-23,45
2012-04-24,46
2012-04-25,47
2012-04-26,48
2012-04-27,49
2012-04-28,50
2012-04-29,52
2012-04-30,55
2012-05-01,58
2012-05-02,61
2012-05-03,64
2012-05-04,67
2012-05-05,70
2012-05-06,70
2012-05-07,70
2012-05-08,70
2012-05-09,70
2012-05-10,70
2012-05-11,70
2012-05-12,70
2012-05-13,69
2012-05-14,67
2012-05-15,66
2012-05-16,65
2012-05-17,63
2012-05-18,62
2012-05-19,61
2012-05-20,59
2012-05-21,58
2012-05-22,56
2012-05-23,55
2012-05-24,53
2012-05-25,52
2012-05-26,51
2012-05-27,50
2012-05-28,49
2012-05-29,48
2012-05-30,48
2012-05-31,47
2012-06-01,46
2012-06-02,46
2012-06-03,50
2012-06-04,56
2012-06-05,61
2012-06-06,65
2012-06-07,70
2012-06-08,75
2012-06-09,80
2012-06-10,77
2012-06-11,73
2012-06-12,70
2012-06-13,66
2012-06-14,63
2012-06-15,60
2012-06-16,57
2012-06-17,56
2012-06-18,56
2012-06-19,56
2012-06-20,56
2012-06-21,56
2012-06-22,56
2012-06-23,56
2012-06-24,56
2012-07-01,53
2012-07-02,50
2012-07-03,48
2012-07-04,45
2012-07-05,43
2012-07-06,40
2012-07-07,38
2012-07-08,41
2012-07-09,44
2012-07-10,48
2012-07-11,51
2012-07-12,54
2012-07-13,58
2012-07-14,61
2012-07-15,59
2012-07-16,56
2012-07-17,54
2012-07-18,51
2012-07-19,49
2012-07-20,47
2012-07-21,45
2012-07-22,45
2012-07-23,46
2012-07-24,47
2012-07-25,48
2012-07-26,49
2012-07-27,50
2012-07-28,51
2012-07-29,52
2012-07-30,54
2012-07-31,55
2012-08-01,56
2012-08-02,58
2012-08-03,59
2012-08-04,61
2012-08-05,59
2012-08-06,56
2012-08-07,54
2012-08-08,52
2012-08-09,50
2012-08-10,48
2012-08-11,46
2012-08-12,45
2012-08-13,44
2012-08-14,43
2012-08-15,42
2012-08-16,41
2012-08-17,40
2012-08-18,39
2012-08-19,39
2012-08-20,40
2012-08-21,41
2012-08-22,41
2012-08-23,42
2012-08-24,43
2012-08-25,44
2012-08-26,44
2012-08-27,44
2012-08-28,44
2012-08-29,44
2012-08-30,44
2012-08-31,44
2012-09-01,45
2012-09-02,46
2012-09-03,47
2012-09-04,48
2012-09-05,50
2012-09-06,51
2012-09-07,52
2012-09-08,54
2012-09-09,54
2012-09-10,54
2012-09-11,54
2012-09-12,54
2012-09-13,54
2012-09-14,54
2012-09-15,55
2012-09-16,56
2012-09-17,57
2012-09-18,59
2012-09-19,60
2012-09-20,61
2012-09-21,62
2012-09-22,64
2012-09-23,59
2012-09-24,53
2012-09-25,49
2012-09-26,44
2012-09-27,40
2012-09-28,35
2012-09-29,31
2012-09-30,34
2012-10-07,53
2012-10-08,52
2012-10-09,51
2012-10-10,51
2012-10-11,50
2012-10-12,49
2012-10-13,49
2012-10-14,47
2012-10-15,46
2012-10-16,44
2012-10-17,43
2012-10-18,42
2012-10-19,40
2012-10-20,39
2012-10-21,40
2012-10-22,41
2012-10-23,43
2012-10-24,44
2012-10-25,46
2012-10-26,47
2012-10-27,49
2012-10-28,51
2012-10-29,54
2012-10-30,56
2012-10-31,59
2012-11-01,61
2012-11-02,64
2012-11-03,66
2012-11-04,65
2012-11-05,64
2012-11-06,63
2012-11-07,62
2012-11-08,61
2012-11-09,60
2012-11-10,59
2012-11-11,55
2012-11-12,51
2012-11-13,48
2012-11-14,44
2012-11-15,41
2012-11-16,37
2012-11-17,34
2012-11-18,34
2012-11-19,34
2012-11-20,34
2012-11-21,34
2012-11-22,34
2012-11-23,34
2012-11-24,34
2012-11-25,37
2012-11-26,40
2012-11-27,43
2012-11-28,46
2012-11-29,49
2012-11-30,52
2012-12-01,55
2012-12-02,53
2012-12-03,51
2012-12-04,49
2012-12-05,47
2012-12-06,45
2012-12-07,43
2012-12-08,42
2012-12-09,42
2012-12-10,42
2012-12-11,43
2012-12-12,43
2012-12-13,43
2012-12-14,43
2012-12-15,44
2012-12-16,43
2012-12-17,42
2012-12-18,41
2012-12-19,41
2012-12-20,40
2012-12-21,39
2012-12-22,39
2012-12-23,41
2012-12-24,43
2012-12-25,45
2012-12-26,48
2012-12-27,50
2012-12-28,52
2012-12-29,55
2012-12-30,54
