Date,FXCM
2010-08-08,89
2010-08-09,90
2010-08-10,87
2010-08-11,87
2010-08-12,82
2010-08-13,95
2010-08-14,98
2010-08-15,86
2010-08-16,87
2010-08-17,87
2010-08-18,89
2010-08-19,92
2010-08-20,88
2010-08-21,104
2010-08-22,84
2010-08-23,89
2010-08-24,83
2010-08-25,88
2010-08-26,87
2010-08-27,78
2010-08-28,90
2010-08-29,81
2010-08-30,76
2010-08-31,89
2010-09-01,87
2010-09-02,89
2010-09-03,92
2010-09-04,95
2010-09-05,93
2010-09-06,80
2010-09-07,88
2010-09-08,84
2010-09-09,84
2010-09-10,80
2010-09-11,83
2010-09-12,83
2010-09-13,72
2010-09-14,85
2010-09-15,80
2010-09-16,81
2010-09-17,85
2010-09-18,90
2010-09-19,80
2010-09-20,86
2010-09-21,85
2010-09-22,92
2010-09-23,86
2010-09-24,88
2010-09-25,92
2010-09-26,94
2010-09-27,78
2010-09-28,85
2010-09-29,83
2010-09-30,87
2010-10-01,81
2010-10-02,86
2010-10-03,77
2010-10-04,83
2010-10-05,77
2010-10-06,86
2010-10-07,86
2010-10-08,85
2010-10-09,95
2010-10-10,89
2010-10-11,83
2010-10-12,88
2010-10-13,95
2010-10-14,88
2010-10-15,94
2010-10-16,92
2010-10-17,89
2010-10-18,91
2010-10-19,87
2010-10-20,94
2010-10-21,91
2010-10-22,92
2010-10-23,91
2010-10-24,91
2010-10-25,78
2010-10-26,88
2010-10-27,89
2010-10-28,86
2010-10-29,82
2010-10-30,86
2010-10-31,82
2010-11-01,81
2010-11-02,83
2010-11-03,80
2010-11-04,81
2010-11-05,76
2010-11-06,83
2010-11-07,79
2010-11-08,79
2010-11-09,72
2010-11-10,78
2010-11-11,79
2010-11-12,84
2010-11-13,78
2010-11-14,81
2010-11-15,67
2010-11-16,79
2010-11-17,78
2010-11-18,80
2010-11-19,79
2010-11-20,83
2010-11-21,79
2010-11-22,72
2010-11-23,79
2010-11-24,80
2010-11-25,79
2010-11-26,72
2010-11-27,81
2010-11-28,80
2010-11-29,66
2010-11-30,85
2010-12-01,88
2010-12-02,88
2010-12-03,98
2010-12-04,106
2010-12-05,89
2010-12-06,93
2010-12-07,97
2010-12-08,90
2010-12-09,90
2010-12-10,100
2010-12-11,94
2010-12-12,79
2010-12-13,75
2010-12-14,85
2010-12-15,83
2010-12-16,75
2010-12-17,75
2010-12-18,86
2010-12-19,69
2010-12-20,73
2010-12-21,71
2010-12-22,70
2010-12-23,73
2010-12-24,70
2010-12-25,71
2010-12-26,66
2010-12-27,70
2010-12-28,61
2010-12-29,74
2010-12-30,72
2010-12-31,78
2011-01-01,70
2011-01-02,79
2011-01-03,66
2011-01-04,76
2011-01-05,78
2011-01-06,80
2011-01-07,75
2011-01-08,83
2011-01-09,71
2011-01-10,73
2011-01-11,79
2011-01-12,76
2011-01-13,83
2011-01-14,77
2011-01-15,83
2011-01-16,74
2011-01-17,76
2011-01-18,76
2011-01-19,78
2011-01-20,83
2011-01-21,81
2011-01-22,86
2011-01-23,74
2011-01-24,84
2011-01-25,83
2011-01-26,83
2011-01-27,80
2011-01-28,87
2011-01-29,84
2011-01-30,80
2011-01-31,85
2011-02-01,78
2011-02-02,81
2011-02-03,85
2011-02-04,85
2011-02-05,82
2011-02-06,80
2011-02-07,77
2011-02-08,83
2011-02-09,75
2011-02-10,78
2011-02-11,77
2011-02-12,81
2011-02-13,76
2011-02-14,69
2011-02-15,78
2011-02-16,72
2011-02-17,78
2011-02-18,77
2011-02-19,79
2011-02-20,73
2011-02-21,73
2011-02-22,78
2011-02-23,78
2011-02-24,79
2011-02-25,83
2011-02-26,79
2011-02-27,79
2011-02-28,73
2011-03-01,77
2011-03-02,74
2011-03-03,78
2011-03-04,73
2011-03-05,80
2011-03-06,74
2011-03-07,64
2011-03-08,74
2011-03-09,72
2011-03-10,71
2011-03-11,74
2011-03-12,67
2011-03-13,65
2011-03-14,68
2011-03-15,70
2011-03-16,68
2011-03-17,70
2011-03-18,75
2011-03-19,76
2011-03-20,64
2011-03-21,70
2011-03-22,74
2011-03-23,69
2011-03-24,73
2011-03-25,72
2011-03-26,78
2011-03-27,69
2011-03-28,62
2011-03-29,75
2011-03-30,68
2011-03-31,71
2011-04-01,63
2011-04-02,77
2011-04-03,62
2011-04-04,67
2011-04-05,71
2011-04-06,67
2011-04-07,69
2011-04-08,71
2011-04-09,72
2011-04-10,69
2011-04-11,66
2011-04-12,65
2011-04-13,79
2011-04-14,71
2011-04-15,72
2011-04-16,76
2011-04-17,77
2011-04-18,72
2011-04-19,64
2011-04-20,77
2011-04-21,70
2011-04-22,80
2011-04-23,76
2011-04-24,76
2011-04-25,65
2011-04-26,72
2011-04-27,77
2011-04-28,65
2011-04-29,82
2011-04-30,74
2011-05-01,70
2011-05-02,79
2011-05-03,71
2011-05-04,83
2011-05-05,77
2011-05-06,82
2011-05-07,90
2011-05-08,88
2011-05-09,74
2011-05-10,80
2011-05-11,79
2011-05-12,79
2011-05-13,76
2011-05-14,83
2011-05-15,66
2011-05-16,73
2011-05-17,67
2011-05-18,80
2011-05-19,71
2011-05-20,74
2011-05-21,79
2011-05-22,69
2011-05-23,71
2011-05-24,75
2011-05-25,72
2011-05-26,70
2011-05-27,72
2011-05-28,83
2011-05-29,61
2011-05-30,70
2011-05-31,72
2011-06-01,73
2011-06-02,74
2011-06-03,77
2011-06-04,77
2011-06-05,65
2011-06-06,73
2011-06-07,78
2011-06-08,77
2011-06-09,80
2011-06-10,80
2011-06-11,82
2011-06-12,83
2011-06-13,67
2011-06-14,79
2011-06-15,73
2011-06-16,81
2011-06-17,75
2011-06-18,81
2011-06-19,78
2011-06-20,68
2011-06-21,72
2011-06-22,67
2011-06-23,72
2011-06-24,71
2011-06-25,69
2011-06-26,74
2011-06-27,67
2011-06-28,70
2011-06-29,72
2011-06-30,71
2011-07-01,74
2011-07-02,70
2011-07-03,73
2011-07-04,65
2011-07-05,74
2011-07-06,69
2011-07-07,68
2011-07-08,67
2011-07-09,76
2011-07-10,62
2011-07-11,64
2011-07-12,74
2011-07-13,70
2011-07-14,70
2011-07-15,75
2011-07-16,79
2011-07-17,69
2011-07-18,65
2011-07-19,76
2011-07-20,74
2011-07-21,76
2011-07-22,74
2011-07-23,81
2011-07-24,78
2011-07-25,73
2011-07-26,69
2011-07-27,73
2011-07-28,79
2011-07-29,69
2011-07-30,76
2011-07-31,71
2011-08-01,68
2011-08-02,74
2011-08-03,80
2011-08-04,85
2011-08-05,81
2011-08-06,92
2011-08-07,78
2011-08-08,89
2011-08-09,88
2011-08-10,95
2011-08-11,91
2011-08-12,96
2011-08-13,109
2011-08-14,86
2011-08-15,83
2011-08-16,94
2011-08-17,82
2011-08-18,90
2011-08-19,76
2011-08-20,80
2011-08-21,73
2011-08-22,72
2011-08-23,83
2011-08-24,80
2011-08-25,83
2011-08-26,76
2011-08-27,89
2011-08-28,81
2011-08-29,73
2011-08-30,68
2011-08-31,75
2011-09-01,69
2011-09-02,66
2011-09-03,68
2011-09-04,64
2011-09-05,61
2011-09-06,66
2011-09-07,71
2011-09-08,66
2011-09-09,66
2011-09-10,79
2011-09-11,71
2011-09-12,69
2011-09-13,73
2011-09-14,69
2011-09-15,75
2011-09-16,79
2011-09-17,84
2011-09-18,69
2011-09-19,72
2011-09-20,82
2011-09-21,84
2011-09-22,78
2011-09-23,84
2011-09-24,93
2011-09-25,84
2011-09-26,71
2011-09-27,86
2011-09-28,83
2011-09-29,73
2011-09-30,77
2011-10-01,87
2011-10-02,68
2011-10-03,72
2011-10-04,77
2011-10-05,81
2011-10-06,77
2011-10-07,82
2011-10-08,91
2011-10-09,71
2011-10-10,78
2011-10-11,75
2011-10-12,72
2011-10-13,67
2011-10-14,72
2011-10-15,67
2011-10-16,67
2011-10-17,62
2011-10-18,70
2011-10-19,69
2011-10-20,66
2011-10-21,73
2011-10-22,72
2011-10-23,70
2011-10-24,62
2011-10-25,68
2011-10-26,68
2011-10-27,69
2011-10-28,65
2011-10-29,78
2011-10-30,64
2011-10-31,60
2011-11-01,73
2011-11-02,74
2011-11-03,78
2011-11-04,74
2011-11-05,89
2011-11-06,77
2011-11-07,77
2011-11-08,76
2011-11-09,81
2011-11-10,74
2011-11-11,86
2011-11-12,77
2011-11-13,77
2011-11-14,71
2011-11-15,75
2011-11-16,72
2011-11-17,66
2011-11-18,72
2011-11-19,77
2011-11-20,57
2011-11-21,64
2011-11-22,72
2011-11-23,74
2011-11-24,74
2011-11-25,69
2011-11-26,76
2011-11-27,73
2011-11-28,66
2011-11-29,73
2011-11-30,75
2011-12-01,72
2011-12-02,70
2011-12-03,83
2011-12-04,64
2011-12-05,60
2011-12-06,75
2011-12-07,78
2011-12-08,67
2011-12-09,72
2011-12-10,83
2011-12-11,67
2011-12-12,68
2011-12-13,75
2011-12-14,70
2011-12-15,74
2011-12-16,76
2011-12-17,73
2011-12-18,67
2011-12-19,67
2011-12-20,69
2011-12-21,64
2011-12-22,66
2011-12-23,66
2011-12-24,65
2011-12-25,61
2011-12-26,60
2011-12-27,64
2011-12-28,62
2011-12-29,65
2011-12-30,65
2011-12-31,71
2012-01-01,60
2012-01-02,63
2012-01-03,58
2012-01-04,61
2012-01-05,57
2012-01-06,57
2012-01-07,62
2012-01-08,46
2012-01-09,56
2012-01-10,61
2012-01-11,57
2012-01-12,64
2012-01-13,61
2012-01-14,71
2012-01-15,64
2012-01-16,55
2012-01-17,64
2012-01-18,63
2012-01-19,64
2012-01-20,63
2012-01-21,67
2012-01-22,64
2012-01-23,59
2012-01-24,63
2012-01-25,67
2012-01-26,72
2012-01-27,66
2012-01-28,73
2012-01-29,72
2012-01-30,66
2012-01-31,66
2012-02-01,67
2012-02-02,63
2012-02-03,66
2012-02-04,66
2012-02-05,66
2012-02-06,57
2012-02-07,67
2012-02-08,69
2012-02-09,64
2012-02-10,75
2012-02-11,74
2012-02-12,80
2012-02-13,50
2012-02-14,78
2012-02-15,69
2012-02-16,73
2012-02-17,76
2012-02-18,84
2012-02-19,57
2012-02-20,72
2012-02-21,70
2012-02-22,75
2012-02-23,70
2012-02-24,74
2012-02-25,72
2012-02-26,70
2012-02-27,66
2012-02-28,72
2012-02-29,77
