Date,Bleach
2013-07-19,86
2013-07-20,90
2013-07-21,88
2013-07-22,86
2013-07-23,84
2013-07-24,82
2013-07-25,80
2013-07-26,78
2013-07-27,76
2013-07-28,76
2013-08-04,72
2013-08-05,70
2013-08-06,68
2013-08-07,65
2013-08-08,63
2013-08-09,61
2013-08-10,58
2013-08-11,58
2013-08-12,57
2013-08-13,56
2013-08-14,56
2013-08-15,56
2013-08-16,55
2013-08-17,55
2013-08-18,59
2013-08-19,65
2013-08-20,70
2013-08-21,74
2013-08-22,79
2013-08-23,84
2013-08-24,88
2013-08-25,86
2013-08-26,84
2013-08-27,81
2013-08-28,79
2013-08-29,77
2013-08-30,74
2013-08-31,72
2013-09-01,72
2013-09-02,71
2013-09-03,71
2013-09-04,71
2013-09-05,71
2013-09-06,71
2013-09-07,71
2013-09-08,72
2013-09-09,74
2013-09-10,75
2013-09-11,76
2013-09-12,76
2013-09-13,77
2013-09-14,78
2013-09-15,75
2013-09-16,70
2013-09-17,67
2013-09-18,64
2013-09-19,61
2013-09-20,57
2013-09-21,54
2013-09-22,55
2013-09-23,57
2013-09-24,58
2013-09-25,60
2013-09-26,61
2013-09-27,62
2013-09-28,63
2013-09-29,63
2013-09-30,64
2013-10-01,63
2013-10-02,63
2013-10-03,63
2013-10-04,63
2013-10-05,62
2013-10-06,61
2013-10-07,58
2013-10-08,57
2013-10-09,56
2013-10-10,54
2013-10-11,53
2013-10-12,52
2013-10-13,52
2013-10-14,53
2013-10-15,53
2013-10-16,53
2013-10-17,53
2013-10-18,53
2013-10-19,54
2013-10-20,52
2013-10-21,51
2013-10-22,50
2013-10-23,49
2013-10-24,48
2013-10-25,46
2013-10-26,45
2013-10-27,47
2013-11-03,57
2013-11-04,57
2013-11-05,58
2013-11-06,59
2013-11-07,61
2013-11-08,62
2013-11-09,63
2013-11-10,62
2013-11-11,63
2013-11-12,62
2013-11-13,61
2013-11-14,61
2013-11-15,60
2013-11-16,59
2013-11-17,58
2013-11-18,56
2013-11-19,55
2013-11-20,53
2013-11-21,52
2013-11-22,51
2013-11-23,50
2013-11-24,52
2013-11-25,55
2013-11-26,57
2013-11-27,59
2013-11-28,61
2013-11-29,63
2013-11-30,65
2013-12-01,64
2013-12-02,61
2013-12-03,60
2013-12-04,58
2013-12-05,56
2013-12-06,55
2013-12-07,53
2013-12-08,52
2013-12-09,51
2013-12-10,50
2013-12-11,49
2013-12-12,48
2013-12-13,47
2013-12-14,46
2013-12-15,47
2013-12-16,47
2013-12-17,48
2013-12-18,48
2013-12-19,49
2013-12-20,49
2013-12-21,50
2013-12-22,52
2013-12-23,56
2013-12-24,58
2013-12-25,61
2013-12-26,63
2013-12-27,66
2013-12-28,69
2013-12-29,68
2013-12-30,65
2013-12-31,64
2014-01-01,63
2014-01-02,62
2014-01-03,61
2014-01-04,60
2014-01-05,63
2014-01-06,67
2014-01-07,71
2014-01-08,74
2014-01-09,78
2014-01-10,81
2014-01-11,85
2014-01-12,84
2014-01-13,83
2014-01-14,82
2014-01-15,81
2014-01-16,80
2014-01-17,79
2014-01-18,79
2014-01-19,75
2014-01-20,71
2014-01-21,67
2014-01-22,64
2014-01-23,60
2014-01-24,57
2014-01-25,53
2014-01-26,56
