Date,Groupon
2012-01-10,74
2012-01-11,76
2012-01-12,76
2012-01-13,75
2012-01-14,81
2012-01-15,75
2012-01-16,70
2012-01-17,78
2012-01-18,76
2012-01-19,74
2012-01-20,77
2012-01-21,77
2012-01-22,76
2012-01-23,70
2012-01-24,74
2012-01-25,76
2012-01-26,73
2012-01-27,77
2012-01-28,80
2012-01-29,74
2012-01-30,73
2012-01-31,77
2012-02-01,77
2012-02-02,77
2012-02-03,77
2012-02-04,84
2012-02-05,77
2012-02-06,76
2012-02-07,78
2012-02-08,75
2012-02-09,79
2012-02-10,77
2012-02-11,80
2012-02-12,78
2012-02-13,72
2012-02-14,77
2012-02-15,77
2012-02-16,76
2012-02-17,76
2012-02-18,80
2012-02-19,73
2012-02-20,70
2012-02-21,74
2012-02-22,73
2012-02-23,73
2012-02-24,73
2012-02-25,73
2012-02-26,73
2012-02-27,67
2012-02-28,75
2012-02-29,74
2012-03-01,75
2012-03-02,75
2012-03-03,80
2012-03-04,77
2012-03-05,72
2012-03-06,77
2012-03-07,76
2012-03-08,78
2012-03-09,77
2012-03-10,80
2012-03-11,76
2012-03-12,72
2012-03-13,75
2012-03-14,75
2012-03-15,77
2012-03-16,74
2012-03-17,77
2012-03-18,74
2012-03-19,70
2012-03-20,74
2012-03-21,72
2012-03-22,71
2012-03-23,72
2012-03-24,75
2012-03-25,69
2012-03-26,66
2012-03-27,69
2012-03-28,68
2012-03-29,68
2012-03-30,68
2012-03-31,68
2012-04-01,67
2012-04-02,63
2012-04-03,69
2012-04-04,69
2012-04-05,74
2012-04-06,71
2012-04-07,77
2012-04-08,70
2012-04-09,70
2012-04-10,65
2012-04-11,70
2012-04-12,68
2012-04-13,68
2012-04-14,69
2012-04-15,67
2012-04-16,64
2012-04-17,68
2012-04-18,69
2012-04-19,68
2012-04-20,68
2012-04-21,74
2012-04-22,70
2012-04-23,62
2012-04-24,71
2012-04-25,68
2012-04-26,64
2012-04-27,68
2012-04-28,68
2012-04-29,67
2012-04-30,62
2012-05-01,70
2012-05-02,61
2012-05-03,68
2012-05-04,69
2012-05-05,72
2012-05-06,69
2012-05-07,62
2012-05-08,69
2012-05-09,65
2012-05-10,68
2012-05-11,67
2012-05-12,68
2012-05-13,67
2012-05-14,62
2012-05-15,68
2012-05-16,70
2012-05-17,71
2012-05-18,71
2012-05-19,77
2012-05-20,71
2012-05-21,71
2012-05-22,68
2012-05-23,72
2012-05-24,70
2012-05-25,73
2012-05-26,73
2012-05-27,71
2012-05-28,67
2012-05-29,68
2012-05-30,69
2012-05-31,71
2012-06-01,70
2012-06-02,74
2012-06-03,67
2012-06-04,65
2012-06-05,70
2012-06-06,68
2012-06-07,68
2012-06-08,69
2012-06-09,71
2012-06-10,66
2012-06-11,64
2012-06-12,68
2012-06-13,67
2012-06-14,68
2012-06-15,67
2012-06-16,69
2012-06-17,67
2012-06-18,62
2012-06-19,66
2012-06-20,69
2012-06-21,65
2012-06-22,66
2012-06-23,71
2012-06-24,68
2012-06-25,58
2012-06-26,66
2012-06-27,67
2012-06-28,65
2012-06-29,65
2012-06-30,69
2012-07-01,66
2012-07-02,63
2012-07-03,66
2012-07-04,67
2012-07-05,67
2012-07-06,69
2012-07-07,72
2012-07-08,71
2012-07-09,62
2012-07-10,67
2012-07-11,69
2012-07-12,70
2012-07-13,67
2012-07-14,73
2012-07-15,68
2012-07-16,64
2012-07-17,65
2012-07-18,67
2012-07-19,67
2012-07-20,63
2012-07-21,69
2012-07-22,64
2012-07-23,61
2012-07-24,63
2012-07-25,66
2012-07-26,66
2012-07-27,65
2012-07-28,70
2012-07-29,65
2012-07-30,58
2012-07-31,67
2012-08-01,64
2012-08-02,64
2012-08-03,66
2012-08-04,65
2012-08-05,62
2012-08-06,60
2012-08-07,61
2012-08-08,62
2012-08-09,61
2012-08-10,61
2012-08-11,62
2012-08-12,59
2012-08-13,56
2012-08-14,59
2012-08-15,64
2012-08-16,59
2012-08-17,61
2012-08-18,65
2012-08-19,63
2012-08-20,51
2012-08-21,64
2012-08-22,59
2012-08-23,59
2012-08-24,60
2012-08-25,62
2012-08-26,56
2012-08-27,56
2012-08-28,60
2012-08-29,58
2012-08-30,60
2012-08-31,58
2012-09-01,60
2012-09-02,58
2012-09-03,59
2012-09-04,61
2012-09-05,61
2012-09-06,62
2012-09-07,65
2012-09-08,65
2012-09-09,63
2012-09-10,59
2012-09-11,65
2012-09-12,65
2012-09-13,63
2012-09-14,65
2012-09-15,67
2012-09-16,63
2012-09-17,63
2012-09-18,66
2012-09-19,65
2012-09-20,65
2012-09-21,68
2012-09-22,69
2012-09-23,66
2012-09-24,61
2012-09-25,71
2012-09-26,65
2012-09-27,68
2012-09-28,69
2012-09-29,71
2012-09-30,68
2012-10-01,64
2012-10-02,67
2012-10-03,67
2012-10-04,67
2012-10-05,65
2012-10-06,69
2012-10-07,65
2012-10-08,62
2012-10-09,66
2012-10-10,66
2012-10-11,68
2012-10-12,67
2012-10-13,72
2012-10-14,66
2012-10-15,63
2012-10-16,68
2012-10-17,71
2012-10-18,66
2012-10-19,71
2012-10-20,74
2012-10-21,69
2012-10-22,65
2012-10-23,69
2012-10-24,69
2012-10-25,71
2012-10-26,70
2012-10-27,72
2012-10-28,71
2012-10-29,64
2012-10-30,67
2012-10-31,67
2012-11-01,70
2012-11-02,64
2012-11-03,68
2012-11-04,65
2012-11-05,63
2012-11-06,67
2012-11-07,68
2012-11-08,66
2012-11-09,65
2012-11-10,73
2012-11-11,69
2012-11-12,67
2012-11-13,70
2012-11-14,69
2012-11-15,71
2012-11-16,72
2012-11-17,75
2012-11-18,71
2012-11-19,66
2012-11-20,69
2012-11-21,69
2012-11-22,69
2012-11-23,67
2012-11-24,71
2012-11-25,65
2012-11-26,65
2012-11-27,67
2012-11-28,68
2012-11-29,71
2012-11-30,72
