Date,Portola
2013-11-16,67
2013-11-17,67
2013-11-18,68
2013-11-19,68
2013-11-20,69
2013-11-21,69
2013-11-22,70
2013-11-23,70
2013-11-24,71
2013-11-25,71
2013-11-26,72
2013-11-27,72
2013-11-28,73
2013-11-29,73
2013-11-30,74
2013-12-01,75
2013-12-02,72
2013-12-03,70
2013-12-04,67
2013-12-05,65
2013-12-06,62
2013-12-07,60
2013-12-08,58
2013-12-09,55
2013-12-10,53
2013-12-11,50
2013-12-12,48
2013-12-13,45
2013-12-14,43
2013-12-15,41
2013-12-16,38
2013-12-17,36
2013-12-18,33
2013-12-19,31
2013-12-20,29
2013-12-21,26
2013-12-22,24
2013-12-23,21
2013-12-24,19
2013-12-25,16
2013-12-26,14
2013-12-27,12
2013-12-28,9
2013-12-29,7
2013-12-30,4
2013-12-31,2
