Date,MSCI Inc
2007-07-12,78
2007-07-13,81
2007-07-14,83
2007-07-15,81
2007-07-16,80
2007-07-17,79
2007-07-18,77
2007-07-19,75
2007-07-20,74
2007-07-21,72
2007-07-22,74
2007-07-23,75
2007-07-24,78
2007-07-25,80
2007-07-26,82
2007-07-27,84
2007-07-28,86
2007-07-29,83
2007-07-30,81
2007-07-31,78
2007-08-01,75
2007-08-02,72
2007-08-03,69
2007-08-04,66
2007-08-05,67
2007-08-06,69
2007-08-07,71
2007-08-08,73
2007-08-09,74
2007-08-10,76
2007-08-11,78
2007-08-12,75
2007-08-13,70
2007-08-14,67
2007-08-15,64
2007-08-16,61
2007-08-17,57
2007-08-18,54
2007-08-19,54
2007-08-20,55
2007-08-21,55
2007-08-22,55
2007-08-23,55
2007-08-24,55
2007-08-25,56
2007-08-26,57
2007-08-27,58
2007-08-28,59
2007-08-29,60
2007-08-30,62
2007-08-31,63
2007-09-01,64
2007-09-02,66
2007-09-03,68
2007-09-04,70
2007-09-05,72
2007-09-06,73
2007-09-07,75
2007-09-08,77
2007-09-09,74
2007-09-10,70
2007-09-11,68
2007-09-12,65
2007-09-13,63
2007-09-14,60
2007-09-15,58
2007-09-16,61
2007-09-17,64
2007-09-18,66
2007-09-19,69
2007-09-20,71
2007-09-21,74
2007-09-22,77
2007-09-23,76
2007-09-24,74
2007-09-25,74
2007-09-26,73
2007-09-27,72
2007-09-28,72
2007-09-29,71
2007-09-30,74
2007-10-01,77
2007-10-02,81
2007-10-03,83
2007-10-04,89
2007-10-05,92
2007-10-06,92
2007-10-07,90
2007-10-08,89
2007-10-09,87
2007-10-10,86
2007-10-11,83
2007-10-12,82
2007-10-13,83
2007-10-14,85
2007-10-15,87
2007-10-16,98
2007-10-17,83
2007-10-18,98
2007-10-19,95
2007-10-20,97
2007-10-21,95
2007-10-22,93
2007-10-23,91
2007-10-24,90
2007-10-25,88
2007-10-26,83
2007-10-27,84
2007-10-28,85
2007-10-29,87
2007-10-30,88
2007-10-31,89
2007-11-01,95
2007-11-02,92
2007-11-03,93
2007-11-04,94
2007-11-05,95
2007-11-06,93
2007-11-07,94
2007-11-08,98
2007-11-09,98
2007-11-10,110
2007-11-11,95
2007-11-12,91
2007-11-13,88
2007-11-14,84
2007-11-15,67
2007-11-16,77
2007-11-17,74
2007-11-18,71
2007-11-19,68
2007-11-20,65
2007-11-21,63
2007-11-22,60
2007-11-23,57
2007-11-24,55
2007-11-25,58
2007-11-26,62
2007-11-27,66
2007-11-28,72
2007-11-29,73
2007-11-30,73
2007-12-01,80
2007-12-02,79
2007-12-03,78
2007-12-04,77
2007-12-05,77
2007-12-06,76
2007-12-07,75
2007-12-08,74
2007-12-09,73
2007-12-10,72
2007-12-11,71
2007-12-12,70
2007-12-13,69
2007-12-14,68
2007-12-15,68
2007-12-16,68
2007-12-17,68
2007-12-18,68
2007-12-19,73
2007-12-20,66
2007-12-21,68
2007-12-22,68
2007-12-23,68
2007-12-24,68
2007-12-25,69
2007-12-26,69
2007-12-27,70
2007-12-28,70
2007-12-29,71
2007-12-30,72
2007-12-31,74
2008-01-01,75
2008-01-02,77
2008-01-03,73
2008-01-04,77
2008-01-05,85
2008-01-06,82
2008-01-07,82
2008-01-08,82
2008-01-09,82
2008-01-10,81
2008-01-11,84
2008-01-12,91
2008-01-13,84
2008-01-14,83
2008-01-15,82
2008-01-16,78
2008-01-17,82
2008-01-18,77
2008-01-19,76
2008-01-20,77
2008-01-21,77
2008-01-22,81
2008-01-23,82
2008-01-24,79
2008-01-25,77
2008-01-26,78
2008-01-27,79
2008-01-28,76
2008-01-29,84
2008-01-30,89
2008-01-31,81
2008-02-01,84
2008-02-02,85
2008-02-03,79
2008-02-04,74
2008-02-05,69
2008-02-06,63
2008-02-07,58
2008-02-08,54
2008-02-09,48
2008-02-10,52
2008-02-11,57
2008-02-12,60
2008-02-13,67
2008-02-14,72
2008-02-15,80
2008-02-16,82
2008-02-17,80
2008-02-18,78
2008-02-19,75
2008-02-20,72
2008-02-21,72
2008-02-22,69
2008-02-23,68
2008-02-24,67
2008-02-25,68
2008-02-26,70
2008-02-27,63
2008-02-28,70
2008-02-29,68
2008-03-01,69
2008-03-02,68
2008-03-03,67
2008-03-04,66
2008-03-05,65
2008-03-06,64
2008-03-07,63
2008-03-08,62
2008-03-09,60
2008-03-10,58
2008-03-11,56
2008-03-12,54
2008-03-13,52
2008-03-14,50
2008-03-15,49
2008-03-16,51
2008-03-17,54
2008-03-18,57
2008-03-19,59
2008-03-20,62
2008-03-21,64
2008-03-22,67
2008-03-23,66
2008-03-24,65
2008-03-25,66
2008-03-26,63
2008-03-27,62
2008-03-28,61
2008-03-29,60
2008-03-30,62
2008-03-31,64
2008-04-01,66
2008-04-02,65
2008-04-03,73
2008-04-04,72
2008-04-05,74
2008-04-06,74
2008-04-07,74
2008-04-08,72
2008-04-09,72
2008-04-10,74
2008-04-11,74
2008-04-12,75
2008-04-13,73
2008-04-14,72
2008-04-15,70
2008-04-16,69
2008-04-17,68
2008-04-18,67
2008-04-19,66
2008-04-20,64
2008-04-21,63
2008-04-22,61
2008-04-23,60
2008-04-24,58
2008-04-25,57
2008-04-26,56
2008-04-27,58
2008-04-28,61
2008-04-29,64
2008-04-30,66
2008-05-01,68
2008-05-02,76
2008-05-03,75
2008-05-04,73
2008-05-05,71
2008-05-06,68
2008-05-07,69
2008-05-08,68
2008-05-09,65
2008-05-10,64
2008-05-11,62
2008-05-12,61
2008-05-13,55
2008-05-14,58
2008-05-15,56
2008-05-16,55
2008-05-17,54
2008-05-18,54
2008-05-19,55
2008-05-20,58
2008-05-21,56
2008-05-22,57
2008-05-23,58
2008-05-24,59
2008-05-25,61
2008-05-26,63
2008-05-27,60
2008-05-28,73
2008-05-29,64
2008-05-30,73
2008-05-31,74
2008-06-01,70
2008-06-02,67
2008-06-03,63
2008-06-04,60
2008-06-05,59
2008-06-06,53
2008-06-07,50
2008-06-08,51
2008-06-09,51
2008-06-10,53
2008-06-11,54
2008-06-12,55
2008-06-13,56
2008-06-14,57
2008-06-15,56
2008-06-16,56
2008-06-17,55
2008-06-18,55
2008-06-19,55
2008-06-20,54
2008-06-21,54
2008-06-22,54
2008-06-23,54
2008-06-24,54
2008-06-25,55
2008-06-26,55
2008-06-27,55
2008-06-28,56
2008-06-29,54
2008-06-30,53
2008-07-06,50
2008-07-07,53
2008-07-08,57
2008-07-09,60
2008-07-10,63
2008-07-11,67
2008-07-12,70
2008-07-13,68
2008-07-14,65
2008-07-15,62
2008-07-16,60
2008-07-17,58
2008-07-18,56
2008-07-19,54
2008-07-20,54
2008-07-21,55
2008-07-22,55
2008-07-23,56
2008-07-24,56
2008-07-25,56
2008-07-26,57
2008-07-27,57
2008-07-28,57
2008-07-29,57
2008-07-30,57
2008-07-31,57
2008-08-01,58
2008-08-02,58
2008-08-03,58
2008-08-04,57
2008-08-05,57
2008-08-06,57
2008-08-07,57
2008-08-08,57
2008-08-09,56
2008-08-10,56
2008-08-11,56
2008-08-12,56
2008-08-13,56
2008-08-14,55
2008-08-15,55
2008-08-16,55
2008-08-17,55
2008-08-18,55
2008-08-19,55
2008-08-20,56
2008-08-21,56
2008-08-22,56
2008-08-23,56
2008-08-24,55
2008-08-25,53
2008-08-26,52
2008-08-27,50
2008-08-28,49
2008-08-29,47
2008-08-30,45
2008-08-31,44
2008-09-01,44
2008-09-02,43
2008-09-03,42
2008-09-04,41
2008-09-05,40
2008-09-06,39
2008-09-07,40
2008-09-08,41
2008-09-09,43
2008-09-10,44
2008-09-11,45
2008-09-12,47
2008-09-13,48
2008-09-14,49
2008-09-15,51
2008-09-16,52
2008-09-17,53
2008-09-18,54
2008-09-19,55
2008-09-20,57
2008-09-21,56
2008-09-22,55
2008-09-23,54
2008-09-24,54
2008-09-25,53
2008-09-26,52
2008-09-27,52
2008-09-28,52
2008-10-01,55
2008-10-02,56
2008-10-03,57
2008-10-04,58
2008-10-05,59
2008-10-06,60
2008-10-07,50
2008-10-08,65
2008-10-09,68
2008-10-10,65
2008-10-11,67
2008-10-12,67
2008-10-13,67
2008-10-14,72
2008-10-15,67
2008-10-16,68
2008-10-17,69
2008-10-18,69
2008-10-19,71
2008-10-20,72
2008-10-21,74
2008-10-22,74
2008-10-23,83
2008-10-24,73
2008-10-25,82
2008-10-26,78
2008-10-27,76
2008-10-28,75
2008-10-29,68
2008-10-30,75
2008-10-31,70
2008-11-01,72
2008-11-02,66
2008-11-03,64
2008-11-04,62
2008-11-05,59
2008-11-06,55
2008-11-07,56
2008-11-08,53
2008-11-09,55
2008-11-10,57
2008-11-11,59
2008-11-12,54
2008-11-13,65
2008-11-14,67
2008-11-15,69
2008-11-16,67
2008-11-17,65
2008-11-18,64
2008-11-19,65
2008-11-20,59
2008-11-21,60
2008-11-22,58
2008-11-23,56
2008-11-24,55
2008-11-25,53
2008-11-26,53
2008-11-27,50
2008-11-28,49
2008-11-29,48
2008-11-30,46
2008-12-01,44
2008-12-02,42
2008-12-03,40
2008-12-04,38
2008-12-05,36
2008-12-06,35
2008-12-07,35
2008-12-08,36
2008-12-09,37
2008-12-10,37
2008-12-11,38
2008-12-12,39
2008-12-13,40
2008-12-14,42
2008-12-15,44
2008-12-16,44
2008-12-17,48
2008-12-18,50
2008-12-19,52
2008-12-20,54
2008-12-21,52
2008-12-22,50
2008-12-23,49
2008-12-24,47
2008-12-25,46
2008-12-26,44
2008-12-27,43
2008-12-28,43
2008-12-29,41
2008-12-30,44
2008-12-31,45
