Date,Transunion
2011-06-01,72
2011-06-02,74
2011-06-03,76
2011-06-04,79
2011-06-05,79
2011-06-06,59
2011-06-07,77
2011-06-08,78
2011-06-09,76
2011-06-10,73
2011-06-11,82
2011-06-12,77
2011-06-13,67
2011-06-14,71
2011-06-15,77
2011-06-16,79
2011-06-17,74
2011-06-18,79
2011-06-19,77
2011-06-20,71
2011-06-21,77
2011-06-22,83
2011-06-23,80
2011-06-24,86
2011-06-25,90
2011-06-26,87
2011-06-27,73
2011-06-28,76
2011-06-29,84
2011-06-30,78
2011-07-01,77
2011-07-02,78
2011-07-03,84
2011-07-04,68
2011-07-05,66
2011-07-06,71
2011-07-07,77
2011-07-08,79
2011-07-09,75
2011-07-10,80
2011-07-11,65
2011-07-12,83
2011-07-13,81
2011-07-14,87
2011-07-15,93
2011-07-16,88
2011-07-17,92
2011-07-18,79
2011-07-19,86
2011-07-20,90
2011-07-21,88
2011-07-22,83
2011-07-23,96
2011-07-24,84
2011-07-25,75
2011-07-26,86
2011-07-27,87
2011-07-28,90
2011-07-29,91
2011-07-30,96
2011-07-31,92
2011-08-01,71
2011-08-02,84
2011-08-03,89
2011-08-04,85
2011-08-05,87
2011-08-06,85
2011-08-07,88
2011-08-08,73
2011-08-09,82
2011-08-10,83
2011-08-11,79
2011-08-12,84
2011-08-13,84
2011-08-14,80
2011-08-15,75
2011-08-16,77
2011-08-17,82
2011-08-18,82
2011-08-19,85
2011-08-20,82
2011-08-21,81
2011-08-22,74
2011-08-23,75
2011-08-24,84
2011-08-25,75
2011-08-26,81
2011-08-27,86
2011-08-28,79
2011-08-29,69
2011-08-30,70
2011-08-31,76
2011-09-01,74
2011-09-02,66
2011-09-03,78
2011-09-04,70
2011-09-05,67
2011-09-06,66
2011-09-07,69
2011-09-08,66
2011-09-09,74
2011-09-10,77
2011-09-11,73
2011-09-12,50
2011-09-13,71
2011-09-14,73
2011-09-15,75
2011-09-16,75
2011-09-17,83
2011-09-18,78
2011-09-19,61
2011-09-20,74
2011-09-21,72
2011-09-22,73
2011-09-23,75
2011-09-24,78
2011-09-25,69
2011-09-26,62
2011-09-27,70
2011-09-28,70
2011-09-29,72
2011-09-30,69
2011-10-01,69
2011-10-02,69
2011-10-03,60
2011-10-04,68
2011-10-05,70
2011-10-06,65
2011-10-07,66
2011-10-08,76
2011-10-09,70
2011-10-10,63
2011-10-11,64
2011-10-12,75
2011-10-13,70
2011-10-14,75
2011-10-15,80
2011-10-16,81
2011-10-17,65
2011-10-18,68
2011-10-19,70
2011-10-20,71
2011-10-21,66
2011-10-22,72
2011-10-23,69
2011-10-24,54
2011-10-25,70
2011-10-26,64
2011-10-27,64
2011-10-28,69
2011-10-29,71
2011-10-30,65
2011-10-31,60
2011-11-01,63
2011-11-02,65
2011-11-03,66
2011-11-04,68
2011-11-05,71
2011-11-06,70
2011-11-07,59
2011-11-08,68
2011-11-09,72
2011-11-10,71
2011-11-11,75
2011-11-12,78
2011-11-13,73
2011-11-14,67
2011-11-15,65
2011-11-16,71
2011-11-17,67
2011-11-18,73
2011-11-19,69
2011-11-20,69
2011-11-21,50
2011-11-22,60
2011-11-23,59
2011-11-24,63
2011-11-25,52
2011-11-26,55
2011-11-27,55
2011-11-28,49
2011-11-29,57
2011-11-30,67
2011-12-01,65
2011-12-02,72
2011-12-03,77
2011-12-04,72
2011-12-05,67
2011-12-06,69
2011-12-07,71
2011-12-08,71
2011-12-09,72
2011-12-10,72
2011-12-11,73
2011-12-12,60
2011-12-13,67
2011-12-14,67
2011-12-15,68
2011-12-16,69
2011-12-17,70
2011-12-18,65
2011-12-19,60
2011-12-20,63
2011-12-21,65
2011-12-22,62
2011-12-23,63
2011-12-24,67
2011-12-25,65
2011-12-26,46
2011-12-27,55
2011-12-28,58
2011-12-29,55
2011-12-30,56
2011-12-31,59
2012-01-01,58
2012-01-02,58
2012-01-03,55
2012-01-04,64
2012-01-05,68
2012-01-06,72
2012-01-07,77
2012-01-08,73
2012-01-09,70
2012-01-10,73
2012-01-11,78
2012-01-12,79
2012-01-13,83
2012-01-14,81
2012-01-15,89
2012-01-16,62
2012-01-17,80
2012-01-18,79
2012-01-19,80
2012-01-20,75
2012-01-21,84
2012-01-22,84
2012-01-23,69
2012-01-24,80
2012-01-25,84
2012-01-26,80
2012-01-27,83
2012-01-28,90
2012-01-29,84
2012-01-30,74
2012-01-31,86
2012-02-01,75
2012-02-02,83
2012-02-03,81
2012-02-04,87
2012-02-05,85
2012-02-06,74
2012-02-07,80
2012-02-08,82
2012-02-09,88
2012-02-10,87
2012-02-11,94
2012-02-12,91
2012-02-13,75
2012-02-14,89
2012-02-15,88
2012-02-16,86
2012-02-17,88
2012-02-18,99
2012-02-19,93
2012-02-20,80
2012-02-21,85
2012-02-22,86
2012-02-23,88
2012-02-24,87
2012-02-25,93
2012-02-26,89
2012-02-27,81
2012-02-28,86
2012-02-29,92
2012-03-01,86
2012-03-02,90
2012-03-03,101
2012-03-04,91
2012-03-05,83
2012-03-06,93
2012-03-07,97
2012-03-08,91
2012-03-09,95
2012-03-10,101
2012-03-11,97
2012-03-12,83
2012-03-13,87
2012-03-14,91
2012-03-15,94
2012-03-16,89
2012-03-17,95
2012-03-18,94
2012-03-19,70
2012-03-20,91
2012-03-21,85
2012-03-22,91
2012-03-23,91
2012-03-24,92
2012-03-25,89
2012-03-26,84
2012-03-27,85
2012-03-28,93
2012-03-29,90
2012-03-30,94
2012-03-31,95
2012-04-01,91
2012-04-02,81
2012-04-03,91
2012-04-04,90
2012-04-05,89
2012-04-06,92
2012-04-07,93
2012-04-08,93
2012-04-09,76
2012-04-10,91
2012-04-11,93
2012-04-12,94
2012-04-13,98
2012-04-14,102
2012-04-15,101
2012-04-16,83
2012-04-17,93
2012-04-18,95
2012-04-19,91
2012-04-20,96
2012-04-21,96
2012-04-22,98
2012-04-23,81
2012-04-24,92
2012-04-25,99
2012-04-26,93
2012-04-27,95
2012-04-28,106
2012-04-29,97
2012-04-30,82
2012-05-01,96
2012-05-02,93
2012-05-03,96
2012-05-04,89
2012-05-05,97
2012-05-06,96
2012-05-07,78
2012-05-08,93
2012-05-09,96
2012-05-10,96
2012-05-11,93
2012-05-12,104
2012-05-13,97
2012-05-14,85
2012-05-15,84
2012-05-16,93
2012-05-17,90
2012-05-18,91
2012-05-19,91
2012-05-20,91
2012-05-21,74
2012-05-22,86
2012-05-23,92
2012-05-24,87
2012-05-25,90
2012-05-26,96
2012-05-27,97
2012-05-28,84
2012-05-29,75
2012-05-30,84
2012-05-31,85
2012-06-01,83
2012-06-02,89
2012-06-03,78
2012-06-04,76
2012-06-05,85
2012-06-06,91
2012-06-07,94
2012-06-08,88
2012-06-09,102
2012-06-10,101
2012-06-11,78
2012-06-12,96
2012-06-13,91
2012-06-14,90
2012-06-15,94
2012-06-16,96
2012-06-17,98
2012-06-18,73
2012-06-19,90
2012-06-20,95
2012-06-21,93
2012-06-22,97
2012-06-23,101
2012-06-24,96
2012-06-25,83
2012-06-26,90
2012-06-27,91
2012-06-28,94
2012-06-29,94
2012-06-30,95
2012-07-01,90
2012-07-02,84
2012-07-03,86
2012-07-04,93
2012-07-05,80
2012-07-06,84
2012-07-07,87
2012-07-08,94
2012-07-09,73
2012-07-10,90
2012-07-11,93
2012-07-12,97
2012-07-13,97
2012-07-14,111
2012-07-15,94
2012-07-16,88
2012-07-17,97
2012-07-18,95
2012-07-19,98
2012-07-20,98
2012-07-21,100
2012-07-22,100
2012-07-23,75
2012-07-24,98
2012-07-25,94
2012-07-26,103
2012-07-27,97
2012-07-28,107
2012-07-29,100
2012-07-30,87
2012-07-31,100
2012-08-01,98
2012-08-02,97
2012-08-03,103
2012-08-04,108
2012-08-05,96
2012-08-06,88
2012-08-07,97
2012-08-08,99
2012-08-09,98
2012-08-10,98
2012-08-11,104
2012-08-12,102
2012-08-13,82
2012-08-14,94
2012-08-15,95
2012-08-16,96
2012-08-17,92
2012-08-18,99
2012-08-19,87
2012-08-20,85
2012-08-21,96
2012-08-22,94
2012-08-23,95
2012-08-24,102
2012-08-25,104
2012-08-26,105
2012-08-27,78
2012-08-28,99
2012-08-29,99
2012-08-30,95
2012-08-31,101
2012-09-01,101
2012-09-02,97
2012-09-03,93
2012-09-04,80
2012-09-05,88
2012-09-06,90
2012-09-07,84
2012-09-08,92
2012-09-09,90
2012-09-10,73
2012-09-11,89
2012-09-12,89
2012-09-13,90
2012-09-14,96
2012-09-15,98
2012-09-16,97
2012-09-17,81
2012-09-18,86
2012-09-19,92
2012-09-20,86
2012-09-21,83
2012-09-22,90
2012-09-23,87
2012-09-24,76
2012-09-25,81
2012-09-26,88
2012-09-27,89
2012-09-28,87
2012-09-29,95
2012-09-30,93
2012-10-01,89
2012-10-02,88
2012-10-03,88
2012-10-04,89
2012-10-05,89
2012-10-06,96
2012-10-07,90
2012-10-08,82
2012-10-09,86
2012-10-10,90
2012-10-11,91
2012-10-12,93
2012-10-13,98
2012-10-14,94
2012-10-15,78
2012-10-16,86
2012-10-17,92
2012-10-18,87
2012-10-19,92
2012-10-20,93
2012-10-21,91
2012-10-22,76
2012-10-23,82
2012-10-24,87
2012-10-25,90
2012-10-26,88
2012-10-27,91
2012-10-28,92
2012-10-29,71
2012-10-30,85
2012-10-31,85
2012-11-01,85
2012-11-02,86
2012-11-03,89
2012-11-04,90
2012-11-05,69
2012-11-06,84
2012-11-07,81
2012-11-08,85
2012-11-09,79
2012-11-10,88
2012-11-11,85
2012-11-12,74
2012-11-13,75
2012-11-14,76
2012-11-15,79
2012-11-16,81
2012-11-17,79
2012-11-18,81
2012-11-19,58
2012-11-20,76
2012-11-21,78
2012-11-22,77
2012-11-23,73
2012-11-24,75
2012-11-25,75
2012-11-26,66
2012-11-27,72
2012-11-28,83
2012-11-29,78
2012-11-30,81
2012-12-01,86
2012-12-02,91
2012-12-03,69
2012-12-04,80
2012-12-05,83
2012-12-06,81
2012-12-07,85
2012-12-08,91
2012-12-09,86
2012-12-10,67
2012-12-11,79
2012-12-12,76
2012-12-13,79
2012-12-14,75
2012-12-15,74
2012-12-16,75
2012-12-17,66
2012-12-18,68
2012-12-19,69
2012-12-20,70
2012-12-21,69
2012-12-22,75
2012-12-23,67
2012-12-24,61
2012-12-25,71
2012-12-26,43
2012-12-27,55
2012-12-28,59
2012-12-29,59
2012-12-30,62
2012-12-31,56
