Date,Groupon
2011-04-09,16
2011-04-10,17
2011-04-11,18
2011-04-12,19
2011-04-13,19
2011-04-14,20
2011-04-15,22
2011-04-16,22
2011-04-17,21
2011-04-18,20
2011-04-19,20
2011-04-20,19
2011-04-21,18
2011-04-22,17
2011-04-23,17
2011-04-24,18
2011-04-25,19
2011-04-26,20
2011-04-27,22
2011-04-28,22
2011-04-29,22
2011-04-30,22
2011-05-01,21
2011-05-02,20
2011-05-03,20
2011-05-04,19
2011-05-05,18
2011-05-06,18
2011-05-07,17
2011-05-08,17
2011-05-09,17
2011-05-10,16
2011-05-11,17
2011-05-12,17
2011-05-13,17
2011-05-14,17
2011-05-15,18
2011-05-16,19
2011-05-17,19
2011-05-18,20
2011-05-19,23
2011-05-20,21
2011-05-21,23
2011-05-22,24
2011-05-23,23
2011-05-24,22
2011-05-25,22
2011-05-26,22
2011-05-27,23
2011-05-28,21
2011-05-29,24
2011-05-30,26
2011-05-31,29
2011-06-01,31
2011-06-02,28
2011-06-03,31
2011-06-04,46
2011-06-05,35
2011-06-06,39
2011-06-07,34
2011-06-08,43
2011-06-09,38
2011-06-10,40
2011-06-11,39
2011-06-12,36
2011-06-13,35
2011-06-14,33
2011-06-15,31
2011-06-16,32
2011-06-17,31
2011-06-18,28
2011-06-19,27
2011-06-20,26
2011-06-21,25
2011-06-22,23
2011-06-23,23
2011-06-24,22
2011-06-25,20
2011-06-26,20
2011-06-27,20
2011-06-28,22
2011-06-29,21
2011-06-30,22
2011-07-01,22
2011-07-02,21
2011-07-03,21
2011-07-04,20
2011-07-05,21
2011-07-06,19
2011-07-07,20
2011-07-08,17
2011-07-09,20
2011-07-10,19
2011-07-11,19
2011-07-12,18
2011-07-13,18
2011-07-14,18
2011-07-15,18
2011-07-16,18
2011-07-17,20
2011-07-18,20
2011-07-19,20
2011-07-20,20
2011-07-21,22
2011-07-22,20
2011-07-23,24
2011-07-24,23
2011-07-25,23
2011-07-26,23
2011-07-27,22
2011-07-28,24
2011-07-29,23
2011-07-30,25
2011-07-31,24
2011-08-01,24
2011-08-02,22
2011-08-03,24
2011-08-04,23
2011-08-05,23
2011-08-06,23
2011-08-07,24
2011-08-08,24
2011-08-09,27
2011-08-10,28
2011-08-11,25
2011-08-12,30
2011-08-13,29
2011-08-14,27
2011-08-15,26
2011-08-16,24
2011-08-17,23
2011-08-18,21
2011-08-19,20
2011-08-20,18
2011-08-21,19
2011-08-22,19
2011-08-23,20
2011-08-24,19
2011-08-25,19
2011-08-26,22
2011-08-27,21
2011-08-28,20
2011-08-29,19
2011-08-30,19
2011-08-31,18
2011-09-01,18
2011-09-02,18
2011-09-03,18
2011-09-04,18
2011-09-05,19
2011-09-06,17
2011-09-07,20
2011-09-08,22
2011-09-09,21
2011-09-10,25
2011-09-11,22
2011-09-12,22
2011-09-13,19
2011-09-14,23
2011-09-15,21
2011-09-16,21
2011-09-17,23
2011-09-18,22
2011-09-19,22
2011-09-20,22
2011-09-21,21
2011-09-22,24
2011-09-23,23
2011-09-24,22
2011-09-25,23
2011-09-26,23
2011-09-27,24
2011-09-28,24
2011-09-29,24
2011-09-30,20
2011-10-01,23
2011-10-02,22
2011-10-03,22
2011-10-04,21
2011-10-05,21
2011-10-06,19
2011-10-07,20
2011-10-08,20
2011-10-09,20
2011-10-10,20
2011-10-11,20
2011-10-12,18
2011-10-13,21
2011-10-14,20
2011-10-15,20
2011-10-16,21
2011-10-17,22
2011-10-18,23
2011-10-19,23
2011-10-20,26
2011-10-21,24
2011-10-22,31
2011-10-23,28
2011-10-24,29
2011-10-25,27
2011-10-26,30
2011-10-27,30
2011-10-28,29
2011-10-29,32
2011-10-30,40
2011-10-31,48
2011-11-01,61
2011-11-02,64
2011-11-03,70
2011-11-04,31
2011-11-05,118
2011-11-06,105
2011-11-07,76
2011-11-08,87
2011-11-09,84
2011-11-10,62
2011-11-11,73
2011-11-12,67
2011-11-13,57
2011-11-14,41
2011-11-15,52
2011-11-16,47
2011-11-17,40
2011-11-18,40
2011-11-19,33
2011-11-20,34
2011-11-21,32
2011-11-22,30
2011-11-23,29
2011-11-24,31
2011-11-25,32
2011-11-26,30
2011-11-27,30
2011-11-28,31
2011-11-29,29
2011-11-30,32
2011-12-01,34
2011-12-02,35
2011-12-03,36
2011-12-04,36
2011-12-05,32
2011-12-06,29
2011-12-07,27
2011-12-08,29
2011-12-09,24
2011-12-10,25
2011-12-11,23
2011-12-12,24
2011-12-13,26
2011-12-14,23
2011-12-15,28
2011-12-16,25
2011-12-17,27
2011-12-18,26
2011-12-19,25
2011-12-20,25
2011-12-21,24
2011-12-22,24
2011-12-23,24
2011-12-24,22
2011-12-25,22
2011-12-26,21
2011-12-27,21
2011-12-28,21
2011-12-29,20
2011-12-30,20
2011-12-31,19
2012-01-01,20
2012-01-02,21
2012-01-03,22
2012-01-04,22
2012-01-05,24
2012-01-06,24
2012-01-07,25
2012-01-08,24
2012-01-09,23
2012-01-10,22
2012-01-11,22
2012-01-12,23
2012-01-13,21
2012-01-14,19
2012-01-15,19
2012-01-16,20
2012-01-17,23
2012-01-18,22
2012-01-19,19
2012-01-20,21
2012-01-21,20
2012-01-22,20
2012-01-23,20
2012-01-24,20
2012-01-25,20
2012-01-26,18
2012-01-27,17
2012-01-28,20
2012-01-29,20
2012-01-30,21
2012-01-31,22
2012-02-01,22
2012-02-02,23
2012-02-03,27
2012-02-04,30
2012-02-05,29
2012-02-06,26
2012-02-07,32
2012-02-08,25
2012-02-09,33
2012-02-10,37
2012-02-11,36
2012-02-12,33
2012-02-13,31
2012-02-14,31
2012-02-15,24
2012-02-16,26
2012-02-17,25
2012-02-18,23
2012-02-19,22
2012-02-20,22
2012-02-21,22
2012-02-22,22
2012-02-23,21
2012-02-24,22
2012-02-25,22
2012-02-26,22
2012-02-27,22
2012-02-28,21
2012-02-29,22
2012-03-01,22
2012-03-02,21
2012-03-03,24
2012-03-04,22
2012-03-05,22
2012-03-06,22
2012-03-07,20
2012-03-08,23
2012-03-09,23
2012-03-10,22
2012-03-11,21
2012-03-12,20
2012-03-13,19
2012-03-14,18
2012-03-15,19
2012-03-16,18
2012-03-17,18
2012-03-18,18
2012-03-19,18
2012-03-20,17
2012-03-21,18
2012-03-22,18
2012-03-23,17
2012-03-24,17
2012-03-25,18
2012-03-26,18
2012-03-27,17
2012-03-28,17
2012-03-29,19
2012-03-30,17
2012-03-31,19
2012-04-01,21
2012-04-02,21
2012-04-03,24
2012-04-04,31
2012-04-05,33
2012-04-06,33
2012-04-07,39
2012-04-08,33
2012-04-09,31
2012-04-10,29
2012-04-11,28
2012-04-12,23
2012-04-13,22
2012-04-14,20
2012-04-15,19
2012-04-16,18
2012-04-17,20
2012-04-18,17
2012-04-19,19
2012-04-20,19
2012-04-21,18
2012-04-22,18
2012-04-23,18
2012-04-24,19
2012-04-25,18
2012-04-26,17
2012-04-27,19
2012-04-28,17
2012-04-29,18
2012-04-30,19
2012-05-01,21
2012-05-02,21
2012-05-03,21
2012-05-04,25
2012-05-05,23
2012-05-06,23
2012-05-07,22
2012-05-08,24
2012-05-09,22
2012-05-10,21
2012-05-11,21
2012-05-12,19
2012-05-13,22
2012-05-14,25
2012-05-15,28
2012-05-16,35
2012-05-17,35
2012-05-18,36
2012-05-19,43
2012-05-20,38
2012-05-21,37
2012-05-22,33
2012-05-23,35
2012-05-24,31
2012-05-25,31
2012-05-26,29
2012-05-27,26
2012-05-28,26
2012-05-29,23
2012-05-30,24
2012-05-31,20
2012-06-01,21
2012-06-02,20
2012-06-03,20
2012-06-04,18
2012-06-05,20
2012-06-06,24
2012-06-07,21
2012-06-08,23
2012-06-09,23
2012-06-10,21
2012-06-11,20
2012-06-12,19
2012-06-13,17
2012-06-14,16
2012-06-15,15
2012-06-16,14
2012-06-17,14
2012-06-18,14
2012-06-19,15
2012-06-20,15
2012-06-21,15
2012-06-22,15
2012-06-23,16
2012-06-24,15
2012-06-25,15
2012-06-26,15
2012-06-27,15
2012-06-28,15
2012-06-29,15
2012-06-30,15
2012-07-01,15
2012-07-02,16
2012-07-03,15
2012-07-04,18
2012-07-05,17
2012-07-06,17
2012-07-07,20
2012-07-08,19
2012-07-09,19
2012-07-10,20
2012-07-11,20
2012-07-12,19
2012-07-13,23
2012-07-14,21
2012-07-15,21
2012-07-16,21
2012-07-17,21
2012-07-18,21
2012-07-19,21
2012-07-20,22
2012-07-21,21
2012-07-22,20
2012-07-23,20
2012-07-24,18
2012-07-25,18
2012-07-26,18
2012-07-27,18
2012-07-28,17
2012-07-29,18
2012-07-30,18
2012-07-31,19
2012-08-01,18
2012-08-02,17
2012-08-03,19
2012-08-04,19
2012-08-05,19
2012-08-06,19
2012-08-07,18
2012-08-08,20
2012-08-09,19
2012-08-10,21
2012-08-11,17
2012-08-12,22
2012-08-13,27
2012-08-14,33
2012-08-15,42
2012-08-16,39
2012-08-17,46
2012-08-18,48
2012-08-19,46
2012-08-20,43
2012-08-21,45
2012-08-22,44
2012-08-23,35
2012-08-24,32
2012-08-25,33
2012-08-26,31
2012-08-27,28
2012-08-28,24
2012-08-29,24
2012-08-30,24
2012-08-31,20
2012-09-01,19
2012-09-02,19
2012-09-03,19
2012-09-04,18
2012-09-05,17
2012-09-06,19
2012-09-07,18
2012-09-08,17
2012-09-09,17
2012-09-10,18
2012-09-11,19
2012-09-12,19
2012-09-13,20
2012-09-14,18
2012-09-15,20
2012-09-16,19
2012-09-17,19
2012-09-18,19
2012-09-19,17
2012-09-20,16
2012-09-21,18
2012-09-22,16
2012-09-23,17
2012-09-24,17
2012-09-25,18
2012-09-26,17
2012-09-27,17
2012-09-28,17
2012-09-29,17
2012-09-30,17
2012-10-01,16
2012-10-02,16
2012-10-03,16
2012-10-04,16
2012-10-05,15
2012-10-06,14
2012-10-07,15
2012-10-08,16
2012-10-09,18
2012-10-10,18
2012-10-11,18
2012-10-12,22
2012-10-13,20
2012-10-14,19
2012-10-15,18
2012-10-16,19
2012-10-17,18
2012-10-18,15
2012-10-19,17
2012-10-20,16
2012-10-21,15
2012-10-22,15
2012-10-23,16
2012-10-24,16
2012-10-25,18
2012-10-26,15
2012-10-27,18
2012-10-28,16
2012-10-29,15
2012-10-30,14
2012-10-31,13
2012-11-01,13
2012-11-02,13
2012-11-03,12
2012-11-04,14
2012-11-05,17
2012-11-06,20
2012-11-07,20
2012-11-08,21
2012-11-09,27
2012-11-10,35
2012-11-11,34
2012-11-12,26
2012-11-13,24
2012-11-14,28
2012-11-15,23
2012-11-16,24
2012-11-17,21
2012-11-18,21
2012-11-19,21
2012-11-20,23
2012-11-21,20
2012-11-22,23
2012-11-23,18
2012-11-24,23
2012-11-25,22
2012-11-26,22
2012-11-27,21
2012-11-28,22
2012-11-29,23
2012-11-30,22
