Date,MSCI Inc
2007-06-06,81
2007-06-07,76
2007-06-08,74
2007-06-09,79
2007-06-10,75
2007-06-11,73
2007-06-12,74
2007-06-13,69
2007-06-14,67
2007-06-15,63
2007-06-16,62
2007-06-17,63
2007-06-18,63
2007-06-19,66
2007-06-20,68
2007-06-21,65
2007-06-22,67
2007-06-23,66
2007-06-24,66
2007-06-25,65
2007-06-26,64
2007-06-27,67
2007-06-28,60
2007-06-29,67
2007-06-30,64
2007-07-01,66
2007-07-02,67
2007-07-03,74
2007-07-04,77
2007-07-05,69
2007-07-06,82
2007-07-07,85
2007-07-08,83
2007-07-09,75
2007-07-10,85
2007-07-11,91
2007-07-12,84
2007-07-13,87
2007-07-14,87
2007-07-15,84
2007-07-16,81
2007-07-17,78
2007-07-18,79
2007-07-19,70
2007-07-20,69
2007-07-21,68
2007-07-22,71
2007-07-23,72
2007-07-24,74
2007-07-25,78
2007-07-26,91
2007-07-27,76
2007-07-28,90
2007-07-29,88
2007-07-30,87
2007-07-31,86
2007-08-01,85
2007-08-02,85
2007-08-03,85
2007-08-04,81
2007-08-05,80
2007-08-06,79
2007-08-07,82
2007-08-08,77
2007-08-09,74
2007-08-10,71
2007-08-11,74
2007-08-12,73
2007-08-13,73
2007-08-14,74
2007-08-15,80
2007-08-16,69
2007-08-17,69
2007-08-18,78
2007-08-19,75
2007-08-20,75
2007-08-21,73
2007-08-22,81
2007-08-23,78
2007-08-24,69
2007-08-25,79
2007-08-26,75
2007-08-27,73
2007-08-28,73
2007-08-29,69
2007-08-30,68
2007-08-31,65
2007-09-01,63
2007-09-02,61
2007-09-03,60
2007-09-04,50
2007-09-05,59
2007-09-06,65
2007-09-07,50
2007-09-08,55
2007-09-09,55
2007-09-10,55
2007-09-11,57
2007-09-12,55
2007-09-13,55
2007-09-14,53
2007-09-15,54
2007-09-16,57
2007-09-17,59
2007-09-18,66
2007-09-19,59
2007-09-20,62
2007-09-21,72
2007-09-22,70
2007-09-23,71
2007-09-24,72
2007-09-25,84
2007-09-26,65
2007-09-27,79
2007-09-28,74
2007-09-29,86
2007-09-30,78
2007-10-01,78
2007-10-02,69
2007-10-03,80
2007-10-04,80
2007-10-05,78
2007-10-06,87
2007-10-07,79
2007-10-08,70
2007-10-09,76
2007-10-10,85
2007-10-11,86
2007-10-12,83
2007-10-13,92
2007-10-14,85
2007-10-15,69
2007-10-16,84
2007-10-17,95
2007-10-18,86
2007-10-19,85
2007-10-20,87
2007-10-21,85
2007-10-22,83
2007-10-23,84
2007-10-24,82
2007-10-25,77
2007-10-26,77
2007-10-27,71
2007-10-28,73
2007-10-29,74
2007-10-30,80
2007-10-31,76
2007-11-01,84
2007-11-02,82
2007-11-03,93
2007-11-04,86
2007-11-05,72
2007-11-06,76
2007-11-07,103
2007-11-08,95
2007-11-09,99
2007-11-10,111
2007-11-11,97
2007-11-12,83
2007-11-13,101
2007-11-14,87
2007-11-15,87
2007-11-16,93
2007-11-17,89
2007-11-18,87
2007-11-19,86
2007-11-20,85
2007-11-21,88
2007-11-22,83
2007-11-23,81
2007-11-24,85
2007-11-25,80
2007-11-26,69
2007-11-27,84
2007-11-28,79
2007-11-29,86
2007-11-30,83
2007-12-01,95
2007-12-02,81
2007-12-03,80
2007-12-04,80
2007-12-05,69
2007-12-06,84
2007-12-07,77
2007-12-08,74
2007-12-09,74
2007-12-10,74
2007-12-11,74
2007-12-12,74
2007-12-13,81
2007-12-14,76
2007-12-15,75
2007-12-16,75
2007-12-17,75
2007-12-18,74
2007-12-19,74
2007-12-20,79
2007-12-21,73
2007-12-22,73
2007-12-23,70
2007-12-24,67
2007-12-25,65
2007-12-26,61
2007-12-27,54
2007-12-28,61
2007-12-29,49
2007-12-30,56
2007-12-31,61
2008-01-01,67
2008-01-02,68
2008-01-03,77
2008-01-04,79
2008-01-05,98
2008-01-06,80
2008-01-07,79
2008-01-08,81
2008-01-09,70
2008-01-10,80
2008-01-11,76
2008-01-12,74
2008-01-13,63
2008-01-14,68
2008-01-15,78
2008-01-16,76
2008-01-17,79
2008-01-18,83
2008-01-19,89
2008-01-20,75
2008-01-21,78
2008-01-22,82
2008-01-23,87
2008-01-24,84
2008-01-25,90
2008-01-26,91
2008-01-27,88
2008-01-28,87
2008-01-29,89
2008-01-30,81
2008-01-31,84
2008-02-01,84
2008-02-02,93
2008-02-03,83
2008-02-04,65
2008-02-05,88
2008-02-06,81
2008-02-07,81
2008-02-08,87
2008-02-09,87
2008-02-10,83
2008-02-11,81
2008-02-12,80
2008-02-13,76
2008-02-14,78
2008-02-15,71
2008-02-16,75
2008-02-17,70
2008-02-18,69
2008-02-19,62
2008-02-20,74
2008-02-21,55
2008-02-22,67
2008-02-23,63
2008-02-24,63
2008-02-25,64
2008-02-26,67
2008-02-27,61
2008-02-28,69
2008-02-29,69
2008-03-01,71
2008-03-02,68
2008-03-03,61
2008-03-04,64
2008-03-05,75
2008-03-06,74
2008-03-07,84
2008-03-08,75
2008-03-09,69
2008-03-10,68
2008-03-11,66
2008-03-12,67
2008-03-13,69
2008-03-14,59
2008-03-15,61
2008-03-16,61
2008-03-17,61
2008-03-18,59
2008-03-19,63
2008-03-20,65
2008-03-21,62
2008-03-22,64
2008-03-23,60
2008-03-24,61
2008-03-25,58
2008-03-26,68
2008-03-27,60
2008-03-28,66
2008-03-29,66
2008-03-30,64
2008-03-31,64
2008-04-01,64
2008-04-02,66
2008-04-03,63
2008-04-04,62
2008-04-05,71
2008-04-06,58
2008-04-07,60
2008-04-08,64
2008-04-09,59
2008-04-10,71
2008-04-11,65
2008-04-12,60
2008-04-13,59
2008-04-14,59
2008-04-15,60
2008-04-16,56
2008-04-17,58
2008-04-18,55
2008-04-19,59
2008-04-20,57
2008-04-21,58
2008-04-22,54
2008-04-23,62
2008-04-24,61
2008-04-25,59
2008-04-26,65
2008-04-27,59
2008-04-28,59
2008-04-29,65
2008-04-30,56
2008-05-01,64
2008-05-02,55
2008-05-03,65
2008-05-04,63
2008-05-05,61
2008-05-06,68
2008-05-07,67
2008-05-08,77
2008-05-09,85
2008-05-10,88
2008-05-11,75
2008-05-12,70
2008-05-13,75
2008-05-14,69
2008-05-15,63
2008-05-16,60
2008-05-17,64
2008-05-18,61
2008-05-19,62
2008-05-20,56
2008-05-21,67
2008-05-22,64
2008-05-23,73
2008-05-24,77
2008-05-25,71
2008-05-26,73
2008-05-27,54
2008-05-28,79
2008-05-29,73
2008-05-30,76
2008-05-31,92
2008-06-01,77
2008-06-02,72
2008-06-03,81
2008-06-04,73
2008-06-05,80
2008-06-06,74
2008-06-07,79
2008-06-08,72
2008-06-09,68
2008-06-10,65
2008-06-11,67
2008-06-12,65
2008-06-13,63
2008-06-14,68
2008-06-15,61
2008-06-16,64
2008-06-17,61
2008-06-18,79
2008-06-19,70
2008-06-20,80
2008-06-21,80
2008-06-22,77
2008-06-23,75
2008-06-24,74
2008-06-25,70
2008-06-26,66
2008-06-27,66
2008-06-28,63
2008-06-29,65
2008-06-30,66
2008-07-01,69
2008-07-02,65
2008-07-03,75
2008-07-04,72
2008-07-05,82
2008-07-06,75
2008-07-07,63
2008-07-08,73
2008-07-09,77
2008-07-10,67
2008-07-11,67
2008-07-12,71
2008-07-13,68
2008-07-14,68
2008-07-15,73
2008-07-16,64
2008-07-17,61
2008-07-18,72
2008-07-19,68
2008-07-20,66
2008-07-21,64
2008-07-22,61
2008-07-23,61
2008-07-24,63
2008-07-25,60
2008-07-26,55
2008-07-27,56
2008-07-28,56
2008-07-29,56
2008-07-30,60
2008-07-31,57
2008-08-01,64
2008-08-02,60
2008-08-03,60
2008-08-04,59
2008-08-05,56
2008-08-06,55
2008-08-07,63
2008-08-08,56
2008-08-09,65
2008-08-10,59
2008-08-11,58
2008-08-12,52
2008-08-13,56
2008-08-14,59
2008-08-15,57
2008-08-16,55
2008-08-17,55
2008-08-18,55
2008-08-19,56
2008-08-20,61
2008-08-21,50
2008-08-22,61
2008-08-23,60
2008-08-24,57
2008-08-25,57
2008-08-26,50
2008-08-27,57
2008-08-28,61
2008-08-29,56
2008-08-30,59
2008-08-31,55
2008-09-01,54
2008-09-02,55
2008-09-03,52
2008-09-04,53
2008-09-05,53
2008-09-06,55
2008-09-07,52
2008-09-08,52
2008-09-09,48
2008-09-10,54
2008-09-11,47
2008-09-12,52
2008-09-13,54
2008-09-14,51
2008-09-15,46
2008-09-16,52
2008-09-17,57
2008-09-18,62
2008-09-19,57
2008-09-20,63
2008-09-21,61
2008-09-22,60
2008-09-23,63
2008-09-24,61
2008-09-25,50
2008-09-26,59
2008-09-27,53
2008-09-28,55
2008-09-29,49
2008-09-30,58
2008-10-01,61
2008-10-02,65
2008-10-03,70
2008-10-04,62
2008-10-05,65
2008-10-06,68
2008-10-07,74
2008-10-08,82
2008-10-09,73
2008-10-10,80
2008-10-11,93
2008-10-12,82
2008-10-13,66
2008-10-14,80
2008-10-15,88
2008-10-16,83
2008-10-17,84
2008-10-18,84
2008-10-19,80
2008-10-20,77
2008-10-21,73
2008-10-22,70
2008-10-23,71
2008-10-24,67
2008-10-25,67
2008-10-26,54
2008-10-27,60
2008-10-28,65
2008-10-29,73
2008-10-30,75
2008-10-31,72
2008-11-01,76
2008-11-02,74
2008-11-03,72
2008-11-04,67
2008-11-05,71
2008-11-06,70
2008-11-07,70
2008-11-08,66
2008-11-09,64
2008-11-10,50
2008-11-11,67
2008-11-12,57
2008-11-13,65
2008-11-14,73
2008-11-15,65
2008-11-16,63
2008-11-17,62
2008-11-18,62
2008-11-19,59
2008-11-20,58
2008-11-21,55
2008-11-22,62
2008-11-23,56
2008-11-24,48
2008-11-25,48
2008-11-26,63
2008-11-27,58
2008-11-28,56
2008-11-29,64
2008-11-30,56
2008-12-01,50
2008-12-02,54
2008-12-03,45
2008-12-04,54
2008-12-05,45
2008-12-06,44
2008-12-07,45
2008-12-08,45
2008-12-09,48
2008-12-10,43
2008-12-11,50
2008-12-12,49
2008-12-13,49
2008-12-14,47
2008-12-15,43
2008-12-16,43
2008-12-17,46
2008-12-18,44
2008-12-19,46
2008-12-20,42
2008-12-21,40
2008-12-22,39
2008-12-23,39
2008-12-24,36
2008-12-25,35
2008-12-26,33
2008-12-27,32
2008-12-28,32
2008-12-29,33
2008-12-30,32
2008-12-31,37
