Date,LinkedIn
2010-12-27,13
2010-12-28,11
2010-12-29,13
2010-12-30,12
2010-12-31,12
2011-01-01,12
2011-01-02,13
2011-01-03,13
2011-01-04,14
2011-01-05,16
2011-01-06,14
2011-01-07,17
2011-01-08,17
2011-01-09,18
2011-01-10,18
2011-01-11,20
2011-01-12,19
2011-01-13,17
2011-01-14,19
2011-01-15,22
2011-01-16,19
2011-01-17,19
2011-01-18,20
2011-01-19,17
2011-01-20,19
2011-01-21,19
2011-01-22,19
2011-01-23,17
2011-01-24,18
2011-01-25,20
2011-01-26,18
2011-01-27,20
2011-01-28,18
2011-01-29,21
2011-01-30,21
2011-01-31,17
2011-02-01,23
2011-02-02,24
2011-02-03,26
2011-02-04,24
2011-02-05,29
2011-02-06,25
2011-02-07,24
2011-02-08,27
2011-02-09,20
2011-02-10,23
2011-02-11,24
2011-02-12,25
2011-02-13,20
2011-02-14,21
2011-02-15,24
2011-02-16,22
2011-02-17,21
2011-02-18,25
2011-02-19,23
2011-02-20,22
2011-02-21,22
2011-02-22,20
2011-02-23,21
2011-02-24,21
2011-02-25,21
2011-02-26,23
2011-02-27,21
2011-02-28,19
2011-03-01,20
2011-03-02,21
2011-03-03,20
2011-03-04,21
2011-03-05,22
2011-03-06,22
2011-03-07,22
2011-03-08,22
2011-03-09,22
2011-03-10,22
2011-03-11,23
2011-03-12,24
2011-03-13,20
2011-03-14,21
2011-03-15,22
2011-03-16,23
2011-03-17,22
2011-03-18,21
2011-03-19,23
2011-03-20,22
2011-03-21,18
2011-03-22,23
2011-03-23,19
2011-03-24,23
2011-03-25,22
2011-03-26,21
2011-03-27,21
2011-03-28,21
2011-03-29,21
2011-03-30,22
2011-03-31,18
2011-04-01,21
2011-04-02,22
2011-04-03,19
2011-04-04,19
2011-04-05,21
2011-04-06,23
2011-04-07,20
2011-04-08,21
2011-04-09,24
2011-04-10,21
2011-04-11,20
2011-04-12,20
2011-04-13,22
2011-04-14,22
2011-04-15,21
2011-04-16,24
2011-04-17,21
2011-04-18,20
2011-04-19,20
2011-04-20,20
2011-04-21,20
2011-04-22,20
2011-04-23,21
2011-04-24,19
2011-04-25,19
2011-04-26,20
2011-04-27,21
2011-04-28,22
2011-04-29,21
2011-04-30,24
2011-05-01,22
2011-05-02,22
2011-05-03,20
2011-05-04,22
2011-05-05,19
2011-05-06,20
2011-05-07,20
2011-05-08,21
2011-05-09,19
2011-05-10,23
2011-05-11,24
2011-05-12,25
2011-05-13,26
2011-05-14,26
2011-05-15,36
2011-05-16,47
2011-05-17,53
2011-05-18,63
2011-05-19,48
2011-05-20,96
2011-05-21,114
2011-05-22,99
2011-05-23,81
2011-05-24,79
2011-05-25,75
2011-05-26,73
2011-05-27,63
2011-05-28,65
2011-05-29,50
2011-05-30,53
2011-05-31,37
2011-06-01,46
2011-06-02,44
2011-06-03,37
2011-06-04,39
2011-06-05,39
2011-06-06,29
2011-06-07,35
2011-06-08,32
2011-06-09,33
2011-06-10,32
2011-06-11,31
2011-06-12,32
2011-06-13,29
2011-06-14,30
2011-06-15,31
2011-06-16,34
2011-06-17,34
2011-06-18,33
2011-06-19,33
2011-06-20,29
2011-06-21,30
2011-06-22,30
2011-06-23,33
2011-06-24,26
2011-06-25,31
2011-06-26,29
2011-06-27,26
2011-06-28,29
2011-06-29,26
2011-06-30,31
2011-07-01,29
2011-07-02,33
2011-07-03,29
2011-07-04,27
2011-07-05,27
2011-07-06,29
2011-07-07,30
2011-07-08,24
2011-07-09,28
2011-07-10,29
2011-07-11,30
2011-07-12,30
2011-07-13,33
2011-07-14,32
2011-07-15,35
2011-07-16,40
2011-07-17,34
2011-07-18,32
2011-07-19,31
2011-07-20,31
2011-07-21,33
2011-07-22,33
2011-07-23,32
2011-07-24,33
2011-07-25,23
2011-07-26,31
2011-07-27,31
2011-07-28,31
2011-07-29,33
2011-07-30,35
2011-07-31,34
2011-08-01,27
2011-08-02,34
2011-08-03,36
2011-08-04,35
2011-08-05,39
2011-08-06,45
2011-08-07,42
2011-08-08,27
2011-08-09,40
2011-08-10,44
2011-08-11,42
2011-08-12,46
2011-08-13,45
2011-08-14,40
2011-08-15,38
2011-08-16,40
2011-08-17,37
2011-08-18,41
2011-08-19,35
2011-08-20,41
2011-08-21,38
2011-08-22,27
2011-08-23,34
2011-08-24,33
2011-08-25,34
2011-08-26,31
2011-08-27,35
2011-08-28,32
2011-08-29,24
2011-08-30,29
2011-08-31,28
2011-09-01,29
2011-09-02,28
2011-09-03,29
2011-09-04,27
2011-09-05,26
2011-09-06,24
2011-09-07,30
2011-09-08,29
2011-09-09,30
2011-09-10,34
2011-09-11,32
2011-09-12,23
2011-09-13,31
2011-09-14,29
2011-09-15,30
2011-09-16,31
2011-09-17,31
2011-09-18,28
2011-09-19,28
2011-09-20,30
2011-09-21,33
2011-09-22,32
2011-09-23,31
2011-09-24,37
2011-09-25,30
2011-09-26,27
2011-09-27,31
2011-09-28,31
2011-09-29,33
2011-09-30,30
2011-10-01,31
2011-10-02,33
2011-10-03,20
2011-10-04,32
2011-10-05,31
2011-10-06,31
2011-10-07,33
2011-10-08,35
2011-10-09,30
2011-10-10,25
2011-10-11,32
2011-10-12,30
2011-10-13,32
2011-10-14,31
2011-10-15,35
2011-10-16,30
2011-10-17,27
2011-10-18,31
2011-10-19,32
2011-10-20,33
2011-10-21,35
2011-10-22,34
2011-10-23,36
2011-10-24,24
2011-10-25,34
2011-10-26,32
2011-10-27,29
2011-10-28,30
2011-10-29,33
2011-10-30,29
2011-10-31,29
2011-11-01,33
2011-11-02,35
2011-11-03,37
2011-11-04,38
2011-11-05,43
2011-11-06,42
2011-11-07,30
2011-11-08,36
2011-11-09,37
2011-11-10,35
2011-11-11,36
2011-11-12,40
2011-11-13,34
2011-11-14,25
2011-11-15,36
2011-11-16,34
2011-11-17,33
2011-11-18,38
2011-11-19,35
2011-11-20,37
2011-11-21,22
2011-11-22,31
2011-11-23,33
2011-11-24,31
2011-11-25,30
2011-11-26,31
2011-11-27,28
2011-11-28,28
2011-11-29,28
2011-11-30,29
2011-12-01,32
2011-12-02,25
2011-12-03,36
2011-12-04,30
2011-12-05,24
2011-12-06,29
2011-12-07,30
2011-12-08,28
2011-12-09,27
2011-12-10,33
2011-12-11,24
2011-12-12,26
2011-12-13,27
2011-12-14,27
2011-12-15,30
2011-12-16,27
2011-12-17,32
2011-12-18,29
2011-12-19,25
2011-12-20,28
2011-12-21,26
2011-12-22,28
2011-12-23,26
2011-12-24,28
2011-12-25,25
2011-12-26,24
2011-12-27,22
2011-12-28,23
2011-12-29,19
2011-12-30,20
2011-12-31,18
2012-01-01,19
2012-01-02,17
2012-01-03,21
2012-01-04,23
2012-01-05,25
2012-01-06,27
2012-01-07,32
2012-01-08,27
2012-01-09,20
2012-01-10,30
2012-01-11,30
2012-01-12,29
2012-01-13,31
2012-01-14,36
2012-01-15,32
2012-01-16,27
2012-01-17,28
2012-01-18,29
2012-01-19,30
2012-01-20,27
2012-01-21,31
2012-01-22,27
2012-01-23,22
2012-01-24,28
2012-01-25,22
2012-01-26,26
2012-01-27,26
2012-01-28,28
2012-01-29,25
2012-01-30,20
2012-01-31,29
2012-02-01,27
2012-02-02,33
2012-02-03,33
2012-02-04,36
2012-02-05,35
2012-02-06,26
2012-02-07,37
2012-02-08,36
2012-02-09,35
2012-02-10,36
2012-02-11,44
2012-02-12,35
2012-02-13,33
2012-02-14,37
2012-02-15,36
2012-02-16,34
2012-02-17,37
2012-02-18,39
2012-02-19,33
2012-02-20,31
2012-02-21,32
2012-02-22,34
2012-02-23,31
2012-02-24,32
2012-02-25,31
2012-02-26,31
2012-02-27,24
2012-02-28,32
2012-02-29,28
2012-03-01,32
2012-03-02,34
2012-03-03,34
2012-03-04,29
2012-03-05,29
2012-03-06,31
2012-03-07,33
2012-03-08,33
2012-03-09,32
2012-03-10,35
2012-03-11,30
2012-03-12,30
2012-03-13,30
2012-03-14,30
2012-03-15,31
2012-03-16,31
2012-03-17,32
2012-03-18,31
2012-03-19,21
2012-03-20,30
2012-03-21,30
2012-03-22,30
2012-03-23,32
2012-03-24,34
2012-03-25,27
2012-03-26,29
2012-03-27,30
2012-03-28,31
2012-03-29,32
2012-03-30,31
2012-03-31,35
2012-04-01,31
2012-04-02,29
2012-04-03,30
2012-04-04,31
2012-04-05,28
2012-04-06,33
2012-04-07,31
2012-04-08,29
2012-04-09,27
2012-04-10,29
2012-04-11,30
2012-04-12,29
2012-04-13,31
2012-04-14,33
2012-04-15,32
2012-04-16,25
2012-04-17,29
2012-04-18,31
2012-04-19,30
2012-04-20,32
2012-04-21,34
2012-04-22,27
2012-04-23,29
2012-04-24,30
2012-04-25,32
2012-04-26,31
2012-04-27,33
2012-04-28,36
2012-04-29,30
2012-04-30,26
2012-05-01,36
2012-05-02,30
2012-05-03,33
2012-05-04,34
2012-05-05,42
2012-05-06,33
2012-05-07,32
2012-05-08,34
2012-05-09,36
2012-05-10,38
2012-05-11,33
2012-05-12,39
2012-05-13,38
2012-05-14,30
2012-05-15,37
2012-05-16,34
2012-05-17,40
2012-05-18,34
2012-05-19,44
2012-05-20,43
2012-05-21,29
2012-05-22,37
2012-05-23,39
2012-05-24,40
2012-05-25,40
2012-05-26,45
2012-05-27,40
2012-05-28,30
2012-05-29,34
2012-05-30,33
2012-05-31,34
2012-06-01,35
2012-06-02,34
2012-06-03,35
2012-06-04,25
2012-06-05,35
2012-06-06,30
2012-06-07,34
2012-06-08,39
2012-06-09,42
2012-06-10,37
2012-06-11,30
2012-06-12,35
2012-06-13,34
2012-06-14,30
2012-06-15,30
2012-06-16,34
2012-06-17,30
2012-06-18,24
2012-06-19,31
2012-06-20,32
2012-06-21,32
2012-06-22,35
2012-06-23,38
2012-06-24,31
2012-06-25,29
2012-06-26,32
2012-06-27,30
2012-06-28,34
2012-06-29,31
2012-06-30,36
