Date,Viewsonic
2007-07-22,45
2007-07-23,47
2007-07-24,48
2007-07-25,50
2007-07-26,51
2007-07-27,53
2007-07-28,54
2007-07-29,53
2007-07-30,51
2007-07-31,50
2007-08-01,48
2007-08-02,47
2007-08-03,46
2007-08-04,45
2007-08-05,44
2007-08-06,43
2007-08-07,42
2007-08-08,41
2007-08-09,40
2007-08-10,39
2007-08-11,38
2007-08-12,37
2007-08-13,36
2007-08-14,35
2007-08-15,35
2007-08-16,34
2007-08-17,34
2007-08-18,33
2007-08-19,36
2007-08-20,40
2007-08-21,44
2007-08-22,47
2007-08-23,50
2007-08-24,54
2007-08-25,57
2007-08-26,55
2007-08-27,52
2007-08-28,50
2007-08-29,48
2007-08-30,46
2007-08-31,44
2007-09-01,42
2007-09-02,43
2007-09-03,44
2007-09-04,45
2007-09-05,46
2007-09-06,47
2007-09-07,48
2007-09-08,49
2007-09-09,45
2007-09-10,42
2007-09-11,38
2007-09-12,35
2007-09-13,32
2007-09-14,29
2007-09-15,25
2007-09-16,28
2007-09-17,30
2007-09-18,32
2007-09-19,35
2007-09-20,37
2007-09-21,39
2007-09-22,42
2007-09-23,42
2007-09-24,42
2007-09-25,42
2007-09-26,42
2007-09-27,42
2007-09-28,42
2007-09-29,43
2007-09-30,43
2007-10-07,44
2007-10-08,44
2007-10-09,43
2007-10-10,43
2007-10-11,42
2007-10-12,41
2007-10-13,41
2007-10-14,38
2007-10-15,35
2007-10-16,32
2007-10-17,29
2007-10-18,26
2007-10-19,23
2007-10-20,21
2007-10-21,22
2007-10-22,24
2007-10-23,25
2007-10-24,27
2007-10-25,28
2007-10-26,30
2007-10-27,31
2007-10-28,31
2007-10-29,31
2007-10-30,30
2007-10-31,30
2007-11-01,30
2007-11-02,29
2007-11-03,29
2007-11-04,29
2007-11-05,30
2007-11-06,30
2007-11-07,31
2007-11-08,31
2007-11-09,32
2007-11-10,32
2007-11-11,34
2007-11-12,35
2007-11-13,37
2007-11-14,38
2007-11-15,39
2007-11-16,41
2007-11-17,42
2007-11-18,43
2007-11-19,42
2007-11-20,43
2007-11-21,43
2007-11-22,43
2007-11-23,44
2007-11-24,44
2007-11-25,48
2007-11-26,52
2007-11-27,56
2007-11-28,60
2007-11-29,64
2007-11-30,67
2007-12-01,71
2007-12-02,67
2007-12-03,63
2007-12-04,59
2007-12-05,56
2007-12-06,52
2007-12-07,48
2007-12-08,45
2007-12-09,45
2007-12-10,46
2007-12-11,47
2007-12-12,47
2007-12-13,48
2007-12-14,49
2007-12-15,49
2007-12-16,47
2007-12-17,43
2007-12-18,41
2007-12-19,38
2007-12-20,36
2007-12-21,34
2007-12-22,31
2007-12-23,34
2007-12-24,37
2007-12-25,40
2007-12-26,43
2007-12-27,46
2007-12-28,49
2007-12-29,51
2007-12-30,51
2008-01-06,49
2008-01-07,47
2008-01-08,45
2008-01-09,43
2008-01-10,41
2008-01-11,39
2008-01-12,37
2008-01-13,37
2008-01-14,36
2008-01-15,36
2008-01-16,36
2008-01-17,36
2008-01-18,36
2008-01-19,36
2008-01-20,36
2008-01-21,37
2008-01-22,37
2008-01-23,37
2008-01-24,37
2008-01-25,37
2008-01-26,37
2008-01-27,37
2008-01-28,37
2008-01-29,37
2008-01-30,37
2008-01-31,37
2008-02-01,37
2008-02-02,38
2008-02-03,37
2008-02-04,36
2008-02-05,35
2008-02-06,34
2008-02-07,33
2008-02-08,32
2008-02-09,31
2008-02-10,31
2008-02-11,31
2008-02-12,31
2008-02-13,31
2008-02-14,31
2008-02-15,31
2008-02-16,31
2008-02-17,30
2008-02-18,29
2008-02-19,29
2008-02-20,29
2008-02-21,28
2008-02-22,28
2008-02-23,27
2008-02-24,26
2008-02-25,24
2008-02-26,23
2008-02-27,21
2008-02-28,20
2008-02-29,19
2008-03-01,17
2008-03-02,21
2008-03-03,25
2008-03-04,28
2008-03-05,32
2008-03-06,36
2008-03-07,39
2008-03-08,43
2008-03-09,40
2008-03-10,35
2008-03-11,32
2008-03-12,28
2008-03-13,25
2008-03-14,22
2008-03-15,19
2008-03-16,20
2008-03-17,21
2008-03-18,22
2008-03-19,23
2008-03-20,24
2008-03-21,25
2008-03-22,26
2008-03-23,26
2008-03-24,25
2008-03-25,25
2008-03-26,25
2008-03-27,25
2008-03-28,25
2008-03-29,25
2008-03-30,25
2008-04-06,22
2008-04-07,22
2008-04-08,23
2008-04-09,23
2008-04-10,24
2008-04-11,25
2008-04-12,25
2008-04-13,26
2008-04-14,26
2008-04-15,26
2008-04-16,27
2008-04-17,27
2008-04-18,27
2008-04-19,28
2008-04-20,27
2008-04-21,27
2008-04-22,27
2008-04-23,27
2008-04-24,26
2008-04-25,26
2008-04-26,26
2008-04-27,25
2008-04-28,25
2008-04-29,24
2008-04-30,24
2008-05-01,24
2008-05-02,23
2008-05-03,23
2008-05-04,21
2008-05-05,20
2008-05-06,19
2008-05-07,17
2008-05-08,16
2008-05-09,15
2008-05-10,13
2008-05-11,13
2008-05-12,13
2008-05-13,13
2008-05-14,13
2008-05-15,13
2008-05-16,13
2008-05-17,13
2008-05-18,14
2008-05-19,15
2008-05-20,15
2008-05-21,16
2008-05-22,17
2008-05-23,17
2008-05-24,18
2008-05-25,17
2008-05-26,16
2008-05-27,15
2008-05-28,14
2008-05-29,14
2008-05-30,13
2008-05-31,12
2008-06-01,14
2008-06-02,17
2008-06-03,19
2008-06-04,21
2008-06-05,23
2008-06-06,25
2008-06-07,28
2008-06-08,27
2008-06-09,26
2008-06-10,25
2008-06-11,24
2008-06-12,23
2008-06-13,22
2008-06-14,21
2008-06-15,22
2008-06-16,24
2008-06-17,25
2008-06-18,26
2008-06-19,27
2008-06-20,28
2008-06-21,29
2008-06-22,27
2008-06-23,24
2008-06-24,22
2008-06-25,20
2008-06-26,18
2008-06-27,16
2008-06-28,13
2008-06-29,14
2008-07-06,19
2008-07-07,19
2008-07-08,18
2008-07-09,18
2008-07-10,17
2008-07-11,17
2008-07-12,17
2008-07-13,18
2008-07-14,20
2008-07-15,22
2008-07-16,23
2008-07-17,25
2008-07-18,27
2008-07-19,28
2008-07-20,27
2008-07-21,26
2008-07-22,24
2008-07-23,23
2008-07-24,22
2008-07-25,20
2008-07-26,19
2008-07-27,19
2008-07-28,19
2008-07-29,20
2008-07-30,20
2008-07-31,21
2008-08-01,21
2008-08-02,21
2008-08-03,21
2008-08-04,20
2008-08-05,19
2008-08-06,19
2008-08-07,18
2008-08-08,17
2008-08-09,16
2008-08-10,16
2008-08-11,15
2008-08-12,15
2008-08-13,14
2008-08-14,14
2008-08-15,13
2008-08-16,13
2008-08-17,13
2008-08-18,12
2008-08-19,12
2008-08-20,12
2008-08-21,12
2008-08-22,12
2008-08-23,12
2008-08-24,13
2008-08-25,13
2008-08-26,13
2008-08-27,14
2008-08-28,14
2008-08-29,14
2008-08-30,14
2008-08-31,15
2008-09-01,15
2008-09-02,16
2008-09-03,16
2008-09-04,17
2008-09-05,17
2008-09-06,17
2008-09-07,18
2008-09-08,18
2008-09-09,18
2008-09-10,18
2008-09-11,18
2008-09-12,18
2008-09-13,18
2008-09-14,18
2008-09-15,19
2008-09-16,19
2008-09-17,19
2008-09-18,19
2008-09-19,19
2008-09-20,19
2008-09-21,19
2008-09-22,18
2008-09-23,17
2008-09-24,17
2008-09-25,16
2008-09-26,16
2008-09-27,15
2008-09-28,15
2008-10-05,17
2008-10-06,18
2008-10-07,19
2008-10-08,21
2008-10-09,22
2008-10-10,23
2008-10-11,25
2008-10-12,24
2008-10-13,23
2008-10-14,22
2008-10-15,21
2008-10-16,20
2008-10-17,19
2008-10-18,19
2008-10-19,19
2008-10-20,20
2008-10-21,21
2008-10-22,22
2008-10-23,23
2008-10-24,24
2008-10-25,25
2008-10-26,23
2008-10-27,22
2008-10-28,20
2008-10-29,18
2008-10-30,17
2008-10-31,15
2008-11-01,14
2008-11-02,14
2008-11-03,15
2008-11-04,15
2008-11-05,16
2008-11-06,16
2008-11-07,17
2008-11-08,17
2008-11-09,17
2008-11-10,17
2008-11-11,16
2008-11-12,16
2008-11-13,15
2008-11-14,15
2008-11-15,14
2008-11-16,15
2008-11-17,15
2008-11-18,16
2008-11-19,16
2008-11-20,17
2008-11-21,17
2008-11-22,17
2008-11-23,17
2008-11-24,17
2008-11-25,16
2008-11-26,16
2008-11-27,15
2008-11-28,15
2008-11-29,14
2008-11-30,17
2008-12-01,20
2008-12-02,22
2008-12-03,25
2008-12-04,27
2008-12-05,30
2008-12-06,33
2008-12-07,31
2008-12-08,31
2008-12-09,29
2008-12-10,28
2008-12-11,27
2008-12-12,26
2008-12-13,25
2008-12-14,23
2008-12-15,21
2008-12-16,19
2008-12-17,18
2008-12-18,16
2008-12-19,14
2008-12-20,12
2008-12-21,12
2008-12-22,12
2008-12-23,12
2008-12-24,12
2008-12-25,12
2008-12-26,12
2008-12-27,12
2008-12-28,15
