Date,West Corporation
2010-04-09,65
2010-04-10,66
2010-04-11,67
2010-04-12,68
2010-04-13,69
2010-04-14,70
2010-04-15,71
2010-04-16,72
2010-04-17,73
2010-04-18,74
2010-04-19,75
2010-04-20,76
2010-04-21,77
2010-04-22,78
2010-04-23,79
2010-04-24,80
2010-04-25,81
2010-04-26,82
2010-04-27,83
2010-04-28,84
2010-04-29,85
2010-04-30,86
2010-05-01,87
2010-05-02,86
2010-05-03,85
2010-05-04,84
2010-05-05,83
2010-05-06,82
2010-05-07,81
2010-05-08,80
2010-05-09,79
2010-05-10,78
2010-05-11,77
2010-05-12,77
2010-05-13,76
2010-05-14,75
2010-05-15,74
2010-05-16,73
2010-05-17,72
2010-05-18,71
2010-05-19,70
2010-05-20,69
2010-05-21,68
2010-05-22,68
2010-05-23,67
2010-05-24,66
2010-05-25,65
2010-05-26,64
2010-05-27,63
2010-05-28,62
2010-05-29,61
2010-05-30,60
2010-05-31,59
2010-06-01,59
2010-06-02,58
2010-06-03,58
2010-06-04,58
2010-06-05,58
2010-06-06,58
2010-06-07,58
2010-06-08,58
2010-06-09,57
2010-06-10,57
2010-06-11,57
2010-06-12,57
2010-06-13,57
2010-06-14,57
2010-06-15,57
2010-06-16,57
2010-06-17,56
2010-06-18,56
2010-06-19,56
2010-06-20,56
2010-06-21,56
2010-06-22,56
2010-06-23,56
2010-06-24,55
2010-06-25,55
2010-06-26,55
2010-06-27,55
2010-06-28,55
2010-06-29,55
2010-06-30,55
2010-07-01,55
2010-07-02,55
2010-07-03,56
2010-07-04,57
2010-07-05,58
2010-07-06,59
2010-07-07,60
2010-07-08,60
2010-07-09,61
2010-07-10,62
2010-07-11,63
2010-07-12,64
2010-07-13,65
2010-07-14,65
2010-07-15,66
2010-07-16,67
2010-07-17,68
2010-07-18,69
2010-07-19,70
2010-07-20,70
2010-07-21,71
2010-07-22,72
2010-07-23,73
2010-07-24,74
2010-07-25,75
2010-07-26,75
2010-07-27,76
2010-07-28,77
2010-07-29,78
2010-07-30,79
2010-07-31,80
2010-08-01,81
2010-08-02,80
2010-08-03,79
2010-08-04,79
2010-08-05,78
2010-08-06,77
2010-08-07,77
2010-08-08,76
2010-08-09,75
2010-08-10,75
2010-08-11,74
2010-08-12,73
2010-08-13,73
2010-08-14,72
2010-08-15,71
2010-08-16,71
2010-08-17,70
2010-08-18,70
2010-08-19,69
2010-08-20,68
2010-08-21,68
2010-08-22,67
2010-08-23,66
2010-08-24,66
2010-08-25,65
2010-08-26,64
2010-08-27,64
2010-08-28,63
2010-08-29,62
2010-08-30,62
2010-08-31,61
2010-09-01,61
2010-09-02,60
2010-09-03,60
2010-09-04,59
2010-09-05,59
2010-09-06,59
2010-09-07,58
2010-09-08,58
2010-09-09,57
2010-09-10,57
2010-09-11,57
2010-09-12,56
2010-09-13,56
2010-09-14,55
2010-09-15,55
2010-09-16,55
2010-09-17,54
2010-09-18,54
2010-09-19,53
2010-09-20,53
2010-09-21,53
2010-09-22,52
2010-09-23,52
2010-09-24,51
2010-09-25,51
2010-09-26,51
2010-09-27,50
2010-09-28,50
2010-09-29,49
2010-09-30,49
2010-10-01,49
2010-10-02,50
2010-10-03,52
2010-10-04,53
2010-10-05,55
2010-10-06,57
2010-10-07,58
2010-10-08,60
2010-10-09,62
2010-10-10,63
2010-10-11,65
2010-10-12,67
2010-10-13,68
2010-10-14,70
2010-10-15,72
2010-10-16,73
2010-10-17,75
2010-10-18,76
2010-10-19,78
2010-10-20,80
2010-10-21,81
2010-10-22,83
2010-10-23,85
2010-10-24,86
2010-10-25,88
2010-10-26,90
2010-10-27,91
2010-10-28,93
2010-10-29,95
2010-10-30,96
2010-10-31,98
2010-11-01,100
2010-11-02,98
2010-11-03,96
2010-11-04,94
2010-11-05,93
2010-11-06,91
2010-11-07,89
2010-11-08,87
2010-11-09,86
2010-11-10,84
2010-11-11,82
2010-11-12,80
2010-11-13,79
2010-11-14,77
2010-11-15,75
2010-11-16,74
2010-11-17,72
2010-11-18,70
2010-11-19,68
2010-11-20,67
2010-11-21,65
2010-11-22,63
2010-11-23,61
2010-11-24,60
2010-11-25,58
2010-11-26,56
2010-11-27,54
2010-11-28,53
2010-11-29,51
2010-11-30,49
2010-12-01,48
2010-12-02,48
2010-12-03,48
2010-12-04,48
2010-12-05,48
2010-12-06,48
2010-12-07,48
2010-12-08,49
2010-12-09,49
2010-12-10,49
2010-12-11,49
2010-12-12,49
2010-12-13,49
2010-12-14,50
2010-12-15,50
2010-12-16,50
2010-12-17,50
2010-12-18,50
2010-12-19,50
2010-12-20,51
2010-12-21,51
2010-12-22,51
2010-12-23,51
2010-12-24,51
2010-12-25,51
2010-12-26,52
2010-12-27,52
2010-12-28,52
2010-12-29,52
2010-12-30,52
2010-12-31,52
2011-01-01,53
2011-01-02,53
2011-01-03,54
2011-01-04,55
2011-01-05,55
2011-01-06,56
2011-01-07,57
2011-01-08,57
2011-01-09,58
2011-01-10,59
2011-01-11,59
2011-01-12,60
2011-01-13,61
2011-01-14,61
2011-01-15,62
2011-01-16,63
2011-01-17,63
2011-01-18,64
2011-01-19,65
2011-01-20,65
2011-01-21,66
2011-01-22,67
2011-01-23,67
2011-01-24,68
2011-01-25,69
2011-01-26,69
2011-01-27,70
2011-01-28,71
2011-01-29,71
2011-01-30,72
2011-01-31,73
2011-02-01,74
2011-02-02,73
2011-02-03,73
2011-02-04,73
2011-02-05,73
2011-02-06,73
2011-02-07,73
2011-02-08,73
2011-02-09,72
2011-02-10,72
2011-02-11,72
2011-02-12,72
2011-02-13,72
2011-02-14,72
2011-02-15,72
2011-02-16,71
2011-02-17,71
2011-02-18,71
2011-02-19,71
2011-02-20,71
2011-02-21,71
2011-02-22,71
2011-02-23,70
2011-02-24,70
2011-02-25,70
2011-02-26,70
2011-02-27,70
2011-02-28,70
2011-03-01,70
