Date,Bleach
2013-01-06,73
2013-01-07,74
2013-01-08,75
2013-01-09,75
2013-01-10,76
2013-01-11,76
2013-01-12,77
2013-01-13,77
2013-01-14,78
2013-01-15,79
2013-01-16,79
2013-01-17,80
2013-01-18,80
2013-01-19,81
2013-01-20,82
2013-01-21,82
2013-01-22,83
2013-01-23,83
2013-01-24,84
2013-01-25,84
2013-01-26,85
2013-01-27,86
2013-01-28,86
2013-01-29,87
2013-01-30,87
2013-01-31,88
2013-02-01,89
2013-02-02,88
2013-02-03,88
2013-02-04,88
2013-02-05,87
2013-02-06,87
2013-02-07,87
2013-02-08,87
2013-02-09,86
2013-02-10,86
2013-02-11,86
2013-02-12,85
2013-02-13,85
2013-02-14,85
2013-02-15,85
2013-02-16,84
2013-02-17,84
2013-02-18,84
2013-02-19,83
2013-02-20,83
2013-02-21,83
2013-02-22,83
2013-02-23,82
2013-02-24,82
2013-02-25,82
2013-02-26,81
2013-02-27,81
2013-02-28,81
2013-03-01,81
2013-03-02,80
2013-03-03,79
2013-03-04,79
2013-03-05,78
2013-03-06,78
2013-03-07,77
2013-03-08,77
2013-03-09,76
2013-03-10,76
2013-03-11,75
2013-03-12,74
2013-03-13,74
2013-03-14,73
2013-03-15,73
2013-03-16,72
2013-03-17,72
2013-03-18,71
2013-03-19,71
2013-03-20,70
2013-03-21,70
2013-03-22,69
2013-03-23,68
2013-03-24,68
2013-03-25,67
2013-03-26,67
2013-03-27,66
2013-03-28,66
2013-03-29,65
2013-03-30,65
2013-03-31,64
2013-04-01,64
2013-04-02,64
2013-04-03,65
2013-04-04,65
2013-04-05,66
2013-04-06,66
2013-04-07,67
2013-04-08,67
2013-04-09,68
2013-04-10,68
2013-04-11,69
2013-04-12,69
2013-04-13,70
2013-04-14,70
2013-04-15,71
2013-04-16,71
2013-04-17,72
2013-04-18,72
2013-04-19,73
2013-04-20,73
2013-04-21,74
2013-04-22,74
2013-04-23,75
2013-04-24,75
2013-04-25,76
2013-04-26,76
2013-04-27,77
2013-04-28,77
2013-04-29,78
2013-04-30,78
2013-05-01,79
2013-05-02,79
2013-05-03,79
2013-05-04,79
2013-05-05,79
2013-05-06,80
2013-05-07,80
2013-05-08,80
2013-05-09,80
2013-05-10,81
2013-05-11,81
2013-05-12,81
2013-05-13,81
2013-05-14,81
2013-05-15,82
2013-05-16,82
2013-05-17,82
2013-05-18,82
2013-05-19,83
2013-05-20,83
2013-05-21,83
2013-05-22,83
2013-05-23,83
2013-05-24,84
2013-05-25,84
2013-05-26,84
2013-05-27,84
2013-05-28,85
2013-05-29,85
2013-05-30,85
2013-05-31,85
2013-06-01,86
2013-06-02,84
2013-06-03,83
2013-06-04,82
2013-06-05,81
2013-06-06,80
2013-06-07,79
2013-06-08,78
2013-06-09,77
2013-06-10,76
2013-06-11,75
2013-06-12,74
2013-06-13,73
2013-06-14,72
2013-06-15,71
2013-06-16,70
2013-06-17,69
2013-06-18,68
2013-06-19,67
2013-06-20,66
2013-06-21,65
2013-06-22,64
2013-06-23,63
2013-06-24,62
2013-06-25,61
2013-06-26,60
2013-06-27,59
2013-06-28,58
2013-06-29,57
2013-06-30,56
2013-07-01,55
2013-07-02,55
2013-07-03,55
2013-07-04,55
2013-07-05,56
2013-07-06,56
2013-07-07,56
2013-07-08,57
2013-07-09,57
2013-07-10,57
2013-07-11,57
2013-07-12,58
2013-07-13,58
2013-07-14,58
2013-07-15,59
2013-07-16,59
2013-07-17,59
2013-07-18,59
2013-07-19,60
2013-07-20,60
2013-07-21,60
2013-07-22,61
2013-07-23,61
2013-07-24,61
2013-07-25,61
2013-07-26,62
2013-07-27,62
2013-07-28,62
2013-07-29,63
2013-07-30,63
2013-07-31,63
2013-08-01,64
2013-08-02,64
2013-08-03,64
2013-08-04,64
2013-08-05,65
2013-08-06,65
2013-08-07,65
2013-08-08,66
2013-08-09,66
2013-08-10,66
2013-08-11,66
2013-08-12,67
2013-08-13,67
2013-08-14,67
2013-08-15,68
2013-08-16,68
2013-08-17,68
2013-08-18,68
2013-08-19,69
2013-08-20,69
2013-08-21,69
2013-08-22,70
2013-08-23,70
2013-08-24,70
2013-08-25,70
2013-08-26,71
2013-08-27,71
2013-08-28,71
2013-08-29,72
2013-08-30,72
2013-08-31,72
2013-09-01,73
2013-09-02,73
2013-09-03,73
2013-09-04,73
2013-09-05,74
2013-09-06,74
2013-09-07,74
2013-09-08,75
2013-09-09,75
2013-09-10,75
2013-09-11,76
2013-09-12,76
2013-09-13,76
2013-09-14,76
2013-09-15,77
2013-09-16,77
2013-09-17,77
2013-09-18,78
2013-09-19,78
2013-09-20,78
2013-09-21,79
2013-09-22,79
2013-09-23,79
2013-09-24,79
2013-09-25,80
2013-09-26,80
2013-09-27,80
2013-09-28,81
2013-09-29,81
2013-09-30,81
2013-10-01,82
2013-10-02,81
2013-10-03,80
2013-10-04,80
2013-10-05,79
2013-10-06,78
2013-10-07,78
2013-10-08,77
2013-10-09,77
2013-10-10,76
2013-10-11,75
2013-10-12,75
2013-10-13,74
2013-10-14,74
2013-10-15,73
2013-10-16,72
2013-10-17,72
2013-10-18,71
2013-10-19,70
2013-10-20,70
2013-10-21,69
2013-10-22,69
2013-10-23,68
2013-10-24,67
2013-10-25,67
2013-10-26,66
2013-10-27,66
2013-10-28,65
2013-10-29,64
2013-10-30,64
2013-10-31,63
2013-11-01,63
2013-11-02,62
2013-11-03,61
2013-11-04,61
2013-11-05,60
2013-11-06,59
2013-11-07,59
2013-11-08,58
2013-11-09,57
2013-11-10,57
2013-11-11,56
2013-11-12,56
2013-11-13,55
2013-11-14,54
2013-11-15,54
2013-11-16,53
2013-11-17,52
2013-11-18,52
2013-11-19,51
2013-11-20,50
2013-11-21,50
2013-11-22,49
2013-11-23,49
2013-11-24,48
2013-11-25,47
2013-11-26,47
2013-11-27,46
2013-11-28,45
2013-11-29,45
2013-11-30,44
2013-12-01,44
2013-12-02,45
2013-12-03,46
2013-12-04,47
2013-12-05,49
2013-12-06,50
2013-12-07,51
2013-12-08,52
2013-12-09,54
2013-12-10,55
2013-12-11,56
2013-12-12,57
2013-12-13,59
2013-12-14,60
2013-12-15,61
2013-12-16,62
2013-12-17,64
2013-12-18,65
2013-12-19,66
2013-12-20,67
2013-12-21,69
2013-12-22,70
2013-12-23,71
2013-12-24,72
2013-12-25,74
2013-12-26,75
2013-12-27,76
2013-12-28,77
2013-12-29,79
2013-12-30,80
2013-12-31,81
2014-01-01,83
