Date,Wells Fargo Securities
2011-01-29,73
2011-01-30,75
2011-01-31,68
2011-02-01,66
2011-02-02,64
2011-02-03,64
2011-02-04,62
2011-02-05,58
2011-02-06,60
2011-02-07,62
2011-02-08,64
2011-02-09,66
2011-02-10,71
2011-02-11,70
2011-02-12,76
2011-02-13,72
2011-02-14,72
2011-02-15,72
2011-02-16,72
2011-02-17,74
2011-02-18,77
2011-02-19,73
2011-02-20,70
2011-02-21,69
2011-02-22,68
2011-02-23,66
2011-02-24,69
2011-02-25,64
2011-02-26,68
2011-02-27,66
2011-02-28,62
2011-03-01,61
2011-03-02,61
2011-03-03,60
2011-03-04,60
2011-03-05,63
2011-03-06,60
2011-03-07,61
2011-03-08,62
2011-03-09,66
2011-03-10,68
2011-03-11,64
2011-03-12,69
2011-03-13,63
2011-03-14,62
2011-03-15,61
2011-03-16,64
2011-03-17,58
2011-03-18,59
2011-03-19,58
2011-03-20,57
2011-03-21,59
2011-03-22,63
2011-03-23,62
2011-03-24,65
2011-03-25,65
2011-03-26,72
2011-03-27,66
2011-03-28,65
2011-03-29,64
2011-03-30,71
2011-03-31,62
2011-04-01,61
2011-04-02,63
2011-04-03,60
2011-04-04,60
2011-04-05,62
2011-04-06,62
2011-04-07,60
2011-04-08,60
2011-04-09,63
2011-04-10,61
2011-04-11,63
2011-04-12,67
2011-04-13,67
2011-04-14,75
2011-04-15,71
2011-04-16,78
2011-04-17,74
2011-04-18,72
2011-04-19,72
2011-04-20,71
2011-04-21,71
2011-04-22,73
2011-04-23,74
2011-04-24,70
2011-04-25,70
2011-04-26,73
2011-04-27,76
2011-04-28,70
2011-04-29,73
2011-04-30,70
2011-05-01,68
2011-05-02,66
2011-05-03,64
2011-05-04,62
2011-05-05,62
2011-05-06,58
2011-05-07,57
2011-05-08,57
2011-05-09,57
2011-05-10,59
2011-05-11,58
2011-05-12,61
2011-05-13,59
2011-05-14,65
2011-05-15,60
2011-05-16,58
2011-05-17,58
2011-05-18,57
2011-05-19,62
2011-05-20,56
2011-05-21,56
2011-05-22,54
2011-05-23,53
2011-05-24,52
2011-05-25,52
2011-05-26,49
2011-05-27,50
2011-05-28,47
2011-05-29,46
2011-05-30,46
2011-05-31,46
2011-06-01,45
2011-06-02,45
2011-06-03,46
2011-06-04,46
2011-06-05,46
2011-06-06,47
2011-06-07,51
2011-06-08,50
2011-06-09,52
2011-06-10,56
2011-06-11,55
2011-06-12,54
2011-06-13,53
2011-06-14,56
2011-06-15,51
2011-06-16,52
2011-06-17,49
2011-06-18,49
2011-06-19,49
2011-06-20,49
2011-06-21,49
2011-06-22,50
2011-06-23,52
2011-06-24,49
2011-06-25,53
2011-06-26,51
2011-06-27,52
2011-06-28,54
2011-06-29,60
2011-06-30,57
2011-07-01,61
2011-07-02,60
2011-07-03,66
2011-07-04,59
2011-07-05,59
2011-07-06,58
2011-07-07,64
2011-07-08,58
2011-07-09,64
2011-07-10,58
2011-07-11,58
2011-07-12,60
2011-07-13,59
2011-07-14,59
2011-07-15,61
2011-07-16,62
2011-07-17,60
2011-07-18,61
2011-07-19,62
2011-07-20,62
2011-07-21,63
2011-07-22,70
2011-07-23,64
2011-07-24,64
2011-07-25,65
2011-07-26,64
2011-07-27,67
2011-07-28,65
2011-07-29,65
2011-07-30,70
2011-07-31,67
2011-08-01,68
2011-08-02,69
2011-08-03,70
2011-08-04,71
2011-08-05,72
2011-08-06,74
2011-08-07,77
2011-08-08,81
2011-08-09,85
2011-08-10,93
2011-08-11,96
2011-08-12,97
2011-08-13,108
2011-08-14,95
2011-08-15,90
2011-08-16,87
2011-08-17,83
2011-08-18,77
2011-08-19,71
2011-08-20,75
2011-08-21,67
2011-08-22,68
2011-08-23,69
2011-08-24,71
2011-08-25,71
2011-08-26,72
2011-08-27,78
2011-08-28,70
2011-08-29,67
2011-08-30,67
2011-08-31,62
2011-09-01,58
2011-09-02,56
2011-09-03,52
2011-09-04,52
2011-09-05,53
2011-09-06,54
2011-09-07,58
2011-09-08,55
2011-09-09,56
2011-09-10,57
2011-09-11,56
2011-09-12,56
2011-09-13,61
2011-09-14,55
2011-09-15,56
2011-09-16,54
2011-09-17,58
2011-09-18,54
2011-09-19,55
2011-09-20,55
2011-09-21,58
2011-09-22,56
2011-09-23,63
2011-09-24,58
2011-09-25,58
2011-09-26,59
2011-09-27,60
2011-09-28,66
2011-09-29,62
2011-09-30,64
2011-10-01,68
2011-10-02,64
2011-10-03,64
2011-10-04,64
2011-10-05,68
2011-10-06,65
2011-10-07,66
2011-10-08,72
2011-10-09,65
2011-10-10,64
2011-10-11,66
2011-10-12,64
2011-10-13,63
2011-10-14,62
2011-10-15,66
2011-10-16,68
2011-10-17,63
2011-10-18,64
2011-10-19,64
2011-10-20,68
2011-10-21,66
2011-10-22,73
2011-10-23,66
2011-10-24,66
2011-10-25,68
2011-10-26,66
2011-10-27,66
2011-10-28,66
2011-10-29,70
2011-10-30,65
2011-10-31,64
2011-11-01,65
2011-11-02,62
2011-11-03,61
2011-11-04,60
2011-11-05,59
2011-11-06,59
2011-11-07,60
2011-11-08,61
2011-11-09,62
2011-11-10,63
2011-11-11,71
2011-11-12,65
2011-11-13,64
2011-11-14,64
2011-11-15,66
2011-11-16,64
2011-11-17,65
2011-11-18,64
2011-11-19,72
2011-11-20,60
2011-11-21,57
2011-11-22,54
2011-11-23,56
2011-11-24,47
2011-11-25,44
2011-11-26,43
2011-11-27,44
2011-11-28,47
2011-11-29,53
2011-11-30,54
2011-12-01,58
2011-12-02,62
2011-12-03,74
2011-12-04,65
2011-12-05,65
2011-12-06,66
2011-12-07,65
2011-12-08,65
2011-12-09,67
2011-12-10,66
2011-12-11,68
2011-12-12,63
2011-12-13,63
2011-12-14,64
2011-12-15,62
2011-12-16,61
2011-12-17,65
2011-12-18,63
2011-12-19,60
2011-12-20,61
2011-12-21,59
2011-12-22,59
2011-12-23,59
2011-12-24,63
2011-12-25,58
2011-12-26,59
2011-12-27,60
2011-12-28,61
2011-12-29,62
2011-12-30,65
2011-12-31,69
2012-01-01,65
2012-01-02,66
2012-01-03,67
2012-01-04,70
2012-01-05,71
2012-01-06,73
2012-01-07,76
2012-01-08,79
2012-01-09,73
2012-01-10,73
2012-01-11,76
2012-01-12,74
2012-01-13,74
2012-01-14,82
2012-01-15,79
2012-01-16,74
2012-01-17,74
2012-01-18,80
2012-01-19,74
2012-01-20,76
2012-01-21,77
2012-01-22,84
2012-01-23,75
2012-01-24,76
2012-01-25,77
2012-01-26,78
2012-01-27,79
2012-01-28,89
2012-01-29,79
2012-01-30,79
2012-01-31,78
2012-02-01,79
2012-02-02,77
2012-02-03,77
2012-02-04,83
2012-02-05,79
2012-02-06,77
2012-02-07,77
2012-02-08,78
2012-02-09,77
2012-02-10,77
2012-02-11,85
2012-02-12,77
2012-02-13,76
2012-02-14,76
2012-02-15,80
2012-02-16,81
2012-02-17,74
2012-02-18,83
2012-02-19,75
2012-02-20,83
2012-02-21,77
2012-02-22,80
2012-02-23,80
2012-02-24,83
2012-02-25,84
2012-02-26,93
2012-02-27,83
2012-02-28,84
2012-02-29,84
2012-03-01,85
2012-03-02,88
2012-03-03,89
2012-03-04,91
2012-03-05,83
2012-03-06,82
2012-03-07,81
2012-03-08,84
2012-03-09,79
2012-03-10,89
2012-03-11,78
2012-03-12,79
2012-03-13,79
2012-03-14,80
2012-03-15,80
2012-03-16,82
2012-03-17,95
2012-03-18,83
2012-03-19,85
2012-03-20,91
2012-03-21,88
2012-03-22,89
2012-03-23,91
2012-03-24,99
2012-03-25,101
2012-03-26,89
2012-03-27,87
2012-03-28,86
2012-03-29,85
2012-03-30,81
2012-03-31,86
2012-04-01,80
2012-04-02,80
2012-04-03,80
2012-04-04,88
2012-04-05,80
2012-04-06,84
2012-04-07,88
2012-04-08,80
2012-04-09,79
2012-04-10,79
2012-04-11,84
2012-04-12,78
2012-04-13,82
2012-04-14,82
2012-04-15,77
2012-04-16,78
2012-04-17,79
2012-04-18,82
2012-04-19,79
2012-04-20,82
2012-04-21,87
2012-04-22,80
2012-04-23,79
2012-04-24,78
2012-04-25,77
2012-04-26,79
2012-04-27,75
2012-04-28,83
2012-04-29,74
2012-04-30,73
2012-05-01,73
2012-05-02,75
2012-05-03,75
2012-05-04,73
2012-05-05,78
2012-05-06,72
2012-05-07,72
2012-05-08,72
2012-05-09,79
2012-05-10,72
2012-05-11,72
2012-05-12,79
2012-05-13,75
2012-05-14,74
2012-05-15,76
2012-05-16,78
2012-05-17,79
2012-05-18,80
2012-05-19,96
2012-05-20,80
2012-05-21,78
2012-05-22,78
2012-05-23,74
2012-05-24,77
2012-05-25,70
2012-05-26,78
2012-05-27,68
2012-05-28,67
2012-05-29,66
2012-05-30,65
2012-05-31,64
2012-06-01,63
2012-06-02,72
2012-06-03,64
2012-06-04,65
2012-06-05,66
2012-06-06,67
2012-06-07,68
2012-06-08,70
2012-06-09,79
2012-06-10,69
2012-06-11,68
2012-06-12,67
2012-06-13,66
2012-06-14,69
2012-06-15,64
2012-06-16,71
2012-06-17,64
2012-06-18,65
2012-06-19,66
2012-06-20,67
2012-06-21,71
2012-06-22,69
2012-06-23,74
2012-06-24,76
2012-06-25,68
2012-06-26,67
2012-06-27,67
2012-06-28,66
2012-06-29,64
2012-06-30,74
2012-07-01,63
2012-07-02,63
2012-07-03,63
2012-07-04,69
2012-07-05,63
2012-07-06,63
2012-07-07,69
2012-07-08,64
2012-07-09,65
2012-07-10,66
2012-07-11,67
2012-07-12,68
2012-07-13,69
2012-07-14,75
2012-07-15,77
2012-07-16,71
2012-07-17,73
2012-07-18,73
2012-07-19,74
2012-07-20,75
2012-07-21,86
2012-07-22,75
2012-07-23,75
2012-07-24,74
2012-07-25,74
2012-07-26,73
2012-07-27,77
2012-07-28,74
2012-07-29,80
2012-07-30,71
2012-07-31,74
2012-08-01,70
2012-08-02,70
2012-08-03,70
2012-08-04,76
2012-08-05,70
2012-08-06,70
2012-08-07,70
2012-08-08,71
2012-08-09,75
2012-08-10,73
2012-08-11,73
2012-08-12,72
2012-08-13,71
2012-08-14,71
2012-08-15,75
2012-08-16,70
2012-08-17,69
2012-08-18,72
2012-08-19,70
2012-08-20,68
2012-08-21,67
2012-08-22,69
2012-08-23,67
2012-08-24,67
2012-08-25,66
2012-08-26,66
2012-08-27,64
2012-08-28,63
2012-08-29,63
2012-08-30,61
2012-08-31,60
