Date,BMO Capital Markets
2013-09-06,61
2013-09-07,60
2013-09-08,62
2013-09-09,65
2013-09-10,67
2013-09-11,69
2013-09-12,72
2013-09-13,74
2013-09-14,76
2013-09-15,75
2013-09-16,74
2013-09-17,73
2013-09-18,72
2013-09-19,71
2013-09-20,70
2013-09-21,70
2013-09-22,69
2013-09-23,69
2013-09-24,68
2013-09-25,68
2013-09-26,67
2013-09-27,66
2013-09-28,66
2013-09-29,65
2013-09-30,65
2013-10-01,65
2013-10-02,64
2013-10-03,64
2013-10-04,63
2013-10-05,63
2013-10-06,59
2013-10-07,56
2013-10-08,52
2013-10-09,49
2013-10-10,45
2013-10-11,42
2013-10-12,39
2013-10-13,42
2013-10-14,46
2013-10-15,49
2013-10-16,53
2013-10-17,56
2013-10-18,60
2013-10-19,64
2013-10-20,63
2013-10-21,62
2013-10-22,62
2013-10-23,61
2013-10-24,61
2013-10-25,60
2013-10-26,60
2013-10-27,58
2013-11-03,47
2013-11-04,48
2013-11-05,49
2013-11-06,50
2013-11-07,51
2013-11-08,52
2013-11-09,53
2013-11-10,56
2013-11-11,60
2013-11-12,64
2013-11-13,68
2013-11-14,72
2013-11-15,76
2013-11-16,80
2013-11-17,78
2013-11-18,77
2013-11-19,76
2013-11-20,75
2013-11-21,73
2013-11-22,72
2013-11-23,70
2013-11-24,67
2013-11-25,62
2013-11-26,59
2013-11-27,55
2013-11-28,52
2013-11-29,48
2013-11-30,45
2013-12-01,45
2013-12-02,46
2013-12-03,47
2013-12-04,48
2013-12-05,49
2013-12-06,50
2013-12-07,51
2013-12-08,50
2013-12-09,49
2013-12-10,48
2013-12-11,47
2013-12-12,46
2013-12-13,45
2013-12-14,45
2013-12-15,44
2013-12-16,44
2013-12-17,44
2013-12-18,44
2013-12-19,44
2013-12-20,43
2013-12-21,43
2013-12-22,40
2013-12-23,37
2013-12-24,34
2013-12-25,31
2013-12-26,28
2013-12-27,25
2013-12-28,23
2013-12-29,25
2013-12-30,27
2013-12-31,29
2014-01-01,31
2014-01-02,33
2014-01-03,35
2014-01-04,37
2014-01-05,43
2014-01-06,49
2014-01-07,55
2014-01-08,61
2014-01-09,67
2014-01-10,73
2014-01-11,79
2014-01-12,75
2014-01-13,71
2014-01-14,67
2014-01-15,63
2014-01-16,59
2014-01-17,55
2014-01-18,51
2014-01-19,56
2014-01-20,61
2014-01-21,66
2014-01-22,72
2014-01-23,77
2014-01-24,82
2014-01-25,87
2014-01-26,82
2014-02-02,51
2014-02-03,51
2014-02-04,51
2014-02-05,51
2014-02-06,51
2014-02-07,51
2014-02-08,51
2014-02-09,54
2014-02-10,57
2014-02-11,60
2014-02-12,64
2014-02-13,67
2014-02-14,70
2014-02-15,73
2014-02-16,69
2014-02-17,63
2014-02-18,59
2014-02-19,54
2014-02-20,50
2014-02-21,46
2014-02-22,42
2014-02-23,45
