Date,Wells Fargo Securities
2011-10-01,84
2011-10-02,86
2011-10-03,81
2011-10-04,83
2011-10-05,82
2011-10-06,83
2011-10-07,83
2011-10-08,87
2011-10-09,88
2011-10-10,82
2011-10-11,82
2011-10-12,81
2011-10-13,81
2011-10-14,80
2011-10-15,83
2011-10-16,85
2011-10-17,80
2011-10-18,81
2011-10-19,82
2011-10-20,82
2011-10-21,82
2011-10-22,87
2011-10-23,86
2011-10-24,82
2011-10-25,82
2011-10-26,83
2011-10-27,82
2011-10-28,82
2011-10-29,85
2011-10-30,86
2011-10-31,82
2011-11-01,83
2011-11-02,84
2011-11-03,84
2011-11-04,84
2011-11-05,88
2011-11-06,88
2011-11-07,84
2011-11-08,83
2011-11-09,84
2011-11-10,82
2011-11-11,82
2011-11-12,83
2011-11-13,86
2011-11-14,83
2011-11-15,83
2011-11-16,85
2011-11-17,85
2011-11-18,85
2011-11-19,89
2011-11-20,88
2011-11-21,81
2011-11-22,79
2011-11-23,77
2011-11-24,82
2011-11-25,73
2011-11-26,71
2011-11-27,76
2011-11-28,75
2011-11-29,78
2011-11-30,80
2011-12-01,83
2011-12-02,85
2011-12-03,91
2011-12-04,91
2011-12-05,86
2011-12-06,85
2011-12-07,85
2011-12-08,84
2011-12-09,83
2011-12-10,86
2011-12-11,87
2011-12-12,83
2011-12-13,83
2011-12-14,83
2011-12-15,83
2011-12-16,83
2011-12-17,85
2011-12-18,88
2011-12-19,84
2011-12-20,85
2011-12-21,86
2011-12-22,87
2011-12-23,88
2011-12-24,93
2011-12-25,98
2011-12-26,89
2011-12-27,89
2011-12-28,89
2011-12-29,89
2011-12-30,89
2011-12-31,92
2012-01-01,97
2012-01-02,90
2012-01-03,90
2012-01-04,91
2012-01-05,91
2012-01-06,91
2012-01-07,96
2012-01-08,94
2012-01-09,90
2012-01-10,89
2012-01-11,88
2012-01-12,87
2012-01-13,86
2012-01-14,88
2012-01-15,91
2012-01-16,86
2012-01-17,86
2012-01-18,87
2012-01-19,88
2012-01-20,87
2012-01-21,90
2012-01-22,92
2012-01-23,87
2012-01-24,87
2012-01-25,86
2012-01-26,86
2012-01-27,86
2012-01-28,88
2012-01-29,91
2012-01-30,88
2012-01-31,89
2012-02-01,90
2012-02-02,92
2012-02-03,92
2012-02-04,97
2012-02-05,98
2012-02-06,92
2012-02-07,92
2012-02-08,92
2012-02-09,91
2012-02-10,90
2012-02-11,93
2012-02-12,96
2012-02-13,91
2012-02-14,91
2012-02-15,92
2012-02-16,92
2012-02-17,93
2012-02-18,97
2012-02-19,98
2012-02-20,92
2012-02-21,91
2012-02-22,91
2012-02-23,90
2012-02-24,89
2012-02-25,92
2012-02-26,93
2012-02-27,89
2012-02-28,89
2012-02-29,89
2012-03-01,89
2012-03-02,89
2012-03-03,92
2012-03-04,93
2012-03-05,89
2012-03-06,89
2012-03-07,89
2012-03-08,89
2012-03-09,89
2012-03-10,92
2012-03-11,94
2012-03-12,89
2012-03-13,89
2012-03-14,89
2012-03-15,89
2012-03-16,89
2012-03-17,93
2012-03-18,92
2012-03-19,88
2012-03-20,88
2012-03-21,87
2012-03-22,87
2012-03-23,86
2012-03-24,89
2012-03-25,89
2012-03-26,86
2012-03-27,86
2012-03-28,87
2012-03-29,87
2012-03-30,87
2012-03-31,91
2012-04-01,92
2012-04-02,89
2012-04-03,90
2012-04-04,90
2012-04-05,90
2012-04-06,91
2012-04-07,96
2012-04-08,97
2012-04-09,91
2012-04-10,90
2012-04-11,90
2012-04-12,89
2012-04-13,89
2012-04-14,93
2012-04-15,92
2012-04-16,88
2012-04-17,88
2012-04-18,89
2012-04-19,87
2012-04-20,87
2012-04-21,90
2012-04-22,90
2012-04-23,85
2012-04-24,85
2012-04-25,84
2012-04-26,84
2012-04-27,83
2012-04-28,85
2012-04-29,88
2012-04-30,86
2012-05-01,88
2012-05-02,93
2012-05-03,91
2012-05-04,93
2012-05-05,98
2012-05-06,97
2012-05-07,92
2012-05-08,91
2012-05-09,90
2012-05-10,88
2012-05-11,87
2012-05-12,89
2012-05-13,91
2012-05-14,86
2012-05-15,86
2012-05-16,88
2012-05-17,87
2012-05-18,87
2012-05-19,91
2012-05-20,91
2012-05-21,87
2012-05-22,87
2012-05-23,87
2012-05-24,86
2012-05-25,86
2012-05-26,89
2012-05-27,91
2012-05-28,86
2012-05-29,87
2012-05-30,87
2012-05-31,88
2012-06-01,88
2012-06-02,93
2012-06-03,94
2012-06-04,89
2012-06-05,89
2012-06-06,90
2012-06-07,89
2012-06-08,89
2012-06-09,93
2012-06-10,94
2012-06-11,89
2012-06-12,89
2012-06-13,89
2012-06-14,89
2012-06-15,89
2012-06-16,93
2012-06-17,93
2012-06-18,89
2012-06-19,89
2012-06-20,90
2012-06-21,90
2012-06-22,90
2012-06-23,94
2012-06-24,95
2012-06-25,91
2012-06-26,92
2012-06-27,93
2012-06-28,93
2012-06-29,93
2012-06-30,97
2012-07-01,98
2012-07-02,94
2012-07-03,94
2012-07-04,100
2012-07-05,94
2012-07-06,94
2012-07-07,97
2012-07-08,99
2012-07-09,94
2012-07-10,94
2012-07-11,95
2012-07-12,94
2012-07-13,94
2012-07-14,98
2012-07-15,97
2012-07-16,93
2012-07-17,93
2012-07-18,94
2012-07-19,93
2012-07-20,93
2012-07-21,95
2012-07-22,97
2012-07-23,92
2012-07-24,92
2012-07-25,92
2012-07-26,92
2012-07-27,91
2012-07-28,94
2012-07-29,96
2012-07-30,93
2012-07-31,94
2012-08-01,96
2012-08-02,99
2012-08-03,98
2012-08-04,103
2012-08-05,104
2012-08-06,98
2012-08-07,97
2012-08-08,97
2012-08-09,96
2012-08-10,95
2012-08-11,98
2012-08-12,100
2012-08-13,96
2012-08-14,96
2012-08-15,97
2012-08-16,99
2012-08-17,98
2012-08-18,102
2012-08-19,102
2012-08-20,97
2012-08-21,97
2012-08-22,96
2012-08-23,95
2012-08-24,94
2012-08-25,97
2012-08-26,98
2012-08-27,93
2012-08-28,93
2012-08-29,93
2012-08-30,92
2012-08-31,92
