Date,HSBC
2006-11-25,73
2006-11-26,71
2006-11-27,70
2006-11-28,71
2006-11-29,73
2006-11-30,73
2006-12-01,74
2006-12-02,78
2006-12-03,77
2006-12-04,74
2006-12-05,74
2006-12-06,73
2006-12-07,73
2006-12-08,73
2006-12-09,75
2006-12-10,74
2006-12-11,72
2006-12-12,73
2006-12-13,72
2006-12-14,73
2006-12-15,72
2006-12-16,78
2006-12-17,74
2006-12-18,74
2006-12-19,75
2006-12-20,75
2006-12-21,76
2006-12-22,78
2006-12-23,81
2006-12-24,82
2006-12-25,77
2006-12-26,75
2006-12-27,75
2006-12-28,74
2006-12-29,73
2006-12-30,77
2006-12-31,78
2007-01-01,74
2007-01-02,75
2007-01-03,76
2007-01-04,76
2007-01-05,77
2007-01-06,83
2007-01-07,78
2007-01-08,76
2007-01-09,77
2007-01-10,75
2007-01-11,75
2007-01-12,74
2007-01-13,77
2007-01-14,76
2007-01-15,74
2007-01-16,74
2007-01-17,75
2007-01-18,74
2007-01-19,74
2007-01-20,78
2007-01-21,76
2007-01-22,75
2007-01-23,77
2007-01-24,76
2007-01-25,77
2007-01-26,78
2007-01-27,84
2007-01-28,80
2007-01-29,79
2007-01-30,79
2007-01-31,79
2007-02-01,79
2007-02-02,79
2007-02-03,82
2007-02-04,80
2007-02-05,77
2007-02-06,77
2007-02-07,76
2007-02-08,75
2007-02-09,75
2007-02-10,77
2007-02-11,76
2007-02-12,74
2007-02-13,75
2007-02-14,76
2007-02-15,75
2007-02-16,75
2007-02-17,79
2007-02-18,78
2007-02-19,76
2007-02-20,77
2007-02-21,78
2007-02-22,78
2007-02-23,78
2007-02-24,83
2007-02-25,81
2007-02-26,79
2007-02-27,80
2007-02-28,80
2007-03-01,81
2007-03-02,81
2007-03-03,86
2007-03-04,83
2007-03-05,81
2007-03-06,82
2007-03-07,81
2007-03-08,80
2007-03-09,80
2007-03-10,83
2007-03-11,82
2007-03-12,79
2007-03-13,79
2007-03-14,78
2007-03-15,77
2007-03-16,78
2007-03-17,81
2007-03-18,79
2007-03-19,76
2007-03-20,77
2007-03-21,77
2007-03-22,76
2007-03-23,76
2007-03-24,79
2007-03-25,79
2007-03-26,76
2007-03-27,78
2007-03-28,77
2007-03-29,78
2007-03-30,78
2007-03-31,84
2007-05-01,81
2007-05-02,82
2007-05-03,83
2007-05-04,83
2007-05-05,89
2007-05-06,86
2007-05-07,81
2007-05-08,80
2007-05-09,80
2007-05-10,78
2007-05-11,77
2007-05-12,79
2007-05-13,78
2007-05-14,76
2007-05-15,77
2007-05-16,77
2007-05-17,78
2007-05-18,77
2007-05-19,82
2007-05-20,80
2007-05-21,77
2007-05-22,78
2007-05-23,77
2007-05-24,77
2007-05-25,77
2007-05-26,82
2007-05-27,79
2007-05-28,77
2007-05-29,77
2007-05-30,77
2007-05-31,77
2007-06-01,78
2007-06-02,83
2007-06-03,80
2007-06-04,78
2007-06-05,79
2007-06-06,79
2007-06-07,80
2007-06-08,81
2007-06-09,84
2007-06-10,83
2007-06-11,81
2007-06-12,81
2007-06-13,81
2007-06-14,81
2007-06-15,81
2007-06-16,86
2007-06-17,83
2007-06-18,81
2007-06-19,81
2007-06-20,81
2007-06-21,81
2007-06-22,81
2007-06-23,85
2007-06-24,84
2007-06-25,83
2007-06-26,84
2007-06-27,85
2007-06-28,86
2007-06-29,87
2007-06-30,93
2007-07-01,90
2007-07-02,89
2007-07-03,91
2007-07-04,91
2007-07-05,92
2007-07-06,92
2007-07-07,98
2007-07-08,95
2007-07-09,91
2007-07-10,91
2007-07-11,89
2007-07-12,89
2007-07-13,87
2007-07-14,90
2007-07-15,89
2007-07-16,87
2007-07-17,89
2007-07-18,89
2007-07-19,89
2007-07-20,89
2007-07-21,95
2007-07-22,91
2007-07-23,89
2007-07-24,88
2007-07-25,88
2007-07-26,88
2007-07-27,87
2007-07-28,92
2007-07-29,90
2007-07-30,88
2007-07-31,89
2007-08-01,89
2007-08-02,91
2007-08-03,91
2007-08-04,97
2007-08-05,92
2007-08-06,89
2007-08-07,88
2007-08-08,88
2007-08-09,85
2007-08-10,84
2007-08-11,88
2007-08-12,83
2007-08-13,83
2007-08-14,85
2007-08-15,84
2007-08-16,86
2007-08-17,85
2007-08-18,90
2007-08-19,88
2007-08-20,85
2007-08-21,86
2007-08-22,85
2007-08-23,85
2007-08-24,85
2007-08-25,89
2007-08-26,88
2007-08-27,85
2007-08-28,85
2007-08-29,85
2007-08-30,85
2007-08-31,85
2007-09-01,90
2007-09-02,87
2007-09-03,84
2007-09-04,85
2007-09-05,83
2007-09-06,84
2007-09-07,83
2007-09-08,87
2007-09-09,85
2007-09-10,83
2007-09-11,83
2007-09-12,83
2007-09-13,83
2007-09-14,83
2007-09-15,87
2007-09-16,86
2007-09-17,83
2007-09-18,85
2007-09-19,84
2007-09-20,84
2007-09-21,84
2007-09-22,90
2007-09-23,88
2007-09-24,85
2007-09-25,87
2007-09-26,87
2007-09-27,87
2007-09-28,87
2007-09-29,93
2007-09-30,89
2007-10-01,87
2007-10-02,88
2007-10-03,86
2007-10-04,87
2007-10-05,86
2007-10-06,90
2007-10-07,88
2007-10-08,84
2007-10-09,84
2007-10-10,83
2007-10-11,82
2007-10-12,81
2007-10-13,85
2007-10-14,82
2007-10-15,80
2007-10-16,80
2007-10-17,79
2007-10-18,79
2007-10-19,78
2007-10-20,82
2007-10-21,79
2007-10-22,77
2007-10-23,78
2007-10-24,76
2007-10-25,76
2007-10-26,76
2007-10-27,80
2007-10-28,79
2007-10-29,79
2007-10-30,80
2007-10-31,82
2007-11-01,83
2007-11-02,87
2007-11-03,92
2007-11-04,87
2007-11-05,86
2007-11-06,87
2007-11-07,85
2007-11-08,85
2007-11-09,84
2007-11-10,88
2007-11-11,87
2007-11-12,84
2007-11-13,85
2007-11-14,84
2007-11-15,85
2007-11-16,84
2007-11-17,88
2007-11-18,90
2007-11-19,87
2007-11-20,88
2007-11-21,90
2007-11-22,92
2007-11-23,92
2007-11-24,100
2007-11-25,96
2007-11-26,95
2007-11-27,97
2007-11-28,97
2007-11-29,98
2007-11-30,99
2007-12-01,105
2007-12-02,103
2007-12-03,100
2007-12-04,100
2007-12-05,100
2007-12-06,100
2007-12-07,100
2007-12-08,105
2007-12-09,100
2007-12-10,96
2007-12-11,94
2007-12-12,92
2007-12-13,90
2007-12-14,88
2007-12-15,90
2007-12-16,89
2007-12-17,87
2007-12-18,88
2007-12-19,90
2007-12-20,88
2007-12-21,89
2007-12-22,95
2007-12-23,91
2007-12-24,87
2007-12-25,94
2007-12-26,85
2007-12-27,84
2007-12-28,83
2007-12-29,87
2007-12-30,86
2007-12-31,85
2008-01-01,93
2008-01-02,88
2008-01-03,91
2008-01-04,91
2008-01-05,97
2008-01-06,96
2008-01-07,91
2008-01-08,92
2008-01-09,91
2008-01-10,88
2008-01-11,87
2008-01-12,91
2008-01-13,89
2008-01-14,86
2008-01-15,86
2008-01-16,87
2008-01-17,86
2008-01-18,86
2008-01-19,90
2008-01-20,88
2008-01-21,86
2008-01-22,87
2008-01-23,88
2008-01-24,88
2008-01-25,88
2008-01-26,94
2008-01-27,92
2008-01-28,89
2008-01-29,91
2008-01-30,90
2008-01-31,91
