Date,Panmure Gordon
2008-12-01,38
2008-12-02,38
2008-12-03,38
2008-12-04,39
2008-12-05,39
2008-12-06,40
2008-12-07,40
2008-12-08,41
2008-12-09,41
2008-12-10,42
2008-12-11,42
2008-12-12,43
2008-12-13,43
2008-12-14,44
2008-12-15,44
2008-12-16,45
2008-12-17,45
2008-12-18,46
2008-12-19,46
2008-12-20,47
2008-12-21,47
2008-12-22,48
2008-12-23,48
2008-12-24,49
2008-12-25,49
2008-12-26,50
2008-12-27,50
2008-12-28,51
2008-12-29,51
2008-12-30,52
2008-12-31,52
2009-01-01,53
2009-01-02,52
2009-01-03,51
2009-01-04,51
2009-01-05,50
2009-01-06,50
2009-01-07,49
2009-01-08,48
2009-01-09,48
2009-01-10,47
2009-01-11,47
2009-01-12,46
2009-01-13,46
2009-01-14,45
2009-01-15,44
2009-01-16,44
2009-01-17,43
2009-01-18,43
2009-01-19,42
2009-01-20,41
2009-01-21,41
2009-01-22,40
2009-01-23,40
2009-01-24,39
2009-01-25,39
2009-01-26,38
2009-01-27,37
2009-01-28,37
2009-01-29,36
2009-01-30,36
2009-01-31,35
2009-02-01,35
2009-02-02,36
2009-02-03,37
2009-02-04,38
2009-02-05,40
2009-02-06,41
2009-02-07,42
2009-02-08,44
2009-02-09,45
2009-02-10,46
2009-02-11,48
2009-02-12,49
2009-02-13,50
2009-02-14,52
2009-02-15,53
2009-02-16,54
2009-02-17,56
2009-02-18,57
2009-02-19,58
2009-02-20,60
2009-02-21,61
2009-02-22,62
2009-02-23,64
2009-02-24,65
2009-02-25,66
2009-02-26,68
2009-02-27,69
2009-02-28,70
2009-03-01,72
2009-03-02,72
2009-03-03,72
2009-03-04,72
2009-03-05,73
2009-03-06,73
2009-03-07,73
2009-03-08,73
2009-03-09,74
2009-03-10,74
2009-03-11,74
2009-03-12,74
2009-03-13,75
2009-03-14,75
2009-03-15,75
2009-03-16,75
2009-03-17,76
2009-03-18,76
2009-03-19,76
2009-03-20,76
2009-03-21,77
2009-03-22,77
2009-03-23,77
2009-03-24,77
2009-03-25,78
2009-03-26,78
2009-03-27,78
2009-03-28,78
2009-03-29,79
2009-03-30,79
2009-03-31,79
2009-04-01,80
2009-04-02,80
2009-04-03,81
2009-04-04,82
2009-04-05,82
2009-04-06,83
2009-04-07,84
2009-04-08,84
2009-04-09,85
2009-04-10,86
2009-04-11,86
2009-04-12,87
2009-04-13,88
2009-04-14,88
2009-04-15,89
2009-04-16,90
2009-04-17,90
2009-04-18,91
2009-04-19,92
2009-04-20,92
2009-04-21,93
2009-04-22,94
2009-04-23,94
2009-04-24,95
2009-04-25,96
2009-04-26,96
2009-04-27,97
2009-04-28,98
2009-04-29,98
2009-04-30,99
2009-05-03,97
2009-05-04,97
2009-05-05,96
2009-05-06,95
2009-05-07,94
2009-05-08,93
2009-05-09,92
2009-05-10,90
2009-05-11,88
2009-05-12,86
2009-05-13,85
2009-05-14,84
2009-05-15,83
2009-05-16,82
2009-05-17,80
2009-05-18,79
2009-05-19,78
2009-05-20,77
2009-05-21,76
2009-05-22,75
2009-05-23,73
2009-05-24,72
2009-05-25,71
2009-05-26,70
2009-05-27,68
2009-05-28,67
2009-05-29,66
2009-05-30,65
2009-05-31,64
2009-06-01,63
2009-06-02,62
2009-06-03,61
2009-06-04,60
2009-06-05,59
2009-06-06,58
2009-06-07,57
2009-06-08,58
2009-06-09,57
2009-06-10,56
2009-06-11,56
2009-06-12,56
2009-06-13,57
2009-06-14,50
2009-06-15,49
2009-06-16,49
2009-06-17,48
2009-06-18,47
2009-06-19,46
2009-06-20,45
2009-06-21,44
2009-06-22,43
2009-06-23,42
2009-06-24,41
2009-06-25,40
2009-06-26,39
2009-06-27,38
2009-06-28,37
2009-06-29,36
2009-06-30,35
2009-07-01,35
